Ensembl.Gene.ID	brain_GSM752569	brain_GSM752570	cerebellum_GSM752571	cerebellum_GSM752572	heart_GSM752573	heart_GSM752575	adult mammalian kidney_GSM752576	adult mammalian kidney_GSM752578	liver_GSM752580	liver_GSM752581	testis_GSM752583	testis_GSM752585
ENSOANG00000000110	32.80878	30.40943	35.96648	35.7601	36.7343	33.7183	32.37001	29.45213	19.15135	17.98513	65.5247	62.87079
ENSOANG00000000111	0.17228	0.64277	0.80324	1.7314	6.81726	3.73305	0	0.58243	0.22804	0	2.17235	1.1555
ENSOANG00000000112	11.4869	5.56342	18.69012	11.06108	14.17665	10.07297	10.05874	7.87764	6.66882	6.43679	10.79976	11.08337
ENSOANG00000000113	4.66165	0.39082	3.87226	7.24795	23.58185	23.05973	5.57232	10.75754	0.17328	0.30821	2.64201	2.4825
ENSOANG00000000114	0	0	0	0	0.34145	0	0	0	0	0	0	0.05787
ENSOANG00000000118	0	0	0	0	0	0	0	0	0	0	3.38678	1.04085
ENSOANG00000000123	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000124	1.29581	1.53553	1.06611	1.76775	1.80967	1.80166	2.5548	3.15671	1.71521	4.7411	1.28158	3.44225
ENSOANG00000000125	6.71703	2.14248	4.68991	3.51461	0.84166	0.50508	7.07393	79.9424	0.52038	0.89074	20.83339	15.66654
ENSOANG00000000126	24.2588	33.97265	37.28509	27.40872	10.8299	7.71912	9.24598	17.66446	1.48197	2.82329	7.84338	18.18941
ENSOANG00000000127	184.51714	254.38486	376.56184	255.26643	88.27427	91.72073	137.09499	215.05204	43.87511	44.04749	191.07047	133.10676
ENSOANG00000000128	0	0	0	0	0	0	0	0	0	0	0.38771	1.64999
ENSOANG00000000129	1.09814	1.96645	1.46277	3.39568	11.97367	1.29787	0.64013	2.22753	0.29071	0.36921	5.53881	1.57124
ENSOANG00000000130	31.51158	26.12409	33.47263	32.5838	10.10552	10.46073	9.76553	15.23517	14.41352	8.33615	15.63202	18.50178
ENSOANG00000000131	31.46923	11.92644	21.62459	20.07983	9.66322	13.7752	28.38978	37.99654	17.85198	20.57321	29.39366	10.49738
ENSOANG00000000132	28.0693	16.246	32.60337	23.2897	13.66434	25.40728	17.27521	26.91661	34.91846	23.33535	44.53328	31.48655
ENSOANG00000000133	0	0	0	0	0	0	0	0	0	0	0	0.16725
ENSOANG00000000134	4.09493	4.05783	5.32674	4.58347	3.33825	2.26865	8.39191	6.38127	0.52222	0.48407	5.3787	4.55834
ENSOANG00000000135	1.81215	1.30547	2.74679	5.89323	3.07705	2.21556	6.19216	3.16875	1.32333	2.20591	75.64134	51.80039
ENSOANG00000000137	8.53966	7.37302	4.92921	3.77235	10.2627	4.76612	2.07416	2.40589	0.4037	0.1709	0.25652	1.21821
ENSOANG00000000138	0.43	0.64167	0.28644	0.33247	0.37818	0	0	1.09036	0	0	9.0375	9.03713
ENSOANG00000000139	0.73015	0.43581	0	0.22583	0.51361	0	0.42572	0.2469	0.38657	0.7365	0	1.04466
ENSOANG00000000140	1.79331	0.97308	0.54288	0.81922	3.72724	5.21826	1.78191	2.48011	1.29471	0.61669	29.8072	22.05032
ENSOANG00000000141	3.08576	7.28354	9.95739	9.87608	5.84161	1.71645	9.89137	3.79855	1.71706	3.21605	6.00296	5.48381
ENSOANG00000000142	0.83493	0.86025	0.74137	0.92206	0.6293	0.35242	1.33255	1.44486	1.36822	0.86884	1.92168	2.22206
ENSOANG00000000143	30.74579	27.76451	17.54544	15.31372	21.7739	19.57809	11.52739	8.48763	10.01489	4.45177	10.55253	8.79589
ENSOANG00000000144	2.49127	1.9244	1.56163	1.85793	2.9896	5.25376	1.28146	1.68456	0.77596	1.08395	2.58691	4.21989
ENSOANG00000000145	0.52322	0.68323	0.26134	0.15174	0.63261	0.19332	0	0.49755	0	0	0.68727	0.81888
ENSOANG00000000146	0.5963	0.88983	0.1986	0.23052	1.70421	0.14684	2.17253	1.76405	0	0	0.31334	0.66658
ENSOANG00000000147	1.275	1.90264	2.54754	3.61403	1.86859	0.20929	7.74199	3.59208	0.14064	0.35723	1.33977	1.71028
ENSOANG00000000148	67.13383	76.57428	89.21331	102.38262	48.37286	32.8056	54.56523	36.01328	21.57116	26.72782	48.95065	50.72261
ENSOANG00000000149	0.14049	0.13985	0	0	0.4119	0.27674	0.95554	1.18757	0.06202	0	0.19695	0.33508
ENSOANG00000000150	30.55744	92.16959	43.30192	56.29196	41.73469	10.24547	102.32827	42.86175	27.10857	25.68491	12.29723	18.31453
ENSOANG00000000151	0	0	0	0	0	0	0	0	0	0	0	0.10285
ENSOANG00000000152	0	0	0	0	0	0	0	0	0	0	0	0.07516
ENSOANG00000000153	19.05491	16.04026	15.40274	17.62623	6.87417	8.34102	7.59491	23.40057	5.60497	2.73791	21.22075	16.74886
ENSOANG00000000154	1.77152	2.50066	4.97449	6.66229	3.95746	1.22606	6.14011	4.93696	1.01397	4.02444	2.61618	3.2112
ENSOANG00000000157	0.20226	0	0	0	0	0	0	0.3419	0	0	1.70028	0
ENSOANG00000000158	1.56041	3.78376	1.81872	2.71413	5.48836	4.99461	4.54802	6.26439	1.54909	0.6558	0.81984	0.87214
ENSOANG00000000159	1.61415	2.40874	1.43341	2.49565	1.89251	0.52993	0	3.18343	0.3561	0	1.13076	1.68413
ENSOANG00000000160	0.19644	0.29315	0.26167	0.60745	0.34548	0	0	0.33207	0	0	0	0.17567
ENSOANG00000000162	0.20079	0.29963	0.53491	0	0.35312	0	0	0.33941	0.26577	0.33754	2.53182	1.43645
ENSOANG00000000163	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000164	1.31285	0	0	0	0	0	0	0	0	0	0	0.23479
ENSOANG00000000166	0	0.3918	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000167	0.57688	0.57394	0.25611	0	0.33813	0	1.12101	0.97515	0	0.96979	0	0.51588
ENSOANG00000000168	0.40452	1.50925	0.26942	0.93815	0.35571	0	0	1.02569	0.53545	0.34002	0	0.18087
ENSOANG00000000169	0	0	0	0	0	0	0	0.33941	0.79732	0	0.84394	1.07733
ENSOANG00000000170	0.56885	0.566	0.50523	1.46593	0.33352	1.12053	0.55274	1.9233	1.00399	0	0.79711	0.33919
ENSOANG00000000171	0	0.27909	0	0	0	0	0	0.31614	0	0	0	0.16725
ENSOANG00000000172	0.19227	0.28691	0	0	0	0	0.56038	1.30029	0	0	0.80813	0.17194
ENSOANG00000000173	0.05964	0.13337	0.19849	0.41468	0.3668	0	0.08691	0.25189	0.1183	0.10026	3.13129	4.55695
ENSOANG00000000174	6.49093	4.47567	7.871	8.72059	8.97485	5.5552	14.87394	7.18873	2.78492	4.96682	8.09061	6.84546
ENSOANG00000000175	1.32284	1.40999	1.2586	1.46086	0.66474	0	0.55083	2.23612	0.50032	0.95299	3.17709	1.01397
ENSOANG00000000176	0	0	0	0	0	0	0	0	1.39024	1.76564	0	0.46958
ENSOANG00000000177	0.19784	0.29522	0	0	0	0	0	0	0	0.33258	0.83155	0.17692
ENSOANG00000000178	0.19931	0.29742	0	0	0	0	0	0.33691	0	0	0	0.35647
ENSOANG00000000179	0.19505	0.29107	0.25982	0.90471	0.34303	0.38421	1.137	0.65942	0.25818	0.3279	0.81984	0.69771
ENSOANG00000000180	0	0	0.27149	0.31512	0	0.40148	0	0.68892	0.26978	0	0.85668	1.09338
ENSOANG00000000181	0.19931	1.1897	0.53098	0.30816	0.70105	0.3926	1.16184	1.34765	0.52764	0.33506	0	1.60421
ENSOANG00000000182	0.20226	0	0	0	0	0	0	0.3419	0	0	0	0.54262
ENSOANG00000000183	0	0.566	0	0	0.66705	0	0	0	0	0	0	0
ENSOANG00000000184	0.26255	0	0.69947	0.40594	0.92349	0	0.76525	0.44382	2.0853	1.76564	1.10356	0.23479
ENSOANG00000000185	0.37405	0.55818	0	0.57832	0	0	0.5451	0.63228	0.24756	0	1.57219	1.33806
ENSOANG00000000186	0.19227	1.14789	0.51232	1.18931	0.33813	0	0	1.6253	0.2545	0	0	0.68789
ENSOANG00000000187	0.20079	0	0.53491	0.31044	0.35312	0	0.58522	0.33941	0.26577	0.67508	0.84394	1.07733
ENSOANG00000000189	0.08053	0	0	0.1245	0	0	0	0	0	0	0	0.1441
ENSOANG00000000190	0.38461	0	0	0	0.33813	0	0	0.325	0	0	0	0.34395
ENSOANG00000000191	0	0.57798	0.25796	0.29942	0	0.38147	0	0.32736	0.51268	0	0.81398	0.86591
ENSOANG00000000192	0	0.30867	0	0	0	0	0	0	0.5477	0.34773	0.86942	0.37003
ENSOANG00000000193	0	0	0	0.81187	0.46174	0	0.76525	0	0	0	0	0
ENSOANG00000000194	0	0.30867	0	0.31981	0.36378	0	0	0	0	0	1.73919	0.555
ENSOANG00000000195	0	0.3918	1.0492	0	0.92349	0	0.76525	0	0.34753	0.44138	0	0
ENSOANG00000000196	0.38191	1.70973	0	0.29524	0	0	1.11313	0.32279	0	0.32101	0.80262	0.85382
ENSOANG00000000198	0.20079	0.29963	0.53491	0	0.35312	0.39551	0.58522	0.33941	0.26577	0	0	0.71822
ENSOANG00000000200	0.96149	1.14789	1.28075	1.18931	2.36736	0.37873	2.8024	0.97515	0.2545	0.64657	0	0.17194
ENSOANG00000000201	0.20685	0.61746	0.27553	0	0	0	0	0.34965	0	0	0.86942	0.73998
ENSOANG00000000202	0	0.34901	0	0.18087	0.41132	0.23043	0.34096	0.7907	0.46442	0.39318	0	0
ENSOANG00000000203	2.73064	4.07483	9.28149	13.24808	3.97432	4.08047	12.0756	8.59509	47.11286	66.95788	4.74928	9.85198
ENSOANG00000000204	6.40483	7.97203	1.80857	1.0952	0.05187	0	0.17215	0	0	0	1.48886	1.55725
ENSOANG00000000205	0	0.26368	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000206	0.35373	0.10562	0.28273	0.10943	0.49762	0.13942	0.41235	0.23915	5.89926	3.68662	0.2975	0.44285
ENSOANG00000000207	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000208	0.15557	0	0.31089	0.48117	1.0945	0.30643	0.22683	0.13155	0	0	0.32711	0.34783
ENSOANG00000000209	417.30546	518.55313	583.72943	750.29753	1231.29181	868.08891	839.29141	788.21424	442.35843	520.47823	588.78414	1025.77813
ENSOANG00000000210	0	0.30415	0.27149	0	0.35845	0	0.59405	0	0	0.68513	0	0.72892
ENSOANG00000000211	0.37405	0.27909	0.24912	0.28916	0	0	0	0.63228	0.24756	0.62881	0.78609	0.16725
ENSOANG00000000212	0.20226	0	0	0.62543	0	0	0	0	0	0	1.70028	0.36175
ENSOANG00000000213	0	0	0.26942	0	0	0.39841	0	0.3419	0	0	0.85014	1.08532
ENSOANG00000000214	0	0	0	0	0	0	0	0.66898	0.52385	0	0	0
ENSOANG00000000215	0.39576	0.29522	0.52716	1.52964	0	0	0.57662	1.33796	0.26187	0	0	0.53083
ENSOANG00000000216	0.18964	0.283	0.25261	0	0	0	0	0.64115	0.25103	0.63762	0	0
ENSOANG00000000217	0.08045	0	0	0.12438	0	0	0	0.40795	0	0	0	0.14388
ENSOANG00000000218	0.78766	0	0.34973	0	0.46174	0	0	0	0	0	0	0.23479
ENSOANG00000000219	0.20529	0	0	0.3174	0	0.80893	0	0.34702	0.27174	0.34511	1.7261	0.55083
ENSOANG00000000220	0	0	0	0	0.35052	0	1.16184	2.35853	0	0	0	0.89119
ENSOANG00000000221	0.37929	0	0.25261	0.29321	0	0.37356	0	0	0.25103	0.31881	0.79711	0.16959
ENSOANG00000000222	0.26255	1.95911	1.39904	3.24761	0.92349	0.51718	4.59171	1.33145	0.34753	2.20702	1.10356	1.17403
ENSOANG00000000223	0.40755	0	0	0	0	0	0	0.34453	0	0	0.85668	0.18227
ENSOANG00000000224	0	1.20742	0	0.31272	0	0	0	0.6838	0	0	0.85014	0.54262
ENSOANG00000000225	0	0	0	0.30157	0	0	0	0	0.25818	0.3279	0	0.17443
ENSOANG00000000226	8.26908	7.60835	10.10165	12.45369	1.58232	1.5191	3.24674	4.49037	2.38198	1.80062	11.70567	21.72456
ENSOANG00000000227	12.68342	5.12137	6.55915	7.15182	7.34787	12.34501	16.52668	17.15195	33.18209	23.57951	71.49909	37.89672
ENSOANG00000000228	36.93025	87.28229	110.16278	76.07835	6.87762	1.4736	8.9203	10.17442	0.27011	0.68596	4.57401	1.15557
ENSOANG00000000229	0.21676	0.16173	0.28873	0.75386	0.09523	0	0.47371	0.27474	0	0	0	0
ENSOANG00000000230	16.74674	13.10832	26.94992	43.28505	0.39864	0.11167	20.23448	10.72943	0.07504	0.04765	11.43401	8.31158
ENSOANG00000000231	149.6846	115.05501	163.41391	204.73132	16.06671	35.79331	119.96826	117.26373	16.21201	14.0078	8.01726	33.75619
ENSOANG00000000232	0	0	0.12123	0	0	0.35856	0	0.30769	0.12047	0.306	0	0.24417
ENSOANG00000000233	3.88276	2.85616	1.8939	1.86009	1.25024	3.98575	2.86901	5.82376	5.35655	4.41279	72.86434	53.69653
ENSOANG00000000234	0	0	0	0	0	0	0	0.2404	0	0	0.59775	0.12718
ENSOANG00000000235	11.1838	12.02974	12.77991	13.28304	17.73835	15.20845	18.53208	26.16621	11.04631	10.7843	14.15796	21.66097
ENSOANG00000000236	0	0.10843	0	0	4.27874	3.93395	0	0.06135	0.04804	0	1.06844	0.25977
ENSOANG00000000237	13.62418	11.72938	16.86835	17.62129	12.67141	9.28969	21.38199	15.57486	12.31152	11.52521	35.60735	34.83279
ENSOANG00000000238	0.33989	0.33813	0.30183	0.17517	1.99264	3.57104	0.99064	1.34073	0.59997	3.42855	4.28616	2.02654
ENSOANG00000000239	21.52291	13.05233	11.84038	15.86873	2.70967	2.89491	1.86524	3.56604	0.75297	1.07583	16.8375	17.27588
ENSOANG00000000240	0.73671	1.18395	0.26418	0.52575	25.31573	14.84731	14.94867	13.12438	14.89053	14.5289	5.12149	5.068
ENSOANG00000000241	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000242	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000243	0.38986	0.38789	0.45001	0.24116	0.36565	0.15362	2.87857	2.15275	0.92885	0.78649	3.27729	2.76579
ENSOANG00000000244	38.42004	38.38181	67.40824	69.29359	18.99825	18.3659	44.60461	34.99949	11.44773	13.56614	29.32445	40.10794
ENSOANG00000000245	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000246	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000247	50.02017	30.72496	36.70959	46.85753	13.72759	17.33688	37.37623	36.08334	17.3432	15.59922	27.78704	27.85018
ENSOANG00000000248	4.43973	3.2559	4.08909	3.41252	1.20472	1.69919	3.99289	6.17549	1.88058	0.98094	7.57102	8.71201
ENSOANG00000000249	5.82172	9.92858	37.59685	52.07735	7.03898	6.96247	6.66611	10.36814	1.44489	1.7476	3.05864	4.09059
ENSOANG00000000250	3.52346	7.88682	1.46669	3.4048	17.04062	26.46053	8.66483	22.14874	5.9756	11.66127	0.46277	0.19692
ENSOANG00000000251	117.15722	116.46317	86.5524	67.02099	1.10948	1.77519	7.09207	5.02725	3.22082	2.27257	10.985	7.33387
ENSOANG00000000252	0.21389	1.59592	0	0.11019	0	0	0	0	0	0	7.49182	6.12079
ENSOANG00000000253	2.8749	2.87486	3.11889	3.57426	3.70073	7.82304	2.33227	6.06208	1.2162	1.04636	2.61618	3.86964
ENSOANG00000000254	360.07684	219.87473	235.14177	225.40145	136.08903	201.36526	187.11248	266.53755	231.95208	191.23026	219.01487	291.64024
ENSOANG00000000255	29.54107	29.58756	34.90111	27.20049	10.05135	10.65582	8.15769	9.10455	12.23507	8.73814	42.60816	41.60336
ENSOANG00000000256	33.26516	48.15137	39.48988	43.90112	19.74872	11.99258	32.58132	21.61187	10.49872	11.57093	40.44614	42.78428
ENSOANG00000000257	81.91995	68.0942	87.50788	88.15699	56.04361	38.04097	70.38992	49.35506	23.8511	30.0813	70.6531	88.51402
ENSOANG00000000258	24.31172	28.9184	59.84049	71.09134	203.24753	190.16936	35.42979	97.67788	14.92424	3.85009	62.94125	132.49481
ENSOANG00000000259	0	0	1.06502	1.54522	50.44502	37.92996	0.09718	0.05636	0	0	0	0.11919
ENSOANG00000000260	13.73273	17.76834	38.38261	57.68291	29.87498	15.79259	67.78932	25.62892	9.98181	21.4846	41.03872	47.41902
ENSOANG00000000261	20.42445	18.2209	49.26711	19.49632	14.83649	7.43415	18.63547	7.4305	10.40264	7.315	22.76849	14.09575
ENSOANG00000000262	32.69105	31.56588	36.03205	34.48873	34.7212	14.89927	35.49736	16.0364	11.53914	20.68957	52.26854	45.97262
ENSOANG00000000263	36.8544	37.32916	23.65555	34.24758	28.88118	44.76124	25.60194	27.75979	9.85765	10.59343	24.88128	46.44808
ENSOANG00000000264	5.1141	1.27197	4.28911	1.02491	1.16582	0.9327	3.03639	0.64031	0.5014	0.3184	17.91283	15.15975
ENSOANG00000000265	32.47627	56.59356	47.94575	44.97175	25.57721	20.45075	26.38366	27.1224	11.58447	14.42411	51.3919	41.97141
ENSOANG00000000266	7.27474	16.40175	51.40052	66.75172	0	0	1.15229	0.80205	0	0	0.33227	0
ENSOANG00000000267	0	0	0.10617	0.06168	0.21034	0	1.0458	0.06744	0.21101	0.06707	0	0.07128
ENSOANG00000000268	11.71373	10.51817	16.27866	16.22908	11.41497	11.1872	35.47134	51.34468	13.827	20.28855	37.29936	35.68814
ENSOANG00000000269	4.76692	7.24515	10.93566	10.37283	4.81266	2.60833	11.57801	8.80405	4.08971	4.00681	24.48875	16.97252
ENSOANG00000000270	574.40998	631.98653	653.54058	511.87971	0	0	0	0	0	0	0.33985	0.14461
ENSOANG00000000271	0.35553	1.27344	0	0	0	0	0	0	0	0	0	0.06359
ENSOANG00000000272	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000273	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000274	54.7711	59.59201	70.43448	51.73662	49.41133	56.58697	30.82327	47.22599	16.50543	12.47131	9.28817	18.63211
ENSOANG00000000275	1.44531	0.3451	1.69421	1.16195	0.10171	0.56946	1.01094	2.34537	0	0	0	0.15509
ENSOANG00000000276	66.24143	244.29711	67.35215	55.75329	38.14302	5.14726	1.1425	0.44174	0	0	7.68844	4.08934
ENSOANG00000000277	0.05997	0	0.07988	0.27814	9.49221	19.37348	140.18343	103.19841	72.0778	65.93369	0.50409	0
ENSOANG00000000278	53.46293	33.86753	39.34747	33.41644	17.33367	23.9658	15.59954	25.06519	18.81433	12.78323	16.59544	21.68191
ENSOANG00000000279	3.74219	3.00334	6.03199	5.5914	4.53504	6.62812	4.30782	5.31583	3.87121	3.85918	300.97044	212.32199
ENSOANG00000000280	44.40062	46.39235	67.98233	59.97212	38.82691	44.69845	79.6285	116.32013	221.36863	212.42504	108.9789	128.86101
ENSOANG00000000281	5.29694	7.63182	8.39391	12.99045	3.53347	3.41806	8.25176	4.01388	1.81324	1.53524	3.45461	2.61341
ENSOANG00000000282	3.45833	3.81835	2.05038	1.57625	3.26953	4.88278	16.19742	13.55033	6.324	7.35961	2.77285	2.39547
ENSOANG00000000283	1.7222	0.56857	0.99475	0.65976	6.51327	13.68983	11.41637	11.23265	7.92828	6.27718	2.11416	3.10754
ENSOANG00000000284	8.98129	0	0	0.0841	0	0.10715	12.37453	9.75317	0	183.74167	0.22863	0.29208
ENSOANG00000000285	4.4494	4.40685	6.71356	8.21852	5.19359	3.33512	7.68922	8.51962	4.06531	3.97156	4.30303	9.04943
ENSOANG00000000286	1.11747	0.84496	0.43659	0.66812	1.72942	0.58705	1.86739	1.41052	1.7947	1.17732	0.31299	1.25249
ENSOANG00000000287	0.05505	0	0	0	0	0	0.16045	0	0	0	149.58586	109.17283
ENSOANG00000000288	0	0	0	0	0	0	0	0	0	0	29.38229	15.23769
ENSOANG00000000289	1.47964	0.80291	1.25424	2.28768	0.70969	0.79489	0.39205	0.68213	0.7122	0	7.34996	5.89435
ENSOANG00000000290	0.08937	0	0.11905	0	0	0	0	0	0	0	319.71686	227.28805
ENSOANG00000000291	0	0.06222	0	0	0	0	0	0	0	0	52.71721	37.8587
ENSOANG00000000292	0	0	0	0	0	0	0.24044	0.13945	0.43677	0.13868	0	0.14754
ENSOANG00000000293	0	0	0	0	0	0	0	0	0	0	0	0.18534
ENSOANG00000000294	12.80179	17.00051	19.55567	31.77775	27.78135	15.73176	25.50261	22.8313	7.53987	15.69645	95.76921	68.42677
ENSOANG00000000295	9.79771	11.77791	20.05992	20.05754	28.39927	16.08306	0.52887	2.14694	0.12004	0.15245	16.39642	30.66621
ENSOANG00000000296	7.26917	11.31913	8.84087	8.20928	6.66988	2.11664	7.00086	6.62471	3.59774	3.29414	6.11074	8.36593
ENSOANG00000000297	19.56298	27.36857	26.05873	8.82192	1.4335	0	3.56358	1.37784	0	0.68513	5.13905	2.55129
ENSOANG00000000298	0.76562	0.14278	0.50992	0.29587	1.34648	0.37695	8.36804	13.91231	0	0.16085	7.64264	13.26521
ENSOANG00000000299	0	0	0	0	0	0	0	0	0	0	0	0.08029
ENSOANG00000000300	0.17588	0.08753	0.07813	0	0.10315	0	0	0.09915	0.07764	0	0.24654	0.57683
ENSOANG00000000301	1.21029	1.46744	0.20155	4.0933	0.13298	0.14894	0.441	0.38358	0.90109	2.0346	17.48655	54.04728
ENSOANG00000000302	1.4345	0.76453	0.68244	1.10888	0.27028	0.70646	10.90063	8.83341	0.74592	0.60292	12.05896	8.61318
ENSOANG00000000303	13.26349	16.85357	14.22423	17.88993	5.14143	6.30426	13.72332	28.97492	5.94719	5.27682	10.99464	14.28284
ENSOANG00000000304	0	0	0	0	0	0	0	0	0	0	0.74546	0
ENSOANG00000000305	17.29511	17.51308	18.85532	24.7902	3.25887	3.04176	6.60117	8.52696	7.01776	5.19184	9.62767	12.22122
ENSOANG00000000306	0	0.17946	0	0	0	0	0	0	0	0	0.50547	0
ENSOANG00000000307	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000308	12.51974	8.62274	9.70139	6.82454	2.46994	2.806	7.42682	14.34615	15.19088	7.15056	8.68629	7.42808
ENSOANG00000000309	0.66601	0.74546	1.77431	0.77235	0	0	50.47087	21.24988	0.88157	1.53951	1.39968	0.81895
ENSOANG00000000310	0.88416	0.30451	3.44255	0.84126	0.11958	0	1.98224	1.32217	1.89055	3.43006	1.85798	1.00356
ENSOANG00000000311	0.37151	0.92406	0.49486	0.7659	0.87119	3.41516	0.36101	0.62799	0.49175	0.83276	1.56151	2.32565
ENSOANG00000000312	0.24273	0	0	0.37528	0	0	0	0	0	0	0	0
ENSOANG00000000313	2.8577	7.42327	13.81634	24.05497	0	0.41697	0	0	0	0	0.44487	0.1893
ENSOANG00000000314	1.27115	0.63226	4.32719	1.74698	0	0	0	0.95507	0	0	0	0.25259
ENSOANG00000000315	104.7157	125.6117	66.63129	70.98774	110.07134	53.6301	77.47581	86.05422	21.43095	27.89508	53.83248	69.00816
ENSOANG00000000316	1.51708	0.14144	0.12625	0.14654	0.16669	0	0.27625	0	3.89062	10.8387	0.39838	0.59354
ENSOANG00000000317	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000318	283.21483	314.06383	326.53391	297.30749	0.58363	0.49023	38.44447	29.86879	1.64712	0.41838	47.07235	30.34183
ENSOANG00000000319	1.88588	2.12305	1.98316	2.30187	0.0582	0.06519	2.41082	4.642	0.04381	0	160.34183	119.71018
ENSOANG00000000320	49.54069	40.8194	58.22311	63.32854	47.85667	56.68362	46.70315	54.89367	37.65078	25.5027	48.62007	55.6219
ENSOANG00000000321	307.42997	357.88642	353.65528	398.47157	766.21635	835.43803	425.66569	500.31296	291.59497	390.79359	706.70436	677.70612
ENSOANG00000000322	75.91447	75.19694	79.48628	73.05682	15.2664	16.50761	7.47887	5.62948	5.67285	5.0478	12.50623	13.15767
ENSOANG00000000323	4.6728	3.70442	8.36401	9.48231	3.33854	1.43826	7.66105	4.68992	1.35304	0.49095	975.89492	573.92086
ENSOANG00000000324	1.37298	1.1952	0.91443	0.35375	0.60365	2.25364	2.33442	5.80202	0.60582	0.96166	39.43383	27.62528
ENSOANG00000000325	2.3593	3.25993	2.32788	1.75635	0.15372	0	0.25476	3.10187	0.1157	0.14694	8.44733	7.97048
ENSOANG00000000326	0.59359	7.08672	0.79069	0.91776	1.04393	0	1.7301	0	0	1.9959	7.48528	2.65429
ENSOANG00000000328	12.05649	13.39388	26.54487	29.87461	5.10513	2.87652	21.64463	7.79677	0.5657	0.56876	19.08767	17.07229
ENSOANG00000000329	60.26966	62.8694	40.53067	65.49982	31.07796	40.80259	104.37497	113.3527	75.43928	60.20102	56.56779	100.36365
ENSOANG00000000330	53.10707	53.14732	103.68425	84.66343	50.84324	39.04952	57.49657	46.65158	12.99152	13.88578	33.90157	32.50127
ENSOANG00000000331	2.54599	0.89399	3.19179	2.7786	1.31695	2.65496	0	0	0	0	3.14748	1.87497
ENSOANG00000000332	58.96255	52.49671	59.62052	68.18025	40.08407	53.68027	25.51336	44.11138	22.9549	12.77194	72.19705	110.47805
ENSOANG00000000333	1.35537	2.18441	27.44271	16.26175	0.47673	0.21365	0.15806	0.36655	0	0	0.22794	0.24241
ENSOANG00000000334	61.20451	64.63586	79.70277	80.86469	50.28151	31.86856	68.3614	50.93382	43.96294	29.2122	78.07572	116.81494
ENSOANG00000000335	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000336	1.86179	1.19068	1.41715	1.23364	0	0	0.12917	0	0	0	0.18628	0.19824
ENSOANG00000000337	9.66426	6.29543	7.45438	7.42109	5.67795	5.003	3.82671	3.49279	3.13397	1.77294	3.16641	3.38768
ENSOANG00000000338	3.64085	1.72868	2.86584	2.04703	0.87321	0.32596	19.77652	8.11278	4.16214	2.78211	6.95606	3.99587
ENSOANG00000000339	16.96685	26.34976	30.22028	32.80735	24.79001	11.14041	36.42831	17.44179	11.14347	15.27739	77.57506	48.93524
ENSOANG00000000340	0.94921	0.49265	1.04451	0.76564	1.01613	0.65031	4.93172	2.65099	1.52957	2.91391	0.69382	0.18454
ENSOANG00000000341	0.18637	1.25168	0.62068	0.72043	8.68686	3.12082	38.84368	14.02087	0.1234	0.94004	0.39184	1.00012
ENSOANG00000000342	0.92045	1.37356	3.3104	1.56548	10.84575	9.60952	5.36555	7.62396	0.24365	0.92847	8.89839	9.4659
ENSOANG00000000343	112.35122	144.14081	69.67084	84.22794	47.54564	37.1972	11.87886	22.50532	6.11407	4.11092	7.42331	10.20508
ENSOANG00000000344	10.6786	10.24409	15.44356	22.87844	21.19475	9.91644	8.8926	13.92504	6.05779	6.66774	3.20601	13.77854
ENSOANG00000000345	10.95745	5.58029	11.12062	12.36996	3.51762	4.45387	3.04164	5.14509	2.9929	2.19297	19.73844	14.38724
ENSOANG00000000346	2.89751	5.76512	1.87131	2.71502	7.72087	5.18857	5.11819	4.30426	1.39468	2.21404	7.38095	7.69489
ENSOANG00000000347	0	0	0	0	0	0	0	0	0	0	0	0.35647
ENSOANG00000000348	0	0	0	0	0	0	0	0	0	0	0.71069	1.05843
ENSOANG00000000349	84.20611	92.48997	156.99883	116.83875	71.92343	61.79456	48.12331	52.59957	30.76508	72.59383	73.13571	42.81908
ENSOANG00000000350	0.12026	0.17946	0.16019	0	0	0	0	0	0	0	24.01668	13.60814
ENSOANG00000000351	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000352	0	0	0	0	0	0	0	0.763	0.29874	0	0	0
ENSOANG00000000353	61.79615	25.51225	39.85282	25.60676	15.65986	22.80171	10.90016	11.74044	17.91518	13.47208	46.40917	39.65492
ENSOANG00000000354	4.38698	8.01616	7.39403	7.33636	6.77058	5.46709	5.47992	4.54023	604.74327	734.92998	9.784	12.56999
