Ensembl.Gene.ID	brain_GSM752569	brain_GSM752570	cerebellum_GSM752571	cerebellum_GSM752572	heart_GSM752573	heart_GSM752575	adult mammalian kidney_GSM752576	adult mammalian kidney_GSM752578	liver_GSM752580	liver_GSM752581	testis_GSM752583	testis_GSM752585
ENSOANG00000003275	88.77189	80.59067	72.79225	87.88238	34.7264	32.91162	64.14309	64.81636	35.60863	28.03088	59.30279	75.00885
ENSOANG00000003276	1.50036	2.68672	1.59884	0.77324	4.92547	1.77325	4.08147	5.74871	1.85358	2.3541	119.82001	85.15474
ENSOANG00000003277	4.73407	2.55959	6.48877	3.81884	6.39513	5.40593	6.39917	4.6391	4.35917	4.26751	3.17227	5.15386
ENSOANG00000003278	4.23387	2.86924	7.52825	8.79811	1.60537	1.68321	3.79256	3.41427	1.87667	1.53456	20.48976	14.46753
ENSOANG00000003279	313.77117	607.38985	78.84126	108.94219	7.43518	7.12093	1.42878	2.89997	0.16222	0.30903	5.92343	4.65738
ENSOANG00000003280	0	0.7737	0	0	0	0	0	0	0	0	0.72653	0.30908
ENSOANG00000003281	0	0	0	0	0	0	0	0	0	0	0	0.30908
ENSOANG00000003282	52.6675	59.70385	35.99506	36.60782	1.26883	0.64595	1.91156	1.44126	0	0.11031	3.03247	1.93555
ENSOANG00000003283	0.20431	0.60976	0.63497	0.21063	0	0	0.59548	0.80579	0	0	33.77416	24.90651
ENSOANG00000003284	3.45547	4.15037	1.68395	2.56265	0	0	0.16379	0.18999	0	0	16.17709	10.9033
ENSOANG00000003285	41.11774	59.67646	37.41461	69.70673	0.07924	0	0.26288	0.60971	0	0	0.56848	0.4435
ENSOANG00000003286	0	0	17.85414	23.81255	0	0	1.94117	0.42221	0	0	0.34983	0
ENSOANG00000003287	1.35528	2.17231	26.41096	36.47596	9.35751	7.11916	55.15619	51.24982	31.95884	58.98446	0.21107	0.85287
ENSOANG00000003288	0.15606	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003289	0	0	0	0.48522	0	0	0	0.26532	0.41541	0.26386	0.65973	1.26304
ENSOANG00000003290	0	0	0	0	0	0.27303	0	0	0	0	0	0
ENSOANG00000003291	0.08978	0	0	0	0.31595	0	0	0	0	0	0	0.08029
ENSOANG00000003292	47.41347	48.4791	58.24458	56.20155	23.62565	19.02493	62.18665	55.50924	20.45493	23.91182	18.08361	18.2949
ENSOANG00000003293	23.76867	13.78373	12.80981	20.33859	8.81119	9.44816	9.96586	6.86358	2.07435	4.71026	0.29956	0.48841
ENSOANG00000003294	26.37085	30.48351	27.44925	33.89217	8.71884	7.29473	10.01027	10.45012	4.66473	5.12106	9.79123	17.92062
ENSOANG00000003295	0	0.08924	0	0	0.15776	0.23559	1.48202	1.92122	0.03958	0.1508	0	0.05348
ENSOANG00000003296	0.11108	0.05526	0	0	0	0	0.43169	0.75096	1106.58841	679.1771	0.15563	0.09934
ENSOANG00000003297	19.46779	26.65073	19.4305	31.98585	8.87631	6.88292	13.41746	11.71939	4.9188	3.44989	6.76048	18.15336
ENSOANG00000003298	5.21101	5.63199	5.41011	6.81276	1.34778	1.24526	6.03052	9.97445	3.39811	2.54428	3.30139	3.11809
ENSOANG00000003299	0.70271	8.31456	0.86926	0.54323	0.17649	0.19767	482.79938	302.4928	0.1993	8.26963	3.79756	3.45639
ENSOANG00000003300	0	0.05917	0	0	0	0	0.92498	4.62705	238.0304	383.60056	0.66696	0.63859
ENSOANG00000003301	0	0	0	0	0	0	0	0	0	0	0.73341	0.23406
ENSOANG00000003302	0.08249	0	0.65931	0.51017	0	0	0	0	0	0	2.77388	1.32795
ENSOANG00000003303	12.50598	19.86069	44.66473	49.71378	19.57251	6.55405	25.08048	14.30336	3.18927	7.13652	93.67674	66.51201
ENSOANG00000003305	24.12714	30.98019	21.82419	36.95614	16.97263	18.34719	2152.16653	910.52953	2.82222	6.98007	74.52502	71.1507
ENSOANG00000003306	0	0	0	0	0	0	0.1466	0.08502	10.59035	15.64935	0	0.04498
ENSOANG00000003307	1.41853	4.17482	3.77907	2.13227	5.33593	1.00902	15.84883	8.65893	2.71216	5.16678	2.98117	3.10087
ENSOANG00000003308	7.37157	7.02279	4.16067	9.07916	7.03135	4.92215	28.64716	29.3567	4.79605	6.65121	12.60368	9.34811
ENSOANG00000003309	11.40572	8.34048	15.19291	11.30415	7.37207	8.19321	6.44024	11.69987	9.20466	4.3701	15.43369	19.52777
ENSOANG00000003310	3.7376	2.94112	7.14142	6.83657	4.5797	3.41967	6.33972	3.65951	15.26082	14.4719	5.10772	6.31947
ENSOANG00000003311	18.45837	12.15016	8.40755	12.31411	3.37499	2.94978	10.66927	4.80028	1.32149	1.39863	40.84351	39.00489
ENSOANG00000003312	2.45899	0.71355	7.15746	9.11728	43.12498	48.88527	2.58799	2.00126	0.12058	0.38271	1.62694	2.46367
ENSOANG00000003313	1.91766	0.19449	0.09919	0.17276	76.97932	151.09761	0	0	0	0	0.07816	0.01663
ENSOANG00000003314	6.66845	2.54357	4.75996	5.24753	0.31551	0.70678	6.4061	6.19211	0.89057	0.57813	9.61528	12.08715
ENSOANG00000003315	26.4871	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003316	7.47741	6.05265	7.53447	6.18568	9.31673	6.68508	3.05597	2.37875	0.1826	0.13909	0.92796	0.71559
ENSOANG00000003317	10.26571	16.0245	36.01842	38.32136	24.23548	14.253	0.14135	0.02049	0.0321	0.12229	3.87159	2.05936
ENSOANG00000003318	12.6482	13.99949	23.37512	24.92991	8.10208	10.8898	8.91099	23.22096	10.69932	5.77328	37.67159	38.08975
ENSOANG00000003319	58.065	42.97998	72.65424	45.63289	34.13744	37.82282	48.26636	35.43401	16.64802	13.53185	20.79345	28.86832
ENSOANG00000003320	4.17308	3.38438	26.22284	22.30178	7.01997	6.61198	0.52887	1.68692	0.12004	0	0.38117	0.0811
ENSOANG00000003321	2.36986	1.83369	0.89632	0.61821	0.37732	0.17282	0.45485	0.92322	0.58088	0.80329	0.49204	0.34886
ENSOANG00000003322	22.97838	28.35606	35.06121	37.67616	21.90761	22.04232	45.07642	43.18469	52.65677	46.9402	32.68713	54.14113
ENSOANG00000003323	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003324	19.95677	6.34591	58.45202	35.5406	6.00658	4.41918	3.31813	4.7262	0.53187	0.11251	62.06737	57.6423
ENSOANG00000003325	21.60523	17.12788	24.13253	13.74431	8.50965	4.65477	27.55003	12.364	8.63896	6.62091	45.40546	29.18253
ENSOANG00000003326	4.01547	3.26519	6.95013	6.20835	3.1292	4.40482	5.1158	7.43798	6.04717	5.17394	6.46815	6.75169
ENSOANG00000003327	14.24539	12.77593	13.10771	13.01718	3.24878	3.63881	9.21518	8.5271	12.7432	11.4065	19.41133	21.72968
ENSOANG00000003328	17.67947	23.88063	20.22032	18.59212	2.65363	4.23312	6.75207	13.60295	11.76133	11.37593	11.08245	13.9293
ENSOANG00000003329	0.35135	0.97381	0.13367	0.07764	0	0.09892	0	0.16963	0.06647	0.08442	22.15318	18.85319
ENSOANG00000003330	0.7757	0.6149	1.38845	1.12434	0.59688	0.57301	0.77718	0.69654	0.38505	0.77423	3.56618	1.12722
ENSOANG00000003331	0.24453	0	0	0	0	0	5.70198	4.96036	17.96453	4.522	0.51408	0.10937
ENSOANG00000003332	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003333	0	0	0	0	0	0	0	0	0	0	1.03401	1.02664
ENSOANG00000003334	0.1042	0.07775	0.0694	0	12.64735	22.3778	5.77169	35.14767	0	1.22649	0.21899	0.04659
ENSOANG00000003335	32.04421	33.4827	30.85187	36.42025	33.78994	26.44067	151.31445	130.57935	58.17998	126.76398	23.23162	25.36086
ENSOANG00000003336	13.43512	21.32301	16.83452	19.5399	18.02131	15.92363	18.4177	14.8196	10.77566	10.24006	7.4178	10.79275
ENSOANG00000003337	0.2664	0	0.53229	0	0	0	0.38823	0	0.70526	0	1.11975	0.71471
ENSOANG00000003338	0.70705	1.13053	2.69103	2.65499	1.42111	1.19379	1.17759	1.10989	1.0028	0.84901	4.45798	3.07127
ENSOANG00000003339	0.41533	0	0.13826	0.0803	0.13701	0.05115	0	0.0439	0.37789	0.08731	1.74573	1.25345
ENSOANG00000003340	164.45294	112.47207	319.4548	300.65455	0	0.12716	5.73636	4.41767	4.69781	2.1153	6.3738	5.48212
ENSOANG00000003342	28.35545	19.91241	26.8636	14.26184	0.04437	0	0	0	0	0	0.7434	0.74577
ENSOANG00000003343	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003344	0	0.0676	0.06034	0	0	0.71421	683.60446	5927.8614	0.05996	0	5.71511	1.41857
ENSOANG00000003345	3.48234	6.08382	11.76629	13.00059	53.32614	22.25161	88.12931	57.28573	10.68045	21.41753	38.19874	33.7238
ENSOANG00000003346	131.76478	74.38155	92.74535	105.68003	144.73841	175.14731	76.48325	76.20924	55.26744	40.80721	160.37184	112.75558
ENSOANG00000003347	0.25706	0.12787	0.34242	0.13248	0.45209	0.16879	1.24875	0.14485	6.35176	0	3.24148	1.22605
ENSOANG00000003349	71.18409	35.29623	41.64981	49.01172	79.02871	113.25642	16.22106	31.81425	39.02344	20.57665	97.44161	77.17577
ENSOANG00000003350	5.68344	5.65412	10.74678	7.77725	8.2146	5.34026	30.65495	17.50286	4.58298	5.2165	362.17295	243.75551
ENSOANG00000003351	8.96638	13.07604	10.31487	11.02739	6.45089	4.81695	8.90908	15.15665	5.12504	12.33263	11.13479	12.02744
ENSOANG00000003352	7.332	9.3017	3.12413	2.61357	0.74326	0.95723	1.84757	1.6073	0.89502	0.95905	1.33219	1.34158
ENSOANG00000003353	0	0	0	0	0	0	0	0	0	0	0	0.20461
ENSOANG00000003354	25.40828	21.80624	15.90131	22.061	0.74297	0.43149	4.51459	8.88617	1.01473	0.92049	9.46963	8.28279
ENSOANG00000003355	58.75069	78.41029	106.91645	98.51107	6.54871	0.81506	0	0	0	0	5.21722	1.11001
ENSOANG00000003356	12.32821	34.39417	6.54485	6.35363	0.15718	0	0.52075	3.32219	0	0	52.5688	58.63845
ENSOANG00000003357	313.29263	361.75195	332.49412	396.80599	0	0	1.94762	1.86057	0	0	0.66076	0.14058
ENSOANG00000003358	0	0	0	0	0	0	0.49854	0.48176	0	0	0	0
ENSOANG00000003359	25.29033	23.8634	21.85845	20.89399	5.9416	5.26054	9.37802	9.30063	4.0035	2.00141	60.72346	36.31252
ENSOANG00000003360	10.27825	2.97632	3.38286	5.87955	3.01654	4.92409	2.59658	2.87699	2.14722	1.49765	1.62074	1.33176
ENSOANG00000003361	236.54699	254.15274	259.70104	564.75957	813.62432	552.275	636.46792	338.40428	211.59519	385.51762	547.36182	607.88643
ENSOANG00000003362	3.44981	6.42036	7.30837	6.31031	14.73045	4.78951	44.68389	14.70563	2.72734	4.02113	12.24386	13.13101
ENSOANG00000003363	49.79807	43.75027	43.27485	44.95199	31.0866	36.25932	38.90598	44.20109	55.75008	29.51035	75.06492	84.92274
ENSOANG00000003364	22.16598	13.64326	24.49077	22.27126	3.55594	2.42437	6.00306	8.00324	3.64057	3.08233	3.85334	4.12165
ENSOANG00000003365	3.48971	7.76727	0.31514	1.46314	0.10402	0.11651	0	0.09998	0	0	6.71262	5.50095
ENSOANG00000003367	6.66951	6.6959	9.51207	7.61235	5.52697	4.88359	3.91839	4.42695	3.48963	2.17204	3.8895	4.02824
ENSOANG00000003368	30.85916	28.48454	65.33133	67.63246	4.75576	3.02885	17.61761	6.63246	8.42209	9.53757	12.48041	10.28932
ENSOANG00000003369	43.29312	34.88142	47.88434	52.50657	45.74389	50.12909	76.56632	68.946	51.64358	47.93864	63.19879	70.7466
ENSOANG00000003370	37.17109	31.90059	57.58867	48.46761	14.02826	13.66983	18.83149	16.98925	17.21015	11.80022	26.48651	27.74819
ENSOANG00000003371	4.724	4.14671	7.8842	6.5735	3.1766	3.66737	6.31751	8.31426	3.31039	4.20429	18.68791	13.74212
ENSOANG00000003372	17.54242	9.92527	9.70871	6.55564	0.77985	0.76423	0.72704	0.28111	2.42101	1.16465	0.58225	0.57002
ENSOANG00000003373	8.88512	11.60836	8.29951	5.3581	0.12966	0.07261	0.10744	0.18694	0	0	6.81833	3.82444
ENSOANG00000003374	0.08757	0.39192	0	0	0.02564	0	0	0	0	0	7.42124	4.04524
ENSOANG00000003375	18.49048	22.00428	17.87509	26.53769	21.81641	14.13875	10.2328	13.32004	9.91404	8.39399	35.41624	29.02413
ENSOANG00000003376	42.29159	29.40896	40.1576	37.38778	21.35755	35.04311	20.49234	34.75412	24.95822	22.0272	48.80567	53.44318
ENSOANG00000003377	2.30637	2.6344	3.90664	1.54078	1.75261	3.42145	9.21207	7.21988	1.5453	2.58491	21.5427	14.28497
ENSOANG00000003378	1.34562	0	0	0	0	0.0689	290.62983	316.35904	3289.33447	2793.4998	0.80813	0.8517
ENSOANG00000003379	7.38246	3.19172	4.16634	4.33801	1.49646	3.17117	1.40777	2.91576	3.07465	1.08258	4.64013	4.17498
ENSOANG00000003380	7.07141	0.86587	0.3864	0.22431	0	0	0	0	0	0	0	0
ENSOANG00000003381	6.09845	10.59469	11.94262	11.61027	8.80427	3.94444	15.5198	8.30858	1.80727	2.29529	4.97343	8.46542
ENSOANG00000003383	3.28933	2.10361	3.75561	5.73149	2.38739	2.36547	1.21747	1.76516	0.89849	0.61435	2.41406	2.80146
ENSOANG00000003384	72.49638	64.95186	67.98309	68.44964	31.7512	43.00654	32.76923	41.32205	25.13258	22.35124	61.37457	50.27112
ENSOANG00000003385	0	0	0	0.12412	0	0	0	0	0	0	0	0
ENSOANG00000003387	12.65868	13.85279	6.263	8.76074	0.21207	1.42486	1.22988	13.04268	0.39893	0.70937	128.45667	77.62454
ENSOANG00000003388	59.17053	69.87057	67.46007	91.59761	57.13679	33.15641	114.61635	118.03722	46.89577	71.79209	87.43312	120.94665
ENSOANG00000003390	40.94786	29.0838	43.08507	53.50338	5.68415	3.11146	17.49487	25.09912	4.59989	3.92184	18.07948	19.68907
ENSOANG00000003391	12.4864	16.19503	17.25419	20.20737	15.39217	19.76851	77.88815	101.19421	64.10287	73.7618	17.16736	23.27146
ENSOANG00000003392	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003393	0.2936	0.87626	0	0	0	0	0	0	0	0.49357	0	0
ENSOANG00000003394	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003395	218.88147	285.56038	154.19573	229.14167	572.13786	302.90446	16.85402	8.50771	1.7009	2.34019	39.60874	58.03193
ENSOANG00000003396	11.41055	13.61478	15.71243	20.5078	11.38846	22.14461	11.78741	16.92804	4.81155	3.64214	27.52155	13.45466
ENSOANG00000003397	47.19104	49.08985	62.86051	46.61095	46.573	42.77835	41.12985	37.94932	13.46331	25.87922	93.59172	87.76227
ENSOANG00000003398	245.85485	268.85621	424.47154	319.65127	662.58926	593.67107	912.45778	921.03617	478.5935	442.34678	265.72497	388.4462
ENSOANG00000003399	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003400	0	0	0	0	0	0	0	0	0	0	0	0.0422
ENSOANG00000003401	7.98015	5.16379	6.20865	4.03998	1.24203	1.66933	3.91075	4.89445	3.36515	2.37434	23.15277	22.48269
ENSOANG00000003402	0	0	0	0	0.14954	0	0	0.14374	0	0	0	0
ENSOANG00000003403	16.43757	4.79913	11.58242	10.95761	18.6437	15.95477	7.29049	7.85258	6.70081	6.70809	8.26071	5.96504
ENSOANG00000003404	3.71835	2.08075	0.77389	7.36587	1.8392	0.68661	3.72547	1.57143	1.53803	0.48834	0.73272	0.36373
ENSOANG00000003405	32.62134	30.62984	34.42066	36.55209	33.19737	46.56887	25.10507	43.37065	23.53047	17.56097	57.77258	75.06092
ENSOANG00000003406	2.65806	1.8145	7.49574	4.63438	10.54292	3.67625	11.53861	15.43942	1.57208	2.18663	3.3279	3.38855
ENSOANG00000003407	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003408	10.32945	13.43031	11.03474	17.55176	5.75561	3.22329	23.84677	10.71848	85.96229	118.63065	44.70648	38.96125
ENSOANG00000003409	16.24734	9.86562	1.49485	2.22537	25.5706	43.96974	1.27979	1.15462	6.03849	5.61848	95.36117	68.74219
ENSOANG00000003410	17.03518	22.54693	7.17699	9.28751	17.13686	4.96782	1.13605	0.15509	0.48557	0.65525	5.3002	2.80894
ENSOANG00000003411	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003412	0.11821	0	0	0.18277	32.84714	20.95665	0	0	0.15647	0.59617	0	0.42285
ENSOANG00000003413	16.31248	14.73358	8.76776	13.27404	17.74139	19.30764	46.5021	85.14176	48.01416	30.06877	4.8116	10.36493
ENSOANG00000003414	7.60823	12.55075	16.14149	14.2441	5.25482	1.85297	38.22194	21.46592	2.3437	3.95338	12.79168	10.19328
ENSOANG00000003415	49.47703	39.43132	24.85491	36.10791	27.31081	38.17782	14.9119	25.13124	8.84369	9.71385	24.03459	26.69804
ENSOANG00000003416	15.72667	8.06249	10.56596	11.81178	13.58697	21.52224	5.66711	12.56493	8.4042	3.6157	18.44205	19.31084
ENSOANG00000003417	42.86116	33.90591	37.47169	36.41985	20.38723	21.70829	43.8339	40.10594	21.74823	16.03206	61.58875	65.95993
ENSOANG00000003418	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003419	0	0	0	0	0	0	0	0	0	0	0.49583	0.10549
ENSOANG00000003420	16.82087	18.90743	22.40612	18.23862	10.75729	10.32744	10.82399	12.55523	8.09646	4.03959	28.46433	43.17344
ENSOANG00000003421	18.28092	24.38833	19.79999	17.89677	10.76161	7.53338	12.33586	19.48058	6.61471	7.5436	14.14591	15.96038
ENSOANG00000003422	12.63878	7.31325	8.72695	6.61999	4.5362	7.51951	6.01428	11.77229	10.78878	5.98384	17.56334	20.66729
ENSOANG00000003423	0.70623	1.05388	1.88135	0.7279	0	0	0.68621	0	0	0	486.80427	256.8245
ENSOANG00000003424	2.51789	1.68088	2.11825	3.38073	1.35959	1.3487	1.73822	3.17346	3.39128	2.19063	30.35708	30.57524
ENSOANG00000003425	12.26899	26.05857	20.17548	17.26247	22.5637	8.19838	17.03597	13.79557	6.51517	13.47635	12.54996	10.97172
ENSOANG00000003426	2.67682	1.88418	5.38206	2.49882	1.86528	1.09439	3.9745	2.21978	2.60719	1.35842	9.12806	3.70357
ENSOANG00000003428	6.04692	3.71347	3.54676	3.1549	1.05027	1.8136	1.66826	2.56597	2.60221	1.42232	8.47212	7.38815
ENSOANG00000003429	6.79256	5.41415	2.90698	3.24761	1.00748	0.48361	1.27215	2.35174	0.03611	0.09172	18.11632	10.90455
ENSOANG00000003430	4.01088	4.21309	9.81968	10.3584	8.98465	5.16404	13.19231	10.45386	4.06336	11.30046	22.79191	40.73681
ENSOANG00000003431	2.763	5.349	10.64355	9.46749	27.97354	28.68415	1.0883	4.16565	0	0.1256	2.19714	1.73629
ENSOANG00000003432	0	0	0	0	0	0	0	0	0	0	3.20842	2.23408
ENSOANG00000003433	0	0	0	0	0	0	0	0	0	0	0	0.07905
ENSOANG00000003434	0	0	0	0	0	0	0	0	0	0	0	0.13201
ENSOANG00000003435	111.26184	43.02657	20.78492	9.96475	4.17602	5.67961	0	0.57343	0.44903	0	17.10917	24.41935
ENSOANG00000003436	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003437	0	0.12347	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003438	0	0	0	0	0	0	0	0	0	0	0	0.07172
ENSOANG00000003439	8.44234	6.8261	10.62565	12.48205	2.73805	2.18151	2.29216	0.92239	1.59333	0.86347	6.004	6.47324
ENSOANG00000003440	3.07274	2.1629	8.95828	8.33619	1.22359	1.59882	3.54854	8.42809	4.06726	2.43659	6.82315	5.59934
ENSOANG00000003441	16.57904	15.28076	22.08399	13.57042	0	0	0	0	0	0	0	0
ENSOANG00000003442	2.67338	4.41687	8.83901	9.74284	2.18295	0.5643	3.20018	2.01746	0.4423	0.4013	1.4045	3.71411
ENSOANG00000003443	10.747	7.28623	13.52401	11.82293	10.40432	20.66054	8.43322	17.59882	5.57385	4.51663	29.53517	28.20819
ENSOANG00000003444	1.04841	2.8053	0.24083	0.11184	0	0	0	0	0	0.1216	0	0.09699
ENSOANG00000003445	4.58039	5.10671	5.50515	6.22709	2.22214	1.86669	3.75961	4.18282	2.61327	4.8236	20.24803	18.8324
ENSOANG00000003446	0	0	0	0	0	0	0	0	0	0.39579	0	0
ENSOANG00000003447	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003448	15.89714	10.85239	23.97779	32.70969	38.52799	36.10909	76.37725	38.50516	11.41618	10.45737	45.21953	31.73806
ENSOANG00000003449	0.39199	0	0.13051	0	0	0	12.28094	14.57643	0	0	0.41181	3.76803
ENSOANG00000003450	57.55195	48.5071	46.97261	40.26186	22.34198	22.4417	39.53085	73.97629	28.06605	22.34449	36.29462	40.63159
ENSOANG00000003451	7.05339	6.61608	0.26844	0.31158	0	0	0	0	0	0	0.42352	0.18021
ENSOANG00000003452	50.85459	74.43447	55.99647	66.00782	20.64569	14.69256	4.14307	6.29071	3.93226	7.43756	2.14824	2.67092
ENSOANG00000003453	0.62497	0.69949	0.62439	0.64418	1.37385	1.23106	3.64286	2.64102	5.17015	5.1654	6.12899	5.16953
ENSOANG00000003454	2157.22509	5781.78401	4094.86167	2201.95611	2883.53936	847.47206	1200.90557	1484.26194	1302.81814	1999.41467	1991.98491	1504.23369
ENSOANG00000003455	4.16203	8.11689	5.28003	4.83475	7.28102	5.98621	11.36073	6.58884	2.53595	4.03518	12.40328	13.19437
ENSOANG00000003456	10.54351	8.20063	12.00155	12.84353	1606.12448	1206.21971	24.58433	16.85049	6.51278	8.91606	6.71468	11.65727
ENSOANG00000003457	56.06945	47.98438	55.79025	45.60768	31.44361	39.56542	53.16128	77.5742	25.39478	18.6244	42.59095	55.13486
ENSOANG00000003458	11.08114	10.79078	16.67804	17.85725	99.38312	51.63463	149.19238	68.13466	16.39592	21.44232	49.24949	42.87108
ENSOANG00000003459	0	0	0.10257	0	0.81241	0.90994	1.57084	1.17137	0.10193	0.2589	0	0.13773
ENSOANG00000003460	1.0539	2.57364	1.02104	1.77763	0	0	0	0	0	0	0	0.08571
ENSOANG00000003462	3.2768	1.18542	21.82419	10.13257	0.52384	0.39115	28.94132	56.90119	0	0	0	0.08879
ENSOANG00000003463	5.20306	5.28628	23.15131	18.14273	8.37163	11.1212	11.29292	14.40902	7.32669	7.25798	16.28554	14.35464
ENSOANG00000003464	5.35609	8.34952	10.44702	7.5418	3.78472	1.31885	5.15735	2.82935	1.58249	1.68824	17.48758	13.85619
ENSOANG00000003466	63.7719	69.79477	87.5773	82.17006	62.04672	54.1221	53.22359	75.914	76.84503	73.03054	56.8343	63.95796
ENSOANG00000003467	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003468	9.04872	6.87133	3.92268	3.22849	0.47082	0.52734	0.31207	1.7196	0.07092	0.45005	371.33076	284.03088
ENSOANG00000003469	0.48185	0.23972	0.35661	0.745	0.47082	0.15814	0.5463	0.04528	0.10627	0.17999	0.56263	0.33516
ENSOANG00000003471	0.16777	0.08349	0	0.17301	0.49186	0.77133	67.65989	34.03997	5.92333	14.66951	0.23517	0.05004
ENSOANG00000003472	2.59858	5.37516	3.32437	5.05197	1.629	2.28059	9.22377	7.52397	1.94119	2.5951	21.52033	17.11808
ENSOANG00000003474	2.4576	0.81501	16.73184	5.48843	2.8814	4.84099	0.79581	4.15429	7.22899	4.13144	4.59089	3.17449
ENSOANG00000003475	36.18952	9.32798	10.07939	9.66457	0	0	0	0	0	0	0	0
ENSOANG00000003476	11.91329	10.51377	17.746	14.65613	1.68966	2.52328	4.10702	4.22256	6.1042	6.24509	4.57677	6.98787
ENSOANG00000003477	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003478	3.13917	2.70261	4.66394	3.17339	2.12331	2.97285	4.04685	3.57158	4.71451	4.16091	12.17947	12.41667
ENSOANG00000003479	0	0.08301	0.07409	0	0.09782	0	0	0	0	0	0.46759	0.24864
ENSOANG00000003480	0.32653	0.27848	0.24858	0	0	0	0	0	0	0	63.33552	40.59232
ENSOANG00000003481	2.62562	1.56732	2.33169	1.62387	1.53925	1.3792	12.75465	12.72321	17.37725	13.53612	103.73896	85.3113
ENSOANG00000003482	3.07683	8.60893	12.29531	10.10875	0	0	0	0	0	0	0	0
ENSOANG00000003483	34.36805	44.80476	14.55051	12.36933	9.90714	8.06605	0.8278	1.04023	0.03134	0.2388	3.08412	2.93157
ENSOANG00000003484	0.87728	0.538	0.5443	0.35299	0.25356	0.42601	0.63034	1.40166	8.60534	4.88873	1.36387	0.87045
ENSOANG00000003485	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003486	13.66777	13.52836	0.41477	0.93625	3.37729	7.0885	3.27778	2.6028	0.06875	0.05812	0.43626	0.40226
ENSOANG00000003487	2.15581	0.78641	0.5743	0.37035	169.00862	292.53532	4.32859	4.04905	9.57518	7.40919	5.63798	10.92447
ENSOANG00000003488	0	0	0.10334	0.11994	0.27287	0.45844	0	0	0.20537	0	0	0
ENSOANG00000003489	29.1277	20.48696	102.52238	80.00321	5.07776	8.97713	13.20067	32.39405	11.46541	2.9504	7.97147	9.72048
ENSOANG00000003490	1.30032	7.37351	7.27476	7.63957	0.45742	0	15.91782	2.6377	0	0	2.18612	1.86054
ENSOANG00000003491	0.80101	1.41268	2.32788	2.47691	2.17704	1.86475	4.24478	2.58494	1.73495	2.08101	2.7546	2.21401
ENSOANG00000003492	11.00202	9.72504	8.63212	9.70801	9.01447	8.65423	9.60389	13.0586	16.67101	15.63338	10.46439	12.62171
ENSOANG00000003493	23.33473	30.37629	41.00304	33.77526	23.57507	19.55953	7.23533	14.26722	0	1.66924	16.6946	18.20355
ENSOANG00000003494	1.7408	2.59773	1.63681	0.63329	0.54026	0	0.29846	1.21167	0.67771	1.205	2.15203	1.55674
ENSOANG00000003495	0.44622	0.53263	0.71321	1.10382	1.25557	1.75776	3.38117	4.07287	2.00809	3.45031	3.37576	3.9103
ENSOANG00000003496	0.77701	2.48465	3.32688	3.51828	0.29289	0.21865	0.32353	1.12581	0.14693	0.1866	3.96594	6.79967
ENSOANG00000003497	0	0	0.04419	0	0	0	0	0	0	0	57.17827	39.99675
ENSOANG00000003498	0	0	0	0	0	0	0	0	0	0	0.38117	0.32453
ENSOANG00000003499	18.96431	31.48433	43.73881	31.57054	8.27395	6.78336	9.47138	11.31421	7.25458	8.07215	25.07513	25.28688
ENSOANG00000003500	11.00185	6.02367	11.8083	12.48218	19.34862	35.85914	9.45848	8.16138	5.3431	2.92726	25.94904	23.07456
ENSOANG00000003501	0	0	0	0	0.93473	0.19638	0	0	0	0	0	0.02974
ENSOANG00000003502	2.59113	4.16407	9.20402	7.60145	4.4401	3.79533	5.03486	4.1554	0.96734	1.34024	43.00585	40.22362
ENSOANG00000003503	0	0	0.17154	0.1991	2.94479	0.5075	37.91726	8.056	0	0	1.0829	0.80628
ENSOANG00000003504	30.9818	29.07256	84.53846	77.16731	2.08498	2.56879	0.34549	0.40075	0	0	6.6441	6.85579
ENSOANG00000003505	17.51482	18.52405	10.02308	15.44595	105.34244	90.6064	82.64508	122.88253	56.43984	46.88167	12.32925	16.76534
ENSOANG00000003506	0.26427	0.13141	3.05069	1.4981	0.3099	0	0.77026	0.74445	0.46638	0.74035	0.74064	0.55141
ENSOANG00000003507	0.07946	0.29657	1.32364	1.47492	0.27964	0.07826	0.81085	0.60473	0.42094	0.9355	0.50134	0.99529
ENSOANG00000003508	0	0	0	0	0	0	0	0	0	0	0	0
