Ensembl.Gene.ID	prefrontal cortex_GSM752664	prefrontal cortex_GSM752665	prefrontal cortex_GSM752666	prefrontal cortex_GSM752667	prefrontal cortex_GSM752668	prefrontal cortex_GSM752669	cerebellum_GSM752670	cerebellum_GSM752671	heart_GSM752672	heart_GSM752673	adult mammalian kidney_GSM752674	adult mammalian kidney_GSM752675	liver_GSM752676	liver_GSM752677	testis_GSM752678
ENSPTRG00000000001	34.42093	36.52651	28.50907	23.12696	19.66599	28.69891	32.85568	39.94835	16.11637	10.23581	41.41923	28.74653	20.57799	18.34145	38.89301
ENSPTRG00000000008	0	0	0.33628	0.29426	0	0	1.13921	2.00006	0.56075	0.28507	0.31959	0.35017	0.04439	0	30.88219
ENSPTRG00000000009	0.65231	0.47816	0.54692	0	0.25547	0.31035	0.46309	0.36585	0.11394	0.05796	0.7145	0.42708	1.02926	0.2812	0.1961
ENSPTRG00000000012	20.58523	20.77544	15.72355	16.98772	13.69904	15.55907	10.95437	10.65093	7.63731	2.50488	15.81015	7.48774	15.22292	9.12043	4.28264
ENSPTRG00000000017	0.52572	3.17917	0.88156	0.43376	1.2357	2.00036	2.23927	0.78635	0	0	0.78523	0.22943	0	0	2.37132
ENSPTRG00000000021	0.25286	4.86628	0.53005	1.04334	2.47675	4.20996	3.71911	4.01912	1.10464	0.22461	3.77745	1.65568	3.88542	0.27261	0.57033
ENSPTRG00000000023	5.33052	26.19893	12.4435	10.33067	8.78044	13.82966	10.81306	8.15483	7.9381	11.94504	21.71584	16.56891	5.33261	11.23239	26.96049
ENSPTRG00000000024	0.18378	0.54733	0.43341	0.18958	0.27001	0.32782	0.83891	0.8163	0.34127	0.67349	0.50339	0.48472	0.03816	0	0.20726
ENSPTRG00000000025	74.55778	145.25379	74.7208	55.72632	49.50622	73.05388	59.52105	74.7949	16.948	17.12985	40.17731	31.05968	34.14979	25.88756	14.34778
ENSPTRG00000000027	63.30098	100.96742	86.03495	90.53728	53.65018	71.33153	44.43076	49.44035	40.33999	48.58729	124.66123	107.03027	78.66249	79.98774	206.15362
ENSPTRG00000000028	45.80134	61.80793	51.55009	52.10775	39.02831	46.66047	102.31083	128.14426	14.00819	12.34964	89.16725	56.37791	77.03307	42.59538	25.53395
ENSPTRG00000000029	49.61234	61.37388	79.94855	87.8543	41.3033	63.42079	49.37706	40.00563	39.28103	36.08237	67.93377	66.09412	63.09387	50.8129	43.82824
ENSPTRG00000000031	12.60313	4.53404	3.81598	2.69648	2.46879	7.77099	15.95512	12.56843	2.73235	2.03171	9.94772	5.90869	13.37472	4.32788	6.66795
ENSPTRG00000000033	4.17249	1.39039	2.91543	1.04334	1.36228	1.50343	4.23205	3.42811	0.8285	0.33692	2.83309	1.65568	3.04534	1.22691	1.80616
ENSPTRG00000000034	124.4711	86.67145	116.11729	100.70371	80.76493	100.19808	111.33428	95.72156	51.33184	52.61758	126.40459	86.31605	63.00249	75.18427	39.25583
ENSPTRG00000000035	0.40336	4.98915	2.53624	1.10933	1.58009	1.43876	0.51135	1.31964	4.22816	1.7912	1.60649	2.64059	0.50243	0.43486	0.45483
ENSPTRG00000000037	14.30516	15.48771	7.29126	7.74875	9.26076	8.50542	17.98761	12.00008	0.94162	0.80509	9.73295	8.87432	3.96706	3.74997	1.7312
ENSPTRG00000000038	22.77361	17.72945	17.90188	18.31565	14.4134	19.16321	20.79862	15.20158	7.56659	2.61441	39.08773	19.21757	68.36282	54.46245	17.66625
ENSPTRG00000000040	0.14175	0.64972	2.22961	0.9752	0.13883	1.0117	1.72609	1.32578	0	0	0.07058	0.25791	0	0	0.74634
ENSPTRG00000000041	0.97878	0.59788	1.19687	0.67321	0.3196	1.55174	1.90275	1.98267	0.07127	0	0.97471	1.54279	1.76129	1.05522	4.17008
ENSPTRG00000000044	32.44072	68.85536	62.47469	40.54435	37.29331	53.78362	36.09157	36.7464	4.98675	4.1717	35.6877	24.4149	11.79119	18.22721	11.51611
ENSPTRG00000000047	13.46953	20.44736	5.3578	7.70061	10.01369	10.61393	44.27741	68.95719	6.77004	3.67598	8.40371	8.20513	3.94234	7.34831	2.31821
ENSPTRG00000000048	5.63433	4.07607	2.38292	1.35952	2.80768	1.64578	13.23422	13.40008	0.69087	0.0878	10.77894	10.89449	0.65675	1.38545	37.53064
ENSPTRG00000000049	18.32934	31.83379	26.30288	30.62704	26.11265	29.90202	21.33097	27.19158	10.30085	11.70669	46.5885	43.67643	26.18925	46.05437	34.28102
ENSPTRG00000000050	12.14117	12.40922	10.44125	12.20305	6.70809	8.88453	8.88067	4.36568	3.3998	2.48885	11.23821	8.86084	4.20147	5.37012	6.61214
ENSPTRG00000000051	9.23844	17.4346	7.24524	4.57617	8.32079	10.14079	23.31124	44.33346	0.02819	0.02867	1.17415	6.8384	0.33532	0.4876	0.09717
ENSPTRG00000000052	14.85839	28.15299	15.63526	13.59697	20.35081	19.99167	17.59221	30.16223	4.65463	10.17494	10.25743	11.08919	7.74332	7.33938	21.05157
ENSPTRG00000000053	8.62098	12.35408	8.74742	6.05477	4.76079	10.25155	3.25579	1.45771	6.20977	1.91448	18.17511	8.74033	26.88788	23.13703	0.55165
ENSPTRG00000000054	46.04402	30.41763	27.76232	20.30862	18.87786	28.14696	17.06278	14.70028	3.74202	2.42798	7.74501	6.88785	9.22076	4.92145	5.25411
ENSPTRG00000000055	0.13487	0.12359	0.14136	0.55628	0.1321	0.16019	0.23935	0.12609	0.38285	0.0599	0.63785	0.12262	0.02797	0	65.79418
ENSPTRG00000000057	0	0	0	0.30716	0	0	0	0	0.19504	0	0	0.04059	0	0	133.69466
ENSPTRG00000000059	4.57398	4.30778	0.799	0.99025	0.66369	1.20869	0.494	0.07919	3.03409	1.29791	6.3897	3.88215	0.6683	0.13698	0.35026
ENSPTRG00000000060	1.46387	1.27754	0.73054	0.47933	0.4096	0.4973	0.42417	0.52131	0.12179	0.18574	24.67732	14.57898	17.65698	7.81552	0.89098
ENSPTRG00000000062	0.22754	0.20851	0	0.15648	0	0	3.34559	6.16762	0	0.05053	0.1133	0.04138	0.09449	0	1.19718
ENSPTRG00000000063	125.53771	81.79819	55.81241	61.56442	63.24186	72.80562	85.45174	64.93647	31.91447	25.82177	44.19126	62.50657	44.33266	72.38621	14.69921
ENSPTRG00000000064	9.11169	20.32549	26.91367	13.29153	13.79211	17.07328	15.96297	15.31628	1.88965	1.83951	9.02802	8.60385	4.81565	3.67129	8.85727
ENSPTRG00000000067	0	0	0	0	0	0	0	0.07525	0	0	0	0.02928	0	0	27.96685
ENSPTRG00000000068	39.63003	35.01784	34.30469	29.76789	28.3604	28.1912	41.063	41.02032	18.88312	13.7511	26.16343	20.61455	20.88935	17.16644	11.79399
ENSPTRG00000000069	9.80682	11.99492	8.20525	11.86731	9.97619	10.61058	10.62991	15.81874	6.19611	8.03835	13.58044	17.22355	6.7116	9.66531	55.34668
ENSPTRG00000000070	2.33747	2.14193	1.92494	1.37779	3.10707	1.98549	3.30231	3.4341	0.36469	0.14833	1.49646	1.15391	0.69335	0.53999	0.87876
ENSPTRG00000000072	8.00461	7.335	3.71623	3.5468	7.6822	5.62159	3.54182	2.61181	0.37547	0.07156	6.12568	5.62787	0.15614	0.05796	1.57528
ENSPTRG00000000075	64.3326	50.25823	30.6566	28.60676	38.79366	36.82409	16.6998	23.4974	0.04765	0.01208	0.16287	0.27763	0.02265	0.02932	86.65223
ENSPTRG00000000076	127.94642	66.41729	100.79226	108.55475	93.45436	95.0132	221.15346	215.06143	102.35246	136.95651	136.18566	183.67761	158.21066	139.79811	116.70795
ENSPTRG00000000078	1.97224	6.00004	6.44935	4.28578	3.32244	4.7842	4.92094	8.11304	3.85965	7.60329	5.61716	7.50383	3.06299	2.16874	0.23723
ENSPTRG00000000079	13.85117	15.95456	13.60172	14.28802	19.39859	15.77836	23.79779	36.73107	8.45393	7.50305	21.10951	31.05372	4.75737	6.80359	16.30211
ENSPTRG00000000081	0.33178	0	0	0	0	0	0.16826	0	0	0	0	0	0	0	0
ENSPTRG00000000082	4.79386	13.4244	8.52154	5.85488	6.72355	7.38779	0.36957	0.35855	0.46907	0.35767	1.94779	1.21365	0.43	1.4884	1.47047
ENSPTRG00000000084	69.07142	147.97934	162.98835	123.12885	111.68108	147.2934	58.41379	70.97918	1.51705	1.28541	7.49328	9.50934	11.53718	10.60833	15.66622
ENSPTRG00000000085	0	0	0	0	0	0	0	0.06429	0.03004	0	1.19796	1.85026	0.51379	0	5.99505
ENSPTRG00000000088	43.8455	39.45521	30.76357	16.18125	18.17544	21.05726	88.08149	75.97343	4.45051	6.67978	3.92546	3.37497	1.38509	1.1115	3.19157
ENSPTRG00000000089	4.4116	4.90151	5.43299	4.55059	5.50913	6.55746	5.90076	9.79547	1.90303	2.54715	3.13019	3.91136	2.72501	3.32926	3.8143
ENSPTRG00000000090	0.16784	0.25634	0.05864	0.4617	0.0548	0.13306	0.25536	0	0.02444	0	0.11143	0.0814	0.04647	0	8.41372
ENSPTRG00000000091	14.86354	30.06148	10.79374	9.05346	13.3101	15.40223	10.82218	13.99532	8.76537	13.48596	15.27758	23.90443	11.63906	7.09659	3.19286
ENSPTRG00000000092	8.96339	5.46259	7.50666	6.54743	9.66102	5.40565	7.22084	9.74316	2.22935	1.99999	6.00055	4.97631	4.79066	3.2366	28.92281
ENSPTRG00000000093	11.37899	19.1903	17.76265	14.65149	13.51629	16.12216	10.25217	14.59947	4.54765	4.78508	7.59467	11.97671	3.56905	5.6119	7.00799
ENSPTRG00000000094	33.10538	37.50302	25.31452	24.15333	24.08957	28.31124	28.61356	25.70787	17.77063	21.47634	33.48226	23.77954	15.11596	15.22044	18.41788
ENSPTRG00000000096	25.68071	19.98809	6.71994	10.4476	29.89642	12.76222	39.14147	39.25507	3.07471	4.72018	3.47001	2.95318	2.73474	1.76556	3.45805
ENSPTRG00000000098	19.04807	17.13014	37.47958	58.04581	22.1934	42.27026	15.90843	14.03476	31.67472	30.41224	42.66257	49.42746	18.96615	10.91682	24.80901
ENSPTRG00000000099	9.15217	7.71565	3.92229	7.83237	12.11129	7.54575	36.8013	41.83182	3.92689	3.83007	9.43827	5.37087	4.22282	5.17468	5.99411
ENSPTRG00000000100	0	0	0	0	0	0	0	0	0	0	0.16987	0.12409	0	0	0
ENSPTRG00000000101	0.08283	0.1518	0	0	0	0	0.25203	0.07744	0.10855	0	0.04124	0.06026	0.55026	0	0
ENSPTRG00000000102	201.53478	177.81399	234.77582	185.38979	176.34404	171.51251	220.42774	234.38038	101.61933	154.29356	142.01249	251.83727	142.56964	215.16938	181.14109
ENSPTRG00000000103	9.53037	6.26411	9.98884	8.85314	11.87573	9.01907	20.54754	14.64798	3.90164	2.83666	12.29836	38.04218	57.81015	93.17242	5.10207
ENSPTRG00000000104	16.79547	22.94271	17.14531	16.31623	15.53277	17.22492	17.76348	13.13387	0.46367	0.38821	9.51312	3.67915	0.20741	1.3462	0.42252
ENSPTRG00000000106	40.08043	39.36586	24.78137	24.62577	28.3122	24.17078	60.39851	44.90534	23.0891	11.08567	36.58139	30.13587	7.54591	13.73204	26.1057
ENSPTRG00000000109	732.40661	557.03493	543.81043	448.07891	337.41891	503.0242	493.43013	222.73091	100.73352	52.7403	957.01385	526.88781	1143.26965	353.63788	267.76415
ENSPTRG00000000111	0	0	0.12285	0	0.1148	0	0	0	0	0	0.05836	0.12785	0.09728	0.12636	0
ENSPTRG00000000112	38.44292	28.21699	1.41488	12.467	4.53334	5.04549	22.59303	3.78637	29.34582	5.71046	13.76408	26.93787	1.89537	0.62373	137.07171
ENSPTRG00000000113	4.65133	4.12805	2.84057	3.17344	2.04465	3.74537	4.71781	2.3627	5.69564	3.56242	14.86275	6.35464	26.88942	29.49566	2.53335
ENSPTRG00000000114	10.34833	5.56985	8.79263	8.22185	5.26453	10.99118	2.90422	1.31497	2.10661	0.64704	3.95207	6.15778	60.16122	7.36549	3.70127
ENSPTRG00000000115	13.29122	9.92029	14.71701	16.36416	13.75277	14.53065	12.01329	6.41352	2.57526	2.90399	15.3175	17.194	11.75082	3.35117	40.69682
ENSPTRG00000000119	0	0.07934	0.09074	0	0	0	0	0	0.03782	0	0.04311	0	0	0	0
ENSPTRG00000000120	5.20144	4.14767	1.83109	2.12989	2.25557	2.6441	3.82579	1.70755	1.04067	0.47616	3.59817	3.46621	2.57211	1.45537	2.627
ENSPTRG00000000121	281.4395	344.07136	228.96575	225.03928	326.06008	246.50618	193.20465	250.17867	11.18245	12.01897	39.17491	35.6288	4.67086	4.43891	12.06823
ENSPTRG00000000122	32.36023	18.11583	19.2157	22.02602	17.84865	23.9028	43.07211	52.35081	16.69302	18.54215	18.53266	15.10521	9.49372	5.23904	28.48161
ENSPTRG00000000123	5.73122	3.56368	5.79236	8.02345	7.81873	5.11128	9.23859	13.01289	6.88487	8.72745	10.70151	13.17831	5.82239	4.19275	34.5489
ENSPTRG00000000124	4.87919	4.2081	6.61806	3.15797	6.74666	4.77826	3.78442	2.41501	5.64199	12.875	8.43173	11.06633	3.57554	2.78489	6.25788
ENSPTRG00000000125	0.45727	0.62853	0.23964	0.62893	0	0	0.4638	0	5.99275	5.48377	5.80625	4.07525	0.47472	0.24649	0.68759
ENSPTRG00000000126	11.91096	15.56791	15.63296	18.686	18.01992	19.47541	19.34858	22.74378	7.00331	13.68607	8.18132	15.77319	5.22223	7.79648	6.33661
ENSPTRG00000000127	14.53755	5.23876	4.53685	7.97552	10.179	9.42048	19.31148	27.4309	9.30277	18.68111	3.51763	4.87205	2.89127	2.83965	8.59655
ENSPTRG00000000128	35.10168	13.14586	10.45059	8.81617	13.35343	11.61485	24.45758	27.3	7.46678	6.9139	23.45595	25.83212	55.77049	24.13194	37.02375
ENSPTRG00000000130	1.76017	0.57612	1.71315	0.34585	1.10835	2.3921	1.08397	1.88069	1.48291	0.27924	5.38379	10.60992	2.24503	0.54218	90.84039
ENSPTRG00000000131	12.19274	12.50288	10.64927	9.71571	12.321	11.277	13.05376	17.91289	5.79115	9.15447	13.53935	18.30316	6.14811	6.46814	12.51366
ENSPTRG00000000132	40.97261	44.9652	35.81475	27.61974	26.01315	33.12333	24.43349	18.92586	7.18046	6.40158	19.51422	15.28642	17.75407	26.53859	12.11499
ENSPTRG00000000133	0.70701	0.61965	0.22555	0.25363	0.15046	0.29251	0.21827	0.14362	7.6539	3.71352	8.556	5.00922	2.55297	0.1326	3.37428
ENSPTRG00000000134	0	0.05743	0	0	0.06138	0	0.44525	0.93815	0	0	0.0312	0	0	0	0.28293
ENSPTRG00000000136	44.54017	31.48424	40.12474	39.10852	47.83063	35.57377	56.08488	101.24705	22.67505	35.88095	37.77375	37.11589	30.13439	31.09442	56.50768
ENSPTRG00000000137	2.48359	3.26796	2.06909	2.36482	3.6177	1.21166	11.36824	11.72905	0.38947	0.28285	1.01471	0.92658	48.79143	166.2194	1.34064
ENSPTRG00000000138	45.40298	83.77042	68.75125	63.79321	42.19187	73.63665	37.92068	34.89639	19.40577	15.11051	36.43962	15.26858	53.71622	10.42316	14.90566
ENSPTRG00000000140	23.16072	19.64169	21.9408	25.19302	24.37489	27.0115	32.38521	49.39637	12.01436	11.02848	18.21323	16.62633	14.65779	9.48369	60.36005
ENSPTRG00000000142	11.70562	20.08032	12.30755	15.64196	22.73067	14.64549	15.47396	18.91387	5.65461	9.42065	9.86158	11.9193	10.30544	7.73549	72.28328
ENSPTRG00000000143	0.06954	0.44637	0.29172	0.28717	0.34072	0.82735	0.38819	1.30108	1.8237	1.94696	0.97012	0.35432	0.02888	0.2251	0.05229
ENSPTRG00000000144	4.62289	5.94318	4.62825	5.2195	5.20361	3.77436	6.33342	7.54732	4.5512	4.53541	7.48947	7.55431	19.3687	6.69475	13.59122
ENSPTRG00000000145	2.50234	9.29793	3.30543	1.74449	5.30479	3.17968	2.48599	0.96139	0	0	0.01704	0	0.01421	0	2.78338
ENSPTRG00000000146	269.89847	184.89021	159.9522	132.77254	96.39738	162.28086	136.87546	137.18986	2.28936	4.84151	13.09962	10.52272	17.67133	24.06926	21.5923
ENSPTRG00000000147	155.94246	186.77674	184.43722	140.05552	117.86937	159.7181	131.45134	156.49286	10.73462	9.97983	48.69197	45.42737	15.79602	23.04539	21.89226
ENSPTRG00000000148	7.87959	8.42394	10.4822	6.25253	5.54081	5.76617	8.35069	7.46126	4.7218	3.54458	11.46853	5.03418	21.93984	8.82171	4.93687
ENSPTRG00000000149	26.29457	28.33814	27.38623	17.74152	19.27491	22.41833	27.34088	29.83992	18.78263	10.87064	37.46647	9.50434	51.91725	18.36403	135.77424
ENSPTRG00000000150	2.16947	2.8107	2.66596	0.82324	1.46545	1.95724	0.34143	0.13982	0.09803	0.09967	0.07447	0.02723	0.09319	0	0.6749
ENSPTRG00000000151	8.52205	11.71367	8.01246	11.37637	3.55969	9.83602	4.5761	1.52317	5.41984	1.78121	53.47831	51.37516	20.40049	4.45879	7.82059
ENSPTRG00000000152	0.04579	0	0	0	0	0	0.02322	0	0.02	0	0	0.01666	0	0	9.32679
ENSPTRG00000000153	7.1468	5.39471	5.65837	4.63206	4.96039	5.4417	7.91376	4.30227	7.44555	3.13999	17.33206	7.40611	7.17392	1.2195	6.03041
ENSPTRG00000000154	26.97549	13.58822	8.48748	13.88607	12.61809	12.38087	24.18717	15.58409	3.97386	2.87262	6.70275	4.18883	3.79943	2.32425	20.1627
ENSPTRG00000000155	0.55026	12.60613	0.57673	10.59591	17.60603	12.21474	0	0	0.72111	1.79231	0	0	0	0	0.68959
ENSPTRG00000000156	0.44915	0	0.70597	0	0.43991	0	0	0	31.68168	0.99729	0	0	0.09326	0	0
ENSPTRG00000000157	18.77349	33.03572	24.78431	23.00252	17.62807	25.94628	19.71545	18.06923	15.28889	13.50331	40.64475	39.01833	27.96393	27.10571	60.91358
ENSPTRG00000000158	11.55715	25.01019	18.11564	16.10839	12.83545	19.01936	8.55604	10.32247	12.71144	15.30742	11.53484	29.55817	20.95373	40.2718	8.06851
ENSPTRG00000000159	90.5956	67.99284	55.70022	62.53275	56.84541	65.54751	80.10509	71.50197	125.38935	188.54434	63.55761	48.25946	50.58336	49.9201	59.24005
ENSPTRG00000000160	12.93647	10.66082	7.8259	9.1949	5.95256	8.05309	14.48605	9.49697	3.64092	1.07975	22.56636	8.08468	12.00586	7.39464	40.27537
ENSPTRG00000000161	0.12956	0.178	0.06781	0	0.06337	0.15387	0.0657	0	0.16978	0.08628	0.38697	0.49473	0.13447	0.06975	3.50587
ENSPTRG00000000164	15.07061	12.87019	5.5144	5.64187	4.14868	4.34786	7.68804	3.08476	13.65354	6.33703	13.76471	7.947	25.44016	8.26807	1.2403
ENSPTRG00000000165	8.54002	6.89464	6.16811	8.41057	10.09175	8.18355	10.84437	10.71726	6.79953	6.32592	6.98686	7.46432	3.3473	2.73839	10.26888
ENSPTRG00000000167	16.36788	22.89704	14.50899	18.20151	9.63592	15.94375	7.41771	3.41862	40.39011	33.48711	107.25038	129.87366	163.23561	170.36226	12.04426
ENSPTRG00000000168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03078
ENSPTRG00000000170	0	0	0	0	0	0	0	0	0	0	0	0.05588	0.06379	0	68.16442
ENSPTRG00000000171	0	0	0	0	0	0	0	0	0	0	0	0	0.29067	0	0.1316
ENSPTRG00000000182	1.4759	2.47947	1.28908	2.25541	3.37295	2.34007	4.53243	1.5331	0	0	0.04085	0	0	0	0.43157
ENSPTRG00000000184	1.55341	1.98268	2.67464	2.44177	2.06485	1.31945	1.94127	2.90447	1.04204	0.17248	3.01098	0.56504	0	0.05981	0.66738
ENSPTRG00000000185	18.76021	26.76545	23.12227	25.50855	38.02786	27.7868	15.53547	23.20037	3.80709	3.28013	5.75839	5.28634	3.412	3.14899	19.21087
ENSPTRG00000000186	16.80422	20.88026	10.42667	13.9598	13.29862	18.06416	39.95128	51.09035	0.38168	0.1493	7.29617	7.40827	1.5631	1.95662	1.11176
ENSPTRG00000000193	5.1433	3.11788	4.14669	5.00628	2.40251	3.01094	8.3067	15.01763	2.41961	2.00325	24.97964	19.45695	1.7744	2.04743	5.59227
ENSPTRG00000000194	0.1966	0.09008	0	0.1352	0.09628	0	0.0997	0.0919	0	0	0.63622	0.53628	0	0	41.82597
ENSPTRG00000000197	0.87016	0	0.36478	0	0.17051	0	0.08829	0.16276	0	0	0	0	0	0	0.52333
ENSPTRG00000000200	7.09054	14.96372	13.88754	15.17015	10.80289	15.15989	7.3734	9.8431	1.31402	1.68598	6.09821	9.37871	2.52804	2.62533	8.29258
ENSPTRG00000000201	4.6132	5.65219	6.95385	8.16295	10.28048	8.01295	5.65167	5.08833	1.72082	1.92232	4.82632	16.57284	1.73274	3.68831	8.2034
ENSPTRG00000000202	0.3535	0.2592	1.03766	1.2643	0.20771	1.84983	0.21518	0.13223	0	0.25127	29.11902	184.7863	10.57139	62.81982	2.92415
ENSPTRG00000000205	91.42355	195.77992	132.91011	101.80206	89.0949	109.21491	75.84772	73.80302	30.34862	23.44759	31.09559	18.96701	17.81722	7.98383	61.6759
ENSPTRG00000000206	1.06317	1.15968	0.74282	0.62656	1.0413	0.96338	4.51856	4.68566	1.12785	1.66384	0.80663	3.86703	0.14719	3.22009	0.22841
ENSPTRG00000000207	0	0.1581	0	0	0	0	0	0.1613	0	0	15.88937	27.23062	6.23176	17.66684	0
ENSPTRG00000000208	2.30949	1.41086	0.92218	0.60507	0.53864	0.78461	4.8523	1.43945	14.02826	10.84385	12.9783	5.76055	2.55751	2.48987	0.82683
ENSPTRG00000000210	14.4766	15.21104	6.92944	10.30832	12.00185	12.9789	37.62587	36.76658	5.83839	6.08799	9.50697	10.07546	5.33703	6.86661	21.72542
ENSPTRG00000000211	8.06275	28.1905	19.23847	18.01042	14.95372	20.94316	11.0777	17.21421	3.79684	5.38416	14.17923	12.04299	7.24239	5.85654	23.60255
ENSPTRG00000000214	0.64575	1.08493	1.46648	0.37013	0.31623	0.5118	2.3744	0.75464	1057.9612	855.2966	2.67956	1.80086	0.33519	0.58026	0.44508
ENSPTRG00000000217	0.06236	0	0.26142	0	0.06107	0	0.34777	0.17489	0.40845	0.1661	175.52613	188.22272	0	0	0.4687
ENSPTRG00000000220	11.30726	12.80432	7.51534	7.45987	5.67245	7.65205	50.62994	33.94845	0.60239	2.24563	3.02109	3.77857	0.57265	0.09907	0.27647
ENSPTRG00000000221	1.3626	2.88746	1.78523	0.46858	0.50052	1.21538	0.92863	1.07491	5.134	2.51543	12.00087	6.56741	12.60797	4.54488	0.83235
ENSPTRG00000000223	0.61793	0.70772	0.80949	0.92061	0.30261	1.22467	1.35787	0.52949	0.78726	0.41167	2.15369	1.81678	1.53954	0.33309	0.73553
ENSPTRG00000000224	25.57834	39.70798	31.01418	20.41844	16.30866	25.52592	8.49525	11.53473	4.07504	3.87594	7.94134	6.89587	4.20705	3.78502	6.03323
ENSPTRG00000000225	8.98886	4.62426	2.97505	4.48245	7.25943	4.12559	10.5833	13.71144	3.78879	4.85616	5.36566	4.05354	3.38345	3.23036	8.10188
ENSPTRG00000000226	19.67991	18.78173	16.7535	14.47931	10.60559	15.02236	17.93419	17.35448	30.65193	20.99296	46.59916	33.29143	35.84744	23.25532	19.41589
ENSPTRG00000000227	0	0	0	0	0	0	0.12459	0	0	0	0.06116	0	0	0.13243	4.61857
ENSPTRG00000000228	12.24947	10.29535	10.22192	11.37508	10.16354	10.02036	14.24448	14.58881	7.77084	5.40589	21.67787	21.42705	26.92415	15.81384	40.59308
ENSPTRG00000000232	0.36241	0	0	0	0	0.21557	1.01082	0.42356	0.35615	0.16096	0.49623	0.82386	0.26335	0.293	2.11154
ENSPTRG00000000233	22.18381	28.09585	25.56677	28.40299	25.08404	25.73629	40.58785	38.86641	11.54209	7.85025	33.0254	50.79354	13.16277	17.40265	54.68048
ENSPTRG00000000238	3.73382	10.17821	6.91617	3.81118	4.89901	5.36142	11.84956	18.61742	0.96428	0.82397	3.92873	3.57046	1.10194	1.72158	0.90038
ENSPTRG00000000239	0	0	0.32121	0	0	0	0	0.28652	0.40155	0.54439	0.45771	0.89168	0	0	1.38235
ENSPTRG00000000241	84.1536	137.34913	84.62007	84.79351	64.46915	89.51466	73.37995	51.49652	3.95529	2.93731	17.5918	14.35263	8.38626	3.34965	3.40377
ENSPTRG00000000242	42.90813	52.50886	63.79471	64.6719	64.44864	59.98987	47.34434	45.3701	77.13058	150.20656	105.59641	216.3618	74.06176	118.5307	76.99138
ENSPTRG00000000243	96.75612	68.69671	56.52707	72.30543	24.49888	39.03407	69.24126	15.88054	0.21914	0.20691	8.85029	13.03495	0.4167	0.23184	0.94303
ENSPTRG00000000244	0	0	0	0	0.08005	0	0	0	0	0	0	0	0	0	1.16815
ENSPTRG00000000245	0	0	0.05143	0	0	0	0	0	0	0.02179	0	0	0	0	0.14746
ENSPTRG00000000246	0	0.48547	0.09255	0	0	0	0.04478	0	0.03857	0.11765	0.21983	0.35329	0.22	0.95194	0.13277
ENSPTRG00000000247	23.73534	21.39122	21.96111	17.04016	17.4992	17.78244	15.38806	31.74121	5.526	5.11645	16.99161	16.69784	18.43101	7.07688	23.23795
ENSPTRG00000000248	21.19722	22.65573	11.43583	13.18771	14.57259	15.28997	67.05179	55.43426	10.65577	10.73626	55.33387	30.7746	25.27824	24.67464	1.21527
ENSPTRG00000000249	0	0.13003	0	0	0	0	0	0	0	0	0	0	0.64838	0	8.11058
ENSPTRG00000000250	43.04987	77.55743	69.89469	57.758	55.37078	71.4761	66.19677	77.68596	0.56771	0.1804	1.53693	0.14774	0.13492	0	0.30537
ENSPTRG00000000251	0	0	0.16216	0.04256	0.09092	0	0.26685	0.02893	0	0	38.52997	29.68936	0.21851	1.16794	1.76856
ENSPTRG00000000253	0.13831	0.25362	0	0.19023	0.20327	0.49358	0	0	0	0	0	0	0	0	0.41606
ENSPTRG00000000254	0	0	0	0	0	0	0	0	0	0	0.03899	0	0	0	0
ENSPTRG00000000255	3.90588	25.73523	12.57356	11.89525	8.42518	12.16419	4.45674	6.78157	2.17337	3.61406	68.90143	352.47228	28.65411	143.82135	0.76914
ENSPTRG00000000256	9.08231	7.16516	6.30848	5.35879	8.44814	6.90164	21.23096	35.17021	1.31463	1.43214	7.66641	3.92916	3.16896	1.0719	3.6162
ENSPTRG00000000257	18.83381	18.04278	11.15901	15.75351	17.16475	15.70291	21.67757	25.80474	8.51087	8.69706	13.47383	15.70572	15.86253	9.2719	49.52297
ENSPTRG00000000261	25.34753	15.77685	11.9146	15.33157	17.40369	13.91143	24.47795	23.35378	5.15865	5.83325	13.42714	12.29778	10.14392	8.40842	25.66791
ENSPTRG00000000262	21.05595	25.24576	27.94445	33.00325	30.86746	31.05421	13.52121	19.11024	7.64503	5.37431	14.77327	11.28951	20.49666	12.01366	39.11427
ENSPTRG00000000263	0	0.15108	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000000264	8.21466	12.11736	7.55989	7.44031	7.65327	10.95959	5.08048	4.68288	2.88827	12.72521	107.64414	173.88878	32.61467	255.1037	5.27232
ENSPTRG00000000265	20.1539	29.86529	35.60804	27.71947	16.13003	29.58051	17.40453	21.85692	9.55851	9.51387	148.40481	330.09741	15.30351	32.65409	41.30146
ENSPTRG00000000266	7.84958	32.69547	7.66636	19.87507	12.0565	16.54736	12.30441	33.02418	2.26	2.4563	11.37026	17.45599	10.81611	7.50113	9.92555
ENSPTRG00000000268	91.97571	86.65325	101.51246	93.37089	71.17048	89.0125	87.48332	75.65927	54.13587	47.61463	83.06881	63.39899	71.71694	39.38472	202.36416
ENSPTRG00000000269	185.2196	131.71401	229.18122	208.31054	141.41222	183.54322	120.67617	137.08833	214.21445	295.06562	219.51535	171.58909	173.19098	76.9623	153.27791
