Ensembl.Gene.ID	prefrontal cortex_GSM752664	prefrontal cortex_GSM752665	prefrontal cortex_GSM752666	prefrontal cortex_GSM752667	prefrontal cortex_GSM752668	prefrontal cortex_GSM752669	cerebellum_GSM752670	cerebellum_GSM752671	heart_GSM752672	heart_GSM752673	adult mammalian kidney_GSM752674	adult mammalian kidney_GSM752675	liver_GSM752676	liver_GSM752677	testis_GSM752678
ENSPTRG00000004892	15.58821	16.76582	18.20736	12.08268	13.0681	15.70885	0.80396	1.23504	0.08656	0.11737	0.36176	0.16821	0.05484	0.28491	1.24147
ENSPTRG00000004893	0.4107	0.94086	0.28697	0.18829	0.26817	0.16279	0.03471	0.06399	0.0299	0.0304	0	0.0249	0	0	0.10293
ENSPTRG00000004894	92.84942	136.74336	95.17284	83.79679	85.13615	91.00841	0.16929	0	3.7552	0.83404	5.77637	5.085	0.03465	0	0
ENSPTRG00000004895	24.89962	16.26202	13.95028	20.4234	20.39687	21.31854	17.49488	10.83531	32.59128	31.00547	27.50124	25.82086	18.46131	12.98296	25.18759
ENSPTRG00000004896	11.56184	13.02743	4.86707	6.19062	7.73577	7.62677	23.65632	21.20923	4.12774	3.40652	7.10724	6.33077	5.72186	5.00636	6.74655
ENSPTRG00000004897	2.84147	3.07721	5.68556	3.55282	2.90947	3.3789	0.78597	0.96606	0.11285	0.11474	1.02895	0.18793	1.07267	0.13917	0.19422
ENSPTRG00000004899	5.7978	11.57704	7.43705	5.95074	8.39058	8.43777	13.42855	17.47457	2.34363	2.03699	11.11643	8.12077	2.83877	5.22438	39.03553
ENSPTRG00000004900	2.14962	3.84121	0.67599	1.77394	1.47387	2.81172	2.45286	4.11993	5.72807	11.55246	0.64221	1.64204	0.66947	0.57942	987.08739
ENSPTRG00000004901	340.52762	460.57618	809.02081	686.35017	634.68327	745.76537	264.58858	303.43359	141.33383	46.36927	113.16045	53.31989	63.28659	18.70942	48.58109
ENSPTRG00000004902	146.1808	132.78432	257.20467	175.56957	157.00231	178.37628	117.44048	106.23483	78.16089	26.25754	170.17768	69.71948	115.42141	23.25397	37.07709
ENSPTRG00000004903	0.43446	0.04425	0.10123	0.39851	0.09459	0.34454	0.12245	0.22574	0.06328	0.12869	0.24037	0.10539	0.06016	0	14.01104
ENSPTRG00000004904	0.82687	0	0	0	0	0.15127	0.41934	0	0.13892	0	0.38005	0.04627	1.13575	0	14.05945
ENSPTRG00000004905	0	0	0.07911	0	0	0.35941	0.07664	0.77685	0	0	0.56416	0	0	0	0.7951
ENSPTRG00000004906	0.34256	0.39238	0.4488	0	0.08388	0.40736	0.08686	0	0.41145	0.15215	9.25252	7.56903	8.39209	8.03185	0.12878
ENSPTRG00000004907	12.39481	8.35764	8.9466	8.92579	14.94576	10.56747	14.52861	24.81587	4.36729	3.53153	12.51796	11.95182	5.70544	2.77343	30.06652
ENSPTRG00000004909	25.07278	123.42767	54.21638	40.51148	57.77698	63.10376	4.05326	3.90676	0.05318	0	0.84842	1.51999	0.05055	0.13125	2.77575
ENSPTRG00000004910	22.89613	43.01876	31.53161	30.75879	32.16026	40.10116	17.19213	19.08277	20.08101	17.61864	33.98059	29.76236	13.41418	9.85452	29.75786
ENSPTRG00000004911	0.61965	0.30975	0.17706	0.23236	0.16546	0	0.94282	0.0526	0.22146	0.12508	0.72936	0.61478	0.3509	0.72887	132.9571
ENSPTRG00000004912	6.14802	7.67827	9.40589	5.9329	5.73031	6.95702	8.14677	6.35041	3.22715	2.02595	5.65342	5.15793	2.26476	1.81745	19.16034
ENSPTRG00000004913	4.53975	4.56812	4.48722	4.50524	2.75793	3.14326	4.06546	4.95625	1.46851	2.76927	3.81278	3.2922	0.91874	0.55752	6.5024
ENSPTRG00000004914	137.91848	126.91907	115.0161	122.44797	112.86474	116.52947	142.13371	123.80193	49.89509	61.96682	493.1477	754.67779	343.34449	656.04456	193.58106
ENSPTRG00000004916	4.24095	1.74883	3.22255	2.04154	1.45381	2.01708	6.02211	3.66758	2.03786	1.93065	3.74819	4.70498	3.61026	4.34355	7.01468
ENSPTRG00000004917	444.11977	531.96333	369.66637	322.37164	319.55867	366.50219	383.73938	282.17004	0.60465	0.29277	0.16411	0.62337	0	0	11.32353
ENSPTRG00000004918	0	0	0	0	0	0	0	0	0	0	26.50964	91.57044	0	0	0
ENSPTRG00000004919	0.08595	0.07876	0.27043	0.35487	0.25271	0.20442	0.61066	0.08036	0.22542	0	0.29982	0.21903	0.10714	0	194.31938
ENSPTRG00000004920	0.55932	1.53774	3.44449	2.21199	2.80798	1.99552	0.95748	0.98053	0.0611	0	113.01457	97.1333	0.02901	0.22611	0.368
ENSPTRG00000004921	3.60051	3.2101	3.00879	2.60986	4.81314	4.39729	4.02195	4.50332	0.70138	0.15125	0.89635	1.20348	1.8184	0.52449	46.49401
ENSPTRG00000004923	15.42412	25.22858	24.70995	21.10434	23.16919	21.00225	22.20999	26.26262	0.10472	0.07101	0.3581	0.45056	0.01661	0.0861	0.90132
ENSPTRG00000004924	15.71699	9.72525	9.76493	8.57994	11.02958	9.24839	18.44761	15.22423	3.85753	3.31039	14.40123	10.69718	7.70413	4.54185	14.13136
ENSPTRG00000004925	3.26264	1.19591	8.5489	10.4706	1.9173	5.69035	3.47461	4.77873	3.18298	3.50189	129.88122	145.77283	20.41283	71.93151	0.53144
ENSPTRG00000004926	28.6469	103.12698	112.05755	93.92843	68.6414	99.15406	36.18999	49.02131	64.80405	97.2427	131.94172	130.15844	58.20507	45.22341	23.65319
ENSPTRG00000004927	8.252	10.91386	16.13893	10.53078	7.33244	11.33015	15.18659	17.2592	3.97639	3.1361	14.78361	11.94465	10.42161	2.65987	8.31502
ENSPTRG00000004928	5.14799	1.45741	4.21123	4.60519	2.82849	1.69224	44.06349	33.29872	7.82498	7.13809	22.50675	23.06397	23.23692	5.95612	3.55569
ENSPTRG00000004935	4.41301	2.04398	2.68971	3.82644	3.50015	4.8485	3.41787	4.86581	5.75183	13.62429	6.17408	15.17103	5.74665	13.62673	7.21278
ENSPTRG00000004938	10.39459	6.44885	8.505	11.4572	11.83379	12.89453	19.01024	29.65787	2.11746	3.81938	3.60245	4.40137	4.13754	3.77423	10.36617
ENSPTRG00000004941	1.37025	1.31277	1.95852	2.39878	2.31817	1.92565	3.85377	4.07639	2.28553	3.7347	3.07043	6.79701	2.87109	3.29051	3.74639
ENSPTRG00000004942	0	0	0	0	0	0	0	0	0.09325	0	0	0	0	0	45.26522
ENSPTRG00000004944	24.40235	34.05135	14.38189	17.44447	20.77679	16.93427	36.2233	13.59133	5.28126	3.459	59.46002	125.80461	38.59294	265.32191	1.95174
ENSPTRG00000004946	20.06561	6.81774	6.45901	11.42173	12.58672	10.00922	24.29669	14.50889	4.0708	5.85789	15.67904	12.76596	12.62354	7.98063	12.9108
ENSPTRG00000004947	20.06576	22.34655	22.94995	19.74181	27.04114	23.16428	23.91762	13.96712	2.84717	6.01732	15.82555	30.60703	7.84599	15.47467	10.51633
ENSPTRG00000004948	19.78884	12.51691	17.0331	14.06641	18.62714	16.99262	19.16542	24.26389	3.84026	5.38236	6.76656	7.45284	3.18519	2.19014	48.34705
ENSPTRG00000004949	9.64273	10.20728	10.36803	8.1176	15.63225	11.07109	12.56277	13.21189	6.64518	6.01802	8.07121	9.46414	4.0733	4.57066	8.24981
ENSPTRG00000004950	19.71772	25.92942	19.62077	18.47599	22.66668	22.93311	26.18787	18.62093	1.55418	1.00423	3.21197	2.76968	1.42221	0.75279	0.57503
ENSPTRG00000004952	73.94814	54.59379	78.91765	76.89836	67.51588	63.90399	95.31081	46.11333	67.18871	39.82455	160.36317	149.7094	72.10728	45.26823	34.15742
ENSPTRG00000004953	0.53385	0.73379	0.76936	0.82603	0.39215	0.47612	0.64299	0.74865	0.58301	1.09654	5.4823	3.05829	4.90462	1.36692	2.15724
ENSPTRG00000004954	6.34946	3.54449	1.60636	6.22351	1.35815	3.64502	3.7012	0.75055	1.53029	1.29659	6.03238	4.32713	4.84907	2.67521	34.62353
ENSPTRG00000004955	0	0	0	0.22655	0.16133	0	0	0	0	0	0	0	0	0	0.24757
ENSPTRG00000004956	1.85894	0.24331	1.66991	2.19136	0.95375	0.63148	0.808	0.24824	0.07735	0.03929	0.74928	0.80493	0.14706	0	0.46588
ENSPTRG00000004957	8.80367	6.75001	4.51933	6.21899	11.76077	7.69145	8.07885	9.57441	0.02615	0	0.07455	0.06537	0.06217	0	12.51742
ENSPTRG00000004959	20.1564	9.91242	1.72528	6.83825	20.30121	8.22926	13.35682	13.34821	0.05871	0.11939	0.71924	0.39104	0.15348	0.32602	2.57624
ENSPTRG00000004961	0.20332	0	0	0.13993	0	0.24196	0.61874	0	0	0	0.10124	0.03701	0.12668	0.10968	0.07649
ENSPTRG00000004963	3.1073	7.67111	4.98091	2.81556	1.93352	1.7387	1.81684	1.74306	13.41399	5.27678	16.18188	11.35579	2.67179	1.49766	0.21984
ENSPTRG00000004964	40.88699	27.6297	17.35317	15.96803	29.16936	22.00913	39.72984	24.19389	6.32111	2.80987	36.99732	34.06568	15.07826	4.97031	10.85402
ENSPTRG00000004965	13.87883	28.74571	26.70172	21.70361	29.79371	33.45969	4.04953	2.31069	9.0525	9.8796	21.3944	10.16579	4.9738	3.27956	1.57234
ENSPTRG00000004966	4.28736	16.48972	22.08854	12.62434	8.10282	42.36653	4.22611	23.20328	2.66422	56.85857	11.42574	107.12341	3.08434	13.47628	5.62963
ENSPTRG00000004967	31.99579	57.94049	44.37118	32.03213	48.81897	47.88291	25.664	59.52146	9.93589	16.04755	29.69547	30.67916	62.6369	21.58866	81.33148
ENSPTRG00000004968	0	0.11414	0	0	0	0	0	0	0	0	0.12412	0.27201	0	0.13428	1.4055
ENSPTRG00000004969	0.57558	0.26379	0.30171	0.19796	0.42277	0	0.2189	0	1.44584	0	70.79311	59.0439	9.86	1.70658	0.75739
ENSPTRG00000004970	0.64106	0	1.075	0	0	0.30477	0.13006	0	0	0	0	0	0	0	0
ENSPTRG00000004972	0.82297	0.20564	0.47043	0	0.2198	0.71176	0.53117	0.13982	0	0	0	0.0544	0.06211	0	5.28713
ENSPTRG00000004973	0.66684	0.61106	0.961	0.11457	0.32649	0.39658	0.08456	0	0	0	0	0	0	0	0.188
ENSPTRG00000004974	0	0	0	0	0	0	0	0	0	0	0	0.22818	0	0.20286	2.49998
ENSPTRG00000004975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000004976	0	0	0.12219	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000004979	0	0	0	0	0.06704	0	0	0	0	0	0.03408	0	0.65409	32.70767	0.10293
ENSPTRG00000004982	0.06908	0	0	0	0.06765	0	0.10501	0.3226	0.03017	0	0	0	0	0	0.25943
ENSPTRG00000004983	0	0	0	0	0	0	0.05643	0.3641	0	0	0	0	0	0	0
ENSPTRG00000004984	0.07751	0.07103	0.56854	0	0.30353	0.18435	0.03931	2.1732	0.03386	0	0.0386	0	0	0	25.04893
ENSPTRG00000004985	0	0.06401	0	0	0.06842	0	0	0	0	0	0	0	0	0	0.21032
ENSPTRG00000004987	0.38398	0.6334	2.093	0.31683	0.67701	0.54785	0.03891	0	0.06711	0.03408	0.03821	0.02791	0.09566	0.08273	1.15488
ENSPTRG00000004988	0	0	0	0	0	0	0	0	0	0	0	0.03388	0	0	0.07003
ENSPTRG00000004990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000004991	0.07939	0.1455	0.08321	0	0.07776	0.37762	0	0	0	0	0	0	0.03297	0	0.05969
ENSPTRG00000004992	0	0	0	0	0	0	0	0.06341	0	0	0	0	0	0	0
ENSPTRG00000004993	0	0	0	0	0.07408	0	0	0	0	0	0	0	0	0	0.11374
ENSPTRG00000004994	0	0	0	0	0	0	0	0	0	0	0.04373	0	0.03647	0	0
ENSPTRG00000004995	0	0.50079	0.09549	0	0.08924	0	0.13854	0.08518	5.37069	7.84712	39.04354	14.47638	142.04626	15.906	1.16404
ENSPTRG00000004996	0.10658	0.293	1.11726	0	0.31317	0	5.24398	3.58796	3.1666	0.75755	245.86576	84.02735	540.7309	77.23185	3.76695
ENSPTRG00000004999	11.15567	29.22016	23.76418	18.91921	9.12132	20.03552	10.01322	5.6301	17.73895	14.27966	31.575	32.21126	8.82781	25.33123	1.60818
ENSPTRG00000005000	270.81728	205.99721	109.74558	90.91554	107.71774	124.68214	151.86304	140.38014	26.19937	13.60367	30.7855	22.23038	31.59048	9.52244	5.99798
ENSPTRG00000005001	18.4764	30.05204	16.78314	14.61193	11.00861	12.81648	9.5262	4.17443	14.05707	7.86419	12.41975	20.32993	8.50365	5.31183	2.54675
ENSPTRG00000005002	0.07626	0.20965	0	0	0	0	0.27066	0.1426	0.13326	0	0.34169	0.38825	0.37997	1.7263	0.05734
ENSPTRG00000005004	6.44151	5.26453	6.69062	7.26319	2.84197	7.59072	9.91788	7.05303	2.30683	2.26812	23.95419	22.48068	63.0651	114.49232	4.14494
ENSPTRG00000005005	15.13328	11.65123	9.48599	11.13779	12.81234	10.63177	22.65224	22.95243	4.83397	3.59664	13.82976	13.2617	7.27328	6.12308	4.38029
ENSPTRG00000005006	0.84625	0.41358	0.29565	0.62076	0.05526	0	1.43063	0.21098	0.78863	0.877	6.85449	7.57255	2.50682	5.3526	2.71477
ENSPTRG00000005007	2.25636	4.67667	2.98422	2.29066	3.5254	2.68312	8.06442	7.6344	2.13555	4.41422	4.54743	6.40955	1.227	1.39	1.17133
ENSPTRG00000005008	5.82733	7.66996	4.88623	3.35163	5.18861	5.03954	6.93147	5.64617	3.51749	3.43526	6.64727	6.93708	5.41172	3.08412	2.31011
ENSPTRG00000005009	0.38507	0.04711	0	0.03525	0	0	0.19528	0	0.05605	0.03422	0.63917	1.69036	0.53306	0.08306	15.38446
ENSPTRG00000005010	107.54204	177.59203	244.13681	197.63573	162.47782	195.90481	113.9507	135.41127	77.86316	110.36554	209.74738	276.32054	103.09339	78.44546	208.15711
ENSPTRG00000005011	49.64908	43.02076	52.71172	38.03554	30.23515	44.66234	47.68339	38.60123	9.77661	8.68345	38.68333	32.2826	28.30879	16.64042	146.99202
ENSPTRG00000005012	18.03554	33.59925	31.6538	21.8805	19.33109	29.13525	16.99859	22.11099	5.38858	7.97255	17.91824	32.27538	13.35376	14.4914	30.31761
ENSPTRG00000005013	0.58042	0.14507	0.05536	0.29018	0.20664	0	0.18728	0	0.04608	0.02346	0	0	0	0	0.47598
ENSPTRG00000005014	4.01075	3.67523	3.00879	3.52832	3.72898	4.30957	9.1067	14.42795	4.50021	4.06009	17.72027	16.36638	5.42775	4.80688	14.46517
ENSPTRG00000005015	0	0	0	0	0	0	0.04605	0	0.03966	0.24203	0.09042	0.03303	0.07541	0.29384	1.22925
ENSPTRG00000005018	83.24906	77.19867	78.42409	74.66489	73.96947	71.13418	124.93709	144.1498	54.46173	64.6723	155.28256	272.96705	78.22777	139.35616	216.02942
ENSPTRG00000005019	21.17019	36.77338	24.36581	21.88351	29.7386	26.59336	42.54126	99.4983	1.81483	2.15929	5.0835	10.77108	0.66071	1.52479	5.61565
ENSPTRG00000005020	9.04028	12.19584	9.12416	8.63454	6.64074	8.56042	25.13061	45.15472	3.18121	2.37939	17.96375	13.64047	9.87181	9.9268	5.91573
ENSPTRG00000005021	1.58389	2.17716	6.6405	2.5415	2.58558	2.51141	5.48896	17.76985	0.34598	1.17248	1.97168	2.40058	0.98662	2.27691	0.79393
ENSPTRG00000005022	4.85825	5.37208	4.99401	4.27245	3.50015	5.16592	13.63358	28.29996	5.17285	4.48141	5.21018	7.47631	2.98732	4.23032	7.90226
ENSPTRG00000005023	141.44585	175.40694	155.46855	134.06715	114.84219	160.00919	242.69019	191.50775	216.68238	271.91614	271.07777	323.0877	146.95218	159.15658	61.47015
ENSPTRG00000005024	57.6951	70.523	58.21516	42.49564	53.89905	56.54333	92.74123	114.29892	33.3952	37.54992	31.45767	46.55735	16.72416	19.94205	30.241
ENSPTRG00000005025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19587
ENSPTRG00000005026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000005027	0	0	0	0	0	0	0	0	0	0	0.49397	0.22204	0	0	0.86055
ENSPTRG00000005028	0	0	0	0	0	0	0	0.07481	0	0	11.78174	16.86463	0	0	1.20199
ENSPTRG00000005029	0	0	0	0	0	0	0	0	0	0	7.56954	6.45134	0	0	0.91436
ENSPTRG00000005030	0	0	0	0	0	0	0	0	0.04615	0	1.9993	2.42139	0	0	0.7944
ENSPTRG00000005031	0.06814	0	0	0.09372	0	0	0.03456	0	0	0	4.91425	5.5459	0.02829	0	1.94469
ENSPTRG00000005032	0	0	0	0	0	0	0	0	0	0	0.4781	0.52394	0	0	0.90238
ENSPTRG00000005033	7.76426	14.32058	18.15331	13.55377	11.99176	9.7063	7.52161	6.60741	1.8263	2.60844	9.61537	16.29328	5.49758	8.47783	6.28644
ENSPTRG00000005034	28.86427	8.12378	7.67128	9.49948	14.33733	9.0711	21.85263	26.31085	12.60884	14.10183	11.03581	8.99926	4.15234	4.11204	106.80127
ENSPTRG00000005036	0.19004	0.69641	0	0	0.09306	0	0.14456	0.17767	0.24897	0.1266	0.89876	0.76025	1.14406	0.51219	0.85714
ENSPTRG00000005037	23.68113	39.16809	35.99835	35.57377	37.58781	35.74957	25.76529	31.40399	14.48988	22.19196	37.38133	52.75237	28.52522	25.25911	27.90634
ENSPTRG00000005038	1.14068	1.33038	0.10876	0.28523	0.20312	0.24679	0.68365	0.09702	0.36243	0.09211	0.46471	0.18861	3.14365	0.11187	0.23394
ENSPTRG00000005039	37.33273	30.43252	18.39164	15.87388	19.26297	15.96494	32.37086	9.24873	1.28609	0.52308	2.63879	0.81391	2.10291	0.76172	0.08859
ENSPTRG00000005040	2.02772	6.21599	2.58898	2.12967	1.33595	2.45491	1.64533	1.65437	7.34376	19.61635	6.38822	6.83914	7.82308	10.61237	0.3049
ENSPTRG00000005041	0	0	0	0	0	0	0	0	0.19122	0	0.10902	0	0	0	606.90294
ENSPTRG00000005042	5.0164	2.112	0.75789	2.73495	1.23937	1.39713	4.05674	0.80286	1.95444	0.44159	2.22777	0.6411	5.42366	0.43857	0.61157
ENSPTRG00000005043	36.70681	44.02134	39.48249	31.8694	32.67135	44.41333	26.10807	19.77547	2.94636	0.73367	3.79255	2.13631	2.57224	0.54421	1.31091
ENSPTRG00000005044	51.73135	52.37625	41.70768	40.79971	46.06136	47.31983	57.60659	34.15929	105.87814	20.40534	163.7358	31.71237	55.13204	416.53243	0.8159
ENSPTRG00000005045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000005046	0	0	0.29582	0	0	0	0	0	0	0	0	0	0	0	0.2122
ENSPTRG00000005047	0	0.53931	0	1.61918	0	0	0	0	0	0.2614	0	0	0	0	0
ENSPTRG00000005048	65.93273	82.00494	79.04635	74.0009	88.18388	82.28628	0.03947	0	0.13585	0.03457	0.27103	0.02831	0.06457	0	0
ENSPTRG00000005049	0	0	0	0	0.03873	0	0	0	0	0	0	0	0	0	0.56399
ENSPTRG00000005050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12513
ENSPTRG00000005051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11656
ENSPTRG00000005052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000005055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSPTRG00000005056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12631
ENSPTRG00000005057	0.16597	0	0	0.22827	0	0	0	0	0	0	0	0	0.06892	0	2.12047
ENSPTRG00000005058	0.36319	1.66391	0.50744	1.33201	0.4742	0.57573	0.24553	0	0.2644	0.75269	2.47125	15.01493	75.10099	53.37758	0.182
ENSPTRG00000005059	12.34652	26.60062	18.25536	15.6168	13.20832	15.64306	10.58473	7.00818	47.11162	34.06051	7.17221	5.89442	11.99359	3.68426	16.74191
ENSPTRG00000005060	77.26564	74.00521	90.2378	76.16044	67.74873	75.25382	48.70048	27.17477	62.03962	33.74512	208.48388	208.44457	139.18954	166.20431	41.49392
ENSPTRG00000005062	280.31983	134.34343	139.34032	116.97375	67.96226	118.65845	159.83328	64.87276	391.09736	255.14119	581.16701	289.86714	863.60872	215.98525	117.49691
ENSPTRG00000005063	6.73907	11.44444	8.02295	8.5131	7.6049	7.57809	6.53805	16.67551	2.09589	2.79786	2.37071	1.99835	0.89732	0.94773	1.29423
ENSPTRG00000005064	17.66719	8.56829	9.30777	8.6599	10.12466	8.04602	18.4912	15.77037	7.73808	4.84158	14.57569	9.99838	8.62423	7.34527	51.68315
ENSPTRG00000005065	2.49296	3.62354	3.60387	2.12817	2.35751	3.27111	3.61838	3.29501	3.94287	3.13076	8.60331	8.4424	21.34662	7.32135	49.05404
ENSPTRG00000005066	0.17441	0	0.0914	0	0	0	0.13267	0.16306	0.72384	0.42604	0.39079	0.41236	1.01401	0	0.13113
ENSPTRG00000005067	11.81938	10.69705	10.39981	10.23545	8.57503	9.71707	11.0261	9.95881	5.22685	4.53659	15.03986	12.26077	28.84287	16.04618	31.48612
ENSPTRG00000005068	7.74222	11.82436	11.1803	10.41192	8.59416	9.8204	10.1795	13.77967	1.37785	1.12077	2.28449	2.27382	0.9288	0.80384	40.74663
ENSPTRG00000005069	0.05673	0	0	0.07802	0	0	0.60368	0.10593	0.04949	0.0252	2.03214	2.28865	0.87091	2.38339	1.15065
ENSPTRG00000005070	3.20107	0.52385	0.71891	0.94339	0.44787	1.08752	4.00039	2.45825	4.69436	2.84347	10.2463	7.0693	10.15936	8.99744	7.64976
ENSPTRG00000005071	56.62083	53.19453	61.69241	55.39143	54.52281	57.5818	60.25696	80.20526	29.62641	41.5319	45.16073	56.32537	31.98317	33.65589	56.6522
ENSPTRG00000005073	15.39365	11.59137	10.03127	10.77023	9.43954	11.30153	15.57946	8.76015	8.9757	8.68005	43.75643	26.60903	8.47685	33.04768	3.0192
ENSPTRG00000005074	3.54972	2.91037	3.52459	3.04061	3.14121	2.66603	5.40051	5.82223	2.67957	1.70104	2.65124	3.01275	0.87928	1.57769	13.88238
ENSPTRG00000005075	196.7278	242.18623	178.49069	223.16299	184.12861	214.26004	232.1702	226.46621	162.43695	160.66468	396.97133	415.8078	276.57386	378.348	125.09965
ENSPTRG00000005076	9.70243	7.12678	12.67118	13.07981	7.39122	11.53754	7.02928	10.22283	4.6252	5.1472	36.73158	25.39071	19.84147	19.59229	30.01835
ENSPTRG00000005078	3.83149	3.24089	2.70298	2.02693	1.80418	1.57702	4.93243	4.06426	2.60714	1.53806	3.7422	3.7522	3.2739	3.81299	18.1702
ENSPTRG00000005079	17.82565	18.67905	12.26497	11.19152	12.69386	13.36656	14.9959	9.76405	10.35191	8.5878	16.06009	14.99708	21.51029	20.75533	4.09947
ENSPTRG00000005080	231.94356	493.55259	554.63736	480.14023	398.24709	486.03689	227.12568	429.2865	264.31857	253.35316	1344.09929	1048.16854	747.5338	426.67625	201.4993
ENSPTRG00000005081	63.3224	70.14236	41.99088	35.56258	44.4433	42.86755	79.79376	93.89712	10.72751	13.4416	21.84937	26.64051	8.08961	14.7229	22.10281
ENSPTRG00000005082	37.3596	31.20984	32.88982	30.00155	39.77726	34.81258	36.72847	44.14074	8.92265	8.26462	10.1705	11.17076	7.64773	2.63022	16.14819
ENSPTRG00000005084	0	0	0	0	0.07684	0	0	0.07335	0	0	3.82827	23.25758	0	0.25374	0
ENSPTRG00000005085	8.4161	13.38545	5.37369	6.58612	12.69616	9.08783	18.22546	19.21865	2.95804	3.28686	10.38014	9.72933	2.89231	1.61661	5.09114
ENSPTRG00000005087	5.30724	5.21069	6.25787	7.6905	7.33305	7.43797	11.82333	7.97439	17.26361	44.23913	7.73902	12.51357	4.68326	6.33487	2.0663
ENSPTRG00000005090	98.74898	102.88152	110.19539	108.71084	119.54997	110.71869	114.32412	106.55437	146.42154	174.19761	92.28166	101.62722	44.50613	41.61749	30.70911
ENSPTRG00000005093	0.29912	0.54819	0.47026	0.2057	0	0.71139	0.30339	0.13982	0.13066	0.06643	0.59575	0.43521	0.74521	0.32248	3.59799
ENSPTRG00000005095	27.70983	11.92991	9.45093	12.54138	11.36204	14.09579	30.54586	45.41875	12.37004	6.23229	27.94782	19.5873	62.33014	28.45409	4.37993
ENSPTRG00000005096	0	0	0	0.1294	0	0.4475	0	0	0	0	0	0.06844	1.44564	76.78704	0.49513
ENSPTRG00000005099	0.65637	0.76558	0.62538	0.24611	0.87661	0.28396	0.27232	0.55784	0.1564	0.15902	0.05945	0	1.23894	1.41527	3.90313
ENSPTRG00000005100	3.04682	2.88817	3.85398	2.1675	2.98416	2.49877	3.72966	4.42004	9.54601	9.3325	13.81053	17.04409	31.19396	40.88946	2.52771
ENSPTRG00000005101	11.28225	18.1605	18.76968	13.87532	21.34022	15.19074	17.64919	17.24489	0.31294	0.02651	0.89168	1.04226	1.63604	30.76233	0.80779
ENSPTRG00000005104	1.46308	2.7653	1.72511	1.63508	2.32874	0.87009	2.64339	2.30835	6.55117	9.46321	5.09961	5.18891	1.0253	2.16891	3.02508
ENSPTRG00000005106	11.75765	8.87833	5.98318	6.84298	7.74557	8.53218	22.23068	23.7718	8.67075	6.59447	19.1278	17.35463	10.49351	5.8439	88.85118
ENSPTRG00000005107	399.91789	421.28508	395.82091	390.734	445.12971	409.06492	467.90116	388.74546	718.87095	1086.52375	603.18302	617.47974	199.55948	186.44212	351.34072
ENSPTRG00000005108	44.34732	35.01424	85.07168	79.90096	74.44902	79.7838	31.61898	45.51503	21.73132	37.53977	36.82971	86.69681	28.88064	43.22401	78.80296
ENSPTRG00000005112	0	0	0	0	0.15628	0.37948	0.56667	0	0	0	0	0	0	0	0.24005
ENSPTRG00000005113	0.19629	0.5396	0.61719	0	0.57675	0	0.29863	0.36702	0.04287	0.08718	0.24434	0.21419	19.03091	269.68192	3.32011
ENSPTRG00000005114	0.39367	0.12029	0	0.18055	0.12857	0	0	0.12273	0.11462	0	0.26138	0.42958	3.65076	2.82937	5.62328
ENSPTRG00000005116	1.97881	1.10183	1.31267	0.99906	1.12855	1.19159	3.04878	2.64629	1.00668	0.65641	2.08288	1.49424	1.3418	1.08016	6.3278
ENSPTRG00000005117	0.2663	0.4879	0	0.73232	1.04299	0.63333	0	0	0.11633	0	0	0.09686	0.11058	0	0.40031
ENSPTRG00000005118	0.173	0.03967	0.04537	0.11908	0	0.10295	0.13164	0.04047	0	0	0.15081	0.03149	0.03595	0	4.16374
ENSPTRG00000005119	3.18325	1.01576	1.25108	1.71999	2.05995	1.89257	5.2611	1.72713	0.85669	0.78267	2.09447	3.24622	1.7232	1.40955	7.13723
ENSPTRG00000005120	13.95916	27.29217	19.48662	15.55812	18.38667	20.03367	34.75542	74.36624	2.39183	2.53875	10.54581	9.62991	6.2215	4.60571	7.91659
ENSPTRG00000005121	12.53764	18.5347	20.32706	11.51845	13.04729	16.07384	4.3465	2.83886	9.86257	10.20166	49.96646	48.97152	54.70755	32.84161	6.55422
ENSPTRG00000005122	60.18633	113.11857	31.08919	33.34908	60.48578	50.77977	104.08894	133.4297	30.40452	13.60624	12.89854	16.98008	56.11735	66.76962	6.49758
ENSPTRG00000005123	1.86925	5.62785	1.67925	4.59079	1.83081	9.20863	1.28647	1.49789	0.29164	0.47442	1.06365	0.33994	0	0	1.40538
ENSPTRG00000005124	15.09937	33.70134	11.98242	9.6422	16.26779	15.64678	18.1592	28.53576	11.35442	11.20915	26.09948	54.6878	84.78199	88.95168	3.32458
ENSPTRG00000005125	9.76744	13.92276	9.09991	2.98537	2.12593	12.90531	12.10841	1.01457	26.54857	6.26623	5.40379	1.18426	2.25334	4.68018	0
