Ensembl.Gene.ID Averaged.RPKM.brain Averaged.RPKM.heart Averaged.RPKM.kidney Averaged.RPKM.testis Averaged.RPKM.cerebellum Averaged.RPKM.liver Tau Mean Max
ENSOANG00000000110 4.98122845612468 5.13725788686009 4.94844298781021 6.00414246220941 5.16442996603562 4.21405343514015 0.185715099672192 5.07492586569669 6.00414246220941
ENSOANG00000000111 0 2.3347734191739 0 0.663886911350738 0.395969532297667 0 0.909211194975536 0.565771643803717 2.3347734191739
ENSOANG00000000112 2.99894481237632 3.57893098522409 3.15407059104921 3.45162602731396 3.84581213920454 2.7118864555871 0.173362697074514 3.29021183512587 3.84581213920454
ENSOANG00000000113 1.11042034498118 4.54345435658304 2.95277720456762 1.35671482247258 2.40537441376351 0 0.655535802865642 2.06145685706132 4.54345435658304
ENSOANG00000000118 0 0 0 0.908838223581145 0 0 1 0.151473037263524 0.908838223581145
ENSOANG00000000124 0.496295447675516 0.852526709693396 1.50581604257217 1.07063770919504 0.457135280348171 1.51180352252332 0.420240643153192 0.982369118667936 1.51180352252332
ENSOANG00000000125 1.92355260462666 0 4.57170046163381 4.17522019731627 2.02146242324274 0 0.644760837096326 2.11532261446992 4.57170046163381
ENSOANG00000000126 4.84336906764064 3.19269220116176 3.67580199184531 3.57825117062251 4.99854498446734 1.0324467843812 0.346907499427425 3.55351770001979 4.99854498446734
ENSOANG00000000127 7.75924001257682 6.49154850623653 7.42378702331871 7.31720052419261 8.27630150453149 5.4581593716127 0.167504097837056 7.12103949041148 8.27630150453149
ENSOANG00000000128 0 0 0 0.361228640419143 0 0 1 0.0602047734031906 0.361228640419143
ENSOANG00000000129 0.555327748411302 1.97896969686682 0.577722430926298 1.56073980639771 1.15620172665172 0 0.610909483001939 0.971493568208975 1.97896969686682
ENSOANG00000000130 4.84255953334699 3.36199164174374 3.60851601905115 4.08801224136865 5.04549648219163 3.45436601950311 0.232763494203997 4.06682365620088 5.04549648219163
ENSOANG00000000131 4.27598076821319 3.52825268368915 5.03754795522298 4.13469524785374 4.38113801230965 4.26035359883178 0.182919130742586 4.26966137768675 5.03754795522298
ENSOANG00000000132 4.4164669126186 4.21975695121971 4.43052807996899 5.22673787657657 4.78428466999867 4.83518161467538 0.131916741792283 4.65215935084299 5.22673787657657
ENSOANG00000000134 2.02727360792242 1.4604630266771 2.87142139165118 2.30788303060289 2.30484654744236 0 0.435787012230436 1.82864793404933 2.87142139165118
ENSOANG00000000135 0.621135841703696 1.38460964196994 2.14717829602915 5.96799703537632 2.00840259449632 0.772773401780015 0.767623886711871 2.15034946855924 5.96799703537632
ENSOANG00000000137 2.98821715080695 2.80607685411134 1.15954893491534 0.142381426163926 2.10840999085021 0 0.583938054544523 1.5341057261413 2.98821715080695
ENSOANG00000000138 0 0 0.0624022713846061 3.17589420911259 0 0 0.996070255035224 0.539716080082865 3.17589420911259
ENSOANG00000000139 0 0 0 0.0315167361635444 0 0 1 0.00525278936059074 0.0315167361635444
ENSOANG00000000140 0.421312450406779 2.14083827331981 1.07191429066639 4.6801583208377 0 0.186314493583457 0.836741441375316 1.41675630480236 4.6801583208377
ENSOANG00000000141 2.2451328342579 1.66289693796703 2.61580958306593 2.52042632052991 3.30985308001403 1.23261514463268 0.379012870238345 2.26445565007791 3.30985308001403
ENSOANG00000000142 0 0 0.472559688069661 1.04713294500514 0 0.226150111965111 0.866548024609933 0.290973790839986 1.04713294500514
ENSOANG00000000143 4.86874350067872 4.36784802597683 3.30617788011607 3.26817329392339 4.03488855077832 2.7392268640331 0.272242844078436 3.7641763525844 4.86874350067872
ENSOANG00000000144 1.13064504582414 1.98665138311752 0.55508013060053 1.72421762770066 0.768374410366858 0.0581491050914089 0.573506821017023 1.03718628378352 1.98665138311752
ENSOANG00000000146 0 0.384551560766454 0.969133776037779 0 0 0 0.920640148909336 0.225614222800706 0.969133776037779
ENSOANG00000000147 0.639249930531207 0.45097502615334 2.39876196258869 0.598108944603999 1.60135664048542 0 0.725717633255798 0.948075417393776 2.39876196258869
ENSOANG00000000148 6.16387801868193 5.31599806783922 5.47018356181484 5.63890659500693 6.57850704086514 4.58565106095988 0.173836338990098 5.62552072419466 6.57850704086514
ENSOANG00000000149 0 0 0.124006277006623 0 0 0 1 0.0206677128344371 0.124006277006623
ENSOANG00000000150 5.72983535360613 4.3700447062617 6.04933990492191 3.90758912361444 5.62560803326086 4.72176311002988 0.194793458143848 5.06736337194915 6.04933990492191
ENSOANG00000000153 4.12785825537475 2.92070467398536 3.73675231783592 4.23669736929833 4.04238357042842 1.96989083729464 0.207043213582137 3.50571450403624 4.23669736929833
ENSOANG00000000154 1.07364833465594 1.13930217534222 2.46094372894199 1.53528716362077 2.52528338877489 1.01440150744947 0.427899225717015 1.62481104979755 2.52528338877489
ENSOANG00000000157 0 0 0 0.382886173578033 0 0 1 0.0638143622630055 0.382886173578033
ENSOANG00000000158 1.28087286601931 2.38837357330031 2.41620631566077 0 1.15170663733417 0.315710482580774 0.574815815525272 1.25881164581589 2.41620631566077
ENSOANG00000000159 0.979526664482971 0.460150461707166 0.835291020674851 0.464648130354079 0.919433471733403 0 0.452894304641754 0.609841624825412 0.979526664482971
ENSOANG00000000162 0 0 0 0.931341308114257 0 0 1 0.155223551352376 0.931341308114257
ENSOANG00000000164 0.196351045084812 0 0 0 0 0 1 0.032725174180802 0.196351045084812
ENSOANG00000000167 0 0 0.0823995739004213 0 0 0 1 0.0137332623167369 0.0823995739004213
ENSOANG00000000168 0.296915900575319 0 0.0182973815343257 0 0 0 0.987675040980377 0.0525355470182741 0.296915900575319
ENSOANG00000000169 0 0 0 0.0537301167887423 0 0 1 0.00895501946479038 0.0537301167887423
ENSOANG00000000170 0 0.0820906373522395 0.471791907276337 0 0.275908107307489 0.00287244987230223 0.847021032380421 0.138777183634728 0.471791907276337
ENSOANG00000000172 0 0 0.189416709666542 0 0 0 1 0.0315694516110904 0.189416709666542
ENSOANG00000000173 0 0 0 1.91741283443151 0 0 1 0.319568805738585 1.91741283443151
ENSOANG00000000174 2.4302644326556 2.8198633398672 3.37022593565999 2.89569798548081 3.05048634254458 1.89497917442317 0.223120851545658 2.74358620177189 3.37022593565999
ENSOANG00000000175 0.449661753091383 0 0.580498805798857 0.843860463722513 0.439318886804266 0 0.651724542417307 0.385556651569503 0.843860463722513
ENSOANG00000000176 0 0 0 0 0 0.647762589379025 1 0.107960431563171 0.647762589379025
ENSOANG00000000179 0 0 0.0926161271150804 0 0 0 1 0.0154360211858467 0.0926161271150804
ENSOANG00000000180 0 0 0 0.0643974456274666 0 0 1 0.0107329076045778 0.0643974456274666
ENSOANG00000000181 0.125298911524117 0 0.323428633017803 0.340931505474895 0 0 0.736763814821471 0.131609841669469 0.340931505474895
ENSOANG00000000184 0 0 0 0.071082535175439 0 0.940223084822525 0.984879644773058 0.168550936666327 0.940223084822525
ENSOANG00000000185 0 0 0 0.536459193985706 0 0 1 0.0894098656642844 0.536459193985706
ENSOANG00000000186 0.0994921990303036 0 0.350353018629201 0 0.125062405132388 0 0.871812376533081 0.0958179371319821 0.350353018629201
ENSOANG00000000187 0 0 0 0.0537301167887423 0 0 1 0.00895501946479038 0.0537301167887423
ENSOANG00000000194 0 0 0 0.399207775144667 0 0 1 0.0665346291907778 0.399207775144667
ENSOANG00000000195 0 0 0 0 0.0346448563577674 0 1 0.00577414272629456 0.0346448563577674
ENSOANG00000000196 0.386884256585861 0 0.0773110458471657 0 0 0 0.960034018168942 0.0773658837388378 0.386884256585861
