Ensembl.Gene.ID	prefrontal cortex_GSM752653	prefrontal cortex_GSM752654	cerebellum_GSM752655	cerebellum_GSM752656	heart_GSM752657	heart_GSM752658	adult mammalian kidney_GSM752659	adult mammalian kidney_GSM752660	liver_GSM752661	liver_GSM752662	testis_GSM752663
ENSGGOG00000000002	0	0.10252	0	0.23128	0	0	0	0	0.05634	0	0.21297
ENSGGOG00000000003	0	0	0	0	0	0	0.06367	0	0.59997	0.38223	0
ENSGGOG00000000004	0.54537	0.55931	0.24976	0.87348	0	0	0.17403	0.06738	0.00786	0.01341	3.64955
ENSGGOG00000000005	19.73603	12.10369	29.03568	36.96848	5.88528	1.75691	7.51402	6.16093	2.07268	3.04972	2.73716
ENSGGOG00000000006	5.75075	4.12076	5.31109	1.83756	0.1314	0.12778	2.0579	1.0127	1.68533	1.65519	2.78708
ENSGGOG00000000007	0.95708	1.02513	0.92758	1.26634	0.10041	0.09764	0.45574	0.0573	0	0.09112	52.42645
ENSGGOG00000000008	0.94871	0.79834	0.55624	0.1621	0	0	0	0.0094	0.04389	0.03728	2.90236
ENSGGOG00000000009	2.68454	0.61057	0.4834	0.41325	0.0837	0	0.22798	0.14336	0.0671	0.05699	1.14152
ENSGGOG00000000010	2.33436	2.86187	1.72815	3.61086	1.76243	2.16663	0.13589	0.17083	0.4798	0.3849	7.45622
ENSGGOG00000000011	32.13648	20.98085	0.09603	0.20521	0.04158	0.04043	0.45297	0.07121	0.16664	0.28304	0.25196
ENSGGOG00000000013	1.96602	2.32041	2.61985	2.04819	0.47028	0.68603	1.77085	1.12536	0.08873	0.19779	0.60778
ENSGGOG00000000014	17.02279	18.41866	19.44336	11.60939	8.74823	4.81546	18.37669	12.43903	10.35367	7.58642	76.33464
ENSGGOG00000000015	60.2347	71.12866	46.52061	41.85743	33.1849	23.75488	62.39186	50.36351	36.05976	36.3415	47.62255
ENSGGOG00000000016	0.35318	0.39625	0.07845	0	0.06793	0	0	0	0	0	0
ENSGGOG00000000018	1.40937	1.87278	1.87808	1.54898	0.34234	0.16645	1.92329	2.19893	0.99487	0.75762	0.84286
ENSGGOG00000000019	1.26321	0.91814	2.14243	2.83404	0.72884	0.16104	1.2181	1.30499	1.00908	2.48123	9.68638
ENSGGOG00000000020	4.3838	5.26821	2.18482	3.695	2.44828	0.79687	2.47999	3.22285	2.40049	3.05164	2.40641
ENSGGOG00000000021	0	0	0	0.95595	0	0	0	0	0	0	20.24795
ENSGGOG00000000022	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000023	0.16241	0.11957	0.18943	0.11564	0.21086	0.03418	0.01592	0.0301	0.03754	0.17552	0.24851
ENSGGOG00000000024	1.4144	1.38236	0.54718	0.60633	0	0.10237	0.07168	0.04508	0.16884	0.2151	0.71784
ENSGGOG00000000025	3.47533	8.74122	2.02937	0.74132	10.81385	4.11876	3.98857	2.58527	8.34343	3.58957	6.96288
ENSGGOG00000000027	26.77738	20.48756	19.4218	10.3997	0.17399	0.12404	0.23695	0.25823	0.30681	0.45802	14.76031
ENSGGOG00000000028	0.02359	0.01327	0.01051	0	0	0.01762	0.01239	0	0	0	52.03084
ENSGGOG00000000029	0	0.35643	0	0	0	0	0.99845	2.09279	0.5877	0.49921	0.37021
ENSGGOG00000000030	8.65305	12.09099	9.79026	3.90524	5.04882	2.45491	14.624	12.06747	7.39975	5.43886	7.1925
ENSGGOG00000000031	1.80898	1.5715	2.33285	3.9881	0.40399	0.32741	0.18343	0.11534	0.43182	0.77941	0.81612
ENSGGOG00000000032	0.95306	0.81607	1.09173	0.82521	0.44377	0.31895	0.99845	1.15653	0.77327	1.31366	2.16301
ENSGGOG00000000033	1.68552	1.67643	19.39816	10.37531	2.82898	2.57911	4.73564	4.97149	0.42521	1.60525	8.21481
ENSGGOG00000000035	49.92817	47.12909	18.67894	7.22287	1.887	2.92109	22.76139	16.19258	6.01972	6.13592	9.0433
ENSGGOG00000000036	44.33122	27.48061	39.2586	19.96915	35.35337	16.86501	33.65547	35.32452	16.93002	15.6666	58.79534
ENSGGOG00000000037	0.2289	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000038	5.08988	8.13351	4.46015	3.57175	17.13945	11.7116	27.23187	26.51752	43.23276	23.10726	3.46225
ENSGGOG00000000039	9.13668	10.93222	7.09739	7.06955	2.94798	1.16616	14.42573	6.50381	9.01187	7.3827	5.60173
ENSGGOG00000000040	32.57946	48.41637	47.42944	38.34273	16.18885	7.60733	29.14939	17.39922	16.98361	13.64938	22.46895
ENSGGOG00000000041	16.81654	10.64237	23.06643	10.47133	6.05418	3.77395	12.9664	9.79303	2.57172	2.50158	80.11969
ENSGGOG00000000042	0	0	0	0	0	0	0	0	0	0.27818	0
ENSGGOG00000000043	0.25086	0.48253	3.3907	5.78295	0.24812	0.48258	2.08365	0.60205	0.72925	2.39337	0.43855
ENSGGOG00000000044	0.13481	0.2269	0	0	0.20741	0.15127	1.55344	0.57719	1.28841	2.08287	0.23567
ENSGGOG00000000045	4.26231	6.30707	16.04541	16.28435	11.7832	16.12183	11.41434	10.61717	3.20326	4.66047	3.19781
ENSGGOG00000000046	0	0	0	0.17384	0	0	0	0	0	0	0.16009
ENSGGOG00000000047	0.72607	0.99984	0.35177	0.8771	30.84503	25.99604	68.97397	33.06709	54.45781	70.78634	0.3462
ENSGGOG00000000049	6.28599	3.10765	6.71772	6.93158	1.34055	1.83899	6.12895	10.35235	3.53081	6.09607	8.8491
ENSGGOG00000000050	6.63943	9.91567	9.59512	6.0359	2.69758	1.36412	90.07969	80.94589	138.39423	111.3829	2.28863
ENSGGOG00000000051	6.17415	9.70661	13.20016	15.9715	3.75785	3.5782	13.64724	10.45883	12.11219	12.68712	7.35377
ENSGGOG00000000052	0.69887	1.28327	2.79397	1.2062	0.80642	0.14258	1.79713	1.31843	1.52799	0.64898	0.11112
ENSGGOG00000000053	16.37811	22.59925	19.85864	14.07548	6.68252	3.4769	13.27429	10.27893	9.79238	10.72336	14.05781
ENSGGOG00000000054	0	0	0	0	0.24436	0	0	0	0	0	0
ENSGGOG00000000055	0.11156	0.5632	0.29723	0	0	0	0	0	0	0	0
ENSGGOG00000000056	1.49993	0.75406	4.64641	2.84746	0.42706	0.34977	1.80599	2.84881	0.43245	1.60701	11.44199
ENSGGOG00000000057	0.04201	0	0	0.07976	0	0.04714	2.30949	1.36928	21.63423	45.95771	0
ENSGGOG00000000058	5.76054	6.89475	5.32467	2.86411	0.67526	0.49249	0.81897	0.63248	0.64279	0.76868	1.83821
ENSGGOG00000000060	9.10167	15.78804	24.9996	9.1682	3.32216	2.29273	5.25399	4.86394	2.66309	4.08632	6.1697
ENSGGOG00000000061	3.46044	3.49452	5.3206	5.45758	0.61431	0.29865	2.8444	3.52461	2.31441	2.80246	17.31053
ENSGGOG00000000062	18.81546	20.66022	20.12416	14.8932	4.37859	2.62175	15.35644	10.92874	5.70266	4.36487	52.72641
ENSGGOG00000000063	6.1577	3.77223	23.86238	15.29988	0.80979	1.09232	7.64863	7.4269	4.87902	2.95261	4.63039
ENSGGOG00000000065	7.23341	5.77351	11.12949	7.7861	0.97515	0.89253	4.21858	5.8458	3.47176	4.58948	8.90805
ENSGGOG00000000066	0.17146	0.21649	0	0	0.5441	0.09619	0.06741	0.59298	0	0.0337	0
ENSGGOG00000000067	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000069	19.36192	16.51337	26.37949	18.29588	39.47316	26.20758	101.10139	100.29473	55.97621	55.52856	52.21372
ENSGGOG00000000070	0	0	0	0	0	0	0	0.07	0	0.05566	0.12384
ENSGGOG00000000071	11.01493	4.51221	5.39751	4.70219	2.89165	1.11177	6.18183	6.68035	3.47705	2.44977	55.62833
ENSGGOG00000000072	1.23404	5.75897	2.61614	1.3843	2.13591	2.07708	5.46498	4.65588	1.91969	4.09861	5.00096
ENSGGOG00000000073	32.17435	16.04733	22.09573	15.67854	4.30492	3.25606	24.90401	27.00342	14.8654	15.70847	36.67973
ENSGGOG00000000074	37.48571	40.20779	54.35561	24.8319	16.28487	7.37741	55.71485	30.81669	20.53642	16.93016	73.41434
ENSGGOG00000000075	2.57903	2.3441	2.99001	2.83972	0.65471	0.49196	3.52599	2.93076	3.0058	3.72845	21.95697
ENSGGOG00000000076	1.25355	1.44506	0.27459	1.62991	0.17831	0.94417	0.18888	0.15269	1.3501	2.15867	1.17076
ENSGGOG00000000077	63.34136	56.77071	62.64945	34.1324	14.79927	8.82926	31.22109	28.0166	10.2379	12.76617	27.05229
ENSGGOG00000000078	0.709	1.11369	1.32265	1.49542	0.23636	0.22985	2.3768	1.05865	0.16029	0.49515	4.51702
ENSGGOG00000000079	93.34093	187.79125	68.27734	23.36913	0.08237	0.04005	2.91565	2.04496	0.09904	0.39248	6.36235
ENSGGOG00000000080	44.22922	42.4909	28.01225	19.2459	7.7413	6.58008	35.45441	22.83451	4.50474	5.42727	43.95944
ENSGGOG00000000081	59.06199	90.84864	65.82437	43.47186	37.4383	23.45935	34.30212	17.42624	30.31366	43.97413	30.10166
ENSGGOG00000000082	0.04093	0.27576	0.62763	0.62194	0.02361	0	3.99006	3.5005	11.95153	6.21016	1.61085
ENSGGOG00000000083	0	0	0.03298	0	0	0	0	0	0	0	0.08652
ENSGGOG00000000084	24.32751	25.29166	4.29953	5.78011	0.50691	0.18697	15.6154	8.77139	8.49089	14.31747	22.0587
ENSGGOG00000000085	2.5088	2.73371	1.54596	3.99184	4.30045	7.55035	32.2455	26.39533	18.26931	19.17568	15.79381
ENSGGOG00000000086	0	0	0.55923	0	0	0	0	0	0	0	0
ENSGGOG00000000087	0	0	0	0	0	0	0.16164	0.05079	0.04754	0	0
ENSGGOG00000000088	0.08063	0.67865	0.42986	0.30613	0.09304	0.18095	0.38021	7.2517	0.2238	2.21764	1.83274
ENSGGOG00000000089	0	0	0	0	0	0.31788	0.89023	10.07666	0	2.22559	1.48559
ENSGGOG00000000090	7.47142	11.43202	9.29789	6.79878	3.06368	0.48502	21.54104	9.33535	24.15935	8.00481	1.51126
ENSGGOG00000000091	1.15695	0.70234	3.15915	2.05232	0.10943	0.17027	1.13253	1.19946	0.78943	0.77487	0.862
ENSGGOG00000000092	0	0	6.74997	1.01945	0.01671	0	0	0.05737	0.68467	0.71842	0.07606
ENSGGOG00000000093	13.10346	16.34631	15.20145	14.92534	2.84608	1.90277	13.80823	11.12012	5.84629	3.63358	8.35434
ENSGGOG00000000094	0.18995	0.28778	0.48096	0.3606	9.33719	2.55775	0.41793	0.15014	0	0.08952	0.06644
ENSGGOG00000000095	1.57158	2.38918	4.59377	3.46476	0.11696	0	0.23898	0.15028	0.42201	0.39831	4.07681
ENSGGOG00000000096	1.59585	2.60922	0.91136	1.90429	3.15672	14.04438	3.08103	4.3253	0.92784	2.9376	26.86213
ENSGGOG00000000098	15.99617	24.00999	27.91748	36.48595	7.09382	5.89382	23.26104	15.5116	11.20743	15.89751	25.87714
ENSGGOG00000000099	7.49134	17.96748	11.72967	3.1998	0.43223	0	0	0	0	0.58857	0
ENSGGOG00000000101	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000102	0	0	0	0	0	0	0.26473	0.16647	0.46753	0.79426	0.14725
ENSGGOG00000000103	14.09725	12.21285	5.63061	6.68456	1.26242	1.77797	6.73874	5.15703	4.86217	4.88096	11.5417
ENSGGOG00000000104	2.47685	2.23997	4.7784	3.93002	0.8105	0.49776	2.03322	1.8265	0.71806	1.48127	1.93875
ENSGGOG00000000105	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000106	0.14433	0	0	0.274	0.16654	0	0	0	0	0	0.50462
ENSGGOG00000000107	23.90037	30.75988	13.17526	24.6076	0	0	0	0.01921	0	0	0.10209
ENSGGOG00000000108	323.59892	332.70091	3.62153	1.34249	3.58385	0.76239	0.10897	0.10963	0.02566	0.04359	0
ENSGGOG00000000109	5.08464	4.24731	10.13832	9.5812	0.26075	0.25357	0.41429	0.33495	9.37144	6.30315	6.32099
ENSGGOG00000000110	13.09476	23.59097	41.84685	23.84639	2.01463	1.52378	2.85797	1.98886	34.43028	21.28174	0.63583
ENSGGOG00000000111	0.14011	0.43229	0.03107	0.04427	0.02691	0.02617	0.477	0.04615	0.0432	0.23849	0.08165
ENSGGOG00000000112	81.96522	113.67105	76.3961	50.26872	20.26675	9.59905	32.41824	20.96173	7.99041	8.45392	70.85771
ENSGGOG00000000113	16.83714	33.95302	11.42989	32.86823	17.22864	9.98116	75.88054	80.20515	68.31905	137.77774	9.16345
ENSGGOG00000000114	15.27446	13.06497	41.37568	37.07819	0.1445	0.42147	0.98371	0.61857	0	0	0.43771
ENSGGOG00000000115	1.60557	2.48953	0.23581	0.26406	0.81693	0.02838	0.07948	0.03749	0.02339	0.0298	7.62474
ENSGGOG00000000116	8.05948	8.45813	1.13712	1.26002	0.10943	0	0.07446	0	0	0	0.74588
ENSGGOG00000000117	3.08775	8.30915	8.277	14.62024	2.96218	1.24893	1.32589	1.64975	0.92985	1.05786	41.86478
ENSGGOG00000000118	8.12094	5.80578	11.93477	15.32865	0.49978	0.60753	2.74675	2.70545	1.21616	2.35774	4.70515
ENSGGOG00000000119	0	0	0	0	0	0	0.34432	0.52936	0.06754	0.03824	0.5108
ENSGGOG00000000120	0.10578	0.08902	0.14096	0	3.84594	0.47495	1.08082	0.57504	0.39151	0.29095	1.84973
ENSGGOG00000000121	0	0	0	0	0	0	5.69767	3.35889	15.09189	46.64809	1.18847
ENSGGOG00000000122	8.60097	15.68997	7.20619	12.41717	9.15199	10.92258	132.08309	121.3779	18.5314	24.4004	18.09718
ENSGGOG00000000123	0	0.04669	0	0	0	0.03112	0.13076	0.16452	0	0	5.77251
ENSGGOG00000000125	3.12195	4.73774	7.9794	21.18077	0.47248	0	0.08044	0	0.04735	0	1.78936
ENSGGOG00000000126	0.08382	0.28217	0.1117	0	0	0	0	0	0	0.06586	2.05165
ENSGGOG00000000127	0.54645	1.07296	1.51697	0.34575	0.1576	0.15326	0.57241	0.315	0.16846	0.10731	208.16115
ENSGGOG00000000128	2.02116	2.47408	2.2852	2.20913	0.07068	0	1.73239	0.78679	0.05666	0.09625	1.71306
ENSGGOG00000000129	43.71514	65.86047	46.9818	42.62007	44.14836	23.24019	88.32262	72.88	37.14482	43.41429	82.22544
ENSGGOG00000000130	1.03668	2.02394	0.46972	0.51173	0	0	0	0.04098	0	0	0.14499
ENSGGOG00000000131	111.939	216.17262	161.23286	159.996	191.28978	126.0595	437.33106	369.13405	333.17769	591.58514	199.44954
ENSGGOG00000000132	2.13714	2.72616	4.8564	2.39162	3.99757	2.19616	7.38838	5.66852	4.93159	4.84293	1.53372
ENSGGOG00000000133	5.80486	3.88528	1.40228	2.70666	0.23502	0.07621	4.53427	4.89746	0.40817	0.2667	0.71213
ENSGGOG00000000134	0.44087	0.37108	0	0	0.2544	0	0.96993	0.39212	0.4078	0.27711	2.7746
ENSGGOG00000000135	0.50226	0.15367	0.48675	0.26006	0	0	0	0	0	0	0.07987
ENSGGOG00000000136	0.14365	0	0.12755	0	19.83233	6.23169	0.07521	0.04729	0	0	0.16734
ENSGGOG00000000138	0.03739	0.02094	0	0	0.04314	0	0	0.01229	0.29976	3.38857	2.09194
ENSGGOG00000000139	6.96188	8.02149	7.84514	2.12885	0	0	0.51397	0.23082	0.0432	0.07344	2.04203
ENSGGOG00000000140	0.45753	0.34224	0.60969	0.09654	0	0.05706	0.07991	0.05025	0.56425	0	10.57535
ENSGGOG00000000142	9.25218	7.76426	9.27288	6.08572	2.7066	1.25755	6.59377	4.06902	3.42316	4.32059	15.67317
ENSGGOG00000000143	10.44911	10.52486	10.21097	6.51988	2.44875	2.3086	10.66663	6.91547	5.06478	6.27501	30.5578
ENSGGOG00000000144	0.30096	0.25322	0.40105	0.91414	0.06942	0.27012	3.4996	0.62448	0.38969	0.82759	4.62968
ENSGGOG00000000145	1.40176	2.27887	2.0377	1.99579	0.05515	0	32.64034	14.1659	0.14733	0.36295	1.97702
ENSGGOG00000000146	0.17628	0.44511	0.0587	0.08363	0.40682	0.04943	0	0.04353	0.28536	2.00841	0.23116
ENSGGOG00000000147	0	0	0	0	0	0	0	0	0	0	0.20216
ENSGGOG00000000148	0.24053	0.18399	3.67091	1.45271	0.05044	0.07361	0.72144	0.66969	0.06068	0.10309	0.45863
ENSGGOG00000000149	6.07428	6.77987	3.49334	3.39868	0.66404	0.78924	3.81806	2.78002	2.39527	3.79286	5.47706
ENSGGOG00000000150	23.96965	35.58687	31.10417	49.4782	12.98365	8.92629	23.2744	20.53084	22.17119	26.19292	72.82687
ENSGGOG00000000152	0.10571	0.20757	0.11741	0.03343	0.08135	0.03952	0.08312	0.20892	0.17928	0.34612	1.81753
ENSGGOG00000000153	8.05234	3.69247	4.94989	3.69152	0.80548	0.55947	3.17323	4.92688	2.88243	3.44733	6.05786
ENSGGOG00000000154	5.6642	4.87562	0.94778	2.33225	0.4178	0.36281	9.00261	6.83661	2.66749	2.60109	3.02941
ENSGGOG00000000155	23.97537	16.17079	1.55656	0.27722	0	0.0328	0.13771	0.11541	0	0	0
ENSGGOG00000000157	14.62481	12.06387	7.42878	11.61403	35.08735	8.69271	33.84712	39.2049	58.22864	65.24566	6.01199
ENSGGOG00000000159	0	0	1.11846	0	0	0	0	0	0	0	0
ENSGGOG00000000160	2.46054	2.27521	3.88597	2.04716	0.45569	0.52835	5.63282	3.25684	2.02307	1.53939	23.04714
ENSGGOG00000000162	1.23064	1.01037	1.91984	1.31061	0.27707	0.26944	1.13199	0.6525	1.16604	0.99045	3.67296
ENSGGOG00000000163	5.45189	4.18267	6.14988	9.00197	1.08262	1.10971	4.22381	2.95669	2.43929	3.12791	4.12268
ENSGGOG00000000164	0	0.02758	0	0	0	0	0.02575	0	0	0	6.7158
ENSGGOG00000000165	2.89339	2.02588	6.29248	6.85505	0.7479	0.23374	2.3643	2.37876	1.28463	1.38219	5.05813
ENSGGOG00000000166	79.35928	72.05332	89.0678	97.88161	47.76626	35.04561	172.83493	152.91244	91.33583	120.2605	150.61786
ENSGGOG00000000167	28.40778	27.88063	25.76945	18.21367	20.15191	4.70996	6.47818	5.33277	2.7039	3.12119	0.39315
ENSGGOG00000000168	0	0.12461	0	0	0	0	0.34913	0.14638	0	0	2.45977
ENSGGOG00000000169	0	0	0	0	0	0	0	0.06624	0.062	0.15805	13.71315
ENSGGOG00000000170	10.84715	9.73018	9.82695	22.29857	3.60645	3.18618	45.58335	45.96265	62.71289	46.89763	20.49824
ENSGGOG00000000171	4.88756	4.28817	5.99334	6.21865	1.55989	1.02099	5.80119	4.98371	4.49682	3.32945	28.26881
ENSGGOG00000000172	3.17573	1.38579	1.09717	1.33978	12.07894	9.63459	41.0323	41.95698	38.07787	44.26511	63.94701
ENSGGOG00000000173	10.45359	12.51081	10.65977	6.40605	2.9679	1.27098	6.3409	4.96665	5.69681	4.35692	7.42532
ENSGGOG00000000174	6.83672	4.36025	0.71496	0.32007	0.17689	0.15478	0.07222	0	0.04251	0.01202	0.34834
ENSGGOG00000000176	60.85834	72.21972	80.63057	32.08033	1.07831	0.13106	6.05747	4.11685	0.57626	0.36711	13.00102
ENSGGOG00000000177	46.3593	85.00802	119.90201	77.46448	26.02025	15.91343	37.41446	24.62453	23.56399	22.60491	9.51548
ENSGGOG00000000178	8.26907	8.23512	8.84574	10.53779	8.7327	2.88958	7.12665	6.14945	4.07576	4.05774	44.7177
ENSGGOG00000000179	63.12042	80.93793	77.0813	36.23091	10.42422	19.86077	62.01941	29.75159	22.91485	10.49053	2.88548
ENSGGOG00000000180	0.18573	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000181	17.46333	22.95638	31.42433	20.64969	17.74826	5.72135	25.57288	24.22596	21.45879	11.51736	28.67181
ENSGGOG00000000182	5.14025	6.1399	2.24117	2.33832	0.13665	0.39866	0.22339	0.02338	0.04383	0	0.66257
ENSGGOG00000000184	0	0.52132	0	0	0	0	0	0	0	0	0.18053
ENSGGOG00000000185	0.07974	0.13422	0.05318	0.15139	0	0	0	0.03943	0	0	34.29483
ENSGGOG00000000186	19.63249	22.51813	102.38134	28.83174	7.74397	3.74084	16.98349	14.25369	1.7938	1.21549	21.29344
ENSGGOG00000000187	10.60139	9.31105	13.75179	11.60952	4.89774	3.02476	24.9101	11.68825	7.12652	4.83641	16.63405
ENSGGOG00000000188	0.0722	0	0.09621	0.13706	0	0	0.2268	0	0.06678	0	0
ENSGGOG00000000189	2.60194	3.00398	4.55618	2.16357	0.81881	0.41018	1.62203	0.99866	1.11384	1.25026	4.43584
ENSGGOG00000000190	11.91735	13.08144	13.68738	15.62266	4.29065	2.80445	17.0509	12.46879	14.63179	14.44006	12.46811
ENSGGOG00000000191	31.01448	26.10042	25.54116	31.79407	15.81788	11.27563	49.12706	41.8022	39.58868	37.86731	75.79748
ENSGGOG00000000192	22.739	35.41788	51.03546	21.40947	6.4413	4.21823	8.94984	9.5659	5.9347	4.0195	21.71631
ENSGGOG00000000193	3.04996	4.80216	0.78662	1.08953	0	0	0.12884	0.16203	0	0.01287	0.97466
ENSGGOG00000000194	261.90322	291.48806	191.86783	105.65169	14.21109	14.03744	18.20416	14.69237	10.83951	16.61998	21.97384
ENSGGOG00000000195	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000196	7.05019	12.28997	14.09223	10.63549	4.64859	4.09679	13.35398	10.32548	16.82702	10.68277	16.17637
ENSGGOG00000000197	48.16065	74.84837	6.49848	15.56329	39.51167	20.82372	56.58489	71.11096	779.3189	291.25984	1.56676
ENSGGOG00000000198	0	0	0	0	0	0	0	0	0.08659	0	8.51241
ENSGGOG00000000199	0.27221	0	1.0882	0.51676	0	0	3.63592	0.53796	0.37767	0	24.50695
ENSGGOG00000000200	715.23623	500.4118	301.1282	143.47375	164.13943	105.90758	429.9014	294.09287	106.94372	146.05531	228.29524
ENSGGOG00000000201	0.01169	0	0.01558	0	0	0	0	0.01155	0	0	0.16341
ENSGGOG00000000202	0.1514	0.25482	0.47081	0.14377	0.14559	0.0283	0.27755	0.12468	0.07005	0.17846	6.3526
ENSGGOG00000000203	7.83493	12.4869	11.78031	10.00361	5.64038	2.95649	10.84119	10.75663	5.70788	3.92228	6.96966
ENSGGOG00000000204	50.8567	20.66	31.45577	12.69698	26.14842	6.68078	54.81725	62.30526	80.64147	68.5189	18.6157
ENSGGOG00000000205	0.01584	0.05332	0	0.0151	2.76018	0.30216	6.32306	5.31443	0.19047	0.12445	1.20463
ENSGGOG00000000206	4.17781	4.20132	7.60969	4.10697	1.64735	1.32674	11.06586	5.49574	4.16411	3.24115	2.81727
ENSGGOG00000000207	0.30831	0.58379	0.20546	0.07318	1.24516	0.60547	2.05908	1.25669	3.38656	5.17789	0.4042
ENSGGOG00000000208	11.19414	22.38597	20.4782	10.73655	0	0	0.12254	0	0	0	1.15911
ENSGGOG00000000209	1.75915	0.85967	0.98302	1.18503	1.04772	1.08248	6.6881	2.29909	5.51144	4.28026	3.27376
ENSGGOG00000000210	61.55312	67.41674	79.60759	52.69569	11.78163	7.9259	23.67768	19.04635	14.17437	9.31217	27.6861
ENSGGOG00000000211	1.19026	0.77053	0.42705	0.43455	4.96559	2.00346	0.64751	0.85954	0.42345	0.53953	22.96906
ENSGGOG00000000212	1994.30175	1332.73664	1035.49366	263.43916	128.59895	75.13546	235.57931	199.03288	104.92561	70.83193	408.61858
ENSGGOG00000000213	1.70925	0.92283	1.50411	1.65301	0.33488	0.32566	0.10138	0.41428	0.29832	0.55743	4.28479
ENSGGOG00000000214	2.4483	1.46143	2.25721	4.29655	2.67726	4.87161	21.11586	19.53723	5.1481	9.60691	4.75293
ENSGGOG00000000215	1.21181	3.26338	1.61481	0	0	0.13602	0	0.11978	0.3363	0.09524	7.20284
ENSGGOG00000000216	7.5343	5.29464	4.24372	2.28553	1.38919	0.21787	4.57721	3.37709	9.5914	8.45226	10.99868
ENSGGOG00000000217	0.71961	1.26633	2.04866	1.92507	0.75488	0.22023	0.97666	1.64847	0.78667	0.61682	0.74339
ENSGGOG00000000218	63.61583	70.62759	51.73885	32.38918	103.12912	38.20517	40.65593	48.91686	27.28036	24.96168	24.60475
ENSGGOG00000000219	42.38353	39.76863	53.23226	32.37524	27.13017	14.44983	40.89748	36.41657	47.10855	34.27234	123.51154
ENSGGOG00000000220	11.22548	9.69186	13.10504	4.91308	2.31437	2.03283	11.53977	6.93677	5.44597	2.51627	7.86089
ENSGGOG00000000221	5.86618	4.09296	4.97453	3.60414	0.04926	0.04791	4.49185	1.4544	20.48084	2.32964	2.05106
ENSGGOG00000000222	14.63616	16.4898	31.83463	14.55958	4.02323	2.20165	7.57278	6.34702	2.69164	2.57279	4.8322
ENSGGOG00000000224	20.2559	33.09848	31.26598	11.69637	4.91806	1.65736	1.65782	1.4595	0.23418	1.88989	1.40168
ENSGGOG00000000225	0.14358	0.56388	0	0	0.05523	0	0.45126	0.28376	0.08854	0	0.16734
ENSGGOG00000000226	3.23562	4.2028	0.93736	2.20332	0.60874	0.59197	11.44031	8.34071	4.45676	5.4989	6.7631
ENSGGOG00000000227	17.18379	20.94445	21.97017	19.75968	1.0718	0.85835	2.44698	1.66023	1.03606	1.14834	1.74313
ENSGGOG00000000228	50.50222	40.39612	35.73129	24.45582	2.55042	0.47602	0.31579	0.04414	0.02063	0.10523	1.32704
ENSGGOG00000000229	0	0.08456	0	0.28613	0	0	0	0	0	0	0.08783
ENSGGOG00000000230	4.49577	2.95878	2.45778	3.11849	2.5938	0.67909	34.64451	17.76978	3.27878	2.96618	14.15681
ENSGGOG00000000231	0.07227	0.18239	0.1444	0	0	0	0	0.03567	0.03339	0	0.12633
ENSGGOG00000000232	18.72185	17.62649	11.61642	12.32851	6.68339	3.80767	24.54739	36.24821	33.87667	28.31575	6.85259
ENSGGOG00000000233	0.06989	0.43115	0	0	0	0	0	0	0.17236	0	0.12217
ENSGGOG00000000234	0.18532	0.234	0	0.46914	9.8725	10.03379	0.09711	0.24419	0	0	11.98726
ENSGGOG00000000235	3.34106	1.22251	1.93578	2.48196	1.34094	1.46703	4.56546	6.74646	4.29968	8.67403	12.95122
ENSGGOG00000000236	12.13443	6.37149	8.29222	6.10353	3.70984	2.61847	7.08958	8.65981	3.11773	4.19651	18.85602
ENSGGOG00000000237	0.49315	1.07914	0.19713	0.09357	0	0	1.85994	0.68226	8.57597	3.60357	0.08616
ENSGGOG00000000239	0	0	0	0	0	0	0	0	0	0	5.03186
ENSGGOG00000000241	10.14025	25.08135	4.75874	3.51522	43.19077	23.59781	12.60926	8.93087	462.73166	425.16293	307.36797
ENSGGOG00000000242	9.81869	5.2991	0.49781	0.30394	0.89279	0.0299	0.08386	0.10547	0.12338	0.04193	2.19225
ENSGGOG00000000243	9.01288	9.02739	5.56302	4.67122	2.67969	1.52012	16.90016	13.74153	12.35152	11.42565	9.32794
ENSGGOG00000000244	4.78205	4.35625	8.21177	3.0417	2.01942	0.60852	2.24667	2.26523	1.98364	1.06518	4.61078
ENSGGOG00000000245	9.31052	7.62363	10.17138	7.29825	2.03252	1.52165	8.65552	5.41513	5.27581	5.30511	11.43747
ENSGGOG00000000246	38.06697	19.48897	12.25121	6.321	3.32593	2.06327	6.09134	3.87944	2.39031	3.78736	41.87441
ENSGGOG00000000247	0	0.11351	0.08987	0.12803	0	0.15135	0.10598	0	0	0.10597	0.82527
ENSGGOG00000000248	0	0.11362	0.04493	0.3202	0	0.03784	113.72424	139.18954	102.76591	79.12672	6.25194
ENSGGOG00000000250	22.82677	20.3245	14.62854	31.26041	1.28682	1.70107	12.97922	6.56024	2.20813	6.09233	15.35276
ENSGGOG00000000251	2.70392	1.26199	0	0	0	0	0.10715	0.04487	0.021	0.05357	0.19859
