Ensembl.Gene.ID	prefrontal cortex_GSM752653	prefrontal cortex_GSM752654	cerebellum_GSM752655	cerebellum_GSM752656	heart_GSM752657	heart_GSM752658	adult mammalian kidney_GSM752659	adult mammalian kidney_GSM752660	liver_GSM752661	liver_GSM752662	testis_GSM752663
ENSGGOG00000003567	1.44173	0.83999	1.55176	1.10527	0.41592	0.59113	2.09134	1.67125	0.74372	0.67531	7.12499
ENSGGOG00000003568	5.55842	4.67778	7.69186	2.50274	0.86337	0.31986	1.56776	1.12664	0.72504	1.00781	21.80104
ENSGGOG00000003569	0.02536	0	0	0	0	0	0	0.1003	0	0	0.48775
ENSGGOG00000003570	32.80448	30.69788	27.28606	16.23027	3.19092	3.57676	58.98062	27.28409	5.70153	6.88302	45.31714
ENSGGOG00000003571	0.13291	0.02792	0.0221	0	0	0	0.02607	0.09848	0.03075	0.01303	3.65953
ENSGGOG00000003572	10.69691	10.75383	13.35644	8.84013	7.85842	3.40245	10.26719	7.40735	3.88428	4.49056	20.84551
ENSGGOG00000003573	4.66743	7.01867	7.1628	2.75983	3.06808	1.28784	0.51098	0.17009	0.2477	0.25548	1.97298
ENSGGOG00000003574	2.52981	1.62574	1.4098	4.45337	4.88291	11.40653	47.41659	50.08782	1.70186	7.51698	2.6535
ENSGGOG00000003575	0	0	0	0.2065	0	0	1.88024	1.3973	2.91777	5.04227	0
ENSGGOG00000003576	1.82054	2.1799	1.83985	0.67266	0.57806	1.67269	0.88318	0.79686	0.36164	0.07681	0.81172
ENSGGOG00000003577	20.9282	21.59553	22.37648	7.21616	2.72237	1.34002	2.88361	3.06532	1.03725	1.02982	7.30694
ENSGGOG00000003578	4.8607	6.90963	6.21457	2.80565	1.13691	0.5896	2.58052	2.04455	1.03285	1.41921	11.25314
ENSGGOG00000003579	1.4261	0.80669	0.06233	0.08879	0.02699	0	0.22039	0.28873	0.02163	0.30307	2.12522
ENSGGOG00000003580	6.32202	5.44408	8.65957	2.73531	0.13571	0.03303	0.23108	0.05811	0.02723	0.06933	3.64967
ENSGGOG00000003581	0.98862	0.66561	0.61476	1.12605	0.19015	0.11092	2.07136	2.27941	0.39629	0.15533	22.5827
ENSGGOG00000003582	4.2757	3.83813	7.69186	4.73498	1.97345	2.3189	8.06282	4.01373	1.64785	2.91143	13.08065
ENSGGOG00000003583	1.71911	1.51246	1.56191	1.40934	0.04511	0.04386	0.18418	0	0	0	4.84955
ENSGGOG00000003584	18.2966	31.12077	3.65976	5.4341	5.80253	2.60428	9.60418	5.92461	7.72843	4.52843	22.92414
ENSGGOG00000003585	28.74817	19.17454	11.18022	6.71464	0.87004	0.81533	6.87218	7.76218	1.8387	3.94221	8.10049
ENSGGOG00000003586	1.12758	2.17463	1.03303	0.22302	0.37952	0.28996	1.66113	1.46239	0.36937	0.66447	1.6427
ENSGGOG00000003587	0.17411	0.17587	0.04638	0	0.04016	0	0.1642	0.06886	0.06445	0.19154	28.00699
ENSGGOG00000003588	4.198	6.07559	2.2448	2.84269	0.86392	0.39004	1.21852	0.95117	1.28608	0.94537	14.02322
ENSGGOG00000003589	19.54751	17.46939	0	0	0	0.19414	0	0	0	0	0.30247
ENSGGOG00000003590	4.98933	8.75826	7.21969	5.17172	0.81238	0.17172	0.43288	0.45372	0.2548	0.50503	1.17718
ENSGGOG00000003591	0	0	0	0.08002	0	0.07094	166.34123	187.58114	0.01949	0.03312	0
ENSGGOG00000003592	109.2945	109.78895	68.48632	30.75229	220.89822	17.5199	32.03258	18.1283	12.55652	10.71685	101.18103
ENSGGOG00000003593	9.07713	15.75657	17.25954	8.12114	19.11565	4.18856	2.62561	2.65809	0.27404	0.56795	22.91179
ENSGGOG00000003595	0.21007	0.06625	0	0	0.16662	0.30941	1.19662	1.36223	0.42503	0.49515	0.50498
ENSGGOG00000003596	0.07016	0.11809	0.65444	0.26638	0.08096	0	0	0.13865	0	0.11025	0.4906
ENSGGOG00000003597	62.34738	73.44483	178.24984	67.55703	0.53351	0.28988	5.19256	3.92358	3.5344	0.87609	8.32012
ENSGGOG00000003598	1.07088	1.05659	4.97	5.11751	0	0	0	0.07296	0	0	0.64558
ENSGGOG00000003599	22.84241	34.82183	32.42348	20.78417	31.18776	15.1756	67.04663	31.79903	15.73004	19.65464	40.17856
ENSGGOG00000003600	2.30934	2.15804	0.95919	1.26686	3.66834	9.18749	4.30062	3.88972	2.59379	9.49634	8.24465
ENSGGOG00000003601	38.91588	29.26436	43.5131	75.94426	7.97609	2.63304	3.53197	1.56443	0.19613	0.61084	5.58486
ENSGGOG00000003602	9.13912	11.03954	12.96544	11.97953	3.65861	3.41831	13.62876	8.38573	5.00303	6.64313	11.79235
ENSGGOG00000003603	22.50168	54.63362	60.60778	67.80224	4.52991	1.45048	3.68645	3.35889	0.66423	0.56421	94.49159
ENSGGOG00000003604	12.24231	17.53633	9.02457	5.43939	3.00556	2.04595	17.60066	16.21529	9.87815	6.75348	14.11593
ENSGGOG00000003605	9.85561	12.99963	4.61008	14.81525	10.72239	25.54856	22.63062	20.67004	15.70212	38.05341	8.6498
ENSGGOG00000003608	0.79052	0.98348	0.04584	0.0653	0	0.11572	1.45825	0.84906	10.30035	10.50452	0.24031
ENSGGOG00000003609	0.65278	0.34465	0.57988	0.91117	0.14034	0.16516	0.53298	0.24029	0.18349	0.19106	26.44771
ENSGGOG00000003610	2.36427	1.60572	1.71347	1.41734	2.87173	1.62898	3.38945	2.86909	3.37625	2.60713	4.49574
ENSGGOG00000003611	2.08697	1.49289	1.66863	1.28764	0.54182	0.35129	1.8858	1.39199	0.67561	0.94286	5.29023
ENSGGOG00000003612	0.23047	0.32325	0.10237	0.43752	0.31025	0.56031	1.08637	0.56933	0.99474	1.23728	1.20855
ENSGGOG00000003613	4.96635	6.77998	2.4634	1.46664	0.50942	0.40248	1.04054	0.3817	0.33177	0.56362	3.37632
ENSGGOG00000003614	0.14018	0.05241	0	0.05911	0.12583	0.33214	0.73436	1.13913	0.38906	2.17864	0.32683
ENSGGOG00000003615	0.26398	0	0.17593	0.25064	0.3046	0.14814	0.20747	0.13046	0.48841	0.10373	31.84635
ENSGGOG00000003616	14.57369	15.00503	10.24368	10.18494	12.04247	10.09345	34.05864	27.90501	16.29472	14.88959	23.28413
ENSGGOG00000003617	6.4295	9.93455	7.86544	1.40069	4.0135	0.82792	4.80327	3.22869	5.75209	3.3953	1.10551
ENSGGOG00000003619	15.28941	13.08831	31.51555	21.08927	5.26227	7.05274	15.38967	11.41054	7.59839	9.30234	14.66738
ENSGGOG00000003620	14.62379	7.70339	7.73535	5.29807	0.17172	0.04173	1.34491	2.02232	0.06886	0.02922	31.15904
ENSGGOG00000003621	0.16479	0.27736	0.1098	0	0.23769	0.04623	0.51792	0.44787	0.41924	0.19421	2.52098
ENSGGOG00000003623	57.09055	46.78662	37.40808	32.14925	14.01317	11.67551	73.0274	95.79158	60.0323	69.2366	162.21428
ENSGGOG00000003624	263.4828	232.26275	348.85507	119.37972	36.54064	20.35944	179.04185	135.97014	34.13869	53.30315	145.19722
ENSGGOG00000003625	20.7526	24.92286	18.51705	4.91592	2.02005	0.90039	3.7827	4.10852	1.72054	0.7737	11.85914
ENSGGOG00000003626	12.72044	9.9913	0	0.08944	0.48926	0.84584	12.14165	4.4692	0.56651	0.99943	2.80027
ENSGGOG00000003627	0.25018	0.27073	0	0	0	0	2.83649	2.70195	0.06615	0.37913	0.4061
ENSGGOG00000003628	12.04761	9.85674	34.19774	12.10976	0.03091	0	0.14743	0.06624	0	0	1.56961
ENSGGOG00000003629	0	0	0	0	0	0	0.82816	0.83321	0	0	1.28985
ENSGGOG00000003630	0	0	0	0	0	0	0	0.19992	0	0	0
ENSGGOG00000003631	19.97411	31.19881	25.79563	18.52083	1.65896	1.84372	5.89028	3.80542	0.52243	1.08927	4.39841
ENSGGOG00000003632	1.15613	0.99206	3.17183	1.85047	0.70624	1.22094	0.96181	0.47038	0.67096	0.80147	0.79259
ENSGGOG00000003633	0	0.03341	0	0	0	0	0	0	0	0.0156	2.60477
ENSGGOG00000003634	1.81462	2.56333	3.81431	2.8503	0.7104	1.33323	4.95625	5.19788	2.8474	3.91224	6.89217
ENSGGOG00000003636	4.37455	3.49738	6.48526	2.12808	0.63094	1.28852	4.59719	1.9452	5.41202	8.27039	33.45778
ENSGGOG00000003637	0	0.29373	0	0	0	0	0	0	0	0	0.1526
ENSGGOG00000003638	117.39019	180.54604	88.01948	102.00973	34.72799	19.57547	184.05218	111.19522	48.1014	75.85703	57.15358
ENSGGOG00000003639	8.18525	11.80115	14.159	15.53889	1.5682	2.66874	6.16431	3.99828	1.97132	1.82008	1.29591
ENSGGOG00000003640	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003641	33.77767	31.6151	15.98435	12.5745	8.40354	6.95174	14.81042	8.01054	12.19249	7.24959	16.4761
ENSGGOG00000003642	4.31473	4.95961	9.1995	5.63388	0.07288	0.37791	2.67902	1.95501	0.64247	0.67798	5.73995
ENSGGOG00000003643	1.10331	2.07543	0.08652	0.73926	1.12334	1.31087	6.42519	3.97618	6.24327	14.12471	1.02113
ENSGGOG00000003644	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003645	9.55464	11.06003	6.42474	8.00576	72.43906	14.56335	51.4526	27.34126	8.34865	12.40275	22.77689
ENSGGOG00000003646	49.76133	47.05894	51.20018	33.45315	0.89538	1.20774	0.78671	0.56886	8.56654	10.60019	2.49424
ENSGGOG00000003647	5.7916	7.25427	1.61536	1.27847	0.46628	0.15112	10.26515	6.85421	4.36036	2.59265	11.41965
ENSGGOG00000003649	3.82585	3.73447	3.51635	2.34013	0.0211	0	1.34875	1.00149	0.03377	0.11479	1.19715
ENSGGOG00000003650	6.2526	4.13655	6.45373	7.27295	0.9175	0.85164	6.64505	5.49991	4.51311	7.12754	10.42513
ENSGGOG00000003651	6.41862	7.88532	8.66319	9.87352	0.26193	0.1621	1.07024	0.24473	0.13363	0.24325	3.96877
ENSGGOG00000003652	0.05819	0.5878	1.16339	1.54692	0.1343	0.0653	1.46349	2.41564	173.57399	52.54494	0.81398
ENSGGOG00000003653	0.14018	0	0.22413	1.49013	0.06472	0.22023	1933.89936	2693.67298	1148.53969	949.84151	0.04896
ENSGGOG00000003654	4.63262	7.69847	6.72026	9.49963	4.91695	5.70273	12.07157	8.24754	6.1292	8.83065	13.5659
ENSGGOG00000003655	1.58701	1.80767	3.48184	1.70412	1.31325	0.59357	3.02281	1.61569	1.60138	2.36778	7.08993
ENSGGOG00000003657	0.94253	1.10351	0.9283	1.16697	0.14183	0.13792	1.54554	0.93135	1.32664	1.32007	1.4327
ENSGGOG00000003658	0.98991	1.08074	0.92694	3.25065	0.27785	0.24014	0.08408	3.19894	0.14847	1.15614	5.7529
ENSGGOG00000003660	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003661	9.20303	15.25654	3.48129	3.5693	54.51208	41.39576	28.61288	24.21139	34.05014	69.22806	23.25037
ENSGGOG00000003663	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003664	25.58808	21.79131	25.34584	21.45051	7.4425	4.67533	21.23316	17.56207	8.73129	13.09451	166.21284
ENSGGOG00000003665	51.38513	104.31928	55.41444	33.68985	36.77761	23.0835	63.68289	57.31918	46.63131	55.63362	99.39925
ENSGGOG00000003666	4.3804	9.43703	29.2792	13.90395	1.69826	0.1573	5.01116	2.49317	2.26894	0.57821	1.77652
ENSGGOG00000003667	4.893	8.72634	7.12475	4.98277	3.06604	2.69071	5.95769	5.66751	3.11717	2.77506	14.16192
ENSGGOG00000003668	0	0	0	0	0.07499	0	0	0	0	0	0
ENSGGOG00000003672	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003673	1.68811	1.20535	1.02252	0.48553	0.11806	0.17217	0.4019	0.30331	0.23657	0.16078	0.35773
ENSGGOG00000003674	25.59046	20.31684	17.2435	23.09888	2.11716	2.16717	22.91426	16.60357	8.21766	5.00755	34.60738
ENSGGOG00000003675	4.86907	4.13015	10.40203	9.13349	0.95868	1.08408	7.34779	7.17888	2.94889	3.84078	21.07727
ENSGGOG00000003676	5.83022	5.55107	2.43848	0.84832	1.00669	1.64744	0.90284	0.71491	0.96437	1.12009	1.78544
ENSGGOG00000003677	5.80133	5.57956	6.12433	7.00851	0.9273	0.64811	11.52374	5.90626	1.71903	2.40726	34.42045
ENSGGOG00000003678	22.19705	12.17944	5.85455	4.74272	0	0	0.09027	0.08511	0	0.02254	25.85265
ENSGGOG00000003679	1.37218	1.66419	1.21005	1.14928	0.48895	0.65666	2.60029	2.3928	0.50394	0.77685	31.36096
ENSGGOG00000003680	5.41266	6.74612	4.79326	7.41389	3.59711	1.03785	17.28049	12.22029	4.94316	6.72886	11.91761
ENSGGOG00000003682	0.46875	0.24281	0.40042	0.63885	0.13869	0.36418	1.62438	1.71034	0.54475	0.9255	6.13571
ENSGGOG00000003683	7.80909	5.40804	68.18157	30.1128	0	0.09131	1.0226	2.41141	0.11287	0.19176	6.39919
ENSGGOG00000003685	7.6545	9.46872	11.65719	7.4295	1.46097	1.03327	4.81588	2.63021	1.26432	1.42439	8.22492
ENSGGOG00000003686	0	0.10767	0	0	0	0.07178	0	0	0	0	1.11787
ENSGGOG00000003687	107.04555	73.25468	48.85099	22.86243	6.76811	3.95604	16.2283	11.59191	10.38907	7.81963	16.96255
ENSGGOG00000003688	28.09314	37.14144	34.49533	37.38084	71.05134	28.71383	76.35618	65.29067	38.78172	59.18202	45.55056
ENSGGOG00000003689	0	0	0	0	0	0	0	0	0	0	0.37163
ENSGGOG00000003691	3.68037	4.38485	4.57375	4.63173	1.43147	0.83524	5.00369	3.96362	4.32226	4.32118	3.46997
ENSGGOG00000003692	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003693	13.0108	10.87683	12.28572	5.56161	5.36888	2.90057	10.69675	6.38571	3.26771	2.64025	15.81614
ENSGGOG00000003694	1.11153	2.5282	0.68053	0.91246	1.00528	0.77528	54.2893	108.32144	5.69644	17.46632	19.53653
ENSGGOG00000003695	289.2207	305.10331	348.80526	256.68604	199.28261	120.05353	601.7907	633.7311	303.69324	513.74691	464.8157
ENSGGOG00000003696	7.87055	5.91677	5.30909	5.82089	1.50984	0.78894	6.47561	6.23335	2.34843	2.37836	21.30438
ENSGGOG00000003697	0	0.2673	0	0.15074	0.09162	0	0.62401	0.70631	0.955	1.24796	0.97193
ENSGGOG00000003698	7.90509	8.51535	0.08425	0	0	0.07094	0	0.12495	0.05848	0	0.11053
ENSGGOG00000003699	182.75778	304.56598	120.9552	121.15482	134.30284	96.37513	299.52944	195.89788	78.85509	104.11846	311.70079
ENSGGOG00000003700	12.11308	19.60718	20.46634	5.50134	7.62387	0.65033	1.27504	0.28638	0	0.04556	0.30401
ENSGGOG00000003702	26.52965	16.93125	17.08533	8.80283	16.78261	17.62823	23.85107	15.77414	8.99999	13.03992	29.23551
ENSGGOG00000003703	2.52832	3.15216	1.49741	1.8666	0.27017	0.42033	2.57518	1.85061	1.16931	1.25074	36.50538
ENSGGOG00000003704	0	0	0	0	0	0	0	0	0	0	0.17922
ENSGGOG00000003705	25.45673	115.32528	10.14511	7.90393	811.90606	640.57692	27.47908	56.53977	3.96112	11.86973	9.35801
ENSGGOG00000003707	187.93253	184.98802	362.67714	190.46261	73.89076	58.783	129.95668	126.74394	61.39414	54.76875	171.57101
ENSGGOG00000003708	2.23449	2.00574	5.21071	2.75725	0.5157	0.58503	2.39944	2.72318	1.75682	1.3167	32.61695
ENSGGOG00000003709	0	0.03559	0	0	0	0	0.03322	0.02089	0.09785	0.08311	0.48074
ENSGGOG00000003710	82.10061	79.94517	73.61975	48.25923	45.00961	20.96186	110.66813	134.14561	196.2084	162.36805	38.22403
ENSGGOG00000003711	0.24855	0.20917	0.05517	0.15732	0	0	0.97655	0.3684	3.14226	4.62206	0.65176
ENSGGOG00000003712	2.56346	3.42701	4.80196	5.72861	0.94652	0.52598	5.89295	4.0095	2.8047	5.05252	9.01406
ENSGGOG00000003713	14.51997	13.82371	14.49166	9.71943	1.7986	1.96433	6.02927	3.83874	2.09608	3.41961	10.20788
ENSGGOG00000003714	60.45799	47.89928	68.44722	56.9277	14.91223	9.74727	40.82964	50.69874	28.64984	34.86946	62.33213
ENSGGOG00000003715	6.90743	8.56649	5.32902	4.14104	3.77542	1.83571	16.28182	10.77718	3.02643	4.8558	9.85099
ENSGGOG00000003716	0	0	0	0	0	0	0	0	0	0	0.16936
ENSGGOG00000003717	1.38857	1.09618	90.97751	33.87181	0.94997	0.49638	30.06548	12.44595	12.38906	5.57069	1.61109
ENSGGOG00000003719	29.29408	25.86688	15.24783	15.03375	2.16831	1.39319	9.6497	9.15155	3.69349	5.35191	8.97508
ENSGGOG00000003720	4.96078	4.12603	4.83574	3.77438	1.3364	0.62813	8.64484	5.14991	2.21392	3.01799	9.38083
ENSGGOG00000003721	0.28506	0.71961	1.13956	0	0.49334	0.15989	0.22392	1.26751	0	0	16.69335
ENSGGOG00000003722	1.44377	1.79612	1.17109	1.90674	0.86917	0.4931	6.90508	5.14843	3.36769	4.73476	4.38949
ENSGGOG00000003724	11.30237	7.89459	5.64791	4.93502	5.99911	4.1852	84.27548	123.18707	96.07546	114.10941	17.68383
ENSGGOG00000003725	26.67207	24.30247	54.51593	36.16743	3.23964	3.82544	11.34501	7.53022	1.85498	5.19957	6.31042
ENSGGOG00000003726	11.26586	7.19237	6.28604	7.79629	0.89655	0.68504	1.83142	4.00325	2.36132	4.1423	47.63576
ENSGGOG00000003727	26.92816	15.69112	21.50145	20.62517	2.3583	3.74184	31.15932	23.987	17.21319	29.29873	37.86046
ENSGGOG00000003728	0	0	1.45528	0.25915	0	0	0	0	0	0	0.23864
ENSGGOG00000003731	26.99045	29.32569	26.13798	11.97256	8.63393	4.79777	18.05726	13.99533	3.7077	4.6611	5.79284
ENSGGOG00000003732	14.94372	10.52566	13.21358	9.66264	4.87036	2.00247	17.38667	19.70403	13.60717	16.11806	21.29534
ENSGGOG00000003735	0	0	0.10201	0.14532	0	0	0	0	0.07081	0	1.47216
ENSGGOG00000003736	2.51329	2.10197	3.55712	3.05241	0.55837	0.75323	1.49639	1.88192	0.37541	0.46609	4.14799
ENSGGOG00000003737	6.01079	2.96531	4.55726	2.9511	0.59791	0.93029	2.60563	4.30098	1.43788	1.70988	2.71755
ENSGGOG00000003738	0	0	0.66613	0.31633	0	0	0	0	0.15413	0	0
ENSGGOG00000003739	0.06472	0	0.08624	0	0	0	0.1017	0.19193	0	0.05085	0
ENSGGOG00000003740	9.81319	6.81316	8.49986	4.11406	1.27387	0.5047	2.05609	2.26261	0.94551	1.12441	11.15081
ENSGGOG00000003741	0	0	0	0	0.22741	0	0	0.19475	0	0.15485	0
ENSGGOG00000003742	5.80649	5.48619	7.08362	6.91984	0.6471	0.14418	2.25821	1.78941	1.10227	0.71596	2.22624
ENSGGOG00000003743	0.08498	0.21455	0	0.08066	0	0	0	0.04199	0.0393	0	0.22284
ENSGGOG00000003744	0.0945	0.63631	0.37786	34.98625	0.54527	2.86334	2.67325	3.92231	32644.53792	28672.61765	1.1565
ENSGGOG00000003745	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003746	0.03379	0.02849	0	0.03214	0	0	0	0	0.03125	0.0133	3.51549
ENSGGOG00000003747	4.0156	1.90883	125.44716	34.54371	0.73668	0.37707	0.63362	0.34865	0.0466	0.27059	2.67287
ENSGGOG00000003749	1.46389	2.24649	0.86063	2.45202	5.96161	5.55589	31.52855	6.33916	331.41957	389.55899	2.25797
ENSGGOG00000003750	16.89268	13.70312	8.56925	9.10922	2.2011	1.34604	11.06329	10.06597	4.60209	5.79412	9.24784
ENSGGOG00000003751	3.76923	5.95876	1.42348	1.79614	1.28541	1.6952	2.25415	1.74917	3.13358	3.33313	4.40173
ENSGGOG00000003752	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003753	22.1553	16.31119	9.06317	7.09304	4.37866	1.14641	18.94439	11.278	4.13097	4.65566	14.18616
ENSGGOG00000003754	0.61138	0.41158	0	0	0	0.13724	232.30172	275.11443	1.01789	3.74666	0.21381
ENSGGOG00000003755	0.27962	0.41834	0	0	0	0	0.04882	0	0.02874	0.12205	1.19501
ENSGGOG00000003756	2.1835	2.02897	7.48622	1.94301	0.62984	0.96981	3.57417	2.20255	1.11504	3.53829	3.06162
ENSGGOG00000003757	0.58228	0.85761	0	0.13822	0	0.32673	1.48699	1.79815	0.13463	0.28592	179.67003
ENSGGOG00000003758	2.38256	7.82559	7.98348	8.34351	0.10676	0.07789	7.59714	3.29144	1.62609	0.61794	21.83646
ENSGGOG00000003759	14.92978	51.65926	13.10043	13.41223	11.99752	18.58499	23.46114	18.67144	41.05884	34.11677	2.8547
ENSGGOG00000003760	6.23024	5.68517	8.02751	7.90173	0.9437	0.9177	4.71235	4.13929	3.28419	3.92853	8.48531
ENSGGOG00000003761	0.3578	0	0.1589	0.45287	0.13759	0.66917	8.62155	4.00708	0.33095	1.3119	10.42513
ENSGGOG00000003763	2.2606	2.04259	0.28537	0.21076	2.15999	0.56962	2.06912	3.04893	0.08068	0.10592	0.44377
ENSGGOG00000003764	0.54605	0.72213	0.052	0.74042	0.18003	0.21886	0.67422	0.96353	0.10822	0.09193	11.45518
ENSGGOG00000003765	7.97925	8.62656	4.26864	4.31217	12.92019	3.088	14.98713	13.32329	175.57115	101.06187	17.48726
ENSGGOG00000003766	6.53691	6.29791	6.06753	7.9593	1.87273	1.26465	10.62646	8.19676	0.70888	2.0544	127.67383
ENSGGOG00000003767	10.3869	12.07393	15.60024	13.91505	6.77431	3.41076	24.48342	15.34413	8.46687	8.69305	20.76933
ENSGGOG00000003768	4.03892	3.94386	0.65734	0.99506	0.2846	0.17301	7.17056	3.25986	0.54186	1.64723	1.56307
ENSGGOG00000003769	1.60448	2.3505	2.29652	1.97424	1.4743	0.96691	19.05047	4.11054	23.00395	17.20539	4.41516
ENSGGOG00000003770	16.01038	22.7495	19.24424	22.2228	9.60838	6.99652	32.11281	26.15556	12.76265	12.89517	22.43319
ENSGGOG00000003771	3.05342	4.39401	2.11579	1.99979	0.91608	1.37045	3.02291	1.5991	1.6381	8.19261	16.1469
ENSGGOG00000003772	0.50702	0.9051	2.43631	3.26665	0.10637	0.06896	0.14486	0.09109	0.01421	0.20522	0.67148
ENSGGOG00000003773	0.44543	0.47703	3.34531	1.92171	0	0	2.16335	1.2403	0	0	1.55725
ENSGGOG00000003774	38.03706	34.99233	36.01974	18.87097	3.79927	2.85015	57.85084	83.6313	37.0684	29.46634	15.23962
ENSGGOG00000003775	0.27635	0	0	0	0.47836	0.3101	1.08573	0.40965	0.76686	0.75997	10.6286
ENSGGOG00000003776	51.43259	29.10233	8.04436	4.47789	4.40549	7.69353	31.38047	30.59636	30.39679	19.17621	9.5049
ENSGGOG00000003778	1.6845	1.53569	0.31798	0.26651	1.23104	1.54362	3.13242	1.84483	5.76504	4.12489	4.02451
ENSGGOG00000003779	31.08076	20.03776	17.30791	19.56894	19.53619	6.64179	11.0915	11.09083	2.72717	5.87899	6.55999
ENSGGOG00000003780	22.83426	22.85579	20.28542	10.34459	17.96461	13.39352	43.08614	39.48613	64.24294	49.60828	51.71206
ENSGGOG00000003781	21.63305	15.22885	24.22385	8.90079	6.73877	2.90744	18.61321	11.82624	3.30965	1.87418	42.77918
ENSGGOG00000003782	1.17816	0.74364	0.417	0.83876	0.08496	0.06194	0.54965	0.83677	0.86841	0.75212	4.53757
ENSGGOG00000003783	0	0	0	0	0	0	0	0	0	0	4.14277
ENSGGOG00000003784	9.66498	7.4877	16.63652	15.76088	4.55493	3.56814	39.21275	24.9672	5.07119	8.12286	6.57223
ENSGGOG00000003785	0	0.08136	0	0	0	0	0	0	0	0.03798	0
ENSGGOG00000003786	12.99633	13.22138	13.59162	7.88573	3.13209	1.61525	31.60364	17.35321	31.95503	19.03252	2.94776
ENSGGOG00000003787	19.73501	16.6984	10.03296	15.98157	2.12328	1.82389	8.4097	6.15187	1.88642	3.20472	10.401
ENSGGOG00000003788	1.50754	3.64224	3.69373	1.43089	0.05609	0.05454	0.03825	0.04803	0.08999	0.05731	0.25505
ENSGGOG00000003789	1.83121	4.45202	2.50797	2.84875	0.96849	0.74202	3.47716	2.61375	0.89394	2.03822	2.62331
ENSGGOG00000003790	0	0	0	0	0	0	0	0	0	0	2.79849
ENSGGOG00000003791	0.14759	0.16557	0.39335	0.09344	0	0	11.98184	7.04828	3.86761	1.85517	0.51603
ENSGGOG00000003792	7.32723	12.65419	6.6225	9.43458	4.63173	2.14482	9.01116	8.05884	5.36303	5.20625	3.3415
ENSGGOG00000003793	5.15827	5.13605	9.79451	5.54199	1.04654	0.41346	3.45911	1.74575	1.13604	0.78679	8.40652
ENSGGOG00000003794	1.45472	2.93819	1.9385	4.14246	4.1405	1.95884	7.3152	6.46861	1.4353	2.4002	87.31266
ENSGGOG00000003795	42.71856	25.82247	11.53507	30.46152	136.34547	91.92058	157.04062	51.87847	239.87949	497.86576	325.2912
ENSGGOG00000003796	112.44791	215.26799	91.27899	117.00189	211.76289	122.32504	273.01492	255.64854	74.95132	129.62301	128.15056
ENSGGOG00000003797	0.2476	0.58334	1.05568	1.40999	0.11429	0.05554	0.54463	0.34247	0.4122	0.66137	0.86556
ENSGGOG00000003798	38.57772	60.05365	46.04074	53.8899	0.05664	0.11023	0.11581	0.12132	0.0454	0.07718	0.55811
ENSGGOG00000003799	67.18042	66.00096	69.85139	46.80112	29.54739	18.14155	166.55987	138.91995	93.48837	69.27232	86.37034
ENSGGOG00000003800	125.4422	162.45924	151.93811	148.84542	0.15924	0.03875	0.1627	0.23868	0.09577	0.18978	2.47344
ENSGGOG00000003801	6.18149	10.92443	6.5898	11.83279	2.02091	1.35832	14.53031	10.66392	6.83745	8.86355	8.91518
ENSGGOG00000003802	0.37187	1.87782	0.19822	0.42358	0	0	0.11687	0	0	0	0.65009
ENSGGOG00000003803	10.12754	10.12438	3.46861	4.77537	10.67641	3.85352	2.68116	2.93956	0	0	0.80305
ENSGGOG00000003804	2.53457	2.18356	2.54511	1.25421	0.20788	0.44482	2.3784	1.17514	0.5889	0.71729	14.59464
ENSGGOG00000003805	2.61085	2.38918	2.06044	2.06923	0.05852	0.14219	1.27461	0.45083	0.32825	0.75682	16.66162
ENSGGOG00000003806	14.76071	12.19935	21.43205	16.97379	6.1047	5.58037	37.74446	25.56415	12.33191	11.5141	22.93697
ENSGGOG00000003807	0.12788	0.10756	0.1704	0.30342	0	0	0.10042	0.3158	0	0	0.16757
ENSGGOG00000003808	1.30101	1.30959	0.52689	0.60529	0.02942	0.04295	1.84402	0.81923	0.37755	0.21045	14.64967
ENSGGOG00000003809	0	0	0	0	0	0	0	0.03802	0	0	62.48374
ENSGGOG00000003810	24.16192	34.1378	71.73379	48.27833	18.84454	14.77861	20.69654	9.65431	4.20844	13.6592	8.91661
ENSGGOG00000003811	0.02549	0	0	0	0.206	0	0.04006	0.05038	0	0.04006	1.42652
ENSGGOG00000003812	1.72216	1.3803	2.07629	1.08979	0.03154	0	0.12884	0.10802	0.27813	0.02147	0.09555
ENSGGOG00000003814	0.13345	0.44912	0.2667	0.6333	0	0	2.3065	0.46144	0.18513	0	0.34989
ENSGGOG00000003815	7.83506	10.31661	2.84099	2.98491	0.64576	0.44855	6.65862	3.73938	1.87341	1.59131	5.87009
ENSGGOG00000003816	1.72985	2.32922	2.30513	2.29883	0	0.19414	0	0.34187	0.16004	0.13594	2.72171
ENSGGOG00000003817	0.11605	0	0.07737	0.11022	0	0	0.18236	0.17204	0	0.04562	0
ENSGGOG00000003818	3.00971	5.06568	0.47181	1.84853	0.30641	0.49661	2.64302	3.14895	0.73692	1.25191	12.53466
