Ensembl.Gene.ID	brain_GSM752631	brain_GSM752632	prefrontal cortex_GSM752633	cerebellum_GSM752634	cerebellum_GSM752635	heart_GSM752636	heart_GSM752637	adult mammalian kidney_GSM752638	adult mammalian kidney_GSM752639	liver_GSM752640	liver_GSM752641	testis_GSM752642	testis_GSM752643
ENSMMUG00000000001	9.37812	6.34878	7.63474	9.47345	8.69769	1.12885	1.66161	1.26114	1.01262	0.72286	1.35846	12.71745	10.6537
ENSMMUG00000000002	0.57007	0.94144	1.00982	0.5486	0.75163	0.36823	0.41699	0	0	0.14737	0.15023	2.88347	3.98734
ENSMMUG00000000004	1.03447	0.5126	1.16051	0.19903	0.81843	0.10028	0.11356	0.31982	0.16358	0	0.20449	0	0.04097
ENSMMUG00000000005	2.03462	2.12808	3.00313	4.78618	3.80048	11.60934	8.55755	16.7803	14.11352	42.43027	68.89828	13.05411	14.63296
ENSMMUG00000000006	0	0	0	0	0.26525	0	0	4.14738	0	0.20803	1.06015	0.22612	0
ENSMMUG00000000007	3.26633	2.26553	2.3142	5.6581	8.07502	3.48142	4.659	9.59697	4.13011	7.59988	4.77726	6.05762	5.94834
ENSMMUG00000000009	0.89177	1.85137	0.45132	0.69479	1.21783	1.60472	1.86376	3.7432	2.6847	10.57217	1.22537	1.32457	0.82378
ENSMMUG00000000010	37.19838	35.36433	31.95403	40.47393	39.10405	43.51057	46.69739	48.97223	42.37252	33.65799	31.99111	73.732	108.25854
ENSMMUG00000000012	31.8418	16.06239	5.81078	26.74273	36.35367	34.21792	92.10656	63.11631	54.44339	50.28862	55.72439	21.96154	17.99188
ENSMMUG00000000013	5.62518	12.23133	6.73455	24.66081	11.89765	3.63351	6.17197	10.14835	1.97555	3.75679	1.2353	8.69335	3.15483
ENSMMUG00000000014	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000015	0	0.31518	0	0	0	0	0	0	0	0.2467	0.12574	109.91062	42.67878
ENSMMUG00000000016	15.04069	20.96234	12.11694	17.85631	13.76136	2.86011	9.87075	13.36838	12.21933	4.46985	2.0559	85.96825	78.57645
ENSMMUG00000000017	0	0	0	0	0	0	0	0	0	0	0	0	0.32429
ENSMMUG00000000018	0	0	0	0	0	0	0	8.68554	14.20316	0	0	0.18942	0.08896
ENSMMUG00000000019	3.81888	2.83791	2.87473	1.56184	3.68188	2.49765	4.50421	6.49593	5.13016	5.62727	3.32098	3.29961	2.7591
ENSMMUG00000000020	1.54962	1.8426	1.75666	0.35791	1.28731	2.58254	1.08825	0.57513	0.19584	0.0961	0.26954	0.62703	0.29447
ENSMMUG00000000021	0.35891	0.65202	0.1766	0.40293	0.53229	0.46362	0.5906	1.3874	1.418	0.3711	0.52022	36.05379	22.99436
ENSMMUG00000000022	0.37174	0	0.27429	0.26822	0.3676	0	0	0	0.14674	0	0.07347	1.48825	1.06677
ENSMMUG00000000023	0.14884	0	0	0	0	0.14421	0.32681	0.4606	1.17677	0.80846	2.06019	0	1.29696
ENSMMUG00000000024	0.49294	0.12206	0.07273	0.23728	0.18291	0.17922	0.20294	0.28603	0.29234	0.23899	0.09746	0.25977	0.07323
ENSMMUG00000000025	9.0781	7.1499	9.94073	10.15486	14.42458	1.27797	3.06477	8.51878	8.09378	1.98577	7.60622	2.48544	4.88399
ENSMMUG00000000026	0	0	0	0	0	0.32413	0	0	0	0	0	0	0
ENSMMUG00000000027	2.20278	2.18266	3.90162	0.35339	1.45217	0.71144	1.20855	0	1.1605	0	0.14516	0.30956	0.14538
ENSMMUG00000000029	9.70416	8.52286	7.29198	16.13054	23.77226	5.98345	13.55129	9.54949	11.85162	5.64464	4.88208	10.41137	13.00956
ENSMMUG00000000030	7.08683	5.35025	8.56746	10.39231	5.33946	5.88562	14.81077	13.04632	12.26757	10.73088	10.0047	66.85215	71.87644
ENSMMUG00000000031	7.35507	8.32902	7.98006	4.13658	6.04537	0.50912	8.01769	0.36926	0.22639	0	0.07554	0.96628	0.26473
ENSMMUG00000000032	0.90098	1.19022	1.24114	0.57798	2.37564	0.58193	2.96548	0.92875	0.94924	0.23297	0	1215.09382	1524.69293
ENSMMUG00000000033	18.88233	17.06253	19.0012	13.71416	15.50147	40.84858	48.34156	14.32422	15.95404	4.51314	10.51528	10.81183	12.50585
ENSMMUG00000000034	0	0	0.10409	0.16966	0	0.34163	0.38686	0.27262	1.11453	0.13673	0.34843	6.39093	9.07385
ENSMMUG00000000036	22.06159	28.23608	9.76903	37.59638	22.27061	22.71202	57.99389	86.00007	59.56669	32.43809	34.88268	26.34636	16.74004
ENSMMUG00000000037	10.80004	11.77887	8.21671	15.62505	16.91578	4.6353	9.38459	10.76035	16.2675	5.95886	6.5899	261.57811	226.5791
ENSMMUG00000000038	27.10334	23.95953	22.22499	26.59411	32.40726	6.09319	13.31405	26.02393	23.51825	14.70048	19.92165	44.72415	45.97007
ENSMMUG00000000039	53.39112	52.09272	49.15591	45.27802	45.10993	92.95877	99.4306	83.5122	119.94906	72.18679	111.18412	38.45459	49.80522
ENSMMUG00000000040	10.05729	11.75935	6.76921	10.64644	12.73001	70.09745	56.71974	17.52247	12.92847	4.16011	0.74206	1.97825	0.55741
ENSMMUG00000000041	0.22254	0	0.13139	0	0	0	0.97627	0	0	0	0	0.18759	0
ENSMMUG00000000042	9.7327	13.44052	9.36602	11.13611	8.03287	1.8564	4.20416	5.33283	7.02521	1.902	1.54496	6.26637	3.42828
ENSMMUG00000000043	11.27257	18.29696	8.55701	21.90284	13.80119	5.92919	8.00995	9.79501	7.29614	1.99824	1.52776	14.57053	5.82269
ENSMMUG00000000044	9.92959	6.26681	10.38075	7.66894	7.56756	2.81881	4.85758	9.78021	6.69719	0.78478	0.97497	54.64752	98.77561
ENSMMUG00000000045	1.45588	1.44258	1.84187	1.50118	1.1312	4.43333	8.32904	8.84447	6.08112	1.5323	7.68676	2.89276	1.27622
ENSMMUG00000000046	0	0	0	0	0	0	0	0	0	0.09988	0.05091	0.32585	0.66303
ENSMMUG00000000047	0	0	0	0.86045	0	0.17327	0	0.27653	0	354.3858	182.38926	0.15074	0
ENSMMUG00000000048	0.51696	0.42687	0.40696	0	0.1704	0	0.47268	0	0	0	0.03406	8.78745	7.57151
ENSMMUG00000000049	29.05451	51.02332	18.47353	36.82179	35.36144	1.21269	2.84459	1.52063	4.66282	4.9921	2.19092	11.15336	6.40592
ENSMMUG00000000050	142.42326	118.72772	88.95939	148.45295	150.77088	194.3078	366.8542	243.54052	226.80034	165.54814	122.80589	130.94607	80.52752
ENSMMUG00000000051	1.76511	2.62349	1.44739	2.83114	3.00616	0.95016	0.75311	1.97146	1.5499	0.15214	0.19378	12.39952	10.67586
ENSMMUG00000000052	0	0	0	0	0	0	0	0	0	0	0	0.52319	0.36863
ENSMMUG00000000053	1.20426	1.19326	1.06645	0.57937	0.59534	0	0.66056	0.93098	0	3.73578	3.808	4.56799	8.34274
ENSMMUG00000000054	5.62463	5.09556	10.05729	3.71157	11.12405	16.81642	12.8717	13.1709	8.63563	7.72736	64.09527	68.8179	137.80114
ENSMMUG00000000055	2.37673	3.92504	2.33873	7.62409	9.40109	10.74669	18.25408	20.82658	12.52137	12.28854	2.81846	82.14381	36.06814
ENSMMUG00000000056	17.44614	25.31908	13.0055	32.39129	25.96516	9.04956	14.69483	23.1634	24.51002	10.38711	3.48291	37.58377	20.23183
ENSMMUG00000000058	28.02383	28.87094	23.26084	26.78219	20.62839	34.32784	30.2167	32.33328	39.47228	16.40382	7.48063	114.36303	114.04647
ENSMMUG00000000059	15.10047	16.13953	9.81702	18.61384	13.2882	5.22773	4.24439	6.45431	8.36671	3.5793	1.01946	25.40154	21.18539
ENSMMUG00000000061	0.25957	2.0572	0	1.24878	1.2832	10.30985	5.12553	2.40804	1.23044	1.00641	2.3595	0.21881	0.41096
ENSMMUG00000000062	0	0	0	0	0	0	0.61458	0	0	0	0	0	0.11084
ENSMMUG00000000063	98.45994	87.11251	58.53059	293.71009	373.94856	22.79112	14.63478	18.88389	13.88798	1.57265	0.37407	9.95229	5.51234
ENSMMUG00000000064	0.3273	0	0	1.25956	0.32366	0	0	0	0	0	0	0.27591	0
ENSMMUG00000000065	9.23506	10.33145	5.2766	12.51874	8.64124	9.33291	6.31941	9.36708	23.54193	0.61612	0.11774	84.29487	55.7841
ENSMMUG00000000066	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000067	51.75445	58.40662	55.55678	2.81914	2.3701	10.92381	12.85703	8.37381	15.85441	12.11736	4.56177	3.14293	1.75719
ENSMMUG00000000068	0	0.33702	0	0	0	0	0	0	0	0	0.06726	0.14343	0
ENSMMUG00000000069	26.75184	30.66987	25.12757	55.74401	57.38982	41.87961	91.8164	55.38579	59.05368	56.67042	35.48174	47.43191	28.70864
ENSMMUG00000000070	0.5679	0.40199	0.86212	1.17108	1.28356	1.33625	2.67038	1.37985	1.53876	0.44044	0.25654	48.69238	58.13218
ENSMMUG00000000072	9.91893	9.65598	8.01386	13.0623	9.29231	2.86641	6.49164	13.18571	16.22696	3.77893	3.09542	29.33839	19.49621
ENSMMUG00000000073	0.39702	0.68854	0.29306	0	0.29454	0.09626	0.43562	2.60971	1.09826	0.69288	0.39242	0.58577	0.43234
ENSMMUG00000000074	46.14822	42.70162	39.03218	40.79431	44.24112	38.115	48.95913	51.93334	49.18164	19.58022	17.35981	101.95636	120.95981
ENSMMUG00000000075	4.47059	5.67332	5.04752	7.77428	3.49022	1.13988	0.43027	6.06438	4.95859	8.21193	1.8602	40.00055	17.48138
ENSMMUG00000000076	0.34211	0.67798	0	0.16462	0	0	0.18768	0.52904	0	0	0	1.15357	0.67719
ENSMMUG00000000079	2.56549	3.95439	1.68297	6.03513	5.63758	0	2.18938	3.96722	4.05474	0.44212	0.22534	1023.89354	442.03169
ENSMMUG00000000080	0	0	0	0	0	0	0.12189	0	0	0	0	0.65596	0.04398
ENSMMUG00000000081	5.51535	5.76871	4.88457	7.37187	4.54497	9.94582	4.03431	6.39677	6.05342	4.03991	2.05905	184.55359	183.04848
ENSMMUG00000000082	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000083	4.1395	1.86444	5.11012	5.07004	4.83754	2.91699	3.71602	9.31066	7.73179	1.75112	1.93374	11.10281	17.57927
ENSMMUG00000000084	4.17291	5.90688	4.57551	5.16321	5.30553	2.31039	3.27049	0.92177	0	0.4623	1.17825	1.00511	2.36001
ENSMMUG00000000085	108.9993	97.65913	93.41245	45.68963	95.24999	0.96346	2.59091	2.11419	1.17848	0.48191	0.83517	0.94299	1.37769
ENSMMUG00000000086	4.51575	5.0621	3.90493	9.61321	6.40511	2.29814	2.85272	4.79653	3.31619	0.42447	0.32451	6.53665	5.02008
ENSMMUG00000000087	3.38482	3.70972	2.27101	4.73803	5.17299	0.7951	1.80073	2.29994	1.21588	0.39772	0.52708	3.93426	3.18766
ENSMMUG00000000088	0	0	0	0	0	0.28878	0	0	0	0	0	0.25124	0
ENSMMUG00000000089	0.52365	0.17289	0.20604	0.33584	0.17255	0	0	19.97102	19.03242	0	0.13795	12.9463	6.28728
ENSMMUG00000000090	65.70285	74.42317	68.73066	57.85184	73.22407	64.8944	59.98392	72.18199	66.84432	14.80988	19.70924	81.61814	90.4642
ENSMMUG00000000091	1.33594	1.40159	1.39194	1.96634	2.56444	0.98989	1.63822	1.33684	1.73889	1.15798	2.48509	2.78237	3.20446
ENSMMUG00000000092	17.50069	15.46944	13.75192	7.75446	10.83165	9.39329	22.79338	86.44478	72.83061	39.05846	39.06782	11.14408	5.43297
ENSMMUG00000000093	0	0	0	0	0.35867	0	0	0	0	0	0	0	0.14359
ENSMMUG00000000094	14.02627	9.8303	2.22174	18.43637	21.65079	13.25887	8.25789	7.40624	5.94751	3.18382	1.89318	34.31765	84.37519
ENSMMUG00000000097	22.83649	29.63537	16.44044	34.59542	27.53594	19.27173	26.34965	35.08628	25.84723	24.22435	6.81389	38.87393	33.01313
ENSMMUG00000000098	4.51864	2.68631	6.80291	0.3261	0.89363	0.10939	0.61973	0.34943	0	0.26281	0.40191	0.09517	0.04469
ENSMMUG00000000099	0	0	0	0	0	0	0	0	0	0	0.05077	0	0
ENSMMUG00000000100	102.42201	97.16494	127.33507	11.28943	19.33428	4.9547	6.60084	1.86057	1.66381	0.46664	0.59448	0.63389	0.53589
ENSMMUG00000000101	0	0	0	0	0	0.49022	0	1.56477	0.79964	0	0	0	0
ENSMMUG00000000102	0	0	0	0	0	0	0	0	0	0	0	3.66064	2.3741
ENSMMUG00000000104	7.47103	8.71616	6.40299	9.7408	10.7243	2.80218	5.42083	7.64003	5.33257	4.29894	3.95344	66.33094	70.26869
ENSMMUG00000000105	0.78538	1.94551	1.62282	0.7558	2.52389	14.83839	17.66448	16.0915	7.44745	19.79526	3.64763	0.99308	0.85503
ENSMMUG00000000107	6.46547	9.30733	4.96967	11.73965	7.59971	2.60039	2.47616	5.3764	4.72363	2.12881	0.84388	16.76195	13.83628
ENSMMUG00000000108	2.29526	3.43928	2.08236	1.56237	2.26971	1.95283	7.12525	3.03009	1.76972	17.36737	3.89475	2.87875	28.52379
ENSMMUG00000000109	0.1828	0.5432	0.43159	1.05514	0.36135	0	0.30065	1.83683	2.31043	0.07089	0.10831	5.16031	1.01278
ENSMMUG00000000110	5.55329	5.11651	5.06192	5.81298	7.61114	5.00319	2.45872	7.68361	3.38756	3.32461	8.81917	4.59921	9.6811
ENSMMUG00000000111	45.21041	51.0872	40.55936	11.19939	16.59944	0.20494	3.94671	1.74521	1.56075	4.54017	1.42187	0.53506	2.40134
ENSMMUG00000000112	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000113	48.04159	28.81222	50.57025	26.15781	31.56702	43.48609	98.14018	66.47039	75.92957	111.77773	123.18604	1.06571	0.62563
ENSMMUG00000000114	0	0.3925	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000115	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000116	0	0	0	0	0	0	0	0	0	0	0	0	0.13808
ENSMMUG00000000117	1.83448	1.81772	1.49965	0.81491	1.25587	1.09385	1.85801	2.8368	0.89214	44.21586	9.25978	0.71383	0.27931
ENSMMUG00000000118	3.87812	3.60036	2.64033	6.22009	6.35706	2.50501	4.33179	7.72607	7.12342	2.05932	1.43629	33.01562	27.05451
ENSMMUG00000000120	0	0	0	0	0	0	0	1.86224	0	0	0	1.01516	0.95343
ENSMMUG00000000121	0.43983	0.17433	0.20775	0.33862	0.08699	0.08523	0	0	0	0	0	0.59323	0.45272
ENSMMUG00000000122	2.43128	2.55083	1.68873	9.63424	6.08127	47.80723	33.58055	24.76978	24.186	20.29805	15.43335	2.53173	1.01915
ENSMMUG00000000123	6.49545	6.64517	6.77347	10.87816	9.13423	26.23702	17.07685	28.82916	31.73166	12.92133	15.63891	0.49776	0.31729
ENSMMUG00000000124	0	0.14068	0.08382	1.36611	0.14039	0.8252	0.31155	482.91551	872.49557	1073.48997	1082.42474	0.47857	1.40487
ENSMMUG00000000125	8.5633	15.46353	9.73373	9.85813	8.07234	3.95466	3.16109	8.78693	6.19788	4.34489	2.62568	6.4765	5.48117
ENSMMUG00000000126	128.23986	89.34153	69.82835	45.0077	50.47297	110.02053	80.50866	79.50838	33.87906	42.66633	70.18579	71.07873	85.15799
ENSMMUG00000000127	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000128	0	0.12045	0	0	0	0.11779	0	0	0	0	0	0.30743	0.385
ENSMMUG00000000129	0.51064	0.2529	0.30149	0.36852	0.12628	0.61851	3.22134	6.1194	8.47376	7.42532	10.69743	0.43046	0.20216
ENSMMUG00000000130	26.64236	24.36832	24.48449	2.32026	2.86112	6.19084	17.32755	5.2197	3.04869	3.27236	2.00143	3.04868	4.43849
ENSMMUG00000000131	14.00876	21.71924	10.94671	6.50273	12.71197	19.96076	41.68086	100.9232	113.69894	0.95864	5.70032	15.76841	25.31525
ENSMMUG00000000133	0	0.14301	0	0	0	0	0	0	0	0	0	0.24347	0
ENSMMUG00000000134	100.77703	121.01265	77.52582	198.68994	107.46716	60.61437	95.11131	61.41133	56.35474	41.39768	19.91786	86.21237	54.35022
ENSMMUG00000000135	15.25564	17.55777	15.75461	10.1406	8.91667	0.71109	2.24329	45.7229	42.50584	14.23061	10.90021	1.4141	0.91317
ENSMMUG00000000136	3.65378	3.62041	2.02232	5.71373	4.74216	0.66384	0.50102	2.47201	1.4437	3.18789	0.36107	189.03362	139.04027
ENSMMUG00000000137	454.58271	309.54407	404.40331	184.9834	363.04259	0.42651	0.32206	0	0	0.22765	0	0.74215	0.23233
ENSMMUG00000000138	4.54754	4.50601	10.09536	6.47701	7.37501	4.40621	7.9834	14.90857	6.89988	1.83406	3.59516	42.62852	54.36985
ENSMMUG00000000140	29.4295	29.16071	31.90242	30.59634	37.0692	30.80546	41.02448	9.77322	8.38755	4.45262	3.37553	22.85625	30.59763
ENSMMUG00000000141	20.28023	20.36293	15.24645	22.76938	19.51969	21.22193	21.50992	22.37096	15.81272	24.2221	7.85619	5.69857	5.8342
ENSMMUG00000000142	2.9775	1.31121	4.29706	0	0.32723	0	0	0	0	0	0	0	0
ENSMMUG00000000143	8.09511	8.36106	9.43726	14.59025	10.10788	61.28555	60.89399	60.78675	54.21274	55.3869	53.6927	6.07208	3.12323
ENSMMUG00000000144	17.52634	22.12588	28.05379	19.98987	37.23014	10.18909	12.10768	12.04551	6.56615	4.32962	6.26082	6.67582	6.01333
ENSMMUG00000000145	2.97335	2.20969	3.51098	6.43807	6.24792	17.28547	19.16634	5.17278	10.57351	1.44124	0	1.56652	0.88285
ENSMMUG00000000146	2.56061	2.53722	0.69287	8.72738	5.90819	0.31013	0.58525	0	0	0	0	0.44964	0.08445
ENSMMUG00000000147	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000148	0	0	0	0	0	0	0	0	0	0	0	0.7356	0.04934
ENSMMUG00000000149	42.86853	33.14246	54.55687	11.40851	16.2238	4.71773	14.51706	6.05627	2.67671	1.80604	2.13387	10.43954	18.39583
ENSMMUG00000000151	0.07063	0.14014	0.0417	0	0	0.13704	0.15518	0.43714	0.89385	75.59532	328.43362	0.11922	0.11191
ENSMMUG00000000152	21.71461	24.2178	17.3047	28.20602	27.15406	17.73753	18.05589	20.93049	18.92965	6.34369	3.38717	8.86511	8.13393
ENSMMUG00000000153	7.14102	5.7168	6.61734	5.96195	7.90336	4.99461	22.93468	44.39025	24.44121	0.51343	0.63561	1.83374	1.98452
ENSMMUG00000000154	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000155	0	0	0	0	0	0	0	0	0	0	0	1.10332	0
ENSMMUG00000000156	30.31691	29.16787	41.5726	30.02235	33.65437	80.25904	68.02976	119.62325	123.96268	85.02475	157.72275	8.98601	9.87267
ENSMMUG00000000157	0.0811	0	0	0	0	0	0	0	0.12818	0	0	0	0.09625
ENSMMUG00000000158	4.23559	3.9313	4.08345	8.82299	9.80834	3.68846	3.00017	3.15048	1.44056	1.82957	0.9749	10.07882	8.57514
ENSMMUG00000000159	40.65455	26.26069	46.03068	15.60002	31.55094	32.90897	39.80699	16.7116	13.01354	12.77171	67.02689	3.47046	3.76902
ENSMMUG00000000161	2.51527	0.15571	0.83535	0.15123	0.77735	0.91393	1.20736	0.72931	0.24837	0.12188	0.12431	0.39757	0.68463
ENSMMUG00000000162	5.98409	9.22356	4.84159	11.09092	8.3283	4.93913	7.53847	4.79821	12.96073	4.29726	2.36543	23.72738	15.70566
ENSMMUG00000000163	0.61234	1.12668	0.5681	0.25257	0.17308	0	0	0	0	0	0	0.88482	0.41554
ENSMMUG00000000164	68.75044	71.3664	62.18872	79.9965	104.72231	1.37913	1.40555	1.32064	0.89985	1.87664	0.22505	13.55872	12.22811
ENSMMUG00000000165	332.61375	350.07567	285.64035	311.66514	317.10812	919.02736	862.59707	471.28012	435.14427	309.80229	156.01155	342.76714	283.20089
ENSMMUG00000000166	37.89199	28.62286	37.21708	37.0278	55.04868	8.38537	22.84075	12.47874	11.09052	10.43082	17.28962	2.16888	1.6668
ENSMMUG00000000167	25.84851	14.77266	11.37447	18.26046	30.25167	6.19102	12.42795	15.12029	10.55752	7.80861	20.66472	20.40233	24.68204
ENSMMUG00000000168	43.05712	42.66387	55.18277	23.07601	26.82754	7.80117	25.3496	116.38457	92.94846	21.17641	25.11468	7.37731	4.78109
ENSMMUG00000000169	41.64132	40.16798	53.89259	32.11176	46.63195	79.89293	61.7256	39.65962	25.71533	13.68818	54.17717	21.15453	33.6256
ENSMMUG00000000170	0.03269	0.09701	0.0193	0	0.12914	0.31608	0.14329	0.30279	0.10306	0.55672	0.01292	0.05497	0.01294
ENSMMUG00000000171	24.3769	16.3119	17.70995	22.69724	46.25435	11.4261	17.02036	33.41229	20.6397	13.19716	68.92106	9.14025	14.03707
ENSMMUG00000000172	3.40054	6.44168	3.36583	7.70006	6.132	1.64743	5.04804	17.47694	19.1272	6.90363	6.44425	9.3586	7.87943
ENSMMUG00000000173	12.16506	11.88769	7.7272	18.32738	16.6341	9.34831	10.77012	40.86687	34.74094	12.3953	5.65435	5.62244	4.93226
ENSMMUG00000000174	1.51675	1.83687	2.08939	4.37873	0.83326	0.16329	0.18491	0	0.53271	0	0	3.97766	0.86726
ENSMMUG00000000175	28.77959	28.89206	3.80073	25.50943	26.58694	2.20153	19.52783	21.6665	17.955	19.38354	9.7296	21.7068	16.49054
ENSMMUG00000000177	0.8663	0.2146	3.32467	0	0	0.62953	0.71288	1.33963	0.68459	1.51171	3.3389	0.18257	0.25722
ENSMMUG00000000178	0	0	0	0	0	0	0	0	0	0	0	0.44523	0.41818
ENSMMUG00000000179	0	0.46606	0	0	0	0	0	0	0	0	0.18593	2.77567	0
ENSMMUG00000000180	2.24523	1.21993	2.56567	0.20912	0.64464	0	0.07947	0.11201	0	0.05618	0	0	0
ENSMMUG00000000181	12.59243	13.78004	12.90857	4.99373	4.17362	0.53625	0.53134	0.10698	0.43736	0	0	0.11664	0.02739
ENSMMUG00000000182	25.37796	22.76539	24.11517	29.84139	37.71742	17.16873	29.16273	25.19518	26.46302	12.05389	12.49486	42.59594	40.00879
ENSMMUG00000000183	18.04637	19.85015	21.99379	13.70234	12.279	45.7191	42.50772	52.74115	52.59632	38.5215	29.3193	83.73953	116.53811
ENSMMUG00000000184	19.02358	22.20928	12.67736	41.87099	28.8697	26.46225	13.22626	20.67965	29.47147	7.74221	2.60583	19.21191	9.0225
ENSMMUG00000000185	12.69864	11.13077	13.16846	2.66339	1.44896	92.91077	204.52906	17.62275	13.12288	264.01809	310.18498	100.73324	104.60485
ENSMMUG00000000186	41.71756	52.5271	41.99405	37.75108	27.62365	28.18301	26.19904	21.31371	24.77096	11.90498	6.50501	75.89037	67.57628
ENSMMUG00000000187	10.54662	9.99157	6.86465	13.81324	11.44664	4.0875	4.1772	7.95567	6.58614	4.02997	1.89126	4.29346	3.89009
ENSMMUG00000000188	57.94101	39.80984	31.75835	57.916	68.13145	30.00038	56.01363	82.79542	88.68929	38.8853	29.59706	29.38971	28.22896
ENSMMUG00000000190	7.50102	9.31216	8.29743	11.2013	8.27025	7.18441	5.10849	6.39984	8.17629	3.27656	2.07897	2.3985	1.80903
ENSMMUG00000000191	0	0	0	0	0	0	0	0	0	0	0.24533	1.04653	0.2457
ENSMMUG00000000192	69.45853	58.1639	47.80654	43.95657	49.83423	0.91446	1.44974	5.54567	3.87803	0.14639	0	10.81929	22.11774
ENSMMUG00000000193	69.11424	62.18092	46.56348	93.85079	51.99248	121.60747	36.75312	62.94592	56.29278	45.05234	8.38034	52.18521	75.87344
ENSMMUG00000000194	17.47594	13.79901	15.79929	24.83254	32.80753	12.43507	13.18246	13.0899	7.76833	4.87078	13.76201	5.52438	5.94554
ENSMMUG00000000195	8.43415	6.03557	10.78899	2.93091	7.64526	6.81005	8.73988	22.09946	17.03289	9.26666	31.11618	3.7523	3.70996
ENSMMUG00000000196	0	0	0.11411	0.093	0.47781	0	0.10603	0	0.15273	0.07495	0.2292	6.43615	6.81037
ENSMMUG00000000197	3.36242	2.60291	0.49633	2.52798	2.90953	3.66519	2.30591	61.74678	46.33534	0.97797	0.99689	0.97435	0.91517
ENSMMUG00000000198	10.12232	9.51101	8.65523	11.08466	15.87728	16.0642	28.53131	14.30356	11.58497	23.14523	19.45406	9.70973	9.18905
ENSMMUG00000000199	92.57823	79.82944	106.23424	2.5132	4.132	4.80769	8.596	38.16301	8.66761	18.83621	16.7232	1.65103	2.01605
ENSMMUG00000000200	0	0	0	0	0	0	0	0	0	0	0	33.49222	19.15761
ENSMMUG00000000201	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000202	0	0	0.05556	0	0	0	0	0.14553	0	0.07299	0.18593	34.57712	18.5849
ENSMMUG00000000203	2.96956	4.69179	2.55874	8.1096	7.53952	1.16648	2.37746	3.10272	1.26841	2.36528	0.88829	2.4355	2.98657
ENSMMUG00000000204	0.55381	1.20704	0.78459	2.45132	2.73788	0.5366	1.82273	1.88375	1.0503	1.88967	0.17507	1.30706	0.74534
ENSMMUG00000000205	3.0671	3.55634	2.54285	1.8212	1.80691	1.64393	2.57763	4.13733	4.33166	1.61958	0.43854	1.37527	0.54254
ENSMMUG00000000207	0	0	0	0.7153	0.24507	0	0	0	0	0	0	0	0.19615
ENSMMUG00000000208	5.72994	7.66966	6.35052	9.77069	12.22684	0	0.88233	18.96489	31.93463	1.79315	4.33122	2.37277	2.30817
ENSMMUG00000000209	0.856	3.11032	1.68478	3.56991	2.82183	1.93533	2.81783	3.97141	2.25504	0.66389	0.6768	6.01361	6.55216
ENSMMUG00000000210	0	0	0	0.41388	0.42529	0	0	0.66507	0	0	0	0	0
ENSMMUG00000000212	0.50811	0.50347	0	1.22236	1.25605	0.24607	0.5575	1.17846	3.21228	0.78815	0.30124	0.21409	0.3017
ENSMMUG00000000213	0	0	0	0.54669	0	0	0	0	0	0	0.67359	0	0
ENSMMUG00000000214	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000215	0.46368	0.91888	0.43799	0.71391	1.00884	9.97434	8.3441	1.29075	0.29319	0.07187	0.14666	0.31276	0.33044
ENSMMUG00000000216	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000217	75.55964	58.7454	71.55229	47.85554	63.12817	53.03409	56.18503	62.46941	47.84071	21.44595	28.20332	19.4729	29.28236
ENSMMUG00000000218	2.04094	0.33702	0.20081	0.32732	0.67268	3.2959	3.35908	0.52596	0	2.11059	2.01699	0	0.53868
ENSMMUG00000000220	11.94957	14.80041	14.04721	17.14657	10.5505	12.61183	15.21824	23.4282	21.92154	10.17781	5.31391	9.62339	5.27973
ENSMMUG00000000221	0	0.20368	0	0.19782	0	0	0	0	0	0	0	0	0
ENSMMUG00000000222	0	0	0	0	0	0	0	4.94764	0	3.60941	0	8.33659	4.9515
ENSMMUG00000000223	3.91371	3.0824	4.97682	1.54516	3.87014	0	0.11019	0	0	0	0	0.25383	0.11921
ENSMMUG00000000224	26.92667	27.58943	19.83528	42.59951	35.53005	10.016	11.34209	15.72754	18.70954	5.56031	3.52597	24.38517	16.8975
ENSMMUG00000000225	45.67171	36.28519	33.88848	33.26094	52.69072	15.94677	13.54356	30.54086	21.46019	27.76274	13.25542	7.28382	5.7012
ENSMMUG00000000226	47.99083	60.18654	33.87556	45.07601	49.12028	55.93654	48.76966	82.70129	75.28951	23.27958	8.19006	55.7563	66.49638
ENSMMUG00000000227	7.87998	9.96884	5.09136	2.7185	5.14584	335.12999	82.98001	3.06557	1.87992	0.34588	0.70522	9.06579	9.51577
