Ensembl.Gene.ID	brain_GSM752631	brain_GSM752632	prefrontal cortex_GSM752633	cerebellum_GSM752634	cerebellum_GSM752635	heart_GSM752636	heart_GSM752637	adult mammalian kidney_GSM752638	adult mammalian kidney_GSM752639	liver_GSM752640	liver_GSM752641	testis_GSM752642	testis_GSM752643
ENSMMUG00000000556	1.11521	0.73668	1.20723	1.07321	1.37858	1.35077	2.85529	0.28742	0	0.14415	0.22041	0.47005	0.25758
ENSMMUG00000000558	7.66304	5.42363	0.12925	9.48145	11.04188	7.63701	17.29644	15.23566	17.99411	9.50916	2.68294	3.1376	2.08027
ENSMMUG00000000560	20.50475	12.7178	19.49924	9.94157	27.70616	20.62583	19.92184	30.98219	13.85372	23.42919	21.65525	27.70883	58.55807
ENSMMUG00000000561	0	0	0	0.13072	0.3133	0.39484	0	0	0.14303	60.67053	58.05092	0.03822	0.03583
ENSMMUG00000000563	3.48525	5.71967	3.92241	2.93474	2.15397	0	0	0	0	31.92886	35.64639	0.18363	0.17248
ENSMMUG00000000565	13.58228	11.65447	11.5739	21.56006	21.18513	6.10526	5.53083	10.39332	8.18828	16.94107	1.99257	9.79697	12.52795
ENSMMUG00000000566	0	0.11133	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000567	2.52701	2.39511	2.52995	1.90324	2.60766	4.89712	7.71525	19.36907	14.23942	0.68168	1.99786	5.46454	4.91517
ENSMMUG00000000568	0	0.13083	0	0.3812	0.26114	0	0	0.20418	0	0.10241	0.05219	0	0.05227
ENSMMUG00000000570	0	0.06533	0	0	0	0	0.07234	0.30558	0.31232	0.10213	0.05205	0.05558	0
ENSMMUG00000000571	4.3008	6.3921	3.55481	5.79421	5.52862	10.00094	5.66242	7.31546	6.11766	4.00251	0.51001	15.58919	7.66169
ENSMMUG00000000572	3.75494	2.93724	2.10027	7.79758	5.27641	2.87219	3.90311	3.97281	5.31002	2.91219	1.79672	5.16442	3.44244
ENSMMUG00000000573	33.66744	38.55412	37.66266	29.48645	28.91203	72.89647	43.42058	20.89361	21.9378	15.4606	11.6155	18.17361	16.63135
ENSMMUG00000000574	2.57578	4.14751	2.85148	3.5633	4.77592	2.49573	2.82616	1.99157	4.58003	1.99768	0.95455	3.52847	1.72079
ENSMMUG00000000575	5.40174	4.96079	4.43378	8.11447	5.99303	1.40415	1.59006	4.88954	4.78929	0.81742	0.57285	1.22163	0.62592
ENSMMUG00000000576	1.97428	2.41659	2.19412	10.39387	8.6132	0.05618	0.06362	0	0	0	0	0.09791	0.13794
ENSMMUG00000000577	15.68301	15.97738	9.97656	12.75411	7.42645	3.95939	5.08946	2.73261	1.39631	5.56759	0.78583	4.65509	1.66144
ENSMMUG00000000578	0	0	0	0	0	0	0.32166	0	0	0.45459	0.11588	0.74123	0.11606
ENSMMUG00000000579	0	0	0	0	0	7.82655	2.07423	0.53155	1.08656	0.26659	0.95113	0	0.06801
ENSMMUG00000000580	0	0	0.03882	0.06327	0.19487	0.06371	0.07214	0.10167	0.05196	0	0.09082	1.54977	6.88839
ENSMMUG00000000582	24.72065	21.84203	14.17369	40.36511	24.71019	23.34698	19.97555	17.66465	25.38902	11.21279	3.6335	36.56207	33.45799
ENSMMUG00000000583	40.53443	68.45509	52.84221	36.87257	27.50237	1.00337	2.43474	0.22877	0.23381	0	0.05848	1.24706	3.45539
ENSMMUG00000000584	0.23608	0.11705	0.41826	0	0	0	0.12961	0	0	0	0	6.76733	6.35637
ENSMMUG00000000585	0	0	0	0	0.41922	0	0	0	0	0	0	0	0
ENSMMUG00000000586	13.68416	7.23152	10.23369	18.43637	14.43387	12.37487	13.01242	21.16093	12.97672	19.81067	69.59738	4.61413	1.80582
ENSMMUG00000000587	46.12311	33.54463	55.40192	26.23811	25.83799	59.4395	40.63463	65.35089	23.70067	19.91209	42.84028	6.70353	10.7039
ENSMMUG00000000588	7.9721	5.92442	7.36983	5.65289	7.05349	11.99298	21.9826	14.76109	8.95252	1.54575	4.27075	2.56432	1.16274
ENSMMUG00000000589	19.30879	8.8461	10.29682	6.19384	17.45128	15.08762	20.95777	18.30038	12.14138	13.04278	30.85814	16.97679	27.86384
ENSMMUG00000000590	29.0619	20.01625	21.06011	17.48883	26.21363	7.20349	12.93611	13.93512	16.1416	4.77581	8.0444	27.15733	24.70507
ENSMMUG00000000591	3.47496	3.973	2.36731	5.14479	7.9298	1.68348	4.25271	3.5136	4.64712	3.21324	1.74338	5.06986	6.24345
ENSMMUG00000000592	0	0	0	0	0	0.34321	0	0.54775	0	1.37344	0.14002	0	0.14023
ENSMMUG00000000594	30.33228	14.85875	25.35343	9.83936	14.82879	80.57342	51.22975	37.94571	20.46869	11.10143	40.95421	77.2824	189.16154
ENSMMUG00000000595	3.26218	3.02172	1.54924	4.43609	2.665	61.22466	43.34149	3.07059	5.49216	3.57509	3.2238	2.6304	1.6003
ENSMMUG00000000596	33.8681	24.64216	20.28575	26.60958	35.10905	16.96256	14.18192	16.69875	10.08504	5.58328	5.69133	26.0674	43.59195
ENSMMUG00000000598	1.07511	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000599	25.68087	20.79052	21.2366	24.09013	33.56612	62.79544	66.48726	84.05991	57.36163	43.22698	48.80293	39.47234	38.7746
ENSMMUG00000000600	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000601	6.49328	3.50944	5.57627	0.56807	2.91864	10.29515	1.94303	5.47696	1.86593	1.83126	1.40002	1.49282	3.27168
ENSMMUG00000000602	27.86577	26.42785	28.20375	33.71202	70.07	4.24274	18.99986	1.23125	0.94381	0.30876	1.33754	0.67119	0.55155
ENSMMUG00000000603	93.41906	41.01026	118.33959	11.37982	19.58667	4.58315	4.21684	0.45725	0	0.22933	0.23369	0.49837	0.23405
ENSMMUG00000000604	6.56247	6.82237	8.32079	7.97192	15.85121	6.87971	4.95767	0	0	0	0.12759	0.18135	0.04262
ENSMMUG00000000605	8.72605	4.98836	6.81645	7.29939	10.5539	5.52824	8.17505	7.88863	6.04714	2.86316	8.0926	7.69539	13.07414
ENSMMUG00000000608	0	0	0	0	0	0.227	0	0.36228	0.37027	0	0	0	0.09275
ENSMMUG00000000609	35.65689	14.50437	30.91328	13.18381	22.82611	21.27461	20.385	37.43651	21.05909	12.51717	29.89543	13.44696	13.8189
ENSMMUG00000000610	7.36464	5.73363	5.55164	7.46695	11.37912	25.42091	27.92089	59.78957	41.88207	19.43004	29.13723	134.86134	142.86186
ENSMMUG00000000612	32.41838	23.07126	28.97458	19.99404	28.33812	98.39772	133.63184	109.12547	126.81926	94.5971	197.3867	24.15723	34.24774
ENSMMUG00000000613	39.84335	33.42526	47.95702	20.11033	32.5455	11.88989	22.19603	82.41528	70.03232	8.16332	28.17048	6.57883	6.42323
ENSMMUG00000000614	0.67267	0.66652	0.59583	0.32367	2.3283	1.62958	1.10728	0	2.12658	0	0.39891	0.28352	1.06534
ENSMMUG00000000615	6.33794	5.87216	9.01473	6.9705	14.61016	3.07048	4.92199	8.78247	5.3988	3.51107	25.29682	3.22637	4.13837
ENSMMUG00000000616	0.80091	0.5049	0.73073	2.45219	2.87988	0.14106	0.39935	7.65568	4.94803	0.05646	0.17265	0.24545	0.46116
ENSMMUG00000000617	84.91862	65.33114	47.73263	85.1201	95.76171	0.42774	4.09079	3.03456	4.18692	0.07607	0.01942	13.316	58.41905
ENSMMUG00000000618	19.45799	25.03468	16.57823	31.80408	28.12199	13.16822	15.17445	16.85014	15.70795	6.96499	4.07054	82.21473	78.78554
ENSMMUG00000000619	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000620	29.45043	23.34528	26.15424	11.45474	13.5906	24.84948	17.77229	30.74057	20.75189	12.94304	23.04021	31.44638	46.73349
ENSMMUG00000000621	0.31935	0.47483	0	0.92216	0.78968	0	0	0	0	0	0.06312	0	0
ENSMMUG00000000622	5.64468	4.59872	6.36907	1.56932	3.96928	3.16009	5.09224	6.40124	3.17202	3.40502	7.43757	1.37466	1.7381
ENSMMUG00000000623	2.21741	5.40824	1.56086	0.90286	2.61427	1.9005	5.24008	31.91514	23.45345	2.11662	1.21359	17.61342	12.45837
ENSMMUG00000000625	0	0	0	0	1.56685	0	0	0	0	0	0	0	0
ENSMMUG00000000626	8.28351	3.9202	9.92729	5.235	9.90283	0.35931	0	0	0	0	0	0.3126	0.2447
ENSMMUG00000000628	22.95426	31.67573	19.29971	25.27041	16.81611	21.89153	15.29593	12.35863	8.45235	8.94782	2.80282	48.22278	34.92192
ENSMMUG00000000629	1.15784	2.29471	0.6836	4.45712	1.47218	0.96171	0.72596	64.459	41.82924	2263.50378	2391.26118	0.69723	0.26194
ENSMMUG00000000630	2.64081	3.62327	2.37883	9.12319	5.59132	1.01702	0.44572	2.77479	2.72924	1.44419	0.48181	8.53377	7.31844
ENSMMUG00000000632	29.91628	23.00378	28.11001	15.25758	30.51638	11.06417	19.77736	16.19904	11.48506	7.31928	12.77675	7.27925	8.63042
ENSMMUG00000000633	6.39394	8.7115	10.85329	14.1011	18.70501	16.00435	14.90788	17.3032	9.6845	4.339	11.16288	8.30948	9.80875
ENSMMUG00000000634	24.70728	18.79131	11.27561	27.63257	39.88388	6.72885	8.93866	10.32628	12.87594	5.59323	5.59587	11.59585	11.47319
ENSMMUG00000000635	12.52632	11.3196	17.92708	31.535	47.16942	0.38836	0.76956	0.15502	0	0.07775	0.15844	8.0252	16.54325
ENSMMUG00000000637	27.47958	32.44034	20.31188	23.39741	17.56738	0.20809	0.41223	1.16198	3.64764	0.99898	0	0.95014	0.53117
ENSMMUG00000000638	0.35981	0.2674	0.31866	0.34627	0	0.52295	0.1974	0	0	0	0	0.07583	0.07122
ENSMMUG00000000639	116.02276	98.05539	69.93618	63.9506	93.93976	0.3054	0.54343	0.48742	0.14246	0	0.08896	0.72113	0.71294
ENSMMUG00000000640	0	0	0	0	0	0	0	0	0	0	0	0.63617	0.09961
ENSMMUG00000000641	0.38113	0.14157	0.19687	0.22928	0.04716	0.0462	0.15677	0.73685	0.97893	0.07397	0.0377	21.48846	18.24037
ENSMMUG00000000642	4.60155	7.26785	3.53391	5.86009	6.43208	4.79387	6.75721	8.29281	8.47576	3.6761	1.99671	9.97467	4.76658
ENSMMUG00000000643	12.75518	13.09813	8.00992	19.52819	12.84254	8.53869	5.47077	10.22069	14.84465	6.92464	1.83342	16.03062	10.28278
ENSMMUG00000000644	13.12926	13.14627	6.63643	17.91037	13.66634	19.05943	15.56785	5.05798	6.40714	2.00076	1.18361	61.20167	54.94937
ENSMMUG00000000645	2.55808	5.21029	3.18848	10.25741	8.29151	4.95716	4.05413	8.79057	6.7383	14.76954	12.24646	11.381	7.42657
ENSMMUG00000000646	103.16516	100.24323	68.845	55.93262	86.03179	26.04571	91.86994	78.64303	66.88598	50.57035	32.66684	64.61181	60.61546
ENSMMUG00000000647	0	0	0	0	0	0	0	0	0	0	0	14.57601	8.99183
ENSMMUG00000000648	0	0	0	0	0	0	0.21999	0	0	0.38875	0	0	0
ENSMMUG00000000649	6.35149	3.75411	5.39476	2.35919	2.86487	2.37532	2.44524	4.48006	3.34617	0.60491	0.44047	83.88285	91.88968
ENSMMUG00000000651	2.76382	3.67733	2.28445	0.07596	0.15611	0.15296	1.64615	0.6106	1.74717	0.85735	0.18728	0.39939	0.28132
ENSMMUG00000000652	41.11859	38.98726	34.12277	46.64168	38.59944	78.11599	54.37875	56.57371	44.89021	33.30468	21.21828	66.60013	98.10304
ENSMMUG00000000653	767.37396	726.33133	544.20145	299.82399	229.36779	30.93129	21.72534	34.99355	28.10142	4.38762	0.47917	484.05058	448.251
ENSMMUG00000000654	0.7926	1.07997	0.93603	0.19069	0.09806	0	0.43482	1.99185	1.40944	0.53795	0.62668	6.93254	7.37451
ENSMMUG00000000655	1.89643	2.34876	2.23923	2.28114	4.68822	2.29674	2.60082	8.79755	8.61708	6.8022	4.77876	7.99292	21.30253
ENSMMUG00000000657	0	0	0	0	0	0.36806	0	0	0	0.44198	0	0	0.22561
ENSMMUG00000000658	0.71782	0.61641	0.62153	1.61173	2.03465	0	0	0	0	0	0	0.12105	0.0379
ENSMMUG00000000659	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000660	0.26571	0	0	0.17035	0	0	0	0	0	0	0	0.82102	0.49077
ENSMMUG00000000661	1.73965	1.50827	0.8987	0.83698	1.07511	0	0	0	0	0	0	0	0
ENSMMUG00000000662	1.97609	2.61078	0.889	1.62999	3.25694	10.30302	18.17203	18.3353	10.41107	14.52354	3.75695	3.25241	0.7078
ENSMMUG00000000663	1.26856	1.45547	0.43362	0.77093	1.12226	4.85162	4.32188	8.25929	2.74351	10.14881	1.31955	0.39391	0.23791
ENSMMUG00000000664	3.93249	4.28622	3.48261	6.05495	3.37019	16.63791	13.95083	23.3106	29.21139	9.75951	8.13487	11.93373	12.24684
ENSMMUG00000000665	0.07442	0.14748	0.21969	0.14323	0	0	0.08165	0.23016	0.70572	11.0248	23.82954	0.1882	0.08839
ENSMMUG00000000667	32.66204	31.93884	23.4192	29.2311	34.17129	6.95952	17.21261	18.89897	25.75474	8.34221	8.37649	14.03775	4.85246
ENSMMUG00000000668	0	0	0.17511	0	0	0	0	0	0.46877	0	0	0	0
ENSMMUG00000000669	11.63907	8.31685	7.86296	6.46205	11.62026	0.21684	0	27.86299	33.43029	162.91741	432.8706	3.3019	3.45582
ENSMMUG00000000670	38.4467	48.13422	25.51106	49.74853	34.33669	29.70076	19.47671	22.09414	28.87708	12.08835	1.98522	31.16863	30.57819
ENSMMUG00000000671	522.56801	540.44425	554.57547	283.65038	255.25369	60.56834	44.33936	63.66295	61.87398	24.58353	8.98539	12.45524	3.34962
ENSMMUG00000000672	0.88509	3.21574	0.17415	11.64056	0.58355	9.71917	3.88448	7.29954	1.63212	13599.99028	15071.81979	11.19143	4.43828
ENSMMUG00000000673	82.61363	90.18384	23.9745	25.60259	32.53925	5.4269	6.1454	7.57858	7.74578	2.17195	1.66049	1.77055	1.66301
ENSMMUG00000000674	6.80867	10.71501	8.03978	10.79194	7.12887	1.55222	4.8338	8.67073	6.33006	2.17433	0.63325	7.76529	4.59817
ENSMMUG00000000675	40.07726	22.18602	52.43397	11.76955	27.72314	0.54693	0.61934	0.29105	0	0.14597	0	0.15866	0.07451
ENSMMUG00000000676	9.1144	14.59565	9.02305	14.52993	12.29026	3.56805	3.23244	8.54197	11.05855	6.8546	2.87494	15.21111	11.69952
ENSMMUG00000000677	19.43198	17.94169	14.86252	27.28543	28.56158	17.80106	20.0126	24.51755	20.38191	11.09764	15.5021	17.01364	21.26042
ENSMMUG00000000678	133.05381	115.81843	147.64472	82.25902	114.92971	23.62647	52.92762	74.39032	98.23362	16.85603	71.40044	3.57491	4.24964
ENSMMUG00000000680	0.66707	0.52889	0.35449	1.47667	1.78119	0	0	0.10307	0.21097	0	0.23734	92.7939	105.38166
ENSMMUG00000000681	3.80099	4.68105	1.63498	5.06882	5.58435	1.99921	1.7278	20.5724	24.97393	11.03362	6.78269	216.64723	222.06158
ENSMMUG00000000682	44.77579	47.39198	30.04092	36.37454	31.05171	10.98699	8.93232	8.99224	11.25867	11.95135	5.97636	7.35295	6.56102
ENSMMUG00000000683	17.81715	17.19785	34.36955	0.44344	1.82263	0.59523	1.01115	0	0	0	0.78926	1.68315	2.43231
ENSMMUG00000000684	43.13859	51.45556	33.91887	54.49957	35.38019	98.8489	64.60447	646.85252	726.39527	821.67041	317.84707	19.81961	11.08854
ENSMMUG00000000685	0	0.27491	0.16381	0	0	0	0	5.5778	7.01665	0	0	2.10508	0.98861
ENSMMUG00000000686	0.65135	0.46105	0.76923	0	0.18398	0.09013	0	0	0	0	0.03677	0.94131	0.25786
ENSMMUG00000000687	1.70208	0.42168	0.25126	0	0.21041	0.20617	0	0.32904	0.6726	0.16503	0.16822	0.17937	0
ENSMMUG00000000688	0	0	0	0.097	0	0	0.22118	0.31172	0.1593	0.85987	0.19921	1.61448	2.27456
ENSMMUG00000000689	28.40894	25.62853	15.52117	29.37936	16.35242	8.62759	16.28311	22.94915	38.86878	15.12704	7.03951	34.31354	31.72583
ENSMMUG00000000690	13.66664	14.58348	5.92479	7.90969	5.67045	40.92961	45.6147	18.47384	21.14701	5.92972	2.98447	63.96807	40.93798
ENSMMUG00000000692	9.28546	10.67635	6.87862	6.91262	6.49674	0.25465	0	0.81283	0.41538	0.27177	0.03463	2.14148	1.14443
ENSMMUG00000000693	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000694	4.37215	4.33222	1.52535	2.48626	1.4411	21.887	13.44625	31.03861	38.73831	7.96327	3.16839	1.67524	1.18011
ENSMMUG00000000695	16.18624	19.24592	14.65317	20.84301	18.2163	13.66666	11.58606	16.80573	20.10042	22.29727	10.11516	18.25766	16.08073
ENSMMUG00000000696	14.42005	20.62676	13.1226	19.71991	12.97293	12.29103	8.56508	16.76606	13.53741	11.68812	6.64289	6.39778	4.63564
ENSMMUG00000000697	319.81482	244.25834	254.65761	183.70155	215.59785	0.13074	0.14805	0	0.21326	0	0	1.59316	0.96201
ENSMMUG00000000698	0.82096	1.62711	2.74697	0	0.54122	0	3.00294	0.42317	0.43251	147.5189	11.03458	0.46137	0.10834
ENSMMUG00000000699	6.21854	6.85924	3.94854	7.50867	6.09127	4.49056	4.76325	9.43468	9.55004	7.14332	1.62329	26.06177	20.18228
ENSMMUG00000000700	30.79397	30.51272	34.60578	33.33863	57.96086	35.26172	38.39453	68.99352	69.96265	34.19551	84.9993	14.4542	9.48953
ENSMMUG00000000701	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000703	0.0858	0.08502	0	0.08257	0.08484	0	0	0.26536	0.13561	0	0	8.17579	8.05306
ENSMMUG00000000704	6.89789	9.33239	4.43815	17.10624	11.80584	3.2133	6.25857	6.42749	9.57431	4.25243	1.7828	77.64279	28.20101
ENSMMUG00000000705	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000706	9.43773	9.20692	6.26147	17.39218	17.24623	6.31616	17.16068	50.29008	35.52232	18.41202	12.34557	17.73646	10.57325
ENSMMUG00000000707	0.09953	0.09862	0.11763	8.38702	23.44163	1.97838	2.84142	3.61946	0.78708	2.97411	1.69298	1.5953	1.81383
ENSMMUG00000000709	5.90895	5.65309	9.86459	4.90212	7.55577	1.48064	3.35334	2.36307	0.80507	0.79011	4.10767	3.69292	4.11391
ENSMMUG00000000710	0	0.11616	0	0	0	0	0	0	0	0	0	2.66619	2.27234
ENSMMUG00000000711	1.61194	2.60613	1.05195	1.06139	1.1746	0	0.55849	4.06722	4.55919	1.11862	2.75006	0.21454	0.13437
ENSMMUG00000000712	3.27717	4.98424	3.64482	2.12696	2.48709	0.517	0.50181	5.42137	9.03446	0.17735	0.03013	0.51405	0.3017
ENSMMUG00000000713	5.3499	3.62703	5.07045	4.20003	8.63159	2.86466	4.32525	5.22501	5.34028	1.31026	6.45553	15.78439	36.78559
ENSMMUG00000000715	0.38601	0.63735	0.6836	0.37147	0.12718	28.42139	11.85738	1.19382	2.44004	0.39912	3.81414	0.21698	0.20373
ENSMMUG00000000716	4.89019	4.5427	3.60898	6.76486	9.67152	2.66514	7.37754	8.03472	6.27981	4.02968	8.57769	2.31871	4.23491
ENSMMUG00000000717	6.8083	4.83049	5.60773	5.50044	9.22604	5.61942	8.20794	4.28928	4.51666	1.36896	1.66127	1.55875	1.26449
ENSMMUG00000000718	26.19134	15.21332	20.61806	18.5417	36.61696	23.04385	34.02231	30.25987	26.16955	19.37905	25.46619	7.3595	13.34837
ENSMMUG00000000719	0	0.23303	0	0.9053	0.93025	0	0.25804	0	0.3717	0	0	6.34448	3.7244
ENSMMUG00000000720	0.24782	0.7365	0.58516	0	0	0	0	1.53264	1.17477	1.63345	0.34279	0.10445	0.04906
ENSMMUG00000000721	92.24591	115.23259	63.79034	186.58213	145.72494	34.35688	57.87699	54.28998	49.38404	21.23804	11.44906	164.32646	97.77759
ENSMMUG00000000722	2.90489	5.58221	2.18282	5.84514	6.52853	3.92334	7.14705	12.93152	18.64274	4.09623	3.89711	39.10554	35.99843
ENSMMUG00000000723	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000724	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000725	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000726	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000727	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000728	0.39106	0	0	0	0	0	0	0	0.30889	0	0	0	0.07737
ENSMMUG00000000729	5.29119	5.9919	3.06019	2.80576	4.91203	14.22933	49.1692	34.56562	18.77349	702.22911	653.79793	2.91286	3.0352
ENSMMUG00000000730	0.02475	0.02452	0	0.07162	0	0.07211	0	0.07681	0	0.34644	0	1.17139	0.17684
ENSMMUG00000000731	13.90381	7.79369	5.34752	9.55723	8.87791	7.69808	67.73342	12.65471	11.30149	2599.93529	1387.84141	1.94231	0.72346
ENSMMUG00000000732	0	0	0	0	0	0	0	0	0.15873	0	0	0.08466	0
ENSMMUG00000000733	0	0	0	0	0	0	0	0	0	0	0	0.15623	0
ENSMMUG00000000734	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000735	26.92434	21.84114	18.25459	22.92078	17.84728	31.82108	30.19074	40.49144	37.87757	14.3417	16.25659	164.98648	186.70827
ENSMMUG00000000736	18.93543	13.67999	12.96274	23.06627	22.5171	11.65852	14.14882	21.49778	12.95588	8.88576	16.90263	17.17444	18.46556
ENSMMUG00000000737	74.33718	48.30049	73.30862	50.42838	66.94883	76.09401	54.82112	293.97976	113.8517	159.20259	309.58033	112.08823	178.29
ENSMMUG00000000738	4.29267	3.58193	3.66817	2.93526	3.68634	4.15926	5.9494	22.70922	16.42566	6.39566	17.41472	4.66605	4.78517
ENSMMUG00000000739	3.12851	1.46835	0.58324	15.52892	6.51299	0	0.18075	1.01841	0.52044	0.38315	0.32544	21.37561	13.42832
ENSMMUG00000000740	29.37079	26.0103	24.03317	28.57384	33.03723	4.13528	7.15002	6.74173	6.67292	1.13893	2.32194	22.55371	23.83631
ENSMMUG00000000741	4.51286	4.24809	4.39635	8.14314	10.59891	2.51428	4.20891	9.77015	7.13256	3.85009	3.96915	13.50527	24.20852
ENSMMUG00000000742	0.4644	0.38338	0.22843	0.22337	0.15308	0	0	0.23938	0.24466	0	0	1.04379	3.27826
ENSMMUG00000000743	0.12518	0	0.22172	0	0	3.39601	3.15891	0.19357	0.19784	0	0	0	0.04956
ENSMMUG00000000744	0.13475	0	0	0	0	0.13056	0	0.20837	0.21297	0	0	196.12831	181.81432
ENSMMUG00000000746	10.15032	13.25778	12.39432	9.76809	9.58114	12.07016	16.70545	16.76662	9.11496	3.39942	4.55942	24.8916	41.2798
ENSMMUG00000000747	17.07151	12.17406	19.54744	12.19699	17.39305	9.14757	12.62912	17.59929	8.3807	7.8236	11.09349	5.01505	6.75839
ENSMMUG00000000749	2.82939	8.24257	1.20275	2.23282	11.02384	10.85625	85.49641	217.01756	66.54166	922.17069	478.17271	1.38334	0.2688
ENSMMUG00000000750	17.49401	29.76583	14.81475	11.22355	20.61926	4.62287	9.69415	21.58717	25.41501	9.04518	14.24939	25.17422	27.42278
ENSMMUG00000000751	7.02957	4.76982	7.84952	3.67664	7.10244	2.14692	3.60503	3.42645	2.65672	1.24442	6.22183	18.42135	17.45377
ENSMMUG00000000752	0.24746	0.16341	0.24347	0	0.08163	0	0.45246	0	0	0	1.2715	2.29435	2.44897
ENSMMUG00000000753	0	0	0	0	0	0	0	0	0	0	0	0.17008	0
ENSMMUG00000000754	27.61471	39.40697	24.01663	29.77829	23.04278	1.02629	1.38355	12.7522	14.66793	3.95081	0.81746	9.22628	6.60929
ENSMMUG00000000755	0	0.27456	0	0	0.36528	0	0.20255	3.14154	0.43793	7.87823	10.36692	0.38919	0.07308
ENSMMUG00000000756	11.67772	10.72181	11.38567	16.80552	17.69241	8.20055	17.27979	19.88051	20.14981	10.05383	21.76743	4.24473	3.98684
ENSMMUG00000000757	14.49772	17.297	13.01404	25.19862	21.13888	31.0328	31.97621	41.74979	30.74643	15.43174	11.60771	117.53568	128.58148
ENSMMUG00000000758	6.34011	5.7168	7.41164	9.33508	11.78672	31.69822	108.79813	11.56899	9.92032	5.3597	12.88164	13.89584	32.22796
ENSMMUG00000000759	1.326	1.42647	0.98412	14.21826	8.46637	0.77077	2.86798	8.08444	9.28054	5.87621	4.178	41.03656	39.21898
ENSMMUG00000000760	1.46852	1.45511	0.86703	0	4.35652	2.84576	25.78046	18.16742	13.92595	92.25435	103.90801	1.23793	0.58137
ENSMMUG00000000761	1.77053	1.85763	0.55338	4.00917	2.16272	1.51371	2.17115	5.15378	4.60915	5.41195	3.21116	3.95086	3.17479
ENSMMUG00000000763	33.66291	43.38908	45.97064	137.21877	111.90766	0.13266	0.30025	2.53932	8.21854	0	0	0.69205	0.37921
ENSMMUG00000000764	0.81374	0.80631	0	1.95748	0.80468	0.39414	0.44632	1.88738	1.28611	0.63111	0.32166	1.02886	2.25482
ENSMMUG00000000765	3.70273	4.12388	2.542	3.78424	2.58301	0.94561	1.19666	1.28712	1.58787	0.57885	0.21556	9.70273	5.77256
ENSMMUG00000000766	204.1431	171.36623	231.53669	100.34341	137.47915	85.10406	87.29735	64.26993	51.78897	38.24173	86.28136	186.47223	407.65192
ENSMMUG00000000767	6.25088	5.12599	7.16912	6.22304	11.86532	4.94281	7.88331	7.5554	5.33714	2.45185	4.57256	1.39309	0.93863
ENSMMUG00000000768	17.22089	16.168	11.76831	22.66126	19.09922	41.85265	25.7325	16.62556	14.8869	5.97694	4.47545	7.05786	6.42208
ENSMMUG00000000769	0.62715	0.86984	0.22214	0.12064	0.37206	2.76455	3.85297	3.44237	1.68493	1.79945	0.79319	0.37001	0.1117
ENSMMUG00000000771	0	0	0	0	0	0	0	0	0	0	0	0.36316	0
ENSMMUG00000000772	0	0	0	0.18756	0	0	0	0	0	0	0	0	0.07716
ENSMMUG00000000773	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000774	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000775	2.79398	3.96817	3.68406	5.01893	3.68384	0.99269	2.9633	2.59239	2.35525	0.86674	0.66267	16.32966	8.59066
ENSMMUG00000000776	22.50847	23.78968	20.15523	0.48133	0.74198	3.2714	2.19513	0.77344	0.3954	0	0	0	0
ENSMMUG00000000777	60.89484	73.61812	48.02165	63.30901	58.0273	90.38478	39.99786	50.6482	42.25863	9.36865	2.84145	24.01562	11.98505
ENSMMUG00000000778	0.3273	0.16216	0.19324	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000779	89.83738	87.62205	100.59034	72.71449	85.05918	62.25182	53.22887	30.31881	23.36009	15.04999	23.54843	20.97744	30.29129
ENSMMUG00000000780	0	0	0	0	0	0	0	0	0	0.87808	0.28482	0.08679	0
ENSMMUG00000000781	0.69127	0.68496	0.27205	0.66524	0.22792	0.22332	0.75846	0.71255	1.45654	8.39825	8.19648	1.55373	0.9121
ENSMMUG00000000782	1.47177	1.00587	0.32964	0.92807	1.85693	0.04918	0.16707	2.04045	0.48133	21.68857	9.12819	5.6902	2.10973
ENSMMUG00000000783	0.58506	1.06797	0.49089	0.05928	0.15218	0	0.06758	0	0.29205	0.35821	0.18257	40.831	62.35399
ENSMMUG00000000784	1.02092	0.9273	0.70322	2.70198	1.59864	0.82433	1.96047	0.78937	1.61356	0.79179	0.50444	13.41209	5.45664
ENSMMUG00000000785	0.08959	0	0.0529	0.08622	0.35438	0	0.49151	3.87951	1.69921	5.97609	5.52504	0	0.03547
