Ensembl.Gene.ID Averaged.RPKM.brain Averaged.RPKM.heart Averaged.RPKM.kidney Averaged.RPKM.testis Averaged.RPKM.cerebellum Averaged.RPKM.liver Tau Mean Max
ENSGGOG00000000065 2.69206229934135 0 2.3120789661284 3.15510965585242 3.21860822632347 1.9969989603383 0.368904248824239 2.22914301799732 3.21860822632347
ENSGGOG00000000069 4.16035639187352 5.00735617475156 6.65388050663245 5.70635704296922 4.4573958355936 5.80094999126776 0.244578696253887 5.29771599051469 6.65388050663245
ENSGGOG00000000071 2.81761131724873 0.842375649871993 2.683978835866 5.79774789045044 2.33281342293029 1.54525505968551 0.647379138287838 2.66996369600883 5.79774789045044
ENSGGOG00000000072 1.41459998261679 1.07470382078119 2.3346350455152 2.32220506574686 0.928298189609969 1.48800403749923 0.380818761361561 1.59374102362821 2.3346350455152
ENSGGOG00000000073 4.50605023510947 1.90455685617887 4.69668819403609 5.19691111416126 4.21820750306181 3.93367857159607 0.258821983408481 4.07601541235726 5.19691111416126
ENSGGOG00000000074 5.2788359794813 3.45428735678309 5.37281500484214 6.19798998665122 5.19923989247124 4.22081825197779 0.240850774647132 4.9539977453678 6.19798998665122
ENSGGOG00000000075 1.29793133596423 0 1.68465160679873 4.45660707511489 1.54294949733044 1.74316250645275 0.718678589299482 1.78755033694351 4.45660707511489
ENSGGOG00000000076 0.428574468734888 0 0 0.227445360811947 0.352396152124366 0.771604491145806 0.738618426086728 0.296670078802835 0.771604491145806
ENSGGOG00000000077 5.90607540912156 3.51487331823776 4.88632949078025 4.7576788195053 5.53114994710946 3.51505088709008 0.248059636068023 4.68519297864074 5.90607540912156
ENSGGOG00000000078 0.0776738543543325 0 0.665623104706741 2.17537130160738 0.491991039449905 0 0.88642968695981 0.568443216686394 2.17537130160738
ENSGGOG00000000079 7.04871198474884 0 1.28794508510199 2.66955973833063 5.31993353461971 0 0.736762166531254 2.72102505713353 7.04871198474884
ENSGGOG00000000080 5.43800494571897 2.83534049168118 4.83051855488654 5.45810110277667 4.53723259788392 2.30583526160239 0.269088956903876 4.23417215909161 5.45810110277667
ENSGGOG00000000081 6.19477553696344 4.88926707833305 4.61170762529505 4.91177114359102 5.74127991135322 5.19023963760048 0.181753552006951 5.25650682218938 6.19477553696344
ENSGGOG00000000082 0 0 1.90198572378798 0.687822158643212 0 3.10687692668979 0.833285453943585 0.949447468186829 3.10687692668979
ENSGGOG00000000084 4.63255329171468 0 3.54885155236518 4.46327586501805 2.31763795493589 3.46281022892406 0.404536775608769 3.07085481549298 4.63255329171468
ENSGGOG00000000085 1.38892883514612 2.51051557720945 4.86661836648991 3.98128733480379 1.31277844383987 4.22627803778965 0.44849638010683 3.04773443254646 4.86661836648991
ENSGGOG00000000088 0 0 1.42915962129278 0.874002133768669 0 0.574512592495449 0.797291400528958 0.479612391259483 1.42915962129278
ENSGGOG00000000089 0 0 1.66647280932624 0.571036009158881 0 0.5770939213518 0.862208381188665 0.469100456639488 1.66647280932624
ENSGGOG00000000090 3.2081954522961 0.807632808141477 3.82586005625767 0.595751885811985 2.99108962231418 3.7976884472643 0.404036841484501 2.53770304534762 3.82586005625767
ENSGGOG00000000091 0.105163258363259 0 0.220967156900596 0 1.34839606729181 0 0.951626910938879 0.27908774709261 1.34839606729181
ENSGGOG00000000092 0 0 0 0 1.39133605438085 0 1 0.231889342396808 1.39133605438085
ENSGGOG00000000093 3.8713844994171 1.21853869963662 3.63127847340968 3.06252585864703 3.9129144644619 2.20445653239862 0.285024797216839 2.98351642132849 3.9129144644619
ENSGGOG00000000094 0 2.28893184969522 0 0 0 0 1 0.38148864161587 2.28893184969522
ENSGGOG00000000095 0.954365631629699 0 0 2.02744072149529 1.99621702395819 0 0.708935247841747 0.829670562847196 2.02744072149529
ENSGGOG00000000096 1.02897182283218 2.73517366581641 1.86810646529176 4.74750180094093 0.464626600064276 0.777318981932179 0.710407796598439 1.93694988947962 4.74750180094093
ENSGGOG00000000098 4.29260875555875 2.69288286203235 4.24755964844725 4.69360627111184 4.99618296457781 3.7385562473273 0.21279048730197 4.11023279150921 4.99618296457781
ENSGGOG00000000099 3.53626998815254 0 0 0 2.61503612710452 0 0.852102009412992 1.02521768587618 3.53626998815254
ENSGGOG00000000103 3.71383492814692 0.583211474097287 2.55950965085733 3.52878383195029 2.61706191380344 2.28438263255201 0.376765541432673 2.54779740523455 3.71383492814692
ENSGGOG00000000104 1.23599295540952 0 0.946424040451368 0.955126781261366 2.11553214065845 0.283417316653052 0.67658623303066 0.922748872405627 2.11553214065845
ENSGGOG00000000107 4.76096950875346 0 0 0 4.17039578969529 0 0.824808968760348 1.48856088307479 4.76096950875346
ENSGGOG00000000108 8.35807249232591 0.920755127740056 0 0 1.14075533408739 0 0.950670194265 1.73659715902556 8.35807249232591
ENSGGOG00000000109 2.21634752190734 0 0 2.66015053249039 3.30097652951932 2.94217187145622 0.526281398493162 1.85327440922888 3.30097652951932
ENSGGOG00000000110 4.13554027389024 0.809084763708947 1.25346624901744 0 4.98137304901195 4.75857510700608 0.56009452470957 2.65633990710578 4.98137304901195
ENSGGOG00000000112 6.59283051146927 3.80196724101484 4.70420987379876 6.1468529356607 5.95350806733402 3.03894499601424 0.282691005852872 5.03971893754864 6.59283051146927
ENSGGOG00000000113 4.57952159592292 3.71297220541607 6.28564050551042 3.19589086915275 4.2766807382136 6.60020750853317 0.331817798585659 4.77515223712482 6.60020750853317
ENSGGOG00000000114 3.82034068942683 0 0 0 5.29160501584327 0 0.855607488541243 1.51865761754502 5.29160501584327
ENSGGOG00000000115 0.999479483017087 0 0 2.93068814318834 0 0 0.931792163875223 0.655027937700904 2.93068814318834
ENSGGOG00000000116 3.0455127465812 0 0 0 0.259415571494654 0 0.982964079084163 0.550821386345976 3.0455127465812
ENSGGOG00000000117 2.34062842537177 0.943675964626702 0.56460425382693 5.38766513864995 3.459501523244 0.0405743549971219 0.727192231404789 2.12277494345275 5.38766513864995
ENSGGOG00000000118 2.77956831690203 0 1.44679709296096 2.23424071674905 3.75762879878492 0.759868839173311 0.615689821830182 1.82968396076171 3.75762879878492
ENSGGOG00000000120 0 0.971668127779666 0.0560631381643264 0.887314699882778 0 0 0.805823035442607 0.319174327637795 0.971668127779666
ENSGGOG00000000121 0 0 2.12917830756271 0.249105486454532 0 4.72972384552596 0.899432445880875 1.18466793992387 4.72972384552596
ENSGGOG00000000122 3.53813503095522 3.32166362157511 6.98433196081724 4.17769300120254 3.24175059582076 4.41036643276006 0.464813276712386 4.27899010718849 6.98433196081724
ENSGGOG00000000123 0 0 0 2.52919876725239 0 0 1 0.421533127875398 2.52919876725239
ENSGGOG00000000125 1.94332322982972 0 0 0.839443671327978 3.70048170078775 0 0.849599748023869 1.08054143365757 3.70048170078775
ENSGGOG00000000126 0 0 0 1.03678463624121 0 0 1 0.172797439373535 1.03678463624121
ENSGGOG00000000127 0.0507981466784862 0 0 7.70155702722898 0.300596277374151 0 0.990874717338058 1.3421585752136 7.70155702722898
ENSGGOG00000000128 1.16103784225228 0 0.396381874884652 0.776575682762555 1.16789937703063 0 0.600308820125643 0.583649129488352 1.16789937703063
ENSGGOG00000000129 5.74570100828211 5.00141894985117 6.32608105886765 6.36151291803463 5.48374557018494 5.32759360741794 0.12333620778943 5.70767551877307 6.36151291803463
ENSGGOG00000000130 0.534568578418686 0 0 0 0 0 1 0.089094763069781 0.534568578418686
ENSGGOG00000000131 7.2813044749739 7.27878851114858 8.6502915081958 7.63987998584716 7.32744700928304 8.794294996351 0.131761863678908 7.82866774763325 8.794294996351
ENSGGOG00000000132 1.2712758283004 1.56705323067188 2.69411508930599 0.617035124638292 1.76893771774326 2.28896650648788 0.442245920549952 1.70123058285795 2.69411508930599
ENSGGOG00000000133 2.2476399229498 0 2.23645200521823 0 0.962144060613598 0 0.715381807097108 0.907705998130272 2.2476399229498
ENSGGOG00000000134 0 0 0 1.47227980043155 0 0 1 0.245379966738592 1.47227980043155
ENSGGOG00000000136 0 3.47470287230187 0 0 0 0 1 0.579117145383645 3.47470287230187
ENSGGOG00000000138 0 0 0 1.06484147350464 0 0.880338287247363 0.834653643917538 0.324196626792001 1.06484147350464
ENSGGOG00000000139 2.90167359529863 0 0 1.03000406138383 2.03093674660065 0 0.789022389496606 0.993769067213853 2.90167359529863
ENSGGOG00000000140 0 0 0 3.40263350621448 0 0 1 0.567105584369079 3.40263350621448
ENSGGOG00000000142 3.08332088187878 0.883548727200689 2.3728924680973 3.97022509861326 2.90922272154897 1.9432785298986 0.436189986681932 2.5270814045396 3.97022509861326
ENSGGOG00000000143 3.39051864954569 1.24953185921924 3.10242992270662 4.93346877558628 3.02844671461459 2.4950586809461 0.462204528680502 3.03324243376975 4.93346877558628
ENSGGOG00000000144 0 0 0.90359501660098 2.21091247893527 0 0 0.918260444480721 0.519084582589376 2.21091247893527
ENSGGOG00000000145 0.837778994550426 0 4.42646726911733 0.983327465783798 1.01195079638419 0 0.87199465919542 1.20992075430596 4.42646726911733
ENSGGOG00000000146 0 0 0 0 0 0.503026906702927 1 0.0838378177838212 0.503026906702927
ENSGGOG00000000148 0 0 0 0 1.20744223758379 0 1 0.201240372930631 1.20744223758379
ENSGGOG00000000149 2.68198551165416 0 1.70396751828893 2.45340168486313 1.78479079837438 1.5917372047294 0.438185092833764 1.70264711965167 2.68198551165416
ENSGGOG00000000150 4.86820504045394 3.42834239388523 4.45019641069698 6.18639893629369 5.29387860771316 4.59085964861485 0.268347148820544 4.80298017294298 6.18639893629369
ENSGGOG00000000152 0 0 0 0.861979177346537 0 0 1 0.143663196224423 0.861979177346537
ENSGGOG00000000153 2.4469971445987 0 1.98331321353155 2.59880823715613 2.09580571987512 1.65638249073627 0.370288392059606 1.79688446764963 2.59880823715613
ENSGGOG00000000154 2.3937289477771 0 2.9718122251528 1.59903684552776 0.610861221548096 1.39729959064209 0.596143622083224 1.49545647177464 2.9718122251528
ENSGGOG00000000155 4.29939971542523 0 0 0 0.319180594389446 0 0.985152318206456 0.769763384969113 4.29939971542523
ENSGGOG00000000157 3.73148342949845 4.12634255065187 5.18696162600967 2.58784260955993 3.21546103129928 5.94573352649277 0.365996099117574 4.13230412891866 5.94573352649277
ENSGGOG00000000159 0 0 0 0 0.0807568307762814 0 1 0.0134594717960469 0.0807568307762814
ENSGGOG00000000160 1.2424873404908 0 2.09866510790971 4.52651582758892 1.49594931340537 0.819452509930836 0.750070275364541 1.69717834988761 4.52651582758892
ENSGGOG00000000162 0.157146249582464 0 0.0894306067288321 1.87694318463046 0.665612263023105 0.110808639900344 0.890993209851884 0.4833234906442 1.87694318463046
ENSGGOG00000000163 2.25559031605836 0.132354826167045 1.82126396423073 2.04358248443005 2.89539950841525 1.46583014418644 0.466835460002044 1.76900354058131 2.89539950841525
ENSGGOG00000000164 0 0 0 2.74755926670964 0 0 1 0.457926544451607 2.74755926670964
ENSGGOG00000000166 6.24066001672373 5.3545409234142 7.34490648790642 7.2347490421597 6.54489899049049 6.71156403525853 0.126294853150881 6.57188658265884 7.34490648790642
ENSGGOG00000000167 4.8147027218679 3.28427974324847 2.55523683068889 0 4.4372697930265 1.53856898969473 0.509196889644113 2.77167634642108 4.8147027218679
ENSGGOG00000000168 0 0 0 1.29852342313676 0 0 1 0.216420570522793 1.29852342313676
ENSGGOG00000000170 3.36085531244605 1.76120359755579 5.5164125620759 4.35742813865342 3.88781150190933 5.76106660588413 0.344436980008063 4.10746295308744 5.76106660588413
ENSGGOG00000000171 2.194738257103 0.335706516467471 2.42678449604303 4.82113924783949 2.60998082051807 1.95209450560183 0.605101445680113 2.39007397392882 4.82113924783949
ENSGGOG00000000172 1.06889845538737 3.43132261191549 5.37476352644024 5.99880499881025 0.277891600489417 5.35948948791511 0.482818138438432 3.58519511349298 5.99880499881025
ENSGGOG00000000173 3.5155149348882 0.957691905624519 2.48848035419871 2.89245320132958 3.04676973182452 2.31673145678107 0.334258174606189 2.5362735974411 3.5155149348882
ENSGGOG00000000174 2.44885759823952 0 0 0 0 0 1 0.408142933039919 2.44885759823952
ENSGGOG00000000176 6.05085199971903 0.0543859968231989 2.32012811938946 3.70055290977299 5.66843604657051 0 0.611839685614473 2.9657258453792 6.05085199971903
ENSGGOG00000000177 5.97215696486456 4.34686792129685 4.92377416566963 3.2502764338144 6.59058753380411 4.52853810465644 0.301379020543447 4.93536685401767 6.59058753380411
ENSGGOG00000000178 3.04475737758852 2.32864379583921 2.7268407282296 5.48277408172843 3.27124163387906 2.02387276428386 0.511365739308471 3.14635506359145 5.48277408172843
ENSGGOG00000000179 6.15938947355386 3.84685859192198 5.42477138147863 1.52881133135541 5.72372906753067 3.95461329945905 0.335038520954907 4.4396955242166 6.15938947355386
ENSGGOG00000000181 4.32354001826107 3.33298064542769 4.63751233557086 4.84156107709397 4.67092914927628 3.97461748998964 0.135007105968639 4.29685678593658 4.84156107709397
ENSGGOG00000000182 2.4900268432236 0 0 0 1.19486223142256 0 0.904028164622058 0.614148179107694 2.4900268432236
ENSGGOG00000000185 0 0 0 5.09991919911224 0 0 1 0.849986533185373 5.09991919911224
ENSGGOG00000000186 4.39409318848409 2.4282178125711 3.95966229842832 4.41233713392313 5.76369749250811 0.562278534946375 0.453247191101405 3.58671441014352 5.76369749250811
ENSGGOG00000000187 3.31256269972214 1.94446843276835 4.09282297218137 4.05606756859683 3.65939196675777 2.55356715426979 0.241303231161259 3.26981346571604 4.09282297218137
ENSGGOG00000000189 1.48323145098005 0 0.348900251470249 2.14920732867151 1.65061927139081 0.238885076353176 0.653673612541165 0.978473896477632 2.14920732867151
ENSGGOG00000000190 3.64222050872288 1.79445704152038 3.86601277526346 3.64017088320794 3.87017131086658 3.86151960045255 0.131594988470705 3.4457586866723 3.87017131086658
ENSGGOG00000000191 4.83043557426522 3.73931024378254 5.50197648262489 6.24407797953785 4.83271897428845 5.27494854686785 0.225525693270776 5.07057796689447 6.24407797953785
ENSGGOG00000000192 4.82675142958047 2.38199482338907 3.20988130035427 4.44070707846429 5.04680263367214 2.28809557690802 0.320463610195933 3.69903880706138 5.04680263367214
ENSGGOG00000000193 1.93623689726694 0 0 0 0.0618529606662657 0 0.993611013119978 0.333014976322201 1.93623689726694
ENSGGOG00000000194 8.11009148268296 3.82007663020709 4.03159574730702 4.45771510233024 7.15357053151533 3.74653718846495 0.427639127144678 5.21993111375127 8.11009148268296
ENSGGOG00000000196 3.21853581354629 2.12564356509667 3.55366741205444 4.01581599619372 3.61382130955912 3.74496083700776 0.190369830058316 3.378740822243 4.01581599619372
ENSGGOG00000000197 5.90784097593277 4.84218141626551 5.9871724903708 0.647784201298743 3.33008873790763 8.89611648773064 0.534289645367273 4.93519738491768 8.89611648773064
ENSGGOG00000000198 0 0 0 3.08956763988065 0 0 1 0.514927939980108 3.08956763988065
ENSGGOG00000000199 0 0 0.931160228358833 4.61511904038641 0.0609718667552006 0 0.95700513523348 0.93454185591674 4.61511904038641
ENSGGOG00000000200 9.22462400327039 7.04272003867087 8.47399499799577 7.83475696917971 7.69943850215866 6.96553947789331 0.175761527571846 7.87351233152812 9.22462400327039
ENSGGOG00000000202 0 0 0 2.66734718076561 0 0 1 0.444557863460936 2.66734718076561
ENSGGOG00000000203 3.30613191888665 2.02983887978081 3.43280273706868 2.80108827900932 3.44037720651409 2.24232376674296 0.197054000047662 2.87542713133375 3.44037720651409
ENSGGOG00000000204 5.01856714757527 3.72433421071087 5.86892005481153 4.21844796128045 4.3208331289826 6.2159400590669 0.255105349042377 4.89450709373794 6.2159400590669
ENSGGOG00000000205 0 0.73238117637124 2.5352689364989 0.268590093231859 0 0 0.921036284932722 0.589373367683666 2.5352689364989
ENSGGOG00000000206 2.06679477878526 0.564016390472329 2.96317871219031 1.49429783456651 2.48295604602706 1.87725698480693 0.427282465296468 1.90808345780807 2.96317871219031
ENSGGOG00000000207 0 0.15816556848615 0.685814346524533 0 0 2.06609243652241 0.918301824246426 0.485012058588849 2.06609243652241
ENSGGOG00000000208 3.98459735923008 0 0 0.213017485174481 3.89023779174316 0 0.794044170239048 1.34797543935795 3.98459735923008
ENSGGOG00000000209 0.407439252214955 0.090796791166451 1.97132968072255 1.71094856142684 0.12246179129315 2.28006387106138 0.622556531732517 1.09717332464756 2.28006387106138
ENSGGOG00000000210 6.00939752084397 3.27252100563209 4.40844923402213 4.79108993779662 6.01722357281064 3.52216505235832 0.268645331708184 4.67014105391063 6.01722357281064
ENSGGOG00000000211 0.125638374892328 1.65722942581809 0 4.52161991106825 0 0 0.921140306537212 1.05074795196311 4.52161991106825
ENSGGOG00000000212 10.6709220020028 6.61907854640439 7.7584660000371 8.67461099508039 9.02871450587222 6.4297754940112 0.278213343998252 8.19692792390135 10.6709220020028
ENSGGOG00000000213 0.386681712662183 0 0 2.09922449876421 0.65700276587913 0 0.900564758161338 0.523818162884254 2.09922449876421
ENSGGOG00000000214 0.919580538116155 1.8525779469633 4.34420456569206 2.24881715413414 1.63885966514209 2.81405627490823 0.563837686002033 2.30301602415933 4.34420456569206
ENSGGOG00000000215 0.991765252979432 0 0 2.84856585739648 0.345682213053014 0 0.906096784628681 0.697668887238155 2.84856585739648
ENSGGOG00000000216 2.65900303674161 0.237121965358614 1.97512455573341 3.45925848484416 1.63892911327946 3.1705392794946 0.440300978199736 2.18999607257531 3.45925848484416
ENSGGOG00000000217 0.170326706855762 0 0.360563816041289 0 0.989795738974481 0 0.892727256343394 0.253447710311922 0.989795738974481
ENSGGOG00000000218 6.06673693263335 5.97200196028566 5.47882689287553 4.62086495272536 5.35530806055027 4.70571695395754 0.138491775378462 5.36657595883795 6.06673693263335
ENSGGOG00000000219 5.35949540177439 4.30740339860923 5.27023159237145 6.94850203258049 5.37552394762968 5.32844490696351 0.261967568632175 5.43160021332146 6.94850203258049
ENSGGOG00000000220 3.38273939783276 1.11705454958799 3.16140330757442 2.97469266183468 3.00433879140949 1.88823788460604 0.281899917989894 2.58807776547423 3.38273939783276
ENSGGOG00000000221 2.29278295376003 0 1.3538669280494 1.03636969583353 2.08210763850529 2.78815500701832 0.514723736727754 1.5922137038611 2.78815500701832
ENSGGOG00000000222 3.95748359139907 1.57346967789104 2.79345120283207 2.27268016762593 4.42821096250642 1.39590958509458 0.458336816995074 2.73686753122485 4.42821096250642
ENSGGOG00000000224 4.69448167109464 1.51348817221003 0.637380791827068 0.487157023309124 4.25725539124949 0.459151132812373 0.686677549230128 2.00815236375045 4.69448167109464
ENSGGOG00000000226 1.88269649391086 0 3.28811221914364 2.75768468577879 0.569839520303466 2.30756916178059 0.542729118671524 1.80098368015289 3.28811221914364
ENSGGOG00000000227 4.24573622850953 0.0500178605809219 1.01119271451763 0.801680167490868 4.38098090303222 0.12532870607202 0.715408224087156 1.76915609670053 4.38098090303222
ENSGGOG00000000228 5.4972098640767 0.675367423938611 0 0.40821185746915 4.88561101441028 0 0.782828364082454 1.91106669331579 5.4972098640767
ENSGGOG00000000230 1.86678532964691 0.687533621033805 4.63295438063339 3.82342430976763 1.46910170805314 1.64088262597941 0.590424303155613 2.35344699585238 4.63295438063339
ENSGGOG00000000232 4.18316220402169 2.33474425644128 4.89866779103709 2.77664937112854 3.58101007988385 4.95287650039444 0.282266226460646 3.78785170048448 4.95287650039444
ENSGGOG00000000234 0 3.3151051032677 0 3.58343002585332 0 0 0.814975870640685 1.1497558548535 3.58343002585332
ENSGGOG00000000235 1.01507607883807 0.488071529680148 2.47244545940122 3.69501610052487 1.13219743271754 2.61046586269121 0.582234222891108 1.90221207730884 3.69501610052487
ENSGGOG00000000236 3.13633261421695 1.64004052133548 2.97001776699087 4.23695328881111 2.83070113260537 1.85484300629663 0.41316629219041 2.77814805504274 4.23695328881111
ENSGGOG00000000237 0.0549410210151908 0 0.447628041016481 0 0 2.47486336463822 0.959386116485252 0.496238737778316 2.47486336463822
ENSGGOG00000000239 0 0 0 2.33109178308456 0 0 1 0.388515297180759 2.33109178308456
ENSGGOG00000000241 3.99528220708078 4.99661610145664 3.40760621388471 8.26382302321668 2.03209730814542 8.79295200216705 0.483781445680794 5.24806280932521 8.79295200216705
ENSGGOG00000000242 2.85063895367142 0 0 1.13241232986512 0 0 0.920550280251615 0.663841880589423 2.85063895367142
ENSGGOG00000000243 3.17314855910915 1.01312566413841 3.9297178697644 3.22155850873772 2.34983384277108 3.57041051250196 0.321677660892365 2.87629915950379 3.9297178697644
ENSGGOG00000000244 2.19035798279624 0.506970497162774 1.17372288642477 2.20501083025191 2.32128554430237 0.539623734129415 0.4299980933407 1.48949524584458 2.32128554430237
ENSGGOG00000000245 3.07466992394442 0.814453053097639 2.77530823406446 3.51569605416094 3.10699704785562 2.40338763723397 0.307402249304981 2.61508532505951 3.51569605416094
