Ensembl.Gene.ID	brain_GSM752557	brain_GSM752558	cerebellum_GSM752559	cerebellum_GSM752560	heart_GSM752561	heart_GSM752562	kidney_GSM752563	kidney_GSM752564	liver_GSM752565	liver_GSM752566	testis_GSM752567	testis_GSM752568
ENSGALG00000000003	18.2217	18.46834	25.74167	24.31034	0.09837	0.20935	0.17745	0.12578	0.15004	0	7.37282	3.58905
ENSGALG00000000004	9.07779	14.19783	19.03221	26.36507	7.71319	8.53248	3.73499	5.82107	1.08288	1.1695	6.70874	21.19911
ENSGALG00000000011	10.80921	8.76661	10.51009	11.07063	8.56122	6.19816	3.64664	3.59047	1.65753	1.87334	15.36042	15.59343
ENSGALG00000000013	5.99337	6.00709	8.68477	11.27607	7.74348	3.07784	8.19938	6.07248	4.05188	3.8509	20.27895	18.07634
ENSGALG00000000014	0.46392	0.63773	0.43608	0.44689	0	0.13611	0.46158	0.16346	0	0.3975	6.76908	0.27641
ENSGALG00000000017	6.53651	4.09839	6.46715	8.61629	7.58582	16.15295	9.07073	13.82155	6.69839	24.87518	3.30225	0.40996
ENSGALG00000000019	93.05631	85.17174	105.50057	101.39228	7.94833	11.3266	9.6375	13.02933	5.59885	2.88857	7.66529	6.69591
ENSGALG00000000033	25.22106	25.72436	25.01137	21.7599	67.94427	60.36774	27.60309	32.4618	21.19265	15.48182	82.68937	98.86493
ENSGALG00000000038	0	0.23886	0	0.12554	8.33372	38.70355	0	0	0	0	0.9007	0.31058
ENSGALG00000000040	9.41553	2.76947	2.7678	8.62192	20.63315	74.90806	115.53851	30.64203	41.24199	62.14033	5.44493	4.15514
ENSGALG00000000041	65.59846	60.45824	50.49351	68.00104	21.42378	26.50405	45.59943	38.75192	32.35395	38.94688	188.98645	118.05137
ENSGALG00000000043	43.09776	31.13001	13.02622	39.31751	8.94404	44.63687	68.86051	32.5211	34.00427	75.92884	142.69599	32.82491
ENSGALG00000000044	0.12298	0	0	0.17775	0	0	0	0	0	0	0.28339	0.19546
ENSGALG00000000048	5.42957	4.92307	4.36921	7.54251	2.52051	3.95809	112.53555	113.84176	1.44254	5.48393	5.22261	2.22461
ENSGALG00000000049	50.774	36.99932	117.6162	157.26578	0.07443	0.15848	0.06717	0.38065	0.09736	0	25.40517	9.11768
ENSGALG00000000054	34.3903	34.18809	20.36887	21.24296	57.70798	35.16441	27.12342	48.27064	21.28371	22.65834	53.12824	67.86901
ENSGALG00000000055	46.38855	51.16946	44.76961	43.09836	60.2251	71.04095	55.47147	63.31459	30.13828	35.59617	36.82003	21.35152
ENSGALG00000000056	1.1574	2.69219	2.06404	3.60186	0.98151	0.52255	0.93004	1.3177	2.05443	1.18979	4.54619	3.74806
ENSGALG00000000059	463.98553	303.82821	164.28478	195.85756	0.98315	1.15147	4.25886	6.91407	1.6077	1.28349	4.93048	4.46276
ENSGALG00000000062	16.09813	19.64779	17.04409	17.17811	8.72111	8.30776	7.87033	7.23829	8.20627	4.01852	5.99438	11.13397
ENSGALG00000000065	34.0022	29.00959	26.63278	28.87142	20.76358	20.64411	45.13169	26.65185	34.40215	19.43656	44.17346	47.55783
ENSGALG00000000067	15.10086	12.01242	8.13367	13.37029	2.26706	2.18746	148.58349	143.57512	115.43061	216.89951	11.69457	5.00229
ENSGALG00000000071	1.44766	2.25527	0.5443	0.41837	0.31919	0.16998	1.94451	2.75503	0.67862	0.24804	5.55834	4.25486
ENSGALG00000000075	11.80232	9.70036	12.91867	13.46599	7.88259	9.41948	15.05535	11.16182	5.18667	4.15411	10.89844	9.44297
ENSGALG00000000076	36.39537	22.30837	46.87861	35.0591	7.26734	10.49047	19.51411	15.2206	15.7767	5.23822	3.07429	2.12007
ENSGALG00000000080	1.13504	0.74759	0.77782	1.91329	0.35194	0.52043	0.89985	0.87492	0.75456	0.65634	32.71071	6.6351
ENSGALG00000000081	0.06751	0	0.0846	0.19498	0.22316	0.07924	0.06717	0.09516	1.75175	2.08103	6.32135	3.53754
ENSGALG00000000085	45.33785	42.84114	34.85866	30.91343	9.14994	7.72109	69.88089	76.2235	12.94975	8.43264	10.26912	12.62359
ENSGALG00000000086	28.73649	31.35266	19.80201	23.70376	23.92422	25.91664	19.07489	17.04698	10.20948	8.49014	26.95238	31.56255
ENSGALG00000000091	10.38234	11.01056	16.44695	20.14273	7.17014	5.51151	22.71994	32.68349	9.37976	7.55533	17.19911	13.20473
ENSGALG00000000094	26.2722	21.62596	18.09345	16.91625	9.64228	13.40269	20.13121	13.0625	4.58	9.84733	81.0169	44.35743
ENSGALG00000000098	6.15361	4.89848	2.49278	3.89192	5.07119	1.02149	0.86584	0.52579	0.26897	0.38341	1.28875	1.23435
ENSGALG00000000099	0.62598	0.86039	0.70042	0.66761	0.12326	0.13123	0.40034	0.47266	0.01612	0.01532	4.53188	2.80567
ENSGALG00000000102	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000104	6.54651	5.41093	2.81517	4.45143	1.34448	1.1301	6.25804	6.8761	1.89764	0.79178	1.42922	0.71377
ENSGALG00000000106	7.9239	9.6104	8.39695	8.92378	4.65715	2.49629	5.18827	6.89907	4.51673	2.59558	33.55531	39.75587
ENSGALG00000000107	0.1808	0.33135	0.45316	1.74139	0.59787	0.5658	1.43887	0.50973	0.26076	0	0.32395	0.19149
ENSGALG00000000109	5.83333	6.63116	8.51344	14.01236	5.373	9.01403	11.46083	13.01117	101.97029	129.80661	12.87114	6.5693
ENSGALG00000000112	648.49157	655.63315	701.77756	1176.19048	0.11927	0.38107	0.53828	0.61014	0	0.29664	206.65121	117.93009
ENSGALG00000000113	22.20607	19.54865	20.09024	15.74268	1.37536	1.61078	4.46841	5.45168	1.34948	1.83824	11.83095	14.51775
ENSGALG00000000114	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000115	0	0	0	0.16103	0.55291	0	0.66519	0.47131	0	0	0	0
ENSGALG00000000117	0.95084	0.62231	2.38323	1.76642	5.16662	5.81972	7.43312	5.74437	1.76319	1.21022	2.45117	1.40267
ENSGALG00000000119	0	0.26813	0	0	0.32247	1.20171	0	0	0	0	0.2246	0.34855
ENSGALG00000000120	0	0	0	0	0.90415	0.81064	0	0	2.61441	1.36069	0.06631	0.10285
ENSGALG00000000122	176.96276	173.04171	130.04192	214.6803	303.32067	452.09025	562.06376	572.58299	289.81009	473.28126	962.49284	355.1006
ENSGALG00000000123	0	0	0.09834	0.15129	0	0.46081	0	0	0.05659	0.05378	0	0
ENSGALG00000000129	36.07319	34.02183	40.33155	36.15432	21.13664	21.83756	39.72213	33.76749	18.44333	22.41759	33.05377	24.30816
ENSGALG00000000132	1.32649	1.60232	0.64224	1.01634	10.36976	3.39704	3.02944	1.61489	3.43485	2.33469	0.20833	0.55078
ENSGALG00000000136	0	0.27671	0	0.29098	0.16646	0	0	0	0	0	0	0
ENSGALG00000000137	14.7284	25.50735	15.40985	26.8133	21.75013	38.066	43.02097	38.47664	21.72944	18.6142	47.72969	49.80315
ENSGALG00000000139	0.83936	0.43946	0	0.34647	0.13218	0.28146	0.35786	1.01421	1.29703	3.61592	0.64454	0.28571
ENSGALG00000000140	3.77865	0	5.91938	0	1.93425	0	2.28257	0	1.94639	0	0	0
ENSGALG00000000141	47.86718	88.59614	15.04664	92.37157	90.56885	179.68647	807.43314	162.79087	301.43915	561.06379	81.27777	55.59164
ENSGALG00000000142	17.48126	21.57131	18.04915	21.91037	7.50118	6.00432	17.34363	28.07327	41.72257	44.28202	6.63565	7.53486
ENSGALG00000000146	29.64188	26.03403	30.58792	28.39539	11.72328	11.5417	24.42704	21.8765	17.23083	12.31025	39.3604	45.24931
ENSGALG00000000149	0	0	0	0	0	0	0	0	0	0	0.17473	0.18075
ENSGALG00000000150	244.0693	231.07318	275.44434	264.04207	478.88485	383.18333	650.13026	592.52861	368.87367	306.81602	331.88624	360.46316
ENSGALG00000000151	0.50044	0.74076	1.25433	1.1866	0.36074	0.51968	0.15319	0.13569	0.11103	0.05276	1.10846	0.50452
ENSGALG00000000154	0.94424	0.79872	1.82051	2.79855	0.48048	0.42632	27.31579	16.27923	3.98063	4.6294	14.66829	10.09643
ENSGALG00000000155	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000156	90.29493	74.5661	67.9075	92.4132	41.03341	63.87555	107.87121	84.2708	56.87939	93.76178	145.52619	81.49462
ENSGALG00000000158	9.65851	7.891	7.5835	9.75232	6.28653	9.15177	11.11493	10.6626	7.13291	13.47843	14.02932	2.31088
ENSGALG00000000160	10.39437	8.98244	9.68744	15.96976	4.78698	6.25491	10.93102	4.82247	3.48691	5.3204	39.12609	16.90543
ENSGALG00000000161	11.02323	12.65425	7.43858	8.86819	3.33872	5.26092	35.91573	41.66517	5.67801	8.96623	20.18493	17.12762
ENSGALG00000000162	10.64769	2.98862	6.85225	5.45177	22.42066	2.92748	45.048	3.65096	40.05216	5.19371	1.2522	0.60957
ENSGALG00000000164	4.424	2.48768	0.25207	0.24216	2.71585	0.76715	1.10039	0.14169	0.07248	0	0.61764	0.59899
ENSGALG00000000165	88.86873	96.81227	101.94011	106.89103	12.33289	11.67156	10.71756	17.13164	10.70589	10.03291	24.338	22.10479
ENSGALG00000000166	10.40885	6.73302	7.98021	13.09376	12.15093	17.53651	21.56553	20.54229	13.9527	25.43008	10.24974	2.62636
ENSGALG00000000168	18.39813	9.63402	27.57647	25.78905	1.07824	3.65913	0.6082	0.51693	0	0	0.37546	0.38839
ENSGALG00000000169	26.65221	26.59937	29.92873	36.09565	20.65616	19.20441	32.42503	42.77859	23.882	18.62807	74.67084	62.7796
ENSGALG00000000171	10.18429	8.84603	10.28325	6.13733	2.71397	1.98298	5.09048	3.26596	5.77791	3.30803	1.77908	1.80205
ENSGALG00000000172	0	0	0	0	0	0	0	0	0	0	0.39688	0.76249
ENSGALG00000000177	3.23828	4.04824	3.27888	3.49119	5.83998	4.83322	5.633	8.07162	5.5365	5.24713	2.816	2.98118
ENSGALG00000000178	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000181	5.15699	7.4129	1.90085	8.37679	8.69564	21.83944	74.09709	28.00963	17.17247	59.98093	15.02486	7.30937
ENSGALG00000000182	0.59861	0.62699	0.32159	0.45314	5.56317	10.13914	0.80842	0.78366	0.40089	1.05507	6.23893	1.22285
ENSGALG00000000183	7.0378	9.20275	11.09936	11.61649	6.80024	4.54826	11.01482	12.15051	8.29711	6.55776	10.04958	7.88324
ENSGALG00000000184	0.3436	0.48981	0.0479	0.1839	0.25251	0.22409	0.15192	0.1615	0	0	10.31931	12.58535
ENSGALG00000000186	50.95215	48.08737	29.74419	23.91145	5.28143	6.77309	4.98285	3.99033	0.54954	2.23851	15.13205	9.59953
ENSGALG00000000187	2.21557	4.68539	1.81544	19.49562	0.65763	5.10131	1.73814	14.89564	2.08937	18.07587	38.64032	19.1226
ENSGALG00000000188	0.15503	0.14206	0.09714	0.2239	0	0	0	0.10927	0	0	0.23801	0.98493
ENSGALG00000000189	5.62475	11.95798	9.0464	16.61594	2.23243	3.56527	4.36512	8.72199	2.85283	2.03031	14.4118	27.7613
ENSGALG00000000193	2.00634	2.40924	5.54908	7.49758	0.9153	0.52793	1.54883	0.82899	0.47399	0.21338	3.79863	3.59971
ENSGALG00000000194	1.49717	1.24131	0.58073	0.51509	1.57199	6.27641	0.17734	1.40701	0.07709	0.39093	0.68436	0.14159
ENSGALG00000000195	30.85123	29.37235	33.14021	28.89839	3.03691	2.46904	3.18909	5.15388	5.09246	3.60417	6.69182	6.60406
ENSGALG00000000196	37.98922	43.47418	22.12814	34.70453	23.79285	22.61008	88.19396	48.77527	83.08603	55.49531	60.26085	85.42959
ENSGALG00000000199	0.8845	0.40531	0	0.21303	0.12185	0.25959	0.88004	0.93526	0.0797	0.30314	4.49991	1.14174
ENSGALG00000000201	8.09905	6.02855	4.95381	8.22776	3.04759	4.15307	14.68625	6.70214	5.68108	9.52924	15.07057	5.90653
ENSGALG00000000206	21.81103	22.54332	28.2877	35.95359	8.1554	4.71349	7.61216	7.2695	10.42479	10.05254	1.558	1.77955
ENSGALG00000000208	5.53903	7.69449	5.92471	8.80214	1.75042	2.60902	4.03681	4.77444	1.45022	0.87045	4.44309	9.19219
ENSGALG00000000209	284.73184	284.20892	211.57861	207.38202	37.45156	50.14163	302.39343	346.50443	34.51941	80.90209	33.32465	14.47622
ENSGALG00000000215	1.31062	2.97652	2.24952	4.39143	0.81669	0.86951	1.30401	2.97222	0.73966	0.39056	2.88803	4.34553
ENSGALG00000000217	54.9199	45.37642	40.28738	38.51696	0.02923	0.12436	0.02638	0.11197	0.03816	0.03627	0.44733	0.29451
ENSGALG00000000218	5.46429	12.82226	9.85597	13.92159	5.7429	8.27226	8.7902	19.79691	9.79593	11.41002	9.1371	16.14514
ENSGALG00000000220	19.47717	27.2287	22.22435	26.95545	3.7483	3.47903	3.27109	6.51301	2.14634	1.59604	50.18624	101.32736
ENSGALG00000000221	0	0.07747	0.15906	0.16298	0	0	1.80987	0.77525	0	0.02897	1.03954	0.63849
ENSGALG00000000223	22.33682	15.06895	24.3008	23.82684	29.23452	32.73373	48.53838	57.9525	50.6457	39.63387	60.45413	59.7609
ENSGALG00000000225	0.52269	0.38326	0.58954	1.35953	1.03739	1.65665	1.50826	2.28418	0.1508	0.93145	1.40485	0.74743
ENSGALG00000000226	5.20927	5.34633	4.96155	4.46599	0.22973	0.18348	3.73171	3.23099	0.33808	0.1785	4.96016	2.27587
ENSGALG00000000227	364.96998	345.04937	277.46289	284.24044	23.86916	25.24861	24.6046	26.90175	6.83046	4.76484	37.83601	30.16996
ENSGALG00000000230	30.67363	31.57689	29.52602	30.42767	15.82962	14.24883	32.46677	21.61984	15.0603	5.18853	38.18786	91.65591
ENSGALG00000000231	55.07845	60.97872	55.64746	56.54247	14.61944	9.92441	47.05385	45.74509	29.98103	13.4653	19.24383	32.15522
ENSGALG00000000233	9.85092	6.37201	6.83837	10.3265	3.88647	6.12168	11.96319	7.07948	2.99472	5.89099	42.64288	15.26653
ENSGALG00000000234	1.34182	2.92441	4.70401	7.52835	1.15947	1.3197	4.79905	6.4159	1.50373	1.15578	5.34689	5.24301
ENSGALG00000000235	36.36662	43.78385	43.26561	41.92837	25.7135	24.63057	20.17221	25.1827	14.05828	6.80194	9.9074	18.0196
ENSGALG00000000238	12.2361	10.65559	6.953	9.48072	11.8983	22.6147	56.44802	34.87267	14.16747	26.04394	112.92757	39.18072
ENSGALG00000000239	0	0	0	0	0	0	0	0	0	0	11.1179	4.67226
ENSGALG00000000241	9.95633	19.7235	13.99166	23.55667	1.03598	1.36569	2.51542	3.91093	3.30754	9.55317	2.80047	5.33173
ENSGALG00000000242	0.20082	0.14714	0.30197	0.19344	2.12548	2.12159	0.1998	0.05659	0	0	11.19573	6.79571
ENSGALG00000000243	1.58469	2.6278	1.60768	2.03535	1.24799	1.86012	5.25565	4.04227	2.28555	2.4308	9.15558	11.6889
ENSGALG00000000244	65.96167	65.0119	52.09731	59.98168	3.49075	7.70821	1.28345	0.82658	0.08454	0.40187	7.24878	5.44921
ENSGALG00000000247	2.71899	7.8469	4.1908	9.15189	2.51522	4.25543	4.10451	7.35731	2.59176	2.50604	13.94313	13.8028
ENSGALG00000000249	0.817	0.24959	0.17067	0.52463	0.30029	0	2.43851	0.76775	0.39275	0.4666	2.19567	0.75707
ENSGALG00000000251	0.53611	0.36843	0.5878	0.45181	1.40365	0.7079	1.40009	2.17266	1.01478	0.68888	1.28638	0.21289
ENSGALG00000000252	0.73128	0.49039	0.42474	0.37796	0	0.29309	0.0178	0.10057	7.40826	28.72556	0.8765	0.9209
ENSGALG00000000253	11.46425	12.7848	11.38532	15.57529	3.81568	5.77622	7.80147	11.66315	5.22553	3.15026	10.21523	12.3712
ENSGALG00000000255	2.3608	3.3549	2.18681	3.97152	1.96161	1.76714	4.11913	8.44056	15.2482	9.01637	3.24477	5.84335
ENSGALG00000000258	3.86309	3.38378	4.52093	4.20014	2.12959	1.00024	4.9034	3.68383	2.76529	0.96364	2.94461	4.30967
ENSGALG00000000259	42.75046	42.24846	29.89044	30.05227	15.90652	23.24688	36.54902	30.01942	18.96561	21.6736	52.16485	33.87413
ENSGALG00000000264	14.27865	20.14852	11.03304	15.94842	3.28367	3.49603	4.22708	5.49506	2.03723	1.14067	17.96032	33.62655
ENSGALG00000000270	53.83659	44.00907	47.9783	52.35382	53.79641	88.67183	38.60064	33.48876	21.19872	50.48521	23.09838	7.94202
ENSGALG00000000271	19.01367	18.73999	16.20342	14.81526	5.17085	3.67013	10.93028	11.61467	4.66185	3.85148	11.09639	9.83407
ENSGALG00000000272	0.10541	0.0644	0.08807	0.10154	0.6588	0.1651	0.24483	0.79281	0.05068	0	10.25751	28.53758
ENSGALG00000000273	3.55686	6.58881	6.23095	11.31042	2.10835	1.93037	3.38666	2.8574	1.37904	0.47186	2.02642	5.7723
ENSGALG00000000274	0.55538	0.6108	0.06966	0.16052	0	0	0	0	0	0.03809	0.98099	0.04415
ENSGALG00000000275	5.91713	6.45943	11.30566	11.36868	5.70381	6.22454	7.84978	10.75701	3.91728	2.74795	14.07821	14.48612
ENSGALG00000000276	2.69727	4.35637	1.90151	3.2479	1.02224	2.07772	1.9121	2.18631	1.25219	1.27093	2.29133	3.60224
ENSGALG00000000277	0.27237	3.49365	0	1.04927	0.30029	0.31971	0.27099	0.38395	0	0.18667	1.67287	0.64898
ENSGALG00000000280	4.45158	6.17394	5.42805	6.37426	5.57115	7.76733	8.25966	7.46253	0.2603	0.49477	1.84776	4.49177
ENSGALG00000000284	0	0	0	0	13.85874	24.01302	53.95052	49.68498	2.66609	3.20952	3.02826	1.95785
ENSGALG00000000285	38.29866	34.1879	38.58363	37.29005	18.56425	21.79944	56.25459	71.90703	39.40378	51.47853	27.76141	20.84988
ENSGALG00000000287	0	0	0	0	0	0	0	0	0	0	1.1639	1.10368
ENSGALG00000000291	14.52461	15.99197	18.82551	21.70513	24.90302	27.61553	25.99028	26.70302	19.31543	19.22784	60.81339	48.29986
ENSGALG00000000293	0.1561	0.2451	0.22351	0.19324	0.46698	0.99437	0.11092	0.18852	562.13312	572.87596	0.41086	0.33646
ENSGALG00000000295	0.75151	0.54113	0.16813	0.10339	0.14791	0	2.56373	2.95121	0.0774	0.01839	12.18098	13.15491
ENSGALG00000000296	17.1104	17.80212	15.01794	12.07897	7.49121	8.12078	28.6858	29.40988	12.81776	13.14508	39.32214	47.04316
ENSGALG00000000299	0.11681	0.21407	0	0	0.27599	0.58755	0.01663	0.07055	0.04814	0.01146	0.49974	0.39761
ENSGALG00000000300	25.97801	27.93512	26.90833	26.50662	13.57312	11.82741	21.18053	19.4724	19.07702	7.9856	19.69517	19.35494
ENSGALG00000000302	0	0	0	0	5118.88543	5958.9565	1.58623	4.17375	0.16424	0	1.39913	0.0905
ENSGALG00000000304	9.92311	10.24794	11.35023	12.3278	14.36998	12.75716	20.49045	21.03806	35.5523	25.53048	140.75711	217.45454
ENSGALG00000000305	1.08234	1.16891	1.74405	1.37779	1.40635	1.47468	1.48071	1.68919	0.72476	0.70209	6.36713	7.90675
ENSGALG00000000307	22.89145	26.17297	18.42359	20.23032	4.63085	2.65002	8.98502	7.62328	0.34077	0.17988	17.17507	26.73348
ENSGALG00000000308	15.44744	9.77394	4.60927	10.98303	9.12365	29.14121	42.81481	14.77646	23.47275	74.61361	81.19827	21.91178
ENSGALG00000000309	0	0	0.10822	0.24955	0.19041	0	308.02294	90.08256	11.95663	14.20439	6.4323	5.55629
ENSGALG00000000311	3.38288	3.63688	2.41579	3.11303	4.79238	3.59377	12.01552	12.57469	0.89952	0.94554	6.83539	10.31346
ENSGALG00000000312	31.44494	24.3726	34.0009	33.37516	15.29913	18.16793	11.63827	17.99409	29.92452	24.08121	98.05416	59.35407
ENSGALG00000000313	0.21381	0.39185	0.66987	0.61787	1.29647	1.12935	0	0	2.54408	0	0.49254	0.08492
ENSGALG00000000314	220.2202	221.96371	176.88624	221.90556	0.44503	2.48779	1.0042	0.07115	0	0	22.01012	15.994
ENSGALG00000000316	9.35569	6.39581	8.00263	8.86911	2.94711	8.97717	5.3191	5.65221	1.39217	1.93377	41.50873	21.05643
ENSGALG00000000317	107.34633	95.48783	138.84573	146.47443	0	0.03924	0	0.04713	0	0	2.15707	2.68295
ENSGALG00000000318	18.61013	13.54937	4.68586	12.11496	14.42797	31.81934	42.61248	42.76507	8.33412	24.40265	38.43453	23.96309
ENSGALG00000000324	3.34699	3.19488	3.49545	4.43317	1.84504	4.25618	4.99514	4.12842	2.6148	5.16131	10.76255	3.98801
ENSGALG00000000327	0.38896	0.08489	0.11609	0.07139	0.51053	0.13048	0.18433	0.11753	0	0.00635	5.0142	2.31757
ENSGALG00000000329	152.76815	158.58516	311.78982	407.88482	13.27096	18.97357	93.34695	75.82428	56.34782	91.59602	36.18064	30.3787
ENSGALG00000000332	5.74677	4.26914	4.66691	5.04868	3.78458	3.0041	12.80784	7.36662	74.58466	123.5052	27.56029	21.10835
ENSGALG00000000336	48.69558	41.45795	27.88111	28.11467	58.31831	134.66191	12.13565	11.3604	3.70229	4.22241	28.24193	19.92145
ENSGALG00000000337	152.10966	166.73452	22.33069	11.02426	0.15977	0.34008	0	0	0	0	1.11239	0.23014
ENSGALG00000000341	0	0.31379	0	0	0	0	34.7453	50.91716	0	0	0	0.136
ENSGALG00000000346	14.19687	12.5758	19.76879	18.00634	13.65213	9.62833	24.24832	24.12676	19.05376	9.72999	3.57337	5.0121
ENSGALG00000000349	2.93131	1.30668	0.09928	2.13679	0	3.3478	8.59178	0.89338	1.59964	4.0723	26.28101	10.95001
ENSGALG00000000352	6.48913	8.6265	7.38788	8.14376	13.4521	15.01948	10.23023	10.17824	9.95226	3.94628	7.86046	18.51312
ENSGALG00000000353	0.09508	0	0	0	20.12426	14.39544	0	0	0.06857	0	0.21904	0.30203
ENSGALG00000000356	4.41783	4.22446	6.90069	10.29993	1.34119	1.72852	152.31551	273.92953	5.17124	11.80416	9.58738	2.94988
ENSGALG00000000357	0.05185	0.33252	0.12997	0.82413	0.28585	0.03037	15.73483	17.39626	1.3461	0.65743	0.37824	0.35007
ENSGALG00000000360	18.66294	15.94866	16.02755	18.45672	8.63471	10.48821	18.93981	21.22658	7.16063	9.45736	8.81831	6.52988
ENSGALG00000000362	53.60393	31.96874	8.82262	12.79827	4.16868	6.76772	3.59579	2.65027	0.72307	1.4317	9.33611	4.39738
ENSGALG00000000363	3.87778	2.9613	7.80701	6.55427	5.62116	4.04596	15.4149	12.62827	11.93636	11.59042	18.23847	13.07693
ENSGALG00000000364	6.10027	1.52446	0.34748	1.33553	1.37571	0.48818	1.10357	1.36814	0	0.19003	1.17109	0.22025
ENSGALG00000000365	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000366	3.87746	4.71095	5.18693	5.45567	2.37764	4.21893	48.35322	98.60104	15.41021	20.85644	4.06477	4.86231
ENSGALG00000000367	15.3726	13.05019	70.1391	61.28406	0	0.07811	0.46348	0.93811	0	0.18244	6.03003	4.22898
ENSGALG00000000368	53.05059	48.95787	23.48655	25.33028	2.20883	1.71477	2.6578	2.58887	0.66218	0.14303	5.70518	11.14023
ENSGALG00000000371	14.89632	12.05711	15.69021	14.4611	0	0	0	0	1.71374	0.75478	0.44512	0.41436
ENSGALG00000000372	68.35548	82.21302	72.79457	76.52992	98.82239	57.28391	88.52788	81.99744	43.90186	23.3678	218.72874	321.15434
ENSGALG00000000373	7.09328	2.71425	1.66065	2.55291	2.32036	7.59411	4.49818	5.38413	0.78696	12.39402	401.03407	30.64927
ENSGALG00000000374	16.24123	16.02768	3.84306	6.29077	7.76343	12.39833	69.49614	35.70316	40.58279	73.48103	10.37843	4.24023
ENSGALG00000000377	43.9003	40.51053	63.82851	56.34228	36.77257	24.14037	90.98621	49.18577	42.93937	16.86586	51.66287	136.27678
ENSGALG00000000378	1.8626	1.70672	2.59353	3.68802	3.65063	6.68035	6.69197	11.23177	5.74573	17.09136	110.28869	58.52349
ENSGALG00000000379	3.58667	2.74371	0.62543	1.80262	4.53882	7.28515	6.29925	8.44131	2.24908	4.59568	1.43699	0.42112
ENSGALG00000000382	0.17015	0.07806	0	0	0	0.04999	0	0.06004	0	0	237.0246	121.64861
ENSGALG00000000385	49.41174	60.37218	22.77277	26.25625	9.91827	7.51261	27.56464	30.47362	26.62741	20.79747	6.80498	9.38588
ENSGALG00000000386	18.80679	0.71871	18.6096	0.27478	12.53902	0.23022	23.11043	0.30155	19.37271	0.36655	0.35591	0.31151
ENSGALG00000000388	0	0	0	0.06923	0	0	0	0	0	0	0.77242	0.74193
ENSGALG00000000390	8.3973	11.27244	6.41577	6.13774	3.53266	3.3288	6.33951	9.08583	2.47006	1.71645	58.91128	76.41712
ENSGALG00000000394	138.80859	140.17731	69.70277	120.87223	8.65995	15.13396	0.07892	0.11182	0	0.02722	3.99069	1.89078
ENSGALG00000000395	9.47804	1.4784	10.02478	1.2303	19.63932	1.26246	8.29324	1.98999	4.2658	0.41464	0.87748	1.17473
ENSGALG00000000396	5.38198	5.99831	6.198	5.39464	5.0517	2.98797	17.87365	14.76371	5.82175	2.89105	28.42722	43.21415
ENSGALG00000000397	17.35402	17.91121	17.26266	13.86939	5.74207	4.60276	10.48385	11.53721	6.68503	4.13455	13.68125	12.95446
ENSGALG00000000399	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000400	22.86525	22.89185	12.91627	17.62059	1.12872	2.6439	0.03401	0.24061	0	0	0.02625	0.10843
ENSGALG00000000401	4.71905	3.99731	2.48491	4.8896	0.61208	2.14121	4.81367	2.06834	1.45843	2.11993	29.38598	17.60896
ENSGALG00000000402	0.64759	1.18686	0.25821	0.22688	2.85613	2.45342	2.28458	2.28238	0.78542	1.65442	18.62668	10.05508
ENSGALG00000000404	19.79308	24.11656	23.84323	24.34788	12.93605	10.5547	15.71089	14.91695	14.90605	4.13353	41.68149	91.98362
ENSGALG00000000405	24.93826	22.29841	13.3306	16.79184	6.47166	6.76484	13.73353	10.83221	7.43982	8.16796	54.28102	38.57371
ENSGALG00000000406	0	0.35848	0	0.18842	0	0.11473	0	0	0	0	0.30032	0.54368
ENSGALG00000000407	0.90175	1.18062	1.37229	1.48918	4.33209	3.70488	0.25637	0.54485	0.09291	0.1766	1.83018	1.73972
ENSGALG00000000408	24.92356	20.66741	20.78907	18.73447	15.76623	8.34501	21.95208	12.67135	14.67316	4.03239	4.26697	27.19791
ENSGALG00000000409	36.62686	41.32896	22.79532	26.81167	24.08023	28.13471	22.57777	29.18969	14.39536	13.38969	76.09981	67.20175
ENSGALG00000000410	18.87674	19.75141	18.87995	20.67525	11.00625	10.33311	18.17197	18.87006	10.65122	8.03923	22.87551	31.10684
ENSGALG00000000412	5.93544	6.36772	14.60481	15.2004	2.79309	3.1437	25.92662	15.50969	3.23629	2.38125	124.11752	100.44897
ENSGALG00000000417	1.11524	1.08207	0.98665	1.20076	2.45923	1.46318	100.58679	120.87307	0.37847	1.43885	2.36778	0.78168
ENSGALG00000000419	67.46372	50.26886	42.70062	48.41187	58.78952	77.78953	72.03869	87.17642	23.46514	61.64936	75.6145	21.38172
ENSGALG00000000420	23.97763	18.74466	8.99782	10.37419	1.26947	3.49828	20.28483	14.89518	1.80726	4.96712	7.54174	2.36738
ENSGALG00000000421	54.29306	50.25656	42.52596	56.01017	0	0.43057	0	0	0	0	26.33882	5.09956
ENSGALG00000000424	3.61148	3.88003	2.18494	3.9587	7.55143	1.90037	10.53195	9.6553	11.22572	7.76696	8.51104	7.61707
ENSGALG00000000426	107.3653	76.27868	46.24986	55.69458	8.36354	21.7397	6.25571	5.68403	16.1157	28.89967	35.79105	17.37196
