Ensembl.Gene.ID	brain_GSM752557	brain_GSM752558	cerebellum_GSM752559	cerebellum_GSM752560	heart_GSM752561	heart_GSM752562	kidney_GSM752563	kidney_GSM752564	liver_GSM752565	liver_GSM752566	testis_GSM752567	testis_GSM752568
ENSGALG00000007283	0	0	0	0	0	0	0	0	0	0	0.22779	0
ENSGALG00000007284	194.62807	236.90059	95.8119	152.53125	0.18043	0.33608	0.20351	0.11527	0.02948	0.02802	0	0.03248
ENSGALG00000007286	7.19091	5.87498	5.53734	12.60185	5.54005	9.76269	15.6021	12.70152	8.12197	13.83498	19.35969	12.93814
ENSGALG00000007287	38.50212	31.16572	34.03481	42.3648	20.89599	24.74917	39.53907	23.58386	16.39466	19.03702	33.33177	27.92615
ENSGALG00000007288	0.45998	0.21075	0.43234	0.22155	0	0.13498	0	0	0	0	0.0883	0
ENSGALG00000007289	22.71928	21.67942	22.35431	20.92049	72.66013	74.86129	113.27173	120.69533	48.15775	31.29187	19.41644	30.74941
ENSGALG00000007291	30.37358	34.14478	26.46145	30.45485	12.57319	17.09733	27.41166	29.12815	17.5878	18.57268	116.87868	102.69734
ENSGALG00000007292	6.61721	6.06368	8.48128	7.38835	5.96899	6.00207	11.37205	9.54002	6.72404	4.63823	8.8923	10.51273
ENSGALG00000007296	9.69791	11.03203	8.04667	9.92177	5.67786	14.05273	18.63248	14.04804	5.88417	9.48859	9.19319	8.4473
ENSGALG00000007298	128.41625	117.43006	75.92678	75.29369	9.39423	19.21604	18.42421	21.564	9.57986	24.69288	142.24814	39.33187
ENSGALG00000007299	17.53109	23.22808	19.49751	19.44618	14.72615	8.9083	16.00794	9.94949	13.95569	4.99332	3.26349	6.57107
ENSGALG00000007300	6.45313	6.7859	4.83905	5.70665	2.27434	1.73852	4.21024	2.60974	4.92054	7.0691	6.58005	3.52942
ENSGALG00000007302	4.43146	4.9742	6.64889	7.07511	3.83752	4.55364	5.43118	6.59272	2.60958	1.9442	23.03119	27.33249
ENSGALG00000007303	1.4336	1.04011	6.3257	6.01312	1.44884	2.06847	5.23011	4.58922	1.48615	2.86581	0.87151	0.35591
ENSGALG00000007304	4.4189	4.39404	2.59219	2.83025	1.03656	0.7174	15.31797	11.33189	4.98335	5.13883	8.01384	6.10538
ENSGALG00000007305	7.14012	7.83246	10.90775	11.79803	0.17233	0.42819	0.36295	0.36729	0	0	10.44547	6.54113
ENSGALG00000007307	30.66768	35.71274	38.6566	33.68441	23.9687	18.66049	26.05693	30.85561	21.75186	8.41549	69.00892	146.47108
ENSGALG00000007308	17.67931	19.29379	12.02049	15.16297	6.92702	6.35502	8.31284	9.13956	7.15779	3.80222	6.1848	11.62766
ENSGALG00000007309	0	0	0	0	0	0	0	0	0.20977	0	7.81884	0.6933
ENSGALG00000007310	6.53597	7.34948	7.212	6.49673	2.23935	1.25321	4.58579	2.01896	1.97173	0.62467	79.98342	170.02782
ENSGALG00000007311	0.14268	0.13075	0	0	0.78629	0.33483	0.70958	0.70381	38.57189	22.04403	6.79075	2.20939
ENSGALG00000007312	4.1756	5.17675	4.77113	3.31242	4.06197	7.35201	26.39317	32.72012	4.60526	4.71354	6.79001	6.82879
ENSGALG00000007314	14.96809	11.13955	7.80714	9.89346	0.01855	0.01975	2.29507	1.82758	0	0	0.1681	0.10699
ENSGALG00000007315	31.89161	29.6957	28.90111	28.16062	20.22687	19.62299	36.67785	23.20336	33.50794	16.21667	21.46117	49.84884
ENSGALG00000007319	6.45313	6.02095	3.45542	4.52087	0	0	0	0.33081	0.16923	0.08042	0.946	0.74557
ENSGALG00000007320	0	0.31945	0	0	13.257	6.54574	902.13029	897.38919	4.77542	1.79154	0.40146	0.13846
ENSGALG00000007324	0.11414	0.20919	0.14305	0.76956	0.25169	0.20097	0.45416	0.96527	0.4938	1.52518	18.57852	10.24386
ENSGALG00000007326	8.71619	10.55099	7.82155	8.81075	2.55068	2.52616	10.27812	13.27279	11.1742	6.96934	4.75125	4.65847
ENSGALG00000007330	12.04093	12.01593	10.58668	12.78299	21.85884	31.93034	40.07998	42.61197	30.84537	38.12943	27.66584	18.75375
ENSGALG00000007331	4.65314	5.08894	6.41937	6.58299	61.44936	49.64794	5.52526	6.91678	3.84925	1.9812	27.17321	55.06028
ENSGALG00000007332	22.17198	21.84432	11.53224	12.24687	0.73475	0.87251	3.3409	2.71	0.8503	4.09325	1.22031	0.91625
ENSGALG00000007333	3.95423	3.46594	4.38095	3.75376	0.9477	0.53818	1.14033	1.21173	1.07451	0.58913	9.32925	4.55216
ENSGALG00000007334	125.39048	124.53211	130.24715	124.03797	0.98292	2.09297	208.96391	245.70323	67.13992	43.1653	57.31238	63.18179
ENSGALG00000007335	1.07786	1.26999	0.19295	0.07416	3.64993	9.39861	1.07242	0.5426	0.3886	0.47492	11.824	3.18011
ENSGALG00000007337	1.20255	0.73471	1.91806	2.31669	2.37036	3.46466	7.21488	7.39694	3.33726	3.62132	4.44914	2.34463
ENSGALG00000007340	0.16866	0.30911	0.31692	0.40606	0.2788	1.08848	0.16781	0.47536	0.18236	0.40443	0.45313	0.13397
ENSGALG00000007341	9.49742	8.2165	7.61459	10.1147	7.67434	12.60218	18.60537	10.64399	7.40189	12.61397	91.63806	38.70513
ENSGALG00000007343	32.02652	32.68607	16.26387	22.58967	21.16892	22.80519	0.9061	0.53495	0.71148	0.62416	0.81591	0.42197
ENSGALG00000007345	0.15652	0.28686	0	0	0	0	0	0.07355	0	0	8.93564	5.84453
ENSGALG00000007346	47.2491	41.22398	20.34952	24.19495	25.07135	24.99664	5.31593	5.09264	7.10251	4.95187	5.48982	8.79027
ENSGALG00000007349	15.22065	17.68367	0.34067	1.37451	2.17256	2.3928	0.6761	0.86201	1.274	1.62997	5.79177	2.42887
ENSGALG00000007350	77.72636	69.84718	63.57748	55.95325	30.0389	41.98811	64.11242	48.65789	15.54965	26.52076	57.18279	26.09085
ENSGALG00000007351	14.84564	12.80373	13.28923	13.57952	11.00331	7.61473	14.52247	11.25503	13.71943	3.46281	5.17307	12.68448
ENSGALG00000007352	48.85167	49.87369	53.47705	47.77186	12.12346	10.00178	14.22467	13.24592	7.6383	3.87783	13.31896	16.96142
ENSGALG00000007353	15.2461	15.62355	7.2934	11.05421	4.51851	4.52214	8.31856	7.74171	4.49239	3.08977	16.0505	18.03583
ENSGALG00000007354	84.50331	79.12507	39.31606	36.10233	0.10894	0.03862	0.09831	0.11603	0.04745	0.02255	11.17309	13.38836
ENSGALG00000007355	16.83484	10.28462	11.54065	9.3558	21.81259	17.31192	15.9625	21.19612	10.47992	7.93853	11.87772	11.14395
ENSGALG00000007356	0.1381	0.18987	0.12984	0.06657	0.49504	0.24322	0.37799	0.3895	0.37355	0.30774	1.59127	2.79832
ENSGALG00000007357	18.21371	21.16093	83.60985	99.16032	23.44244	17.13208	40.20754	28.82734	22.54558	6.18573	4.62043	2.87418
ENSGALG00000007358	3.52438	3.33909	4.41685	7.22147	4.7088	3.68113	0.23773	0.42102	0.30153	0.32751	1.44492	1.04388
ENSGALG00000007361	98.80424	105.89378	1.56992	3.31837	0	0	0	0	0	0	0.48093	0.37317
ENSGALG00000007362	14.51226	10.66847	9.27084	13.70681	4.85788	10.20175	13.55408	12.30871	5.91765	13.35386	30.26533	8.3809
ENSGALG00000007364	25.48107	32.28916	34.82315	43.56697	87.21244	105.69087	89.99837	88.17471	53.12198	34.48184	21.56436	28.45933
ENSGALG00000007365	5.50869	4.56401	3.97196	4.94303	3.07835	1.41718	11.86275	11.48858	8.32598	6.77516	58.29463	52.27028
ENSGALG00000007366	59.21973	51.983	59.43208	48.31144	0	0.02787	0.04725	0.10041	0	0	0.69261	0.77306
ENSGALG00000007367	0.10956	0.1005	0.06872	0	0.15108	0.03212	0.51794	0.27032	0	0.05634	1.15719	1.28417
ENSGALG00000007370	7.41632	6.55329	3.9003	6.37857	1.60615	4.27492	10.08001	6.34746	4.15431	10.16565	17.08479	4.83913
ENSGALG00000007371	1.50548	1.83942	1.02908	0.791	0.20121	0.10711	0.04534	0	0	0.03123	7.67183	3.87747
ENSGALG00000007373	4.61822	4.31032	5.35906	5.19012	3.67728	2.86112	10.84924	10.12705	5.92065	5.2753	3.11951	3.43072
ENSGALG00000007374	8.28858	5.45308	6.39229	6.55119	0.23431	0	0.84582	1.19838	0	0.29132	20.72636	5.57109
ENSGALG00000007376	0.52195	0.78272	0.23792	0.36565	0.15695	0.05574	0.04725	0	0	0	62.67039	82.69499
ENSGALG00000007378	57.3858	55.84391	52.18778	59.19244	117.20457	113.25979	93.81268	59.41836	26.48982	26.45202	30.4174	31.46522
ENSGALG00000007379	23.95474	26.0438	37.1442	30.84851	19.02431	17.45478	25.6516	40.20712	17.49413	14.12199	99.88499	107.43781
ENSGALG00000007380	25.8069	30.96432	10.17956	13.10033	7.72716	7.13716	10.11359	9.68366	3.24673	2.38585	2.49492	3.0233
ENSGALG00000007381	11.20041	16.26186	6.47141	18.70596	18.04175	29.96522	403.49528	199.92443	637.55765	2012.49851	65.6227	16.00313
ENSGALG00000007382	4.58031	4.25802	2.82852	3.70884	0.36591	1.01299	30.44757	46.22691	15.7972	46.17813	24.00899	9.70238
ENSGALG00000007383	15.51996	17.64113	11.45311	25.05581	135.87328	288.36915	7.64012	14.40752	2.1058	4.03976	10.92109	7.38836
ENSGALG00000007386	32.62631	35.34977	48.38567	55.42492	24.86946	15.96348	42.67496	20.50762	24.30586	7.48345	16.24215	49.10656
ENSGALG00000007387	9.57599	9.09328	10.71572	9.86166	3.68327	3.51378	5.92391	5.29227	4.4725	2.56172	11.79832	14.88482
ENSGALG00000007388	10.8173	7.39417	5.49584	4.506	0.06445	0	0	0	0	0.08013	0.08978	0.09287
ENSGALG00000007389	2.75679	3.21518	2.78181	4.10403	1.49991	3.10983	5.20077	3.38154	1.75566	2.99358	16.96297	11.17677
ENSGALG00000007392	2.21759	2.06403	3.08459	2.81835	7.15535	10.49359	18.40165	15.12259	1.48193	2.49852	2.10401	1.32807
ENSGALG00000007393	16.3871	20.33332	12.3318	16.35193	7.39095	5.79822	13.02788	10.72129	9.47075	5.31996	5.99078	15.75743
ENSGALG00000007394	7.23585	7.63302	20.2453	16.25028	7.0963	7.99967	11.678	13.58048	6.3405	6.71795	1.09832	1.03593
ENSGALG00000007395	0.2746	0.88068	0.48759	2.02796	0.1262	0.32233	36.99789	48.25816	48.73039	75.06102	1.45849	2.99928
ENSGALG00000007396	34.61614	31.4274	26.59155	26.05871	11.90875	9.06716	21.17513	17.305	15.41689	15.31113	10.63263	12.60295
ENSGALG00000007403	708.57463	725.92616	368.47144	442.74555	112.25477	155.80643	338.6347	322.76246	255.51851	398.72161	281.84516	159.73902
ENSGALG00000007404	18.05677	21.99087	14.3805	18.96494	6.4861	6.70047	19.53032	21.51282	25.79061	26.82674	66.46602	42.10472
ENSGALG00000007406	0.07304	0	0	0.42207	0	0.08574	10.53576	3.0884	0	0	0.05609	0.05802
ENSGALG00000007408	6.28405	5.48938	6.18252	5.35556	0.77701	0.41357	6.23283	3.97382	1.22823	0.44274	3.11174	3.94987
ENSGALG00000007409	9.28191	3.88823	4.6529	4.08742	4.09332	12.91851	13.06103	5.98152	1.72119	1.90845	1.52733	1.15866
ENSGALG00000007410	4.69765	4.57318	3.80249	4.41235	0.15496	0.19247	1.87661	1.10652	5.73621	6.07788	5.01968	3.45245
ENSGALG00000007412	0.41984	0.20978	0.04777	0.25734	0.5049	0.04474	12.26469	11.19004	0.19265	0.18309	0.99636	1.00041
ENSGALG00000007415	8.87303	4.59367	0.18842	0	0	0	0.14959	0.28263	0	0	0.42345	0.23894
ENSGALG00000007416	2.0944	4.299	1.31238	2.50162	5.81873	2.70426	12.16924	15.41122	6.64534	4.44973	2.73399	2.99454
ENSGALG00000007417	0.74427	1.77326	0.3731	0.64525	0	0	0	0	0	0	16.53551	27.175
ENSGALG00000007418	1.8774	5.65271	3.02507	4.13368	11.38425	7.55561	26.95179	35.53939	15.66621	19.66832	13.90176	4.90012
ENSGALG00000007419	0.21679	0.79462	0.38818	0.29837	0.61466	0.50893	11.6478	12.52996	25.43826	34.19511	1.45072	1.52531
ENSGALG00000007420	0	0	0	0.47048	0	0.1911	0.16198	0	0	0	0.50006	0.12932
ENSGALG00000007424	27.06248	11.97203	18.24411	13.12433	10.59714	5.3674	25.16173	15.78586	17.69868	10.23315	20.20791	23.42432
ENSGALG00000007426	3.56633	3.29421	0.85815	1.67647	0.22023	0.20097	0.08518	0.04023	0.02058	0	0.10956	0.22667
ENSGALG00000007430	41.23453	45.00408	42.31954	46.25271	24.99612	23.95953	54.24747	50.59563	34.57621	33.0019	50.80938	59.1431
ENSGALG00000007431	27.55259	21.89545	19.3079	16.54311	14.3789	17.7921	15.40304	8.84162	12.45626	9.48436	3.74606	1.91776
ENSGALG00000007434	5.37293	6.87723	8.25644	7.66077	9.80217	10.48621	5.60026	6.28156	2.70602	3.71159	4.15855	2.5066
ENSGALG00000007435	41.63053	45.33291	34.57844	40.68739	32.83198	37.30947	29.44772	25.87285	26.99705	11.49606	17.36067	30.1242
ENSGALG00000007437	14.56784	15.60188	7.75016	8.37484	3.59452	3.55365	5.30342	5.69018	5.85907	3.06795	14.6041	22.23935
ENSGALG00000007438	2.47154	3.55902	1.90832	1.57308	1.38674	1.21746	6.9601	3.85735	1.25718	0.63525	27.90957	32.99044
ENSGALG00000007439	14.93901	16.38206	14.41747	16.34383	7.07176	7.28627	9.71696	14.05884	4.32708	4.90663	8.83409	11.76814
ENSGALG00000007441	44.03818	35.13415	27.20898	35.59831	0	0.09036	0.30638	0	0	0	1.24149	1.34541
ENSGALG00000007443	4.44189	3.99907	8.9199	10.23418	10.36729	11.98301	72.57315	57.16075	7.69896	7.31707	13.7236	7.07754
ENSGALG00000007447	2.07491	2.91544	3.03375	3.73089	3.69829	3.81561	2.71819	4.58232	1.89526	1.20876	7.70094	6.09827
ENSGALG00000007448	19.83748	12.92199	20.96695	31.65663	5.13833	16.13134	1.30793	3.53764	1.12028	7.28934	2.8447	0.66446
ENSGALG00000007454	0.34275	0.83755	0.14318	0.99049	0.6298	0.53643	1.36407	1.28843	0.41195	0.78302	2.01775	0.81678
ENSGALG00000007456	5.02975	5.15587	4.75431	4.63974	3.99447	3.20207	5.38606	4.32625	3.13531	2.86289	23.76305	12.93408
ENSGALG00000007458	0	0	0	0	0	0	0.94254	2.00305	0	0.06495	2.0368	1.05352
ENSGALG00000007462	39.18018	37.94966	39.30672	45.07492	37.93675	28.83312	428.2006	312.21348	151.81095	121.53247	31.95693	29.10695
ENSGALG00000007463	17.95742	13.7453	22.50469	19.74014	195.76852	253.56222	40.46285	150.84165	33.4406	65.5183	13.14047	3.10458
ENSGALG00000007465	9.09046	8.17591	5.90723	6.72976	4.17596	8.69446	15.82807	8.54308	8.37643	8.19168	24.69048	9.76175
ENSGALG00000007466	0.10456	0.09582	0.26208	0.65479	0.97998	0.42957	39.74342	29.62871	21.98129	10.49922	0.20073	0.20764
ENSGALG00000007467	5.94023	8.01121	3.37108	4.3186	1.11216	1.31557	5.24124	3.7919	2.18227	1.99718	33.73806	17.62816
ENSGALG00000007468	154.63113	85.44108	177.43847	115.87359	1157.83744	1880.82773	406.95938	961.70326	419.89011	551.71829	51.12032	34.89864
ENSGALG00000007470	17.59701	18.03844	9.71826	10.91759	12.82429	12.95338	25.52033	18.49932	12.04455	7.9721	59.54729	98.79458
ENSGALG00000007471	2.54331	2.6717	7.77392	8.42531	2.49621	3.64063	12.03501	12.67931	6.41913	6.71721	13.69465	6.18395
ENSGALG00000007472	0.82786	0.75852	0.25941	0.29898	0.4563	0.12148	0.10297	0.14589	0.14927	0.99283	24.95009	4.60299
ENSGALG00000007473	8.80372	6.65009	5.74016	6.47488	6.55818	5.51601	9.05515	6.28892	8.23606	8.92821	5.84671	7.0404
ENSGALG00000007474	19.06766	19.37595	16.67994	15.36697	6.03602	7.42363	19.53487	14.23792	12.38892	9.316	41.53392	55.11171
ENSGALG00000007476	27.04969	27.35165	24.09823	22.32433	8.5037	9.6432	23.66502	27.20766	10.60692	8.40885	92.865	77.31283
ENSGALG00000007477	27.39457	29.55559	15.54636	17.62572	5.5276	6.24916	13.67951	13.40668	7.23112	6.94329	88.15326	129.08656
ENSGALG00000007478	0.16568	0.15182	0.10382	0.1596	0.27411	1.75076	54.90703	53.03037	228.8577	455.73962	16.09808	5.13398
ENSGALG00000007479	32.34424	30.20482	23.5163	31.51345	44.57463	79.55458	80.57526	88.84009	38.90385	94.08501	87.78272	36.43053
ENSGALG00000007480	1.46704	1.43801	1.75299	3.05631	0.677	1.08123	1.42562	1.01	0.61504	0.77164	6.68045	3.9837
ENSGALG00000007481	44.54893	45.45859	24.54059	30.80953	5.93706	3.35205	34.90718	24.49856	22.6527	15.993	32.51724	33.76704
ENSGALG00000007483	24.63181	24.14916	11.02183	11.54715	1.62176	2.0206	6.69515	7.05922	2.7084	3.58227	18.36186	8.5773
ENSGALG00000007484	181.11171	155.65628	171.10688	179.6795	334.71932	327.37356	121.63166	152.27845	109.36005	152.84388	415.2594	300.40167
ENSGALG00000007485	7.56954	4.77788	11.25775	9.56083	11.70449	16.1852	9.15643	10.62627	9.89813	4.34837	11.98712	11.22735
ENSGALG00000007487	0	0	0.13904	0.10688	0	0	0	0	0	0	13.71232	12.24644
ENSGALG00000007488	0.25906	0.28491	0.38964	0.44925	0.11422	0.06087	2.42294	2.19127	0	0.03554	1.75063	1.68745
ENSGALG00000007489	47.17115	42.35308	23.92676	52.46062	0.95885	1.84725	5.89234	3.09425	2.15033	5.1943	5.34273	1.74361
ENSGALG00000007490	10.91643	10.46513	8.20839	11.04139	5.83258	7.73758	21.72253	13.67204	9.93107	12.97782	15.24995	11.30617
ENSGALG00000007491	19.60994	20.86118	17.16792	17.77423	5.90043	3.93797	12.63643	11.93572	10.19559	5.74825	16.49978	16.75098
ENSGALG00000007492	26.9595	27.78682	30.84265	27.74389	20.71779	17.13857	21.27281	22.27561	51.06734	27.78871	81.10714	136.59104
ENSGALG00000007493	7.82573	5.21539	6.53827	4.74006	0.45759	0.13923	11.50235	5.76658	6.49845	10.36116	4.3704	10.4076
ENSGALG00000007494	17.68015	18.87151	14.42881	14.55125	12.35038	9.72906	17.22498	15.91089	12.74972	5.27348	31.30191	74.08579
ENSGALG00000007495	0.18921	0.08664	0	0	0.15648	0	0.04704	0.06664	0.03409	0.16208	0.98075	1.23994
ENSGALG00000007498	4.58276	5.00366	1.22204	3.47529	0	0.11448	0.09704	0	0	0	2.62059	0.85197
ENSGALG00000007500	12.27869	12.46086	23.56433	21.20204	9.15288	13.55242	2.77158	4.10771	5.36565	2.5623	4.10925	5.67749
ENSGALG00000007501	0.60745	0.63617	0.10875	0.33437	0	0	0.25902	0.24466	0	0.05947	5.26432	1.30972
ENSGALG00000007503	0	0.09796	0	0	0	0.06274	35.22437	38.07077	91.5158	114.13583	1.76584	1.14698
ENSGALG00000007504	4.92945	5.87244	11.42882	13.05838	0.27176	0.86788	1.96189	0.69495	0	0	4.54243	2.54525
ENSGALG00000007505	0.15194	0.18558	0.1269	0.19508	0.66983	1.4858	847.76583	434.37522	0.80324	0.93693	0.62205	0.28157
ENSGALG00000007507	0.83744	1.68096	0.59968	0.96034	0.13195	0.14048	0.23805	0.28113	0	0.51929	14.33151	18.72152
ENSGALG00000007508	3.76438	3.61386	2.7706	5.35289	3.42559	6.66298	0.47556	0.50538	0.56014	0.32759	1.00945	0.33223
ENSGALG00000007509	14.3403	16.34401	19.03874	18.00111	15.01974	12.70342	16.49728	21.44693	5.28373	4.1617	13.91967	28.70935
ENSGALG00000007510	30.77255	35.29182	9.93697	16.73091	8.32562	4.21043	6.7621	3.45974	4.90111	1.55269	13.91713	70.48293
ENSGALG00000007511	7.9945	10.39059	6.42645	7.67031	6.1101	3.02834	17.93647	17.69015	21.03916	19.62447	4.13337	3.28905
ENSGALG00000007512	17.50085	18.00156	33.52025	27.1212	20.03552	13.55742	24.86129	15.9208	10.91305	5.17489	166.59716	269.36862
ENSGALG00000007513	22.1968	21.26961	23.4401	25.50618	16.02484	7.93543	20.96368	13.02423	16.25053	7.33611	11.76693	17.27394
ENSGALG00000007514	10.34358	11.71796	8.54693	12.15374	5.79596	6.73784	15.12611	16.90439	11.39357	20.95575	17.41307	13.70156
ENSGALG00000007515	0.9798	1.39664	0.68214	0.4195	0	0.12773	0.10827	0.46035	0	0	0.50162	0.17297
ENSGALG00000007516	7.61139	8.76075	9.87292	9.24882	4.68203	5.12931	10.16529	7.9532	5.57758	3.9651	29.31811	29.64363
ENSGALG00000007519	17.7614	18.68924	18.191	19.46926	9.2509	11.46671	35.28263	25.98752	35.62048	21.44972	60.50515	114.98637
ENSGALG00000007520	37.5825	36.92927	31.59166	36.64562	17.00717	13.93613	42.63354	25.98856	18.08805	13.95321	146.0628	143.35685
ENSGALG00000007522	2.05479	2.01134	1.9314	1.19214	1.23566	1.20596	12.91717	10.43445	1.46496	0.88015	1.36275	1.87335
ENSGALG00000007525	0.27961	0.17075	0.03896	0.02995	0.47954	0.29171	0.12363	0.13133	0.08961	0.02131	3.95995	1.94947
ENSGALG00000007526	0.42655	0.09777	0.33413	0.05139	0.17632	0.12523	0.37132	1.12738	0	0	1.1464	0.72003
ENSGALG00000007527	10.37308	9.43107	38.43871	37.04975	2.33209	1.95774	2.20576	2.29378	1.27607	0.89212	2.03042	2.31038
ENSGALG00000007528	21.28929	21.29753	33.86627	31.93665	11.87025	8.19852	19.66444	13.54356	11.17335	6.29206	18.73691	23.84028
ENSGALG00000007530	0.12894	0.05913	0.04043	0	0.21318	0	0.19239	0	0.02327	0	0.89089	0.51196
ENSGALG00000007531	15.44266	11.32084	10.70865	12.1484	3.97264	3.14195	13.0087	10.08623	5.79081	6.06802	5.02001	2.37161
ENSGALG00000007533	14.22094	12.1055	13.93201	13.21213	11.85851	12.6678	40.68787	49.81185	14.83617	21.37302	15.90913	14.88025
ENSGALG00000007534	32.41229	30.23352	22.49256	27.86708	12.74716	7.2684	20.45622	9.13806	12.94268	6.36584	9.02697	19.63658
ENSGALG00000007536	0.28003	0.64144	0.78956	1.21378	0.30874	0.65741	62.1287	22.10511	2.01926	2.63878	1.0751	0.61168
ENSGALG00000007537	2.1125	3.48447	0.59567	0.45786	0.58226	0.21697	1.60265	0.89338	0.85691	0.21717	54.78804	159.43361
ENSGALG00000007538	0	0	0	0	0	0	0	0	0	0	0.20629	0.12805
ENSGALG00000007539	0.19017	0	0	1.09891	0.20966	0.11161	2.36467	3.61839	0.4799	0.58643	1.31401	0.22659
ENSGALG00000007541	32.64355	37.03894	29.41832	26.95803	7.96628	6.93157	9.41524	10.54762	5.87189	3.41874	7.97067	13.83925
ENSGALG00000007543	6.92706	4.97342	1.253	0.75674	0.31496	1.00586	9.16576	11.37556	0	0.19579	19.30286	7.82826
ENSGALG00000007546	0.09327	0.17095	0.11689	0.14965	0.5825	0.14598	1.02041	0.96377	0.89645	0.21301	0.28642	0.32098
ENSGALG00000007547	53.16751	55.86656	34.64809	54.35666	4.22045	5.15906	34.56076	23.38394	28.93452	18.75394	14.37116	14.64098
ENSGALG00000007549	58.52585	63.15417	62.14985	56.61122	32.69803	29.89035	26.12197	41.97915	19.50271	8.99696	9.10031	14.82071
ENSGALG00000007550	3.61531	2.909	4.80716	3.99224	1.36103	0.9315	7.85222	7.20961	1.93948	1.32953	0.81256	1.33086
ENSGALG00000007551	0.37065	0.33974	3.4841	2.94584	0	0	1.38304	0.65322	23.85712	27.81818	1.49438	0.58893
ENSGALG00000007552	45.59529	51.78064	31.11381	34.83233	5.69523	5.07357	50.18996	54.09439	3.38302	1.8786	6.35487	7.24373
ENSGALG00000007554	9.04968	8.66182	8.9243	10.00361	2.68709	1.96536	5.5669	4.48145	1.60478	0.6972	2.00172	4.2256
ENSGALG00000007555	12.60686	20.13876	17.72077	16.4108	12.02086	16.49778	23.89989	30.13951	12.59255	22.12605	32.44358	26.05052
ENSGALG00000007556	9.59249	6.59271	6.61192	10.85739	1.85079	5.62987	9.78264	2.70445	3.63164	6.24565	16.38941	9.14373
ENSGALG00000007557	17.7104	17.88955	13.8689	17.99854	8.16256	17.01509	17.75668	19.00589	5.0159	9.56091	21.63393	9.48713
ENSGALG00000007559	5.46705	6.67975	5.1114	5.6007	7.55823	11.91777	13.03731	13.08922	7.94743	5.29325	4.73122	3.65342
ENSGALG00000007561	10.0233	9.03434	7.65355	8.67916	4.61958	5.52913	8.5013	10.30762	3.51532	5.83728	61.99522	33.67519
ENSGALG00000007562	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000007564	2.20545	2.83718	4.30529	3.61571	2.10424	1.1451	4.00885	2.3915	3.21141	1.40981	1.41671	3.30165
ENSGALG00000007565	73.16354	55.29438	42.37919	49.1646	11.29562	10.40297	5.56583	4.96191	1.40514	2.15393	8.6879	7.23968
ENSGALG00000007566	0	0	0	0	0	0	0	0	0	0	0.2753	0
ENSGALG00000007569	4.05049	4.98278	6.11913	4.32927	5.0774	4.75448	5.13413	4.61474	5.76178	2.39577	12.7821	12.6054
ENSGALG00000007570	0.02342	0	0	0.06759	0.30968	0.05499	2.11921	2.83759	0	0.14434	91.16335	56.63433
ENSGALG00000007572	16.39317	17.24226	8.99062	14.06365	8.29087	10.74768	13.14843	15.08071	7.82812	12.29193	32.81151	13.04683
ENSGALG00000007573	0.48969	0.40785	3.3472	5.01689	0.14721	0.26121	0.84148	0.87852	0.41732	0.57964	3.11051	1.44969
ENSGALG00000007574	21.10232	28.90069	12.21464	16.29746	16.67601	20.56074	15.6896	20.28518	10.74176	6.58542	16.66331	28.99658
ENSGALG00000007575	9.00528	6.69634	12.0257	10.02566	3.66214	2.38268	5.76511	5.98302	3.35346	1.0118	8.27549	9.85047
ENSGALG00000007579	1.65689	2.85787	1.64891	2.2532	2.52509	0.62917	2.27875	1.57992	3.02213	2.0039	6.13689	5.96125
ENSGALG00000007581	11.6097	13.52205	15.86408	16.20033	8.57308	7.6416	12.41481	13.56173	8.29388	5.92426	88.42853	129.39751
ENSGALG00000007582	7.51907	8.06663	4.78047	6.14769	14.27454	15.45604	3.64929	5.01535	2.27472	2.89084	53.6825	37.701
ENSGALG00000007585	11.07849	8.21825	7.82342	8.46961	13.95899	26.31771	70.94686	80.31619	35.06311	110.09545	153.33104	34.0833
ENSGALG00000007588	80.68547	72.22228	40.59629	40.83284	0	0	0	0	0	0	0.4896	0.53911
ENSGALG00000007589	29.72142	22.19694	20.5793	28.12913	17.6128	29.30518	44.65265	31.94668	24.3265	42.42027	74.91621	31.22306
ENSGALG00000007590	5.2295	5.55767	10.66435	9.16584	2.59282	1.2712	10.51383	13.60945	2.8228	1.53751	4.27703	6.24333
ENSGALG00000007591	8.50175	8.26002	7.31702	8.83096	3.67024	3.78737	8.50978	6.13672	3.06544	3.2995	10.3826	11.14708
ENSGALG00000007592	11.35501	11.08764	12.59749	13.08987	6.15693	9.39561	11.66815	11.54592	7.92003	17.35071	22.299	9.3156
ENSGALG00000007593	16.16807	14.95225	15.85901	13.50927	0.3611	0.31458	0.59252	0.41967	0.42945	0.26526	16.55383	31.62271
ENSGALG00000007594	0.2302	0.10557	0	0.22175	10.91421	15.2007	1.088	1.46044	0.16601	0.15777	3.62407	1.50873
ENSGALG00000007595	9.12783	11.53159	13.49393	12.37805	2.49139	2.91261	3.2624	6.12126	2.52434	1.94355	4.4233	4.36447
ENSGALG00000007596	0.28152	0.2211	0.05044	0.13559	0	0.09436	41.03525	49.80553	19.06904	8.58611	0.20073	0.09583
ENSGALG00000007599	5.02784	3.94053	5.76205	4.81134	2.6622	2.4073	5.43023	4.98923	1.83667	1.4282	93.19315	54.4683
