Ensembl.Gene.ID	brain_GSM1064856	brain_GSM1064857	heart_GSM1064858	heart_GSM1064859	mesonephros_GSM1064860	mesonephros_GSM1064861	liver_GSM1064862	liver_GSM1064863	testis_GSM1064864	testis_GSM1196057	female gonad_GSM1064865	female gonad_GSM1196056
ENSXETG00000000002	1.6714	1.2164	2.30496	2.52963	5.19615	7.00002	2.88383	3.92084	3.54678	5.08446	13.08574	26.48743
ENSXETG00000000003	0.58216	0.23427	0.20294	0.62353	0.42132	1.29413	0.61813	0.38151	0.21018	0.14461	0.71858	0.62782
ENSXETG00000000004	0	0	0	0	0	0	0	0	0	0.02701	0	0
ENSXETG00000000007	2.36491	1.2634	1.59602	1.00716	2.31969	1.71846	1.17205	0.76205	5.33672	14.40727	1.25594	3.8293
ENSXETG00000000009	0	0	10.23105	3.44176	0.02255	0	0	0.02269	0	0	0	0
ENSXETG00000000011	0.09582	0.5011	0.17362	0.25011	17.7546	15.43479	0.24794	0.18134	0.44956	2.37156	5.63593	17.45766
ENSXETG00000000013	7.28587	10.84907	23.37349	20.48676	56.71903	56.36091	20.68927	13.91229	34.26617	25.52659	29.71118	13.26777
ENSXETG00000000014	29.96374	15.54982	0	0.05154	0.11143	0.20744	0	0	3.16808	1.52979	2.16432	0.2372
ENSXETG00000000016	0	0	0	0	0	0	0	0	0	0.0667	0	0
ENSXETG00000000020	1.43726	0.62343	0.12706	0.24407	11.04868	6.78416	1.02824	0.63046	9.37715	18.26309	0.78124	2.49224
ENSXETG00000000021	3.61977	2.6217	0.25232	0.46261	1.19079	2.01715	0.78614	0.64694	10.14484	17.27468	72.14017	145.64395
ENSXETG00000000022	49.31371	47.89808	43.49646	38.55927	38.46526	41.10765	19.81699	17.00581	43.7634	20.86979	80.82866	38.93436
ENSXETG00000000026	0.03773	0.67072	0	0.03283	0.03549	0.56142	0	0	296.75942	191.11391	121.09143	131.4517
ENSXETG00000000029	3.25306	2.57104	7.41518	9.23456	6.8162	5.68495	1.62991	0.7799	2.57331	3.27227	5.86314	1.66429
ENSXETG00000000035	17.21663	14.00403	16.41113	14.05453	16.23902	11.01672	9.80171	7.19032	11.3585	24.97509	17.65649	39.2527
ENSXETG00000000036	10.13733	8.85795	26.09902	20.50098	37.82515	28.44744	10.78275	7.57839	20.27298	57.28768	22.02724	63.67433
ENSXETG00000000037	125.68485	108.93238	36.33374	26.3875	65.36031	54.98808	35.31854	26.38961	81.65034	112.501	34.89838	49.83295
ENSXETG00000000038	12.1445	13.12884	13.29872	14.97227	31.32629	26.67581	23.57334	21.07519	124.24569	271.2537	67.84347	106.00202
ENSXETG00000000039	0.11022	0.17299	0	0.1439	1.55568	0.48264	1.14117	1.04345	0.10345	0.35598	0	0
ENSXETG00000000040	61.427	56.96911	32.25563	26.87733	251.42634	161.42632	71.29574	72.92411	69.06548	48.2876	129.77089	98.71696
ENSXETG00000000041	0.01935	0.08101	0	0.01684	0.0182	0.0848	0	0	3.10816	3.89805	0.17265	0.05817
ENSXETG00000000042	11.707	12.7395	15.8501	13.70664	14.06655	15.35705	9.49118	11.03694	42.09888	26.11408	16.84863	9.08633
ENSXETG00000000043	18.51207	18.88604	8.89943	9.2369	19.18607	14.89356	11.13959	11.66872	16.78692	54.24721	16.5769	80.00626
ENSXETG00000000044	3.89164	4.37073	1.14101	2.19137	5.00756	4.36014	3.25861	4.44213	8.75569	10.71903	14.2339	10.0861
ENSXETG00000000046	0.10769	0.03756	0.0976	0.21868	0.06755	0.18861	0.06194	0	2.42592	1.93205	0.032	0
ENSXETG00000000048	0.02193	0	0	0.03816	2.66107	2.82243	0.13241	0.22829	0.30869	0.44842	0.07818	0.02196
ENSXETG00000000049	4.37583	2.82904	8.55492	4.15037	4.302	3.74578	3.0964	0.97732	34.24145	98.01475	2.71743	11.3236
ENSXETG00000000050	4.99077	4.27656	0.97314	0.89202	1.13659	1.31432	0.40005	0.21944	8.97919	11.57173	4.85148	0.62314
ENSXETG00000000051	2.83728	3.35493	1.7993	2.25657	2.99351	5.04052	1.52374	1.81415	4.10333	1.84053	26.60481	4.82928
ENSXETG00000000052	32.68297	24.14382	3.06902	2.14681	3.48834	3.02949	1.93932	2.11401	38.08801	43.02091	17.09839	22.74375
ENSXETG00000000053	2.17343	2.21213	0.20698	0.37829	0.18025	0.54838	0.20339	0.16736	0.09679	0.42823	0.13136	0.15492
ENSXETG00000000054	8.29928	7.05124	3.01316	3.0168	5.72284	6.30844	3.5021	2.68368	12.28926	12.17952	38.91021	20.45363
ENSXETG00000000055	0.20077	0.27464	0.11196	0.25534	0.11624	0.24339	0.13324	0.42388	0.11596	0.29918	0.09634	0.01544
ENSXETG00000000056	26.11274	26.76434	31.3811	38.07172	76.76576	77.64785	57.91845	72.89859	61.73475	46.48019	93.0445	103.68231
ENSXETG00000000057	1.09612	1.20869	3.51697	3.37727	6.74506	7.10816	4.08917	6.44963	5.06062	3.69906	10.95961	63.60106
ENSXETG00000000060	6.483	7.61715	4.17589	3.92322	6.68131	8.15764	2.51253	1.77488	18.29218	35.72948	8.00202	12.70388
ENSXETG00000000061	129.46452	103.28543	0.88835	0.57887	9.15677	7.2045	0.75508	0.5302	62.95862	52.98437	42.78719	28.08025
ENSXETG00000000062	15.37465	15.06761	21.48707	18.37752	17.226	15.71795	9.25664	10.75295	12.369	11.29784	45.08086	23.36349
ENSXETG00000000063	0	0	0	0	0	0	0.03268	0	0	0.04078	0	0
ENSXETG00000000066	0.7394	1.01962	0.12185	0.35098	5.43859	4.20856	2.52245	1.78149	2.99669	12.66166	16.02838	46.20609
ENSXETG00000000067	0.3435	0.29949	0	0.0166	11.43703	2.17249	4.24754	0.83093	0.2866	0.39028	2.02443	0.32486
ENSXETG00000000068	3.91851	4.35971	1.32461	1.25848	2.13591	2.85951	1.82439	1.07448	8.33357	7.95043	14.01401	11.10179
ENSXETG00000000070	17.73924	15.17252	4.91386	4.67864	9.61843	9.27487	5.39232	4.48644	27.04438	27.01173	26.29431	12.44111
ENSXETG00000000071	8.99951	8.69581	3.56046	3.5793	5.67167	5.60151	4.01434	2.59161	29.01667	18.51535	33.30505	11.70411
ENSXETG00000000072	4.28136	2.7591	2.07962	1.25189	2.8035	2.75937	1.68424	1.19956	7.87608	24.14842	25.2198	48.80439
ENSXETG00000000073	24.33789	34.68952	18.75003	28.71365	44.56657	71.04189	60.59324	85.70735	147.74034	83.98461	159.05369	100.97197
ENSXETG00000000074	216.28293	140.07124	1.08233	0.79713	0.15274	0.12184	0.02003	0	7.9011	11.34532	0.18606	0.60377
ENSXETG00000000076	54.86705	57.83681	55.41044	65.75442	31.78456	38.83682	12.09782	12.43849	24.71339	22.4838	0.17485	0.12274
ENSXETG00000000078	2.66477	1.51617	37.15576	38.85324	11.26002	5.77239	14.76125	6.06253	3.81749	14.34191	2.20877	3.27692
ENSXETG00000000079	0.54282	0.56789	0.32795	0.47239	0.62421	1.42604	0.78049	0.68509	1.01897	1.7529	0.3226	1.93265
ENSXETG00000000081	39.4346	32.85819	11.61211	4.1976	0.88338	0.77384	0.11117	0.03484	4.28536	3.4878	0.96826	0.01846
ENSXETG00000000082	36.30484	50.4885	40.33611	36.94891	64.89543	65.61101	49.79876	38.66395	95.81795	50.93827	116.21109	74.14518
ENSXETG00000000083	7.82412	8.18543	2.92331	3.79265	7.10292	6.28058	6.36498	5.87935	8.7286	16.32682	5.68992	15.36007
ENSXETG00000000087	73.66289	76.34057	40.26287	55.32793	39.50532	42.31153	10.94691	12.63505	27.99596	17.06458	4.40711	4.15841
ENSXETG00000000088	0.34366	0.62917	1.01215	1.27101	45.34636	80.04969	29.64722	23.90908	13.86977	69.26684	2.52739	10.75374
ENSXETG00000000089	2.43756	3.45253	0.91762	1.4686	64.03798	267.87349	6.14694	10.04578	8.694	19.8605	0.73544	4.24338
ENSXETG00000000091	41.57871	33.85204	12.34291	11.68699	20.05686	17.76066	10.96532	8.30783	22.31158	16.55011	81.85962	66.9629
ENSXETG00000000093	0	0	0	0	0	0	0.04613	0	0.05019	0	0	0
ENSXETG00000000101	0.52998	0.33266	0.57632	0.73792	4.78677	4.17684	3.20047	1.90627	0.69641	1.25502	0	0.95521
ENSXETG00000000104	0	0.21499	0.15521	0.11921	0.58002	0.56989	31.35047	16.92351	0.51438	2.32268	0	0.10289
ENSXETG00000000108	0.65051	0.79896	1.5123	1.15686	2.47476	1.46133	1.2688	1.31183	3.74314	6.08901	11.92591	20.61839
ENSXETG00000000109	957.12995	1135.91959	1897.97596	2182.66197	2232.42965	2279.87972	2021.38022	1593.85757	1201.75243	3120.45134	197.30737	793.17973
ENSXETG00000000110	1.46639	1.59426	0.49509	0.55049	3.21916	3.02144	0	0.05443	3.34644	3.43545	0.05126	0
ENSXETG00000000111	0	0	0	0	0	0	0	0	1.72976	1.2696	0	0
ENSXETG00000000114	0	0	3.05573	4.95171	12.39216	11.16505	1.27265	0.69816	0.14834	0.79393	0	0.21105
ENSXETG00000000116	23.71242	22.8672	7.24307	7.22436	11.21709	9.66707	6.20939	3.59462	59.1013	96.72635	108.80077	153.9183
ENSXETG00000000117	37.69523	26.16614	2.2076	1.75444	11.04458	7.41104	6.14161	5.12854	6.9775	12.13879	25.66562	30.34401
ENSXETG00000000118	0.91776	0.74678	0.86249	0.70991	1.15125	0.35718	0.29323	0.16089	0.28715	2.45138	0	0
ENSXETG00000000121	1.78114	3.11453	3.78171	4.25148	9.48001	7.08562	4.41216	3.46827	4.29878	3.99881	14.26729	7.03222
ENSXETG00000000124	31.03259	27.21443	8.30333	10.9549	121.0217	78.9438	15.19014	39.21607	8.1884	24.18452	5.82396	16.07571
ENSXETG00000000128	0.63778	0.89712	0.0039	0.29626	0.14597	0.75845	0.01859	0.33853	0.05664	0.22728	0	0.05177
ENSXETG00000000129	23.84021	17.0868	15.87548	15.93261	22.92548	27.79726	15.11272	10.97147	24.72509	18.57297	78.90304	52.88849
ENSXETG00000000130	8.73264	12.39875	2.43504	2.08779	11.42116	20.63047	0.0414	0	2.07159	4.02855	0.04278	0.04805
ENSXETG00000000132	795.01926	1026.33429	1947.82048	1919.22348	2333.68156	2089.99822	1699.63354	1207.18243	1165.18878	1811.83517	164.8933	483.26644
ENSXETG00000000135	48.85746	32.94307	75.64218	99.98134	6.121	7.9965	0.05035	0.11969	9.50183	13.46172	0.01734	0.03896
ENSXETG00000000137	0.19964	3.41154	0	0.17374	0	0	0	0	0.81202	0.2149	0	0
ENSXETG00000000138	43.82776	55.4109	24.56091	19.27257	19.88889	17.1556	8.35029	5.13078	145.86662	109.69006	315.52686	208.50107
ENSXETG00000000139	0	0.04959	0	0	0	0.04151	0	0	1.95709	1.78535	0	0
ENSXETG00000000140	76.33999	98.33043	40.50811	34.15375	31.65907	26.3884	14.2982	9.16841	285.19364	178.4025	519.7961	349.38116
ENSXETG00000000142	2.84528	1.67696	0	0	0	0	0.03459	0	0	0.34511	0	0
ENSXETG00000000143	6.24419	4.57791	5.74786	6.11857	7.17002	7.87909	1.90872	2.46658	5.90688	16.88266	1.92848	11.22513
ENSXETG00000000145	6.40035	4.87537	2.03141	1.71974	4.10694	4.21002	1.95926	1.61927	6.00731	8.57209	6.75725	10.83914
ENSXETG00000000147	3.33404	4.89921	0.02308	0.02217	0.04788	0.28974	0	0	38.26833	25.45046	39.45417	40.11353
ENSXETG00000000148	0	0	0.08635	0.08292	0.17929	0.08344	0	0	0	0	0	0
ENSXETG00000000150	7.63964	7.17008	4.54889	3.50415	18.79943	18.39138	5.73414	4.28139	13.46081	5.49216	12.03475	4.63965
ENSXETG00000000151	8.95657	7.37523	6.70288	7.0401	10.87313	10.17088	3.68893	6.67299	23.64675	78.7447	25.96161	62.14391
ENSXETG00000000152	0.32432	0.95795	1.22745	2.47361	5.04346	5.2121	2.36988	2.74472	1.93379	4.37383	0.64624	1.71923
ENSXETG00000000154	2.18074	1.30365	4.37601	5.86272	7.73058	10.26438	2.04929	5.19737	1.02341	1.34133	0.27771	0.03901
ENSXETG00000000155	7.42172	7.72049	0.36199	1.13441	100.98156	72.30122	8.25284	6.86598	10.16284	13.60143	53.4344	64.25407
ENSXETG00000000156	0.95672	1.27773	3.44962	2.60404	1.53212	0.78434	2.14243	1.4451	0.36301	1.13939	0.01816	0.18344
ENSXETG00000000157	2.13829	21.31331	1.57581	3.47628	9.88211	8.58056	5.02733	4.15931	94.76924	42.3915	44.38631	48.1882
ENSXETG00000000158	7.27894	6.23918	1.21547	0.9632	1.39662	0.95784	1.68503	1.04767	0.52553	1.05123	6.33784	13.3649
ENSXETG00000000161	27.5334	25.15282	3.56456	4.62102	3.83943	7.74991	1.8663	3.21123	16.56696	25.72095	50.53517	96.8414
ENSXETG00000000170	0.40772	0.19194	0.05542	0.23065	0.15345	0.37492	0.08795	0.34738	1.99003	7.06614	7.19673	19.74051
ENSXETG00000000172	4.06049	6.54148	1.07112	1.39354	50.6138	14.32311	27.18498	16.22209	10.57453	13.95353	0.10194	0.28633
ENSXETG00000000183	5.31186	4.25807	1.18781	0.96053	1.53606	0.90613	0.47613	0.41356	1.70505	5.81673	27.83722	62.17014
ENSXETG00000000185	5.30547	5.9086	2.48155	1.8468	3.47802	2.51781	1.97845	1.134	10.60186	11.79021	35.57816	33.0411
ENSXETG00000000187	42.10837	53.0663	85.34833	97.42195	218.09713	451.11861	164.30698	175.84555	55.44268	41.50051	76.56223	136.47038
ENSXETG00000000190	111.42684	119.47914	0.59634	0.509	0.75668	1.15248	0	0	29.30275	53.4384	2.73746	2.70888
ENSXETG00000000198	3.58264	2.4387	0.879	1.38868	3.63562	4.7128	3.71156	2.75439	11.90864	11.56913	9.19061	1.42558
ENSXETG00000000199	0.09953	0.31236	0.13529	0.3897	0	0.61003	1.33074	1.08328	0.14012	0.1607	0	0.19932
ENSXETG00000000201	9.07915	8.46896	2.63841	3.83133	6.29912	7.06224	4.39325	3.59121	9.26427	10.82113	13.08527	3.23021
ENSXETG00000000204	53.98587	45.31061	0.52577	0.45443	1.28276	0.53346	0.02503	0	1.85147	1.40513	0.02587	0.02906
ENSXETG00000000210	3.78083	3.2277	0	0	0.04222	0.00984	0	0	0.21058	0.31399	1.49015	0.82009
ENSXETG00000000213	5.83453	6.85362	0.60296	0.84624	0.57785	1.21008	0.79476	0.92045	1.48917	0.16527	1.04937	0.20502
ENSXETG00000000215	2.48351	2.37708	1.29296	0.78175	1.39202	1.94346	0.7294	1.10037	5.00922	18.31498	14.64953	56.45733
ENSXETG00000000216	6.66814	5.75085	3.68207	5.4493	4.81205	7.8694	2.9072	5.11277	8.83836	5.89135	56.73653	44.82517
ENSXETG00000000217	1.12159	0.77107	0	0.08366	0.03013	0	0	0	3.09792	3.86328	1.45685	4.42817
ENSXETG00000000221	21.96412	14.3698	1.77826	1.98303	1.84615	1.49658	0	0	5.28749	4.83752	0	0
ENSXETG00000000222	0.81888	0.64255	0.41741	0.26722	0.38522	0.2689	0.48568	0.24223	2.40186	7.9882	1.41436	5.27866
ENSXETG00000000225	0.33587	0.11711	0	0	0	0	0	0	0	0.32139	0	0
ENSXETG00000000228	0	0.06269	0	0	0.36636	0.49841	0	0	0.02809	0.41915	6.46215	10.04848
ENSXETG00000000229	104.74699	137.17207	80.24641	95.98373	111.54005	139.50258	87.28422	96.52408	294.58456	87.11172	116.00193	41.47629
ENSXETG00000000231	15.63325	8.53007	2.07626	2.58019	2.50424	1.44571	0.93014	0.70162	0.98034	5.04108	3.6342	6.7813
ENSXETG00000000232	8.28359	6.62227	2.07738	3.03766	3.97028	7.00299	1.25847	2.49039	6.84586	22.01108	5.66597	18.96321
ENSXETG00000000233	31.96351	62.45499	101.38321	161.33605	314.66742	343.01741	202.6581	277.16917	239.50667	46.43614	599.21337	132.94825
ENSXETG00000000235	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000237	102.99661	76.8495	28.03737	24.01795	26.15025	20.77037	19.8393	14.50724	32.60974	16.14108	0.30837	0.09035
ENSXETG00000000244	20.03998	20.69347	0.83522	0.45246	0.42243	0.35182	0	0	2.77259	5.24018	0.08427	0.26029
ENSXETG00000000246	25.81379	22.77787	30.85042	24.99906	53.23189	45.72024	13.4434	16.37007	21.59725	46.01005	34.24136	124.5764
ENSXETG00000000247	20.37306	23.03513	6.05195	7.49607	6.85215	7.71255	4.52964	9.27574	29.45503	26.85225	9.12383	7.58358
ENSXETG00000000251	6.38858	13.23616	3.00834	6.86777	63.40624	84.79451	87.37236	96.75552	20.75179	4.85418	0.44667	0.50174
ENSXETG00000000253	0.78062	0.68904	0.42004	0.95529	0.71148	1.08942	1.28373	2.79391	26.14686	15.67583	73.28246	106.03575
ENSXETG00000000254	3.00758	2.38574	1.97676	1.43806	2.54979	2.14167	2.96529	1.47033	3.41226	7.39968	8.60295	6.22177
ENSXETG00000000256	85.38945	129.11278	369.78708	368.58333	185.38671	159.55898	73.76022	66.57543	237.34272	322.70542	130.7847	202.70179
ENSXETG00000000260	0.14219	0.52055	2.70562	1.54651	1.07005	1.36947	0.85856	0.67288	1.26764	0.68865	4.43571	1.99303
ENSXETG00000000261	41.03176	28.24395	0.23123	0.08881	0.28809	0.26814	0.13208	0.24152	4.02364	5.16382	0.04551	0
ENSXETG00000000264	20.66895	16.91436	4.41219	3.51748	10.0256	12.14695	6.97393	5.47806	28.28045	22.34723	28.66138	15.08569
ENSXETG00000000265	24.75028	16.11304	0.19734	0.06318	0.32778	0.2288	0.07515	0.09619	2.16636	1.93754	0.32351	0.1744
ENSXETG00000000267	0.6388	0.5291	0.07237	0.02315	0.10016	0.32631	0.02295	0	32.82668	111.99535	61.35878	238.728
ENSXETG00000000274	0.31507	0.51796	1.68592	2.11505	1.29858	0.73573	0.2459	0.07101	11.99727	11.28812	0.16048	0.03003
ENSXETG00000000279	5.51591	3.91377	0.19797	0.11883	2.74895	3.51509	0	0.05168	39.93105	94.64583	0.38947	1.17579
ENSXETG00000000286	4.27287	3.43859	9.59122	5.00558	9.46261	4.49007	4.87712	1.68006	2.59136	15.31938	5.62558	37.35556
ENSXETG00000000287	0.41863	0.41969	0.03161	0.22771	0.22974	0.44297	0.22573	0.46229	39.20865	52.06294	64.29372	55.22643
ENSXETG00000000289	0.59054	1.02969	1.33796	0.85652	4.90786	4.22329	2.20766	1.86329	3.97234	3.70808	17.81099	6.30759
ENSXETG00000000290	50.05527	78.17314	51.53133	51.64504	52.66983	73.28906	38.69161	52.08074	126.13554	106.20847	230.60276	358.23687
ENSXETG00000000291	0.0891	5.5941	0.08075	0.3102	0.33536	0.70236	0.15378	0	0.41824	0.28778	0	0
ENSXETG00000000292	7.30919	9.64533	4.16503	3.84297	36.38967	22.23256	7.40434	3.49864	9.08218	7.01836	17.2025	4.44964
ENSXETG00000000293	2.06418	3.00136	7.13388	10.71729	22.38332	12.19377	13.70302	6.98771	5.05703	7.60728	0.65496	1.89181
ENSXETG00000000295	6.06438	18.82469	918.38674	672.5175	29.43868	17.8015	2.16148	6.87219	17.3698	3.034	0.81219	0.19959
ENSXETG00000000296	9.82118	6.11993	5.65796	4.67041	8.49959	8.50639	6.01889	6.18069	40.63345	107.27633	35.91312	80.86088
ENSXETG00000000298	11.06697	12.608	4.03018	5.17001	5.9407	7.37255	2.25509	2.47431	15.99523	21.66928	91.93721	189.07188
ENSXETG00000000299	0.19808	0.32231	0.03989	0.0383	1.28367	1.75366	0.83533	1.68729	8.03476	11.67811	9.67133	7.99906
ENSXETG00000000300	0.17433	0.41036	1.85637	1.40336	3.36244	2.86248	4.39923	4.78559	12.72228	24.30178	0	0.08728
ENSXETG00000000301	7.97572	7.66601	3.78921	4.21177	4.53377	4.46701	2.18234	6.72828	10.36062	13.34464	10.68808	19.59452
ENSXETG00000000302	2.29805	2.45967	2.91562	2.95366	2.8939	3.97835	2.15031	2.52665	8.5448	10.19911	2.37951	2.24804
ENSXETG00000000304	6.57167	5.98804	3.90629	3.32069	7.3131	6.93052	1.82884	1.20399	13.06577	9.27966	19.33855	18.11416
ENSXETG00000000305	16.91112	19.10045	0.23396	0.22467	0.43375	0.37144	0.22272	0.26187	2.07714	1.40941	0.18084	0
ENSXETG00000000307	36.37308	44.90229	20.87173	20.91823	31.68737	30.55063	17.85268	49.59315	22.25599	14.37812	21.51054	15.71577
ENSXETG00000000309	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000310	39.02303	35.28945	3.04691	2.32634	3.91516	3.23382	1.45026	1.17388	10.21716	14.68389	39.50351	36.95073
ENSXETG00000000311	2.87946	3.20268	1.73048	1.10785	1.65397	2.22953	1.20283	1.06156	5.77504	5.25279	21.42642	52.0514
ENSXETG00000000312	0.24516	0.35267	0.09721	0.37338	0.17302	0.61728	0.23797	0.66723	25.03983	10.5234	83.10705	19.65576
ENSXETG00000000314	0	0.10496	0.14547	0.03493	0.33981	0.17572	10.38706	6.83811	0.24483	0.3672	0.37567	0.32153
ENSXETG00000000316	1.63722	1.7632	1.57099	3.77147	5.1194	4.30112	22.55729	12.85368	2.4406	7.77497	0.04292	0.19286
ENSXETG00000000318	16.94857	16.28969	11.98788	15.82861	15.29764	26.90827	8.91556	11.21701	56.25912	38.11878	55.76682	75.33644
ENSXETG00000000320	2.59367	3.18953	4.94843	6.85061	11.17371	16.21772	4.67141	6.89147	7.43136	15.18385	9.61351	30.57384
ENSXETG00000000321	2262.25211	2782.86653	223.73079	322.28942	842.59819	784.68945	375.04347	506.44929	661.54248	422.27616	293.4846	305.43572
ENSXETG00000000324	12.46382	11.29468	9.74414	11.30486	15.73159	18.63925	14.00858	11.79782	26.73337	74.1199	14.98391	45.57185
ENSXETG00000000325	0.01225	0.07691	0.0111	0.01066	0.08069	0.2897	0.09513	0.0116	0.161	0.22421	70.94062	105.6604
ENSXETG00000000326	22.1557	19.19238	4.34318	5.87997	5.82108	2.7004	2.15198	0.61352	1.71448	2.26223	0.26262	0.33433
ENSXETG00000000327	0.08717	0.13679	0	0.11378	0.041	0.03817	0.22559	0.04125	0.04091	0.09383	0	0.34913
ENSXETG00000000331	0	0	0	0	0	0	0	0	0	0.53189	0	0
ENSXETG00000000332	7.19344	8.9275	10.67326	7.91711	9.28924	7.7197	6.87504	3.53806	13.56961	31.50384	24.45567	43.7132
ENSXETG00000000333	36.59582	42.99607	35.2222	39.46582	59.91897	61.44833	38.39339	39.55774	59.99249	33.46887	61.18101	40.07462
ENSXETG00000000334	132.19557	132.22773	9.16212	9.63082	52.93049	63.59286	29.52236	38.61121	1003.66493	478.79723	143.03397	51.16109
ENSXETG00000000335	8.36791	7.52276	0.02883	0.05537	13.20127	12.12008	0	0.27107	3.91212	7.70591	0.11344	0.54162
ENSXETG00000000337	7.61013	7.10419	0.10612	0.30566	348.08214	409.79512	0	0.11084	0.8791	12.35051	0	0
ENSXETG00000000338	13.55929	13.78477	9.00195	10.88878	51.60511	55.12057	8.30509	5.24508	16.87297	12.47893	38.92529	18.81942
ENSXETG00000000340	8.3053	9.86206	1.87371	1.67732	4.94553	6.38298	12.244	28.47731	9.555	17.0123	16.3069	31.38871
ENSXETG00000000341	20.4448	12.5935	12.94359	9.06228	6.74132	8.36611	0.78299	2.07993	3.58678	6.17022	2.8956	3.34827
ENSXETG00000000342	14.29922	8.72488	0.33068	1.96559	0.19617	0.59337	0.43468	1.03613	1.07632	4.20798	0	0.27837
ENSXETG00000000343	0.27262	11.49253	0.04359	0.20933	0.33193	0.39323	0.67794	1.16884	24.39925	18.8158	53.9097	21.02047
ENSXETG00000000344	10.31247	7.11252	1.48834	1.19656	5.35426	4.78287	0.98851	0.83154	8.03012	9.94928	14.77681	11.58846
ENSXETG00000000345	23.89224	34.65816	4.49342	7.5723	2.83556	8.68395	0.20969	0.39112	0.43342	0.73256	0.06501	0.07302
ENSXETG00000000346	63.40827	45.58638	12.56323	11.2841	24.2634	18.26579	9.76383	12.24342	10.75798	11.8207	2.28327	2.54874
ENSXETG00000000349	7.80633	8.67956	4.27914	4.47544	9.0152	9.87534	5.73479	3.49268	7.89515	9.1476	4.31719	2.78266
ENSXETG00000000351	5.32551	6.98962	0.26323	0.42132	0	0	0.08354	0	0.5453	3.02255	0	0
ENSXETG00000000352	14.72178	13.42192	3.60424	4.88455	4.82818	5.72971	3.8461	4.43252	1.44498	3.38339	0.0286	0.86718
ENSXETG00000000355	8.60941	7.8448	0	0	0	0	0	0	1.17301	2.09263	0	0
ENSXETG00000000359	215.01746	189.62771	311.56492	215.39725	358.67615	264.54384	316.58279	189.80011	652.32043	777.45103	415.26976	688.70579
ENSXETG00000000362	0.41949	0.21943	0	0.21905	0.47365	0.22043	0.07237	0.4368	2.55939	10.52149	0.07478	9.82979
ENSXETG00000000363	0.27386	0.25468	1.13755	1.46308	2.82716	2.9645	1.39134	1.21696	1.59943	2.82512	2.95677	1.79015
ENSXETG00000000364	1.55124	1.33306	1.15474	1.20531	8.91317	6.06435	1.72059	1.62568	4.57595	3.39919	0.04939	0.05548
ENSXETG00000000365	0.22485	1.4898	0.33964	1.76108	1.62186	1.44392	7.88844	7.80398	0.07036	0.08069	0.06683	0.07507
ENSXETG00000000367	6.68479	6.87054	2.60306	3.18137	5.83478	6.90567	3.46918	4.37494	9.42366	10.48418	16.98103	14.51189
ENSXETG00000000368	13.47578	15.54881	5.95192	9.30279	16.90079	19.10852	11.3102	15.81042	14.03259	20.48957	40.45497	48.73729
ENSXETG00000000369	23.80169	27.64458	10.68787	10.67959	19.98815	18.14197	11.07083	9.63335	32.20179	25.62042	95.69323	71.1544
ENSXETG00000000371	2.17075	1.37691	0.49568	0.95197	1.31866	1.31719	0.63408	0.48538	3.70592	7.89304	6.03388	6.26433
ENSXETG00000000372	4.80924	2.71351	1.78742	1.41075	4.01634	3.78554	3.33311	1.94366	3.39814	4.2461	19.65348	15.77287
ENSXETG00000000373	15.19162	17.29644	18.02166	15.85943	20.98665	15.85668	10.89216	7.06574	9.08617	17.54517	11.56695	18.97864
ENSXETG00000000375	12.31759	19.09394	45.12735	40.32817	56.95509	39.39698	25.10807	17.06258	10.11603	23.89013	6.66192	26.28542
ENSXETG00000000377	0.49532	0.32035	0.61212	1.0463	1.15236	2.366	0.39235	0.64363	0.69314	1.99701	0.26094	0.09918
ENSXETG00000000380	9.82699	11.03573	14.04349	12.76804	126.04447	144.96914	239.42235	172.93104	9.06231	17.93806	459.02216	604.2811
ENSXETG00000000383	7.21176	4.93716	2.59015	2.28481	3.4082	3.52145	2.40835	1.66729	19.15257	41.85491	23.01946	26.78936
ENSXETG00000000384	0	0.02491	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000390	0	0	0	0	0	0	0	0	0	0.07277	0	0
ENSXETG00000000391	0	0	0	0	0	0	0.09838	0.16196	0.1606	0.12275	0	0
ENSXETG00000000392	0	0	0	0	0	0	0	0.16151	0	0	0	0
ENSXETG00000000393	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000395	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000396	0.81334	3.76832	1.84274	35.8457	4.97399	30.37232	109.86271	196.98214	0.27262	0.31266	0.10357	0.17451
ENSXETG00000000399	3.57479	3.6059	6.54694	6.73262	6.39529	16.55861	4.76863	3.03025	5.51865	12.19861	13.76471	32.43022
ENSXETG00000000401	4.12471	6.64015	18.14073	13.05411	20.14796	11.10139	2.09148	0.71713	16.21262	10.60143	3.3918	0.77548
ENSXETG00000000402	3.68415	2.03334	0.999	0.83309	3.5208	1.87983	3.27841	1.75738	4.87374	10.46064	2.81871	6.88441
ENSXETG00000000407	0	0.25328	0	0	0	0.31798	0	0	4.65766	6.601	0.03598	0.12118
ENSXETG00000000408	0.0603	0	0.05464	0.05247	2.3833	1.42604	1.09268	0.91343	1.47187	8.50482	0.10755	0.12081
