Ensembl.Gene.ID	brain_GSM1064856	brain_GSM1064857	heart_GSM1064858	heart_GSM1064859	mesonephros_GSM1064860	mesonephros_GSM1064861	liver_GSM1064862	liver_GSM1064863	testis_GSM1064864	testis_GSM1196057	female gonad_GSM1064865	female gonad_GSM1196056
ENSXETG00000024823	2.26323	1.15866	0.26182	0.08381	0.22651	0.04217	0	0	0.22597	0.10366	0	0
ENSXETG00000024827	0	0	0	0	0	0.04809	0	0	0	0	0	0
ENSXETG00000024834	8.45615	10.83389	5.83075	7.14561	7.84055	5.90255	7.61227	6.03221	31.11473	29.9452	46.43054	60.19305
ENSXETG00000024835	7.73846	6.14681	17.40238	21.07603	21.30261	26.35321	5.31606	5.69719	20.04116	44.42547	2.29946	8.75339
ENSXETG00000024836	3.58989	2.95902	6.21081	8.33085	13.30527	10.66933	8.54018	6.17825	4.90098	45.31636	2.13342	28.53981
ENSXETG00000024839	6.44624	9.01352	0.05615	0	0	0	0	0	0.17452	0.13345	0	0
ENSXETG00000024840	4.44881	4.76	1.09957	1.09985	20.78528	19.5232	13.04033	8.32645	3.74854	24.1069	0	0.30371
ENSXETG00000024842	0	0	0	0	0	0	0	0	0.3675	5.2156	0.04364	0.09799
ENSXETG00000024850	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024857	0	0.04391	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024858	8.78256	9.86279	2.44897	2.45855	23.28649	17.31783	15.02092	21.56795	2.04637	2.01633	0.08211	1.56824
ENSXETG00000024859	5.37028	3.92507	10.46682	11.39549	1.0382	0.96632	3.99825	2.85501	2.9	9.81913	17.64074	68.13943
ENSXETG00000024861	4.46466	4.57301	6.0161	5.85851	36.74895	20.08054	4.94059	4.38094	30.6058	60.33662	1.02106	3.18329
ENSXETG00000024863	9.41002	7.94683	2.87685	3.74921	1.60002	1.19135	0.1956	0.32194	1.91543	1.70853	4.548	9.30921
ENSXETG00000024864	8.24775	6.20185	0	0	0.12124	0	0	0	0	0.13871	0	0
ENSXETG00000024867	6.4441	4.63491	6.10065	3.20452	4.38477	5.03845	1.3402	1.57939	19.17123	47.99825	12.92521	41.88559
ENSXETG00000024869	6.04567	6.94953	4.5319	4.80654	8.77777	8.10465	2.38244	4.02705	8.26643	71.74468	18.4968	57.47394
ENSXETG00000024870	0	0	0	0	0	0.05064	6.98658	18.67158	2.22603	1.86801	0	0.34757
ENSXETG00000024872	85.50596	98.09713	43.37534	58.47638	58.3323	66.30069	30.56437	33.29383	57.79325	63.62108	186.00363	366.70446
ENSXETG00000024874	26.94489	33.68396	6.61902	8.54626	37.11252	28.55418	12.88522	9.2699	16.30382	13.07381	88.71462	95.24226
ENSXETG00000024875	4.69703	4.72121	4.92433	5.12947	10.25352	7.7693	4.68773	3.45804	13.39857	24.55258	2.02515	3.6889
ENSXETG00000024880	47.43595	41.45459	16.95789	15.55292	34.37338	28.7681	20.45079	14.53033	31.25188	28.97605	35.23497	45.32163
ENSXETG00000024882	1.33376	1.51161	12.03668	5.12638	1.82997	0.63267	0.81502	0.52602	1.66913	5.02488	0.09907	0.16692
ENSXETG00000024884	27.82616	28.01951	13.55425	20.12919	16.5261	17.6663	7.95186	11.8527	26.77029	14.22743	32.55709	26.64467
ENSXETG00000024887	3.3406	4.65066	3.86173	6.89017	6.3107	4.72207	0.70348	1.46901	17.99812	22.25485	4.61938	6.11075
ENSXETG00000024889	0	0	0	0	0	0	0	0	0.02643	0.03031	0.05025	0.05645
ENSXETG00000024892	0	0.03351	0	0	0	0	0	0	0.03006	0.06901	0	0
ENSXETG00000024894	0	0	0	0	0	0	0	0	0	0	0	0.06145
ENSXETG00000024895	7.89903	4.92215	1.95587	3.83147	3.65493	4.08225	2.08531	4.1266	1.94463	3.11296	10.9278	5.92144
ENSXETG00000024896	3.3306	3.20184	2.47448	2.87229	6.013	5.62293	4.37466	6.27683	5.09744	9.26954	14.55083	34.16189
ENSXETG00000024897	0.13908	0.2702	0.5041	0.55325	3.23362	1.98327	2.69083	0.88383	3.33776	15.99578	8.35911	31.63053
ENSXETG00000024898	13.26555	14.2532	6.67877	6.72546	7.64584	9.59327	5.155	3.84622	51.89739	45.15303	47.79888	64.86125
ENSXETG00000024901	0.56824	0.56615	0	0	0	0	0	0	0.07621	0.20391	0	0
ENSXETG00000024902	7.46009	9.29406	2.68361	2.72568	9.00115	11.56953	3.0951	4.90528	6.52093	7.96887	31.1698	53.83073
ENSXETG00000024903	0	0.17035	1.25443	2.62176	8.50328	0.49911	563.495	149.2892	0	0.08764	0	0
ENSXETG00000024904	0	0	0.20376	0.13043	1.83341	0.06565	54.83127	26.10789	0	0	0	0
ENSXETG00000024906	14.3635	15.0268	6.95724	11.06299	8.3102	16.84304	4.62895	8.75145	14.41118	4.44284	69.90802	49.1001
ENSXETG00000024908	0	0	0	0	0	0	0	0	0	0	0	0.02583
ENSXETG00000024909	19.28569	18.86759	5.76286	6.84939	12.9465	11.41108	9.17324	7.7461	19.61797	39.77941	15.19407	58.40476
ENSXETG00000024910	0	0	0	0	0	0	0.16393	0.17987	0.03566	0.12275	0.10166	0.07609
ENSXETG00000024911	0	0	0	0	0.21068	0	0.09657	0.10596	9.1421	89.54028	0	0
ENSXETG00000024912	0	0	0	0	0	0	0	0	0	0.13923	0	0
ENSXETG00000024914	11.83888	10.52372	0	0.06734	11.9393	8.94433	7.20948	3.80867	265.23236	118.93974	1.10364	0.30996
ENSXETG00000024916	1.76195	2.15051	1.99595	3.44995	1.93397	1.92868	2.66005	3.61355	7.16625	12.32778	3.53398	11.6151
ENSXETG00000024917	0.74639	0.58565	0	0	0	0.16339	0	0	12.14278	11.58249	73.57695	181.42771
ENSXETG00000024918	69.84723	77.14041	51.21761	49.42486	70.28759	97.64498	40.1315	41.92977	168.78232	95.96105	394.75535	301.03971
ENSXETG00000024919	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024920	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024921	0	0	0	0	0	0	0	0.12198	0.48381	0.41614	0	0
ENSXETG00000024922	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024924	0.62375	0.95373	2.73942	1.87902	8.4417	6.47065	6.78858	7.1306	6.07974	36.2052	0.29941	1.15313
ENSXETG00000024925	0.14848	0.38837	0	0	139.29764	1024.08873	0	0	0.59236	0.27974	0.09931	0.07437
ENSXETG00000024927	0.14805	0	0.26834	0	0.13929	0	5.23637	0.42037	0	0	0	0
ENSXETG00000024929	0	0	0	0	0	0	1.22003	0	0	0	0	0
ENSXETG00000024930	0	0	0	0	0	0	0.23065	0	0.37643	0	0	0
ENSXETG00000024931	0.09732	0.05094	0.22052	0.25413	0.77837	0.25572	9.19452	3.22456	0.09135	0.41909	0	0.04875
ENSXETG00000024932	0	0	0.21331	0.20484	0.22145	0	7.98626	1.03964	0.14728	0	0	0
ENSXETG00000024933	106.25397	91.73707	49.49984	54.4825	58.07257	70.61041	26.15986	25.27158	174.81292	234.65201	27.81748	93.98659
ENSXETG00000024935	6.67056	7.62317	0.63121	0.6761	0.07564	0	0	0.02538	1.93611	3.14316	0.07167	0.05365
ENSXETG00000024937	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024938	679.72435	843.51856	676.69363	550.68977	611.20816	542.20515	393.22739	334.69542	1389.08773	325.90575	415.18025	236.59618
ENSXETG00000024940	22.7975	19.5202	3.93234	5.78041	8.35337	17.09919	1.32458	0.63188	6.79835	10.74275	9.90837	11.63135
ENSXETG00000024941	14.5266	14.53459	18.84461	22.9007	27.01502	30.37556	11.80983	13.23636	17.37231	16.51343	32.87826	37.79284
ENSXETG00000024943	8.93508	7.82911	5.4372	4.04224	7.61737	5.50815	3.97934	2.13731	21.2232	62.04693	21.33602	103.74745
ENSXETG00000024946	0.92711	0.58886	0.12005	0.48983	0.59191	1.07281	0.34279	0.06267	5.18999	5.45311	57.88201	74.53401
ENSXETG00000024947	15.9587	14.02067	11.54597	8.44019	13.43845	11.54285	7.5303	6.67665	44.64634	70.80042	63.31059	154.94603
ENSXETG00000024949	142.4993	112.763	32.4324	25.86998	16.52852	11.48769	13.56742	7.91518	30.24192	95.21203	0.34195	4.18666
ENSXETG00000024951	6.21447	5.17621	0.66175	0.76519	1.51427	1.97061	1.19565	0.52195	2.36388	2.96766	1.68718	1.02969
ENSXETG00000024952	0.38214	1.31366	0.34631	0.52261	20.13496	2.58163	4.0034	2.01543	80.70617	30.67601	0.48667	0.492
ENSXETG00000024953	20.10431	19.59998	25.46739	18.97345	23.91424	36.07401	23.86569	27.53392	6.47841	9.96524	12.25713	19.30862
ENSXETG00000024954	2.95862	1.9697	2.38872	3.2301	4.09946	6.6891	3.57336	4.27717	0.90881	2.83727	1.4386	6.51773
ENSXETG00000024956	50.10477	40.33242	35.84915	26.68727	107.98963	107.84422	30.96321	20.4577	29.60564	95.95533	121.78858	487.91262
ENSXETG00000024957	23.08217	21.78832	37.57742	24.07832	19.77129	18.99492	13.42666	11.03114	25.51069	61.22453	36.26	147.33762
ENSXETG00000024962	0	0	0	0	0	0	0	0	0.04181	0	0	0
ENSXETG00000024963	43.98068	43.66913	106.39658	82.42265	87.81972	80.65634	46.99518	35.58849	65.80932	89.10676	27.52773	52.43964
ENSXETG00000024964	2.20697	2.07798	0.36667	0.32012	0.06922	0.16104	0	0.06964	0.27621	0.27714	0	0
ENSXETG00000024965	1.48912	1.1455	0.11907	0.03811	0	0.07671	0	0.08291	0.04111	0.23572	0	0
ENSXETG00000024966	6.67501	5.44455	7.68961	9.00868	7.77027	6.93503	10.39461	7.49629	8.12338	9.80334	13.51436	12.6316
ENSXETG00000024985	61.94543	62.42863	39.47162	44.71543	65.72407	74.62417	33.72688	25.53349	110.47645	148.44184	62.87349	83.05632
ENSXETG00000024988	0	0	0	0.13099	0	0	0.51943	0.14248	2.82571	24.14287	11.40604	47.78239
ENSXETG00000024989	0.11344	0.23736	0.51409	0.36202	0.64044	0.49676	4.07818	1.89727	0.21295	0.32567	0	0
ENSXETG00000024990	0	0.04554	0	0	0	0	0	0	1.18537	10.07845	0	0.04359
ENSXETG00000024994	110.18118	115.41429	333.14952	145.30414	122.53712	128.49523	99.62653	75.30136	202.17951	79.62635	77.06255	66.12844
ENSXETG00000024999	216.63477	182.21893	266.49118	239.11718	408.23526	283.5462	231.62963	154.82096	276.57405	343.4935	179.42611	378.73843
ENSXETG00000025004	65.80645	47.77765	4.43055	5.80781	8.7978	8.42649	5.85788	5.80295	12.30934	21.46763	10.99923	24.43871
ENSXETG00000025005	1.56295	2.26138	0.21097	0.57878	2.62811	3.17415	0.20084	0.18887	0.24967	1.4676	0.20753	0.16649
ENSXETG00000025007	10.22149	11.17313	7.09356	7.21071	9.10561	8.49001	6.45974	5.06267	158.02686	181.24973	114.9427	108.94967
ENSXETG00000025008	0.98214	1.6082	0.19349	0.6689	0.44195	1.00961	0.33153	0.48502	158.19103	66.32602	304.37161	85.21792
ENSXETG00000025009	116.90323	92.03814	496.73376	517.87712	143.71791	126.55818	74.0048	59.71593	164.17106	214.11588	54.24939	185.24028
ENSXETG00000025010	2.20664	2.95604	9.82796	6.67421	9.26639	5.30212	5.29307	2.3944	13.28543	11.20997	4.79773	2.96411
ENSXETG00000025012	1.78087	0.85602	0.61066	0.25132	1.17739	0.92726	0.872	0.27336	1.94257	4.04116	5.40627	11.80823
ENSXETG00000025014	11.87881	10.7201	0.03438	0.06603	0.32136	0.63144	0.09824	0.10779	1.03299	1.02126	3.04482	2.12815
ENSXETG00000025015	0.05105	0.10676	0.32376	0.44414	0.62421	1.02787	1.32082	0.91786	0	0.10985	0	0.05112
ENSXETG00000025020	53.96114	40.26557	0	0.04826	0	0	0	0	1.82186	5.96962	25.55945	53.47853
ENSXETG00000025023	0	0	0	0	0.07362	0	0	0	0.07344	0.16839	0	0
ENSXETG00000025024	1.21741	2.69276	2.52173	3.81393	141.76435	122.23232	159.00728	115.03699	4.27674	3.44453	0.27905	1.428
ENSXETG00000025025	21.25498	18.80659	7.63594	8.76611	37.25319	31.76121	21.38368	18.90491	20.05376	9.51306	44.91218	18.191
ENSXETG00000025027	24.20414	27.18694	11.8373	14.9473	23.22373	17.92305	15.79375	8.79438	25.67814	23.10136	11.39953	9.88694
ENSXETG00000025028	12.47741	16.28469	8.95646	12.25599	14.64497	10.06095	7.46039	6.19768	57.04846	36.0372	59.68903	60.73924
ENSXETG00000025029	0	0	0	0	0	0.2064	0	0.22311	0	0.50742	43.49308	720.7939
ENSXETG00000025031	0.00951	0.0298	0	0	0.00895	0	0.04094	0	0.21371	4.49368	0.03382	0.1235
ENSXETG00000025032	14.0739	16.54291	20.10791	16.10177	6.32	4.85431	2.8078	1.1254	10.81038	19.62847	8.99553	13.61663
ENSXETG00000025033	35.69844	39.18001	67.30776	43.24034	63.61857	48.20998	55.78417	44.28582	119.94407	166.31737	44.83051	76.70156
ENSXETG00000025034	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025035	0	0	0.28232	0.13558	0	0	1.07502	0.73723	0	0	0	0
ENSXETG00000025036	0	0	0	0	0.13929	0	2.80975	0	0	0	0	0
ENSXETG00000025037	0.4118	1.50785	0	0	0.96858	1.44241	0	0.19487	25.31624	135.63813	0	0
ENSXETG00000025038	0	0	0.13997	0	0	0	0.39968	0.43853	0.14496	1.32981	0	0
ENSXETG00000025040	12.92415	8.54874	0.03146	0.19955	0.76487	0.48071	0.01799	0.03286	1.16742	1.27151	3.46874	2.71356
ENSXETG00000025041	7.63674	7.4174	1.18275	1.47342	4.03221	4.38621	1.24766	1.30216	30.47542	46.30307	38.01616	58.91561
ENSXETG00000025042	16.61216	21.98583	103.87078	110.25345	46.26041	46.50429	9.09373	8.39904	33.5009	49.98211	18.73393	35.13965
ENSXETG00000025043	136.025	140.59632	106.4047	84.85054	101.75106	62.07279	51.64068	28.88595	96.51124	80.36124	109.4874	199.50637
ENSXETG00000025045	0	0	0	0	0	0	0	0	0.12297	0.52877	0	0.03277
ENSXETG00000025047	3.87756	4.25829	0.05825	0.20507	64.79982	53.67216	1.49699	1.19641	10.89815	16.74145	23.66149	52.62115
ENSXETG00000025050	1.82235	1.90651	0.94874	1.95703	1.96987	2.98789	1.13728	2.64248	2.54743	2.21202	15.55369	18.24783
ENSXETG00000025051	158.9697	159.65611	262.88463	244.95026	133.05538	171.67034	97.87815	78.01459	189.86761	712.97713	391.99325	1234.59488
ENSXETG00000025052	144.28405	764.49698	361.04328	706.45654	352.97715	382.95074	2040.773	3101.49697	528.58988	144.81879	3.14235	2.38779
ENSXETG00000025055	8.65552	8.55616	11.59102	15.20325	16.1373	17.66587	7.68269	10.45094	18.5082	28.14643	78.55635	103.77895
ENSXETG00000025056	0.11511	0.4817	0	0	21.44422	14.85201	0	0	0.10804	0.16521	0	1.30639
ENSXETG00000025060	3.2056	2.47344	0.40534	0.54679	1.57312	1.70665	0.99226	0.72583	2.75887	5.38792	3.63612	1.05579
ENSXETG00000025061	29.56178	22.72581	10.67491	12.01024	18.32194	19.63662	9.46796	9.43155	22.6347	48.69697	33.0097	109.17275
ENSXETG00000025063	12.83327	14.63797	0.08075	0.85311	17.85952	53.84898	64.81294	20.07717	1.17105	2.01453	36.62422	68.44708
ENSXETG00000025064	0.63627	0.40963	0.13305	0.12777	0.04606	0	0.08442	0	0.09185	0.0527	0	0
ENSXETG00000025065	0	0.05127	0.04442	0	37.33236	36.33477	234.88943	116.99126	0.2299	0.10545	0	0
ENSXETG00000025068	0.09426	0.88767	0.76894	1.96909	1.86273	2.31169	6.75079	4.72979	1.32736	7.91572	0.25213	2.36018
ENSXETG00000025071	22.13211	27.74062	9.35566	18.46039	13.10571	19.13333	6.64912	11.71297	30.52897	4.64287	161.05046	44.32387
ENSXETG00000025072	0.4527	0.42846	0.01953	0.04691	0	9.53266	0	2504.74497	0.83966	1.09056	0	0
ENSXETG00000025073	7.50609	13.54313	16.0693	23.00448	21.49312	22.76758	15.01568	19.3586	32.46898	187.47144	47.6145	361.64966
ENSXETG00000025074	2.1845	2.3768	3.08836	2.12918	5.0149	4.89723	1.13074	1.24067	4.26478	5.1732	0.23368	1.39997
ENSXETG00000025075	0.65272	0.8346	0.32863	0.18936	0.54585	0.19054	0.06259	0.27458	2.51858	1.40513	2.77995	0.07265
ENSXETG00000025076	0.42314	0.3746	0.05898	0.59487	0.91873	1.08312	0.81433	1.94106	0.45824	1.43648	0	0.03261
ENSXETG00000025077	5.57814	6.40885	1.35408	2.60053	8.29391	10.8162	3.78105	6.17581	39.96801	125.77008	22.42097	60.09558
ENSXETG00000025078	22.69529	21.57339	1.01819	2.04574	5.18771	6.46326	3.71304	12.51653	8.66339	6.92141	16.91866	22.89899
ENSXETG00000025079	4.29323	3.98815	5.90312	5.66863	10.62038	11.27865	6.51351	8.58308	27.61653	53.26423	20.8184	73.15725
ENSXETG00000025081	53.51016	73.60271	192.5186	252.67761	94.9752	115.69166	21.84594	31.45344	50.33165	253.70691	60.67339	508.40027
ENSXETG00000025082	0.04095	0.04284	0	0.03564	0.03853	0.14334	0	0.03876	12.25445	19.34063	16.71031	29.34439
ENSXETG00000025083	3.80044	4.25492	1.69182	2.37891	3.82648	2.97768	1.32295	0.88357	5.5696	12.34426	6.8946	35.85223
ENSXETG00000025084	15.66824	18.97997	9.89317	11.03801	18.58364	19.15384	8.84195	7.21107	12.60521	16.40051	25.97426	18.20596
ENSXETG00000025086	2.70287	3.43757	2.88172	4.0125	2.64267	3.34149	2.60608	2.70891	5.27271	26.12755	7.93697	47.07196
ENSXETG00000025087	32.91034	26.73927	22.69776	21.54822	24.04685	21.53349	16.07637	15.15784	246.2053	444.88388	51.61391	115.12745
ENSXETG00000025090	3.23656	4.69344	17.59851	16.70421	55.41402	59.40638	18.60517	25.50973	24.12179	23.52461	1.77111	2.75957
ENSXETG00000025091	39.15591	41.4375	37.31413	31.25831	27.21202	41.69501	15.04327	15.7479	98.91833	49.6034	76.91548	76.0474
ENSXETG00000025093	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025095	2.37936	2.97499	627.06144	649.42495	0.43679	0.05082	0.15021	0.21975	1.41623	1.1244	0	0
ENSXETG00000025097	225.38364	188.58172	96.16907	88.04542	138.57479	134.35722	66.83927	70.95749	181.87507	316.06621	202.45914	418.03125
ENSXETG00000025105	36.64994	33.97772	18.67177	19.9968	25.39321	30.94197	14.50766	14.58141	193.23224	97.1061	253.27362	212.74037
ENSXETG00000025107	0	0	0	0	2.10668	1.58731	0.73589	0.50466	0	0.11477	1.42576	11.95815
ENSXETG00000025109	2.63274	3.12802	0.02396	0.09208	2.78813	1.84204	0.17121	0.16278	12.91404	51.67942	0.35383	0.19873
ENSXETG00000025116	1315.3828	1247.36849	150.41181	231.3716	521.27505	424.29092	314.05469	323.24338	372.26986	455.92825	721.60474	1017.99376
ENSXETG00000025118	50.5199	42.43777	15.70994	17.32724	19.05906	19.47432	6.87935	6.37608	14.82958	28.30973	68.17137	132.22315
ENSXETG00000025120	3.09162	6.75411	2.96656	10.28699	4.70527	9.31633	15.45361	29.69438	0.08534	3.81723	0.24317	1.45684
ENSXETG00000025123	0	0	0.06316	0.12131	0.06558	0.12207	0	0.19793	0	0	0.1864	0
ENSXETG00000025124	186.80652	151.78664	136.95831	93.00955	142.6334	104.83779	82.70737	55.59831	121.6003	83.34681	284.18981	154.7523
ENSXETG00000025128	1.99034	1.40856	1.43239	2.03775	1.48707	2.61443	0.60603	0.83118	1.86812	6.11221	2.76577	14.06844
ENSXETG00000025129	1.36046	1.73464	0.2697	0.48099	3.51999	4.70965	0.01836	0.4628	75.29969	78.00469	2.10343	1.06429
ENSXETG00000025130	4.03588	1.52156	0.42837	1.13909	5.33651	3.15213	0	0	5.3579	3.79635	0.09725	0
ENSXETG00000025131	0.15923	0.08326	0.1443	0.27714	0.3745	0.90632	0.27473	0.45216	0.97141	6.0845	2.05816	3.50772
ENSXETG00000025132	3.35108	2.61343	29.18178	24.47013	3.46811	2.85452	2.4179	1.38416	4.91812	9.44417	2.4713	9.06012
ENSXETG00000025135	0	0	0	0.04345	1.59613	0.48066	0.04307	0	0.09367	0.376	0.0445	0.09993
ENSXETG00000025136	9.19351	9.41977	4.12281	8.41297	29.60482	13.27952	2.20766	1.25598	13.69953	29.27991	0.16896	0.18979
ENSXETG00000025139	117.67532	159.43693	39.08548	57.07888	28.52107	38.97475	12.00626	20.47755	30.13418	19.87519	39.1842	32.42501
ENSXETG00000025140	22.82029	30.12512	14.74396	16.28832	22.82481	19.35328	10.46458	11.55004	29.29054	23.47921	16.65297	11.89406
ENSXETG00000025141	0	0.07967	0.02299	0.02207	9.09938	12.91519	2.29941	5.62262	0.50036	1.69413	6.24557	15.45467
ENSXETG00000025142	0	0.40698	0.10578	2.94511	2.45206	7.52812	556.96814	1681.27033	3.54154	1.8005	0	0.93482
ENSXETG00000025145	2.04623	2.21095	0.2736	0.52547	11.1093	12.39641	5.06437	3.01651	2.20394	1.11937	0	0.10079
ENSXETG00000025146	10.17285	9.87145	2.09321	1.96732	4.53119	5.68067	2.03506	1.58163	6.41158	13.06618	8.67423	16.63316
ENSXETG00000025147	118.56768	102.62561	115.52474	99.96603	111.19638	129.80733	83.72752	78.94823	104.88147	186.3916	142.78692	292.40557
ENSXETG00000025150	0.3083	0.46365	0	0.11738	0.56197	0.50622	0.39894	0.41951	3.18296	6.96884	27.82601	31.52685
ENSXETG00000025152	0.08448	0.17681	44.10634	48.38396	1.58996	1.70185	1.67659	2.63938	13.32356	8.64047	0.6026	0.33842
ENSXETG00000025153	12.87245	11.24419	4.47365	6.57992	8.96561	12.58563	4.52825	6.65422	11.05557	23.91177	34.31363	66.23225
ENSXETG00000025155	0.5569	0.67971	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025156	0	0	0	0	0	0	0.39625	0	0	0	0	0
ENSXETG00000025157	0.04272	0	0	0	0	0	0	0	0.56134	4.00043	0	0.12834
ENSXETG00000025160	4.72127	10.45975	10.82238	9.3049	67.41333	44.50566	9.46383	8.41226	35.32045	9.86517	337.81369	159.7666
ENSXETG00000025161	76.68673	101.63581	94.08729	100.26206	135.50084	136.82642	67.38581	64.71441	78.42311	93.57473	36.30856	54.98579
ENSXETG00000025164	5.01694	4.4753	1.78157	2.21719	7.19115	7.69862	5.65774	6.66922	6.14067	11.91788	18.08544	22.92945
ENSXETG00000025166	29.55147	38.46982	54.35602	63.10306	41.87456	33.55572	7.02974	5.07701	12.34358	60.84341	2.85042	3.5117
ENSXETG00000025168	45.40087	41.81031	32.91947	39.16902	48.60955	55.79342	31.63586	29.54387	80.33952	148.74238	70.43102	197.02515
ENSXETG00000025170	11.91003	9.59625	4.26512	1.96428	0.497	0.21026	0.87005	0.27275	1.4875	0	0	0.04811
ENSXETG00000025171	0	0	0	0.05818	0	0	0	0	0.50187	0.28778	0	0
ENSXETG00000025174	13.21944	11.99907	8.27133	11.36355	9.95496	14.429	3.83242	10.52526	84.40228	135.02147	52.60952	84.08753
ENSXETG00000025175	53.38457	41.37717	69.03294	48.15538	43.38484	37.50768	37.18049	26.27333	90.30782	153.10961	2.92491	14.6517
ENSXETG00000025177	15.80156	15.75806	6.66567	7.53405	10.36364	8.96809	5.79891	3.89754	16.28455	19.43342	6.02348	11.69974
ENSXETG00000025180	0	0	0.03477	0	0	0.0336	0	0	0.32402	1.7754	0.0342	0.15363
ENSXETG00000025181	0	0.07129	0	0	1.37862	0.65652	0.05879	0	0.15994	0.33013	0.03037	0
ENSXETG00000025183	0	0	0	0	0.97161	0.34782	0	0.07518	0.07455	0	0	0
ENSXETG00000025184	0	0	0	0	0	0	0	0.05524	1.91679	1.44458	0.05203	0.11688
ENSXETG00000025190	4.70332	3.17834	0.22432	0.37207	6.54231	7.40967	0.62124	0.59642	1.01388	2.18009	2.86872	3.65053
ENSXETG00000025196	4.5666	3.32721	6.57718	6.81268	5.06369	7.92653	3.09542	5.09451	15.84355	34.9356	5.81553	12.0852
ENSXETG00000025198	79.41007	61.01673	82.19051	80.09182	97.47072	128.94991	76.65968	73.23097	75.32783	34.31266	79.59087	78.52842
ENSXETG00000025199	0	0.62057	0	0.02581	0	0.20777	0	0	257.23426	654.21136	39.15449	70.6799
ENSXETG00000025205	0	0	0	0	0	0.05689	0	0	2.37861	14.05921	0	0.13012
ENSXETG00000025206	4.64931	5.3022	1.89792	3.86378	4.65011	5.24514	5.45635	4.24227	3.53821	4.82421	15.7569	16.90269
ENSXETG00000025208	2.49533	1.49177	0.16154	0.27143	0.33536	0.07802	0.03843	0	0.16731	0.4317	0	0
ENSXETG00000025209	2.43611	2.70074	6.75484	4.96775	15.01749	14.67817	10.38257	8.50093	13.51417	12.32841	2.30128	4.07775
ENSXETG00000025211	0	0	0	0	0	0.7346	0	0.04965	0	0	0	0
ENSXETG00000025212	0	0.13004	0	0.79325	0.11695	3.41062	0.07149	0.23531	0.11667	0.0892	0.03694	0.29042
ENSXETG00000025213	0	0	27.26016	36.17771	3.17987	28.56113	1.02054	0.15998	1.11032	0.54572	0.30128	0
ENSXETG00000025214	107.28354	108.61963	136.39425	108.13352	72.6696	36.09435	33.00341	18.68512	60.21074	59.37295	10.98821	10.01646
ENSXETG00000025215	0	0	0	0	0	0	0	0	0	0.21912	0	0
ENSXETG00000025220	0	0	0	0	0	0	0	0	15.58713	16.26909	0.66536	0
ENSXETG00000025222	0	0	0	0	0	0	0	0	0	0.06242	0	0
ENSXETG00000025225	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025226	6.16057	4.06534	1.0307	1.40215	2.1401	2.1579	1.71707	0.98684	5.42645	8.56972	35.82342	43.46695
ENSXETG00000025233	0	0	0	0.09802	0.07068	0.03289	0	0	0	0.04043	0	0
ENSXETG00000025234	0	0	0	0	0	0.03332	0	0	0	0.16388	0.23752	0.41919
ENSXETG00000025235	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025236	0	0	0	0	0	0	0	0.02284	0	0.07798	0	0
ENSXETG00000025238	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025239	0.83532	0.63114	2.31309	1.21157	1.17886	1.21917	1.08095	0.43929	3.61523	10.34026	0.04139	0.13943
ENSXETG00000025242	0.46845	0.23523	0	0.04078	6.36409	0.5497	0.06467	0.06206	2.03129	3.04557	0.6598	0.24393
ENSXETG00000025245	0.50316	0.45623	14.88081	11.99807	0.07892	0.08814	0	0	1.99931	1.28186	6.20499	2.26736
ENSXETG00000025246	0	0	0	0	0	0	0	0	0.55927	4.73027	0	0.14917
ENSXETG00000025248	56.61848	45.33543	23.17927	19.41507	44.29832	30.5598	22.80495	19.29247	79.23467	112.26069	107.67675	221.60291
ENSXETG00000025249	0.17852	0.06224	0	0	0.11199	0.05209	0	0	27.37012	61.30488	0	0.17876
ENSXETG00000025251	0.96473	1.26688	0.02732	0.06996	1.82481	2.17805	0	0.0999	20.61899	20.30956	7.78937	1.58997
ENSXETG00000025253	0	0	0	0.40668	0	0	0	0	0.07309	0.83836	0	0
ENSXETG00000025254	1.52528	2.00394	0	0	1.1013	1.30462	0	0.06715	20.14239	11.72185	0.12647	0.17758
ENSXETG00000025255	0.23796	0.2942	26.52662	43.32095	0.63099	0.39784	0.03732	0	0.77162	2.8876	0.07713	0
ENSXETG00000025262	0	0.07528	0	0	0.67685	0.50401	557.75781	238.33632	1.1479	2.78776	0.38478	0.86443
ENSXETG00000025264	0.76772	0.53545	0.06628	0.06365	0.20639	0.06405	0	0.06923	0.27449	0.07873	0	0
ENSXETG00000025265	10.64146	8.9063	10.18615	5.3538	12.89027	7.45495	5.99594	3.02185	13.54615	31.78647	7.52968	24.14205
